Block,Time,DHAULIGNGA,KHSTPP-II,KKNPPU2,KOLDAM,KOTESHWR,NLCTS2EXP,SALAL,SASAN,ANTA_LF,BRBCL,KHSTPP-I,NAPP,RAPPB,RAPPC,TEHRI,TelanganaSTPP,ANTA_GF,AURY_GF,DADRI_CRF,DADRI_GF,PARBATI3,TANDA2,AURY_LF,JHAJJAR,KGSU1AND2,KGSU3AND4,SINGRAULI_HYDRO,TALST2,URI2,VALLURNTECL,ANTA_RF,DADRI_RF,DULHASTI,KUDGI,RAMPUR,RSTPSU1TO6,UNCHAHAR2,URI,DADRI_LF,BSIUL,CHAMERA1,CHAMERA3,NJPC,NLCEXP,NNTPP,RIHAND1,RSTPSU7,SEWA2,SIMHST1,TALA,TANAKPUR,UNCHAHAR1,ANTA_CRF,AURY_RF,KKNP,MAPS,NLCIIST2,NTPL,SIMHST2,SINGRAULI,UNCHAHAR3,CHAMERA2,DADRT2,FSTPP I & II,KISHANGANGA,NLCIIST1,RIHAND2,RIHAND3,UNCHAHAR4,AURY_CRF
65,16:00-16:15,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.26,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

66,16:15-16:30,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.26,90.42,0,0,0,0,42.39,0.66,0,0,0,0,0,0,0,74,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

67,16:30-16:45,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.26,90.42,0,0,0,0,42.39,0.66,0,0,0,0,18.94,0,0,83,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

68,16:45-17:00,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,0,0,0,0,42.39,0.66,0,0,0,0,41.67,0,0,92,0,0,0,0,2.05,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

69,17:00-17:15,0,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,16.48,0,0,0,42.39,0.66,0,0,0,0,62.51,0,0,92,0,5.27,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

70,17:15-17:30,7.92,98.87,0,0,26.62,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.66,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.48,90.42,32.96,0,0,0,42.39,0.66,0,2.2,13.2,9.68,83.33,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,2.66,683.14,20.8,0,0,118.76,62.16,0,0

71,17:30-17:45,18.27,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.68,90.42,32.96,0,0,0,42.39,3.31,0,13.04,24.09,19.38,116.95,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,683.14,20.8,0,0,118.76,62.16,0,0

72,17:45-18:00,18.27,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,41.9,90.42,32.96,0,0,0,42.39,3.31,0,19.56,42.15,19.38,116.95,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,683.14,20.8,0,0,118.76,62.16,0,0

73,18:00-18:15,27.41,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42,90.42,32.96,0,0,0,42.39,3.31,0,19.56,42.15,19.38,116.95,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,118.76,62.16,0,0

74,18:15-18:30,27.41,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.32,90.42,32.96,0,0,0,42.39,3.31,0,13.04,42.15,19.38,116.95,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,118.76,62.16,0,0

75,18:30-18:45,27.41,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.52,90.42,32.96,0,0,0,42.39,3.31,0,13.04,29.79,19.38,73.87,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,118.76,62.16,0,0

76,18:45-19:00,27.41,98.87,0,0,39.05,0,2.33,343.12,0,15,45.53,43.36,0,26.01,51.28,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,42.73,90.42,32.96,0,0,0,42.39,8.83,0,13.04,24.09,19.38,61.18,0,0,92,0,10.53,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,39.51,682.79,20.8,0,0,118.76,62.16,0,0

77,19:00-19:15,18.27,98.87,0,0,17.75,0,2.33,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,3.82,0,0,434.65,0,0,0.65,0,4.44,0,42.84,90.42,32.96,0,0,0,42.39,2.21,0,1.1,13.2,9.68,60.61,0,0,92,0,5.27,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,13.17,682.79,20.8,0,0,118.76,62.16,0,0

78,19:15-19:30,9.14,98.87,0,0,8.87,0,9.29,343.12,0,15,45.53,43.36,0,26.01,38.93,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,4.44,0,42.84,90.42,16.48,0,0,0,42.39,2.21,0,0,0,0,60.61,0,0,92,0,5.27,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,4,682.79,20.8,0,0,118.76,62.16,0,0

79,19:30-19:45,8.06,98.87,0,0,8.87,0,55.77,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,18.83,0,42.84,90.42,16.48,0,0,0,42.39,26.49,0,0,0,0,41.67,0,0,92,0,5.27,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.79,20.8,0,0,118.76,62.16,0,0

80,19:45-20:00,0,98.87,0,0,8.87,0,55.77,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,18.83,0,43.05,90.42,16.48,0,0,0,42.39,26.49,0,0,0,0,18.94,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,682.79,20.8,0,0,118.76,62.16,0,0

81,20:00-20:15,0,98.87,0,0,8.87,0,55.77,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,18.83,0,43.05,90.42,16.48,0,0,0,42.39,26.49,0,0,0,0,0,0,0,92,0,0,0,0,0,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,638.65,20.8,0,0,118.76,62.16,0,0

82,20:15-20:30,0,98.87,0,0,8.87,0,55.77,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,18.83,0,43.26,90.42,16.48,0,0,0,36.63,26.49,0,0,0,0,0,0,0,92,0,0,0,0,0,16.98,0,70.81,0,0,0,0,0,139.69,22.77,0,598.65,20.8,0,0,118.76,62.16,0,0

83,20:30-20:45,0,98.87,0,0,8.87,0,9.29,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,16.54,0,0,434.65,0,0,0.65,0,18.83,0,43.47,90.42,16.48,0,0,0,36.63,26.49,0,0,0,0,0,0,0,92,0,0,0,0,0,16.98,0,70.81,0,0,0,0,0,139.69,22.77,0,683.14,20.8,0,0,118.76,62.16,0,0

84,20:45-21:00,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,25.45,0,0,0,0,0,3.57,0,0,434.65,0,0,0.65,0,18.83,0,43.26,90.42,16.48,0,0,0,36.63,26.49,0,0,0,0,0,0,0,92,0,0,0,0,0,17.04,0,70.81,0,0,0,0,0,139.69,22.71,0,683.14,20.8,0,0,118.76,62.16,0,0

85,21:00-21:15,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.26,90.42,16.48,0,0,0,36.63,3.31,0,0,0,0,0,0,0,92,0,0,0,0,1.54,16.91,0,70.81,0,0,0,0,0,139.69,22.71,0,683.14,20.8,0,0,118.76,62.16,0,0

86,21:15-21:30,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.47,90.42,16.48,0,0,0,36.64,2.21,0,0,0,0,0,0,0,92,0,0,0,0,1.54,16.91,0,70.81,0,0,0,0,0,139.69,22.71,0,683.14,20.8,0,0,118.76,62.16,0,0

87,21:30-21:45,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.47,90.42,16.48,0,0,0,42.39,2.21,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

88,21:45-22:00,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.47,90.42,16.48,0,0,0,42.39,2.21,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

89,22:00-22:15,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.47,90.42,0,0,0,0,42.39,2.21,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

90,22:15-22:30,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,2.21,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

91,22:30-22:45,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

92,22:45-23:00,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

93,23:00-23:15,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

94,23:15-23:30,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

95,23:30-23:45,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

96,23:45-24:00,0,98.87,0,0,8.87,0,1.4,343.12,0,15,45.53,43.36,0,26.01,12.73,0,0,0,0,0,0,0,0,434.65,0,0,0.65,0,4.44,0,43.57,90.42,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,92,0,0,0,0,1.54,19.98,0,70.81,0,0,0,0,0,139.69,26.4,0,683.14,20.8,0,0,118.76,62.16,0,0

