Block,Time Block,KGSU1AND2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,VALLURNTECL,ANTA_LF,URI2,ANTA_GF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,SALAL,SEWA2,RIHAND3,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SINGRAULI,TALA,SASAN,RAPPC,RIHAND1,RAPPB,RSTPSU1TO6,RSTPSU7,UNCHAHAR1,UNCHAHAR4,TANDA2,TALST2,TANAKPUR,UNCHAHAR3,URI,TelanganaSTPP,UNCHAHAR2,TEHRI,RAMPUR,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,KKNP,KHSTPP-I,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KGSU3AND4,KHSTPP-II,KOTESHWR,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
64,15:45-16:00,0,346.46,0,14.35,0,464.06,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.38,1.59,0,35.65,14.87,0,0,0,0,0,0,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,0,19.12,0,0,0,0,0,0

65,16:00-16:15,0,426.9,0,13.83,0,479.12,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,2.23,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.38,1.06,0,35.71,14.87,0,0,0,0,0,0,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,0,19.12,0,0,0,0,0,0

66,16:15-16:30,0,520.43,0,13.83,0,505.89,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,8.88,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,17.41,0,0,0,0,22.38,1.06,0,35.71,29.75,0,0,0,0,0,0,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,0,19.12,0,0,0,0,0,0

67,16:30-16:45,0,625.45,0,13.83,0,568.31,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,1.59,0,40.51,43.48,0,0,0,0,0,22.36,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,0,19.12,0,0,0,0,0,0

68,16:45-17:00,0,625.45,0,13.83,0,605,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,1.59,0,40.51,43.48,0,0,0,0,0,44.73,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,1.91,19.12,0,0,0,0,0,0

69,17:00-17:15,0,625.45,0,13.83,15.75,631.31,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,1.59,0,40.51,43.48,0,0,0,0,0,67.08,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,0,0,12.59,19.12,0,0,0,0,0,0

70,17:15-17:30,0,625.45,0,13.83,31.5,649.63,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,1.59,0,40.51,43.48,0,0,0,0,0,87.99,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,1.05,25.18,19.12,11.48,0,0,0,0,0

71,17:30-17:45,0,625.45,8.74,13.83,47.25,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,4.22,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,18.85,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

72,17:45-18:00,0,625.45,16.8,13.83,47.25,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,39.99,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,4.22,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,18.85,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

73,18:00-18:15,0,625.45,26.2,13.83,47.25,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8.88,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,1.1,25.13,10.55,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,18.85,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

74,18:15-18:30,0,625.45,26.2,13.83,47.25,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.34,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,1.1,25.13,10.55,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,18.85,18.53,12.46,25.18,19.12,26.86,0,0,0,0,0

75,18:30-18:45,0,625.45,26.2,13.83,47.25,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.34,7.55,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.13,10.55,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,18.85,18.53,12.46,25.18,19.12,11.48,0,0,0,0,0

76,18:45-19:00,0,625.45,26.2,13.83,31.5,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.13,25.32,0,40.51,59.5,0,0,0,0,0,108.63,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,1.05,25.18,19.12,0,0,0,0,0,0

77,19:00-19:15,0,625.45,26.2,13.83,15.75,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.13,25.32,0,40.51,44.62,0,0,3.65,0,0,89.34,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,0,25.18,19.12,0,0,0,0,0,0

78,19:15-19:30,0,625.45,15.65,13.83,0,653.01,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,5.51,25.13,25.32,0,40.51,44.62,0,0,15.82,0,0,44.73,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,0,25.18,19.12,0,0,0,0,0,0

79,19:30-19:45,0,625.45,7.57,13.83,0,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,25.32,0,40.51,29.75,0,0,15.82,0,0,22.36,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,0,12.59,19.12,0,0,0,0,0,0

80,19:45-20:00,0,625.45,0,13.83,0,653.01,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.13,25.32,0,40.51,29.75,0,0,15.82,0,0,0,0,0,0,0,42.57,0,32.08,0,0,0,0,0,139.37,8.49,9.24,0,0,19.12,0,0,0,0,0,0

81,20:00-20:15,0,625.45,0,13.83,0,595.68,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,25.32,0,40.52,29.75,0,0,15.82,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,0,0,19.12,0,0,0,0,0,0

82,20:15-20:30,0,625.45,0,13.83,0,547.88,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,14.77,0,40.52,14.87,0,0,15.82,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,0,0,19.12,0,0,0,0,0,0

83,20:30-20:45,0,625.45,0,13.83,0,500.09,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,14.77,0,40.52,0,0,0,15.82,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,0,0,19.12,0,0,0,0,0,0

84,20:45-21:00,0,625.45,0,13.83,0,653.01,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,14.77,0,40.52,0,0,0,3.4,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,0,0,19.12,0,0,0,0,0,0

85,21:00-21:15,0,616.52,0,13.83,0,631.83,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,11.61,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,9.24,0,0,19.12,0,0,0,0,0,0

86,21:15-21:30,0,617.47,0,13.83,0,570.06,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,400.3,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,11.61,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

87,21:30-21:45,0,625.45,0,13.83,0,548.23,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,14.77,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

88,21:45-22:00,0,625.45,0,14.53,0,500.43,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,14.77,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

89,22:00-22:15,0,539.88,0,15.28,0,420.15,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,11.61,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

90,22:15-22:30,0,451.94,0,15.28,0,325.96,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,11.61,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

91,22:30-22:45,0,451.94,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,12.67,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

92,22:45-23:00,0,451.94,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,2.11,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

93,23:00-23:15,0,451.94,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

94,23:15-23:30,0,451.94,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

95,23:30-23:45,0,397.69,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,18.96,0,0,0,0,0,0

96,23:45-24:00,0,377.38,0,15.28,0,280.22,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,1.34,0,118.84,0,0,0,113.51,120.41,0,333.59,51.55,87.94,0,0,0,19.65,0,0,0,0.24,25.23,3.16,0,40.52,0,0,0,0,0,0,0,0,0,0,0,42.57,0,32.49,0,0,0,0,0,141.76,8.49,0,0,0,19.12,0,0,0,0,0,0

