Block,Time Block,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DULHASTI,DADRT2,DHAULIGNGA,FSTPP I & II,UNCHAHAR1,UNCHAHAR4,TALST2,TEHRIPSP,VALLURNTECL,TANAKPUR,UNCHAHAR3,URI2,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,DADRI_RF,ANTA_CRF,AURY_CRF,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SASAN,SINGRAULI,SIMHST1,RSTPSU1TO6,RAPPB,RAMPUR,RIHAND1,RAPPD,PARBATI3,RAPPC,PARBATI2,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,NLCEXP,NJPC,NLCIIST1,NAPP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,38.92,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.81,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.36,40.78,0,0,0,0,0

55,13:30-13:45,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,38.92,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,57.33,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.62,40.78,0,0,0,0,0

56,13:45-14:00,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,42.42,12.97,13.4,1.22,0,0,0,11.15,17.59,38.92,28.44,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,70.43,1.13,0,80.19,337.6,94.27,0,0,0,6.81,62.94,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.2,40.78,0,0,0,0,0

57,14:00-14:15,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,31.82,12.97,13.4,1.22,0,0,0,11.15,17.59,35.8,29.63,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,23.59,40.78,0,0,0,0,0

58,14:15-14:30,0,10.1,97.22,0,0,10.3,8.43,0,27.06,136.44,0,0,56.12,4.98,31.82,12.97,13.4,1.22,0,0,0,11.15,17.59,35.8,29.63,0,0,28.48,48.06,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,21.49,40.78,0,0,0,0,0

59,14:30-14:45,0,10.1,125.4,0,0,10.3,8.43,0,38.67,136.44,0,0,56.12,4.98,31.82,16.95,13.4,1.22,0,0,0,11.15,17.59,35.8,30.2,0,0,28.48,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,20.68,40.78,0,0,0,0,0

60,14:45-15:00,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.22,0,0,0,11.15,17.59,35.8,30.2,0,0,28.48,48.06,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,22.27,40.78,0,0,0,0,0

61,15:00-15:15,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,30.49,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,19.2,40.78,0,0,0,0,0

62,15:15-15:30,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,30.49,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.34,1.13,0,119.59,337.6,144.49,0,0,0,6.81,93.61,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,22.77,40.78,0,0,0,0,0

63,15:30-15:45,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,30.49,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.49,0,0,0,6.81,94.06,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,23.63,40.78,0,0,0,0,0

64,15:45-16:00,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,30.49,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.49,0,0,0,6.81,94.06,25,50.56,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,23.08,40.78,0,0,0,0,0

65,16:00-16:15,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,29.92,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,94.06,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,21.06,40.78,0,0,0,0,0

66,16:15-16:30,0,10.1,125.4,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,31.82,16.95,13.4,1.93,0,0,0,11.15,17.59,35.8,29.22,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,94.06,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,19.97,40.78,0,0,0,0,0

67,16:30-16:45,0,10.1,115.29,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,29.92,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.49,0,0,0,6.81,94.06,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,18.04,40.78,0,0,0,0,0

68,16:45-17:00,0,10.1,115.29,0,0,10.3,8.43,0,38.67,215.77,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,29.92,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.49,0,0,0,6.81,94.06,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,17.77,40.78,0,0,0,0,0

69,17:00-17:15,0,10.1,115.29,0,0,10.3,8.43,0,36.65,264.14,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,29.92,0,0,28.48,51.26,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,83.83,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,22.13,40.78,0,0,0,0,0

70,17:15-17:30,0,10.1,115.29,0,0,10.3,8.43,0,36.65,263.17,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,29.92,0,0,28.48,51.26,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,83.83,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,24.18,40.78,0,0,0,0,0

71,17:30-17:45,0,10.1,115.29,0,0,10.3,8.43,0,35.98,262.2,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,28.88,0,0,28.48,51.26,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,22.88,40.78,0,0,0,0,0

72,17:45-18:00,0,10.1,115.29,0,0,10.3,8.43,0,35.98,269.94,0,0,56.12,4.98,42.42,16.95,13.4,1.93,0,0,0,11.52,17.59,35.8,28.88,0,0,28.48,51.26,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,0,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,23.96,40.78,0,0,0,0,0

73,18:00-18:15,0,10.1,143.47,0,0,10.3,8.43,0,40.33,221.57,0,0,56.12,4.98,42.42,20.12,13.4,1.93,0,50.3,0,11.52,17.59,35.8,28.01,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,6.1,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,23.59,40.78,0,0,0,0,0

74,18:15-18:30,0,10.1,143.47,0,0,10.3,8.43,0,44.05,215.77,0,0,56.12,4.98,42.42,20.12,13.4,1.93,0,50.3,0,11.52,17.59,35.8,28.01,0,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,12.21,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.16,40.78,0,0,0,0,0

75,18:30-18:45,0,10.1,143.47,0,0,10.3,8.43,0,44.05,215.77,0,0,56.12,4.98,42.42,20.12,13.4,1.93,0,50.3,0,11.52,17.59,35.8,27.74,9.57,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.31,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,19.29,40.78,0,0,0,0,0

76,18:45-19:00,0,20.2,143.47,0,0,10.3,8.43,0,44.05,215.77,0,0,56.12,4.98,42.42,20.12,13.4,1.93,0,50.3,0,11.52,17.59,35.8,27.74,19.14,0,28.48,49.13,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.31,125.04,1.13,0,119.05,337.6,144.62,0,0,0,6.81,81.9,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.14,40.78,0,0,0,0,0

77,19:00-19:15,0,30.3,143.47,0,0,10.3,8.43,0,44.05,236.99,0,0,56.12,61.28,42.42,20.12,16.97,2.29,0,50.3,0,11.52,21.79,35.8,27.45,28.71,0,34.35,49.13,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.31,125.35,1.13,0,120.24,337.6,145.82,0,0,0,6.81,83.82,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.27,40.78,0,0,0,0,0

78,19:15-19:30,0,33.68,143.47,0,0,10.3,8.58,0,44.05,281.53,0,0,57.67,92.52,44.54,20.12,16.97,2.31,0,50.3,0,11.52,21.79,35.8,27.45,38.9,0,34.8,49.13,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,337.6,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,21.01,40.89,0,0,0,0,0

79,19:30-19:45,0,33.68,143.47,0,0,10.3,8.58,0,44.05,370.53,0,0,57.67,92.52,44.54,20.12,16.97,2.31,0,50.3,0,10.9,21.79,35.8,27.59,38.9,0,34.8,49.13,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,337.6,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,22.6,40.89,0,0,0,0,0

80,19:45-20:00,0,33.68,143.47,0,0,10.3,8.58,0,44.05,417.1,0,0,57.67,92.52,44.54,20.12,16.97,2.31,0,50.3,0,10.9,21.79,35.8,27.59,38.9,0,34.8,49.13,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,337.6,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,24.18,40.89,0,0,0,0,0

81,20:00-20:15,0,33.68,143.47,0,0,10.3,8.58,0,44.05,419.04,0,0,57.67,92.52,44.54,20.12,16.91,1.22,0,50.3,0,10.9,21.24,38.92,27.87,38.9,0,34.21,49.13,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,24.18,40.89,0,0,0,0,0

82,20:15-20:30,0,33.68,143.47,0,0,10.3,8.58,0,44.05,427.76,0,0,57.67,92.52,44.54,20.12,20.46,1.93,0,50.3,0,10.9,26,38.92,28.01,38.9,0,42,49.13,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,21.7,40.89,0,0,0,0,0

83,20:30-20:45,0,33.68,143.47,0,0,10.3,8.58,0,44.05,422.93,0,0,57.67,162.66,44.54,20.12,20.46,1.93,0,50.3,0,10.9,26,38.92,26.76,38.9,0,42,49.13,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,24.18,40.89,0,0,0,0,0

84,20:45-21:00,0,33.68,143.47,0,0,10.3,8.58,0,44.05,421.96,0,0,57.67,216.84,44.54,20.12,20.46,1.93,0,50.3,0,10.9,26,38.92,26.76,38.9,0,42,49.13,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,24.18,40.89,0,0,0,0,0

85,21:00-21:15,0,33.68,143.47,0,0,10.3,8.58,0,44.05,462.59,0,0,57.67,323.4,44.54,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,26.76,38.9,0,42,49.13,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,21.37,40.89,0,0,0,0,0

86,21:15-21:30,0,30.3,143.47,0,0,10.3,8.43,0,44.05,462.59,0,0,56.12,404.66,42.42,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,26.76,38.9,0,42,49.13,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.31,125.35,1.13,0,120.25,331.93,132.13,0,0,0,6.81,83.83,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,24.18,40.78,0,0,0,0,0

87,21:30-21:45,0,30.3,143.47,0,0,10.3,8.43,0,44.05,461.1,0,0,56.12,424.01,42.42,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,26.76,38.9,0,42,49.13,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,18.31,125.35,1.13,0,120.25,331.93,132.13,0,0,0,6.81,83.83,25,56.5,66.32,42.3,0,0,0,0,0,175.25,0,24.34,6.31,33.95,47.31,22.27,40.78,0,0,0,0,0

88,21:45-22:00,0,33.68,143.47,0,0,10.3,8.58,0,44.05,461.1,0,0,57.67,453.03,44.54,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,26.76,38.9,0,42,49.13,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,132.13,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,22.06,40.89,0,0,0,0,0

89,22:00-22:15,0,33.68,143.47,0,0,10.3,8.58,0,44.05,461.1,0,0,57.67,552.19,44.54,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,28.58,38.9,0,42,49.13,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,132.13,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,22.26,40.89,0,0,0,0,0

90,22:15-22:30,0,33.68,143.47,0,0,10.3,8.58,0,44.05,461.1,0,0,57.67,554.61,44.54,20.12,20.46,1.93,0,50.3,0,10.53,26,35.8,28.58,38.9,0,42,49.13,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,79.25,19.46,125.35,1.13,0,120.25,331.93,132.13,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,20.61,40.89,0,0,0,0,0

91,22:30-22:45,0,33.68,143.47,0,0,10.3,8.58,0,44.05,453.77,0,0,57.67,554.61,44.54,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.9,0,42,49.13,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,19.46,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.98,83.83,25,57.99,66.32,43.77,0,0,0,0,0,176.91,0,24.34,19.79,35.69,49.79,20.79,40.89,0,0,0,0,0

92,22:45-23:00,0,20.2,143.47,0,0,10.3,8.43,0,44.05,453.77,0,0,56.12,554.61,42.42,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.27,0,42,49.13,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,12.21,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,83.83,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,20.64,40.78,0,0,0,0,0

93,23:00-23:15,0,10.1,143.47,0,0,10.3,8.43,0,44.05,453.77,0,0,56.12,516.94,42.42,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.27,0,42,49.13,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,6.1,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,83.83,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,22.41,40.78,0,0,0,0,0

94,23:15-23:30,0,10.1,143.47,0,0,10.3,8.43,0,44.05,454.87,0,0,56.12,516.94,42.42,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.27,0,42,49.13,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,83.83,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.09,40.78,0,0,0,0,0

95,23:30-23:45,0,10.1,143.47,0,0,10.3,8.43,0,44.05,454.87,0,0,56.12,473.45,42.42,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.27,0,42,49.13,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,83.83,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,18.62,40.78,0,0,0,0,0

96,23:45-24:00,0,10.1,143.47,0,0,10.3,8.43,0,44.05,454.87,0,0,56.12,512.14,42.42,20.12,20.46,1.93,0,50.3,0,9.92,26,35.8,28.58,38.27,0,42,49.13,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,78.69,0,125.35,1.13,0,120.25,331.93,145.82,0,0,0,6.81,83.83,25,57.25,66.32,42.3,0,0,0,0,0,175.25,0,24.34,12.61,33.95,47.31,17.92,40.78,0,0,0,0,0

