Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/IEPL01,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/28062024/28062024/IEX_240627_01332,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/31052040/LT-31,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
51,12:30-12:45,16.760000,0.000000,7.880000,53.060000,109.980000,0.000000,168.820000,1.860000,24.120000,25.600000,57.590000,12.450000,0.000000,0.000000,0.000000,27.750000,0.000000,70.340000,8.750000,0.000000,12.150000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,12.150000,0.000000,0.000000,47.5,15.83,105.732144,37,33,41.01,75,42.5,33,0,15.84,37.67,79.43,78,33,37.67,13.66,175,0,33.99,169.94

52,12:45-13:00,16.760000,0.000000,7.880000,53.060000,109.980000,0.000000,168.820000,1.860000,24.120000,25.600000,57.590000,12.450000,0.000000,0.000000,0.000000,27.240000,0.000000,70.340000,8.750000,0.000000,12.150000,0.000000,21.750000,0.000000,9.310000,25.600000,0.000000,0.000000,12.150000,0.000000,0.000000,50,16.67,107.154768,37,33,41.01,75,42.5,33,0,16.66,40,79.38,78,33,40,14.66,175,0,35.18,175.91

53,13:00-13:15,16.570000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,12.450000,0.000000,0.000000,0.000000,27.240000,0.000000,70.340000,9.280000,0.000000,12.150000,0.000000,21.750000,0.000000,0.000000,25.600000,0.000000,0.000000,12.150000,0.000000,0.000000,35,11.67,106.141392,37,33,41.01,72,39,33,0,11.66,42.33,79.29,78,33,42.33,15.34,168,0,41.67,208.33

54,13:15-13:30,16.570000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,13.100000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.280000,0.000000,12.790000,0.000000,21.750000,0.000000,0.000000,25.600000,0.000000,0.000000,12.790000,0.000000,0.000000,35,11.67,103.491024,37,33,41.01,72,38,33,0,11.66,44.67,79.29,77,33,44.67,16.34,168,0,41.67,208.33

55,13:30-13:45,16.570000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,12.880000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,0.000000,0.000000,12.570000,0.000000,21.750000,0.000000,0.000000,25.600000,0.000000,0.000000,12.570000,0.000000,0.000000,36,12,85.133328,40,33,41.01,73,38,33,0,12,40.67,85.54,83,33,40.67,11.34,172,0,33.97,169.84

56,13:45-14:00,16.570000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,12.690000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,0.000000,0.000000,12.380000,0.000000,21.750000,0.000000,0.000000,25.600000,0.000000,0.000000,12.380000,0.000000,0.000000,37.5,12.5,80.806992,40,33,41.01,73,38,33,0,12.5,41.33,85.58,83,33,41.33,12,172,0,34.38,171.9

57,14:00-14:15,13.170000,0.000000,7.420000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,12.430000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,0.000000,0.000000,12.130000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,12.130000,0.000000,0.000000,38.5,12.83,76.120128,36,33,41.01,67,30,33,0,12.84,33.33,59.81,74,33,33.33,13,158,0,21.67,108.33

58,14:15-14:30,13.170000,0.000000,7.420000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,12.010000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,0.000000,0.000000,11.730000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,11.730000,0.000000,0.000000,39,13,71.150688,34,33,41.01,64,30,33,0,13,33.33,59.58,72,33,33.33,13.34,151,0,22.5,112.5

59,14:30-14:45,13.170000,0.000000,7.420000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,11.600000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.590000,0.000000,11.320000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,11.320000,0.000000,0.000000,32.5,10.83,65.421216,32,33,41.01,60,29,33,0,10.84,33.33,73.91,66,33,33.33,10.66,140,0,23.33,116.67

60,14:45-15:00,13.170000,0.000000,7.420000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,11.090000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.590000,0.000000,10.820000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,10.820000,0.000000,0.000000,32.5,10.83,59.837904,30,33,41.01,58,29,33,0,10.84,33.33,72.37,64,33,33.33,10.66,134,0,23.83,119.17

61,15:00-15:15,13.170000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,10.660000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.970000,0.000000,10.400000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,10.400000,0.000000,0.000000,32.5,10.83,55.482336,27,33,41.01,55,31,33,0,10.84,34.33,69.28,58,33,34.33,10.66,127,0,20,100

62,15:15-15:30,13.170000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,22.310000,57.590000,11.020000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.970000,0.000000,10.750000,0.000000,21.750000,0.000000,10.400000,22.310000,0.000000,0.000000,10.750000,0.000000,0.000000,32.5,10.83,48.593328,26,33,41.01,52,30,33,0,10.84,35,65.22,54,33,35,10.66,120,0,20,100

63,15:30-15:45,13.170000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,10.160000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.970000,0.000000,9.910000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,9.910000,0.000000,0.000000,34,11.33,46.13784,27,33,41.01,52,29,33,0,11.34,38,60.84,58,33,38,11.34,121,0,8.33,41.67

64,15:45-16:00,13.170000,0.000000,7.610000,53.060000,109.980000,0.000000,168.820000,1.790000,24.120000,25.600000,57.590000,9.490000,0.000000,0.000000,0.000000,26.240000,0.000000,70.340000,9.970000,0.000000,9.260000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,9.260000,0.000000,0.000000,35.5,11.83,43.711584,25,33,41.01,48,28,33,0,11.84,38.67,56.23,52,33,38.67,11.34,112,0,8.33,41.67

65,16:00-16:15,13.170000,0.000000,7.790000,53.060000,109.980000,48.240000,168.820000,1.790000,24.120000,25.600000,57.590000,8.660000,0.000000,0.000000,24.120000,25.740000,38.590000,70.340000,10.360000,0.000000,8.450000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,8.450000,48.240000,0.000000,43,14.33,41.636112,24,33,41.01,45,25,33,0,14.34,39.33,61.7,51,33,39.33,14,105,0,8.33,41.67

66,16:15-16:30,13.170000,0.000000,7.790000,53.060000,109.980000,48.240000,168.820000,1.790000,24.120000,25.600000,57.590000,7.810000,0.000000,0.000000,24.120000,26.240000,38.590000,70.340000,10.360000,0.000000,7.620000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,7.620000,48.240000,0.000000,45,15,39.784752,21,33,41.01,39,22,33,0,15,40,55.62,45,33,40,14.66,91,0,8.33,41.67

67,16:30-16:45,13.170000,0.000000,7.790000,53.060000,109.980000,48.240000,168.820000,1.790000,24.120000,25.600000,57.590000,6.930000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.360000,0.000000,6.760000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,6.760000,48.240000,0.000000,47,15.67,36.00408,15,33,41.01,34,22,33,0,15.66,40.67,29.56,30,33,40.67,15,81,0,8.33,41.67

68,16:45-17:00,13.170000,0.000000,7.790000,53.060000,109.980000,48.240000,168.820000,1.790000,24.120000,25.600000,57.590000,5.980000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.360000,0.000000,5.840000,0.000000,21.750000,0.000000,10.400000,25.600000,0.000000,0.000000,5.840000,48.240000,0.000000,47.5,15.83,30.381792,12,33,41.01,30,21,33,0,15.84,41.33,25.3,26,30.1,41.33,15,70,0,8.33,41.67

69,17:00-17:15,17.320000,0.000000,8.030000,53.060000,109.980000,48.240000,217.060000,1.790000,24.120000,25.600000,57.590000,4.970000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.590000,0.000000,4.840000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,4.840000,48.240000,0.000000,47.5,15.83,24.964128,9,33,41.01,25,17,27.11,0,15.84,33.67,20.98,20,20.7,33.67,15.34,60,0,8.33,41.67

70,17:15-17:30,17.320000,0.000000,8.030000,53.060000,109.980000,48.240000,265.290000,1.790000,24.120000,25.600000,57.590000,4.010000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.590000,0.000000,3.920000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,3.920000,48.240000,0.000000,47.5,15.83,19.936224,8,29.91,41.01,21,14,19.9,0,15.84,34,17.02,17,10.3,34,15.34,49,0,8.33,41.67

71,17:30-17:45,17.320000,0.000000,8.030000,53.060000,109.980000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,3.060000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.590000,0.000000,2.980000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,2.980000,48.240000,0.000000,48,16,16.311456,7,21.49,43.01,16,11,13.12,0,16,34,13.07,16,2.8,34,22,39,0,7.59,37.97

72,17:45-18:00,17.320000,0.000000,8.030000,53.060000,109.980000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,2.390000,0.000000,0.000000,24.120000,26.740000,38.590000,70.340000,10.590000,0.000000,2.330000,24.120000,21.750000,0.000000,10.400000,25.600000,0.000000,24.120000,2.330000,48.240000,0.000000,48.5,16.17,12.637968,7,14.03,43.01,10,8,8.39,0,16.16,34,9.24,15,0,34,22.66,25,0,6.78,33.9

73,18:00-18:15,17.770000,0.000000,8.340000,53.060000,109.980000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,1.770000,0.000000,0.000000,24.120000,28.260000,38.590000,70.340000,10.590000,0.000000,1.720000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,24.120000,1.720000,48.240000,0.000000,79,26.33,9.325008,5,0,43.01,6,5,0,0,26.34,60,5.83,10,0,60,23,14,0,5.61,28.06

74,18:15-18:30,17.770000,0.000000,8.340000,53.060000,145.590000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,1.240000,0.000000,0.000000,24.120000,28.260000,38.590000,70.340000,10.590000,0.000000,1.210000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,24.120000,1.210000,48.240000,0.000000,80,26.67,6.421296,3,0,43.01,3,3,0,0,26.66,60.67,3.16,7,0,60.67,24,7,0,4.43,22.18

75,18:30-18:45,17.770000,0.000000,8.340000,82.000000,145.590000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,0.830000,0.000000,0.000000,24.120000,28.260000,38.590000,70.340000,10.590000,0.000000,0.810000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,24.120000,0.810000,48.240000,0.000000,81,27,3.127824,2,0,43.01,1,3,0,0,27,61.33,1.37,3,0,61.33,24.34,4,0,2.96,14.83

76,18:45-19:00,17.770000,0.000000,8.340000,100.500000,145.590000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,0.490000,0.000000,0.000000,24.120000,28.260000,38.590000,70.340000,10.590000,0.000000,0.480000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,24.120000,0.480000,48.240000,0.000000,82,27.33,0.857472,1,0,43.01,0,3,0,0,27.34,61.33,0,1,0,61.33,24.34,1,0,1.9,9.49

77,19:00-19:15,17.960000,0.000000,9.000000,100.500000,201.490000,48.240000,272.770000,1.790000,24.120000,25.600000,57.590000,0.080000,0.000000,0.000000,24.120000,28.260000,38.590000,66.180000,10.590000,0.000000,0.080000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,21.140000,0.080000,48.240000,0.000000,83.5,27.83,0,0,0,43.01,0,1,0,0,27.84,62,0,0,0,62,20,1,0,1.07,5.33

78,19:15-19:30,17.960000,0.000000,9.000000,100.500000,201.490000,48.240000,272.770000,1.790000,24.120000,24.300000,57.590000,0.010000,0.000000,0.000000,24.120000,28.260000,38.590000,66.180000,10.590000,0.000000,0.010000,24.120000,21.750000,0.000000,10.480000,24.300000,0.000000,21.140000,0.010000,48.240000,0.000000,84,28,0,0,0,43.01,0,0.5,0,0,28,62.67,0,0,0,62.67,20.66,0,0,0.47,2.38

79,19:30-19:45,17.960000,0.000000,9.000000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,25.600000,76.490000,0.000000,0.000000,0.000000,24.120000,28.260000,38.590000,66.180000,10.590000,0.000000,0.000000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,21.140000,0.000000,48.240000,0.000000,86,28.67,0,0,0,43.01,0,0,0,0,28.66,63.67,0,0,0,63.67,21.34,0,0,0,0

80,19:45-20:00,17.960000,0.000000,9.000000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,25.600000,76.490000,0.000000,0.000000,0.000000,24.120000,28.260000,38.590000,66.180000,10.590000,0.000000,0.000000,24.120000,21.750000,0.000000,10.480000,25.600000,0.000000,21.140000,0.000000,48.240000,0.000000,72.5,24.17,0,0,0,43.01,0,0,0,0,24.16,64.67,0,0,0,64.67,21.66,0,0,0,0

81,20:00-20:15,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,28.260000,38.590000,83.180000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.480000,30.870000,0.000000,21.140000,0.000000,48.240000,0.000000,73.5,24.5,0,0,0,43.01,0,0,0,0,24.5,65.67,0,0,0,65.67,20,0,0,0,0

82,20:15-20:30,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,28.260000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.480000,30.870000,0.000000,21.140000,0.000000,48.240000,0.000000,74.5,24.83,0,0,0,43.01,0,0,0,0,24.84,64.67,0,0,0,64.67,20.34,0,0,0,0

83,20:30-20:45,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,28.260000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.480000,30.870000,0.000000,21.140000,0.000000,48.240000,0.000000,75.5,25.17,0,0,0,43.01,0,0,0,0,25.16,65.33,0,0,0,65.33,29.66,0,0,0,0

84,20:45-21:00,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,28.260000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,0.000000,10.480000,30.870000,0.000000,21.140000,0.000000,48.240000,0.000000,77,25.67,0,0,0,43.01,0,0,0,0,25.66,64,0,0,0,64,29.66,0,0,0,0

85,21:00-21:15,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,29.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,78,26,0,0,0,43.01,0,0,0,0,26,62.67,0,0,0,62.67,29.66,0,0,0,0

86,21:15-21:30,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,24.950000,87.020000,0.000000,67.530000,0.000000,24.120000,29.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,78,26,0,0,0,42.41,0,0,0,0,26,61,0,0,0,61,29.66,0,0,0,0

87,21:30-21:45,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,23.250000,87.020000,0.000000,67.530000,0.000000,24.120000,28.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,70,23.33,0,0,0,39.41,0,0,0,0,23.34,53.33,0,0,0,53.33,21.66,0,0,0,0

88,21:45-22:00,18.230000,0.000000,9.280000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,23.250000,87.020000,0.000000,67.530000,0.000000,24.120000,28.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,71.5,23.83,0,0,0,36.42,0,0,0,0,23.84,54,0,0,0,54,22,0,0,0,0

89,22:00-22:15,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,28.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,73,24.33,0,0,0,33.62,0,0,0,0,24.34,55,0,0,0,55,22.66,0,0,0,0

90,22:15-22:30,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,28.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,75.5,25.17,0,0,0,31.62,0,0,0,0,25.16,55.67,0,0,0,55.67,23.34,0,0,0,0

91,22:30-22:45,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,27.250000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,55,18.33,0,0,0,30.42,0,0,0,0,18.34,41.67,0,0,0,41.67,14.66,0,0,0,0

92,22:45-23:00,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,27.250000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,56,18.67,0,0,0,29.82,0,0,0,0,18.66,42.33,0,0,0,42.33,15,0,0,0,0

93,23:00-23:15,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,29.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,57,19,0,0,0,34.82,0,0,0,0,19,43,0,0,0,43,15.66,0,0,0,0

94,23:15-23:30,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,29.270000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,58,19.33,0,0,0,32.62,0,0,0,0,19.34,43.67,0,0,0,43.67,16.34,0,0,0,0

95,23:30-23:45,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,28.770000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,59,19.67,0,0,0,31.22,0,0,0,0,19.66,43.67,0,0,0,43.67,17,0,0,0,0

96,23:45-24:00,18.230000,0.000000,9.050000,100.500000,261.920000,48.240000,272.770000,1.540000,24.120000,30.870000,87.020000,0.000000,67.530000,0.000000,24.120000,28.770000,38.590000,115.340000,10.590000,24.120000,0.000000,24.120000,21.750000,120.590000,10.480000,30.870000,0.000000,22.320000,0.000000,48.240000,0.000000,59,19.67,0,0,0,30.82,0,0,0,0,19.66,43.67,0,0,0,43.67,17,0,0,0,0

