Block,Time,UNCHAHAR1,SINGRAULI,TANDA2,SEWA2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA3,NJPC,KOLDAM,RIHAND2,DULHASTI,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,KOTESHWR,RAPPC,RIHAND3,JHAJJAR,TANAKPUR,URI,RAPPB,BSIUL,SALAL,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
15,03:30-03:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,61.74,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,51.888,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,32.171,417.375

16,03:45-04:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,61.74,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,51.888,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,32.171,417.375

17,04:00-04:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,45.36,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,32.171,417.375

18,04:15-04:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,30.24,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,32.171,417.375

19,04:30-04:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,30.24,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.957,417.375

20,04:45-05:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,15.12,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.957,417.375

21,05:00-05:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

22,05:15-05:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,27.3447,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

23,05:30-05:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

24,05:45-06:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,12.5538,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

25,06:00-06:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,12.5538,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

26,06:15-06:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,12.5538,51.888,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

27,06:30-06:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,12.5538,51.888,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

28,06:45-07:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,12.5538,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,30.35,417.375

29,07:00-07:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,417.375

30,07:15-07:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,417.375

31,07:30-07:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,417.375

32,07:45:08:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,417.375

33,08:00-08:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,418.77

34,08:15-08:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,418.77

35,08:30-08:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,418.77

36,08:45:09:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,31.2605,418.77

37,09:00:09:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

38,09:15-09:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

39,09:30-09:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

40,09:45-10:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

41,10:00-10:15,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

42,10:15-10:30,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

43,10:30-10:45,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

44,10:45-11:00,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,51.888,0,0,79.3646,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

45,11:00-11:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,51.888,0,0,53.452,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

46,11:15-11:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,53.452,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

47,11:30-11:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,53.452,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

48,11:45-12:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,53.452,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

49,12:00-12:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,53.452,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

50,12:15-12:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,66.815,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

51,12:30-12:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,81.34,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

52,12:45-13:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,81.34,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

53,13:00-13:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,81.34,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

54,13:15-13:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,1.01389,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.2344,92,0,0,0,686.779957,36.544144,7.888,50.76,123.665625,653.1525,11.7852,46.92,0,0,81.34,42.66,0,65.16,0,2.172,0,72.884,10.96,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,147.515625,34.79931,418.77

