Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/IEPL01,NR/22102023/11042047/L_NR_2021_16,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/19072037/LT-05,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_36
1,00:00-00:15,0,0,24.140000,29.770000,0,0,24.140000,24.140000,100.620000,0,18.5,14.200000,0,0,30.910000,0.000000,0.000000,41.33,0,7.620000,38.630000,0,24.140000,29.040000,55.5,0,87.120000,7.460000,0.000000,18.5,9.21,262.210000,0,15.53,24.140000,6.990000,30.910000,0,273.080000,0,48.290000,16.110000,41.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

2,00:15-00:30,0,0,24.140000,29.770000,0,0,24.140000,24.140000,100.620000,0,17.84,14.200000,0,0,30.910000,0.000000,0.000000,40.67,0,7.620000,38.630000,0,24.140000,29.040000,53.5,0,87.120000,7.460000,0.000000,17.83,9.01,262.210000,0,14.86,24.140000,6.990000,30.910000,0,273.080000,0,48.290000,16.110000,40.67,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

3,00:30-00:45,0,0,24.140000,29.260000,0,0,24.140000,24.140000,100.620000,0,17.5,14.200000,0,0,30.910000,0.000000,0.000000,40.33,0,7.620000,38.630000,0,24.140000,29.040000,52.5,0,87.120000,7.460000,0.000000,17.5,9.61,262.210000,0,14.16,24.140000,7.380000,30.910000,0,273.080000,0,48.290000,16.110000,40.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

4,00:45-01:00,0,0,24.140000,28.760000,0,0,24.140000,24.140000,100.620000,0,17.34,14.200000,0,0,30.910000,0.000000,0.000000,40,0,7.620000,38.630000,0,24.140000,29.040000,52,0,87.120000,7.460000,0.000000,17.33,10.01,262.210000,0,13.4,24.140000,7.380000,30.910000,0,273.080000,0,48.290000,16.110000,40,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

5,01:00-01:15,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,17.66,14.010000,0,0,30.910000,0.000000,0.000000,35.33,0,7.620000,38.630000,0,24.140000,29.040000,53,0,87.120000,7.300000,0.000000,17.67,9.61,262.210000,0,12.88,24.140000,7.380000,30.910000,0,273.080000,0,48.290000,16.110000,35.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

6,01:15-01:30,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,17.84,14.010000,0,0,30.910000,0.000000,0.000000,35,0,7.620000,38.630000,0,24.140000,29.040000,53.5,0,87.120000,7.300000,0.000000,17.83,9.41,262.210000,0,12.33,24.140000,7.380000,30.910000,0,273.080000,0,48.290000,16.110000,35,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

7,01:30-01:45,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,14,14.010000,0,0,20.250000,0.000000,0.000000,28.33,0,7.620000,38.630000,0,24.140000,29.040000,42,0,87.120000,7.300000,0.000000,14,8.01,262.210000,0,9.34,24.140000,7.380000,20.250000,0,273.080000,0,48.290000,16.110000,28.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

8,01:45-02:00,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,13.84,14.010000,0,0,20.250000,0.000000,0.000000,28.33,0,7.620000,38.630000,0,24.140000,29.040000,41.5,0,87.120000,7.300000,0.000000,13.83,8.01,262.210000,0,9.34,24.140000,7.380000,20.250000,0,273.080000,0,48.290000,16.110000,28.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

9,02:00-02:15,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,13.66,13.830000,0,0,20.250000,0.000000,0.000000,28.33,0,7.430000,38.630000,0,24.140000,24.690000,41,0,87.120000,7.300000,0.000000,13.67,8.01,262.210000,0,9.34,24.140000,7.150000,20.250000,0,273.080000,0,48.290000,16.110000,28.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

10,02:15-02:30,0,0,24.140000,27.750000,0,0,24.140000,24.140000,100.620000,0,13.66,13.830000,0,0,20.250000,0.000000,0.000000,28.33,0,7.430000,38.630000,0,24.140000,24.690000,41,0,87.120000,7.300000,0.000000,13.67,8.01,262.210000,0,9.34,24.140000,7.150000,20.250000,0,273.080000,0,48.290000,16.110000,28.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

11,02:30-02:45,0,0,24.140000,27.750000,0,0,24.140000,24.140000,100.620000,0,13.66,13.830000,0,0,20.250000,0.000000,0.000000,34.33,0,7.430000,38.630000,0,24.140000,24.690000,41,0,87.120000,7.300000,0.000000,13.67,7.21,262.210000,0,9.34,24.140000,7.150000,20.250000,0,273.080000,0,48.290000,16.110000,34.33,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

12,02:45-03:00,0,0,24.140000,27.750000,0,0,24.140000,24.140000,100.620000,0,13.5,13.830000,0,0,20.250000,0.000000,0.000000,34,0,7.430000,38.630000,0,24.140000,24.690000,40.5,0,87.120000,7.300000,0.000000,13.5,7.21,262.210000,0,9.34,24.140000,7.150000,20.250000,0,273.080000,0,48.290000,16.110000,34,48.290000,115.470000,24.140000,0.000000,38.630000,0,48.290000,0.000000

13,03:00-03:15,0,0,24.140000,27.750000,0,0,24.140000,24.140000,100.620000,0,20,13.650000,0,0,20.250000,0.000000,0.000000,40.22,0,7.430000,38.630000,0,24.140000,24.690000,60,0,68.120000,7.150000,0.000000,20,7.21,235.220000,0,12.34,24.140000,6.990000,20.250000,0,273.080000,0,48.290000,16.110000,40.22,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

14,03:15-03:30,0,0,24.140000,27.250000,0,0,24.140000,24.140000,100.620000,0,19.66,13.650000,0,0,20.250000,0.000000,0.000000,39.04,0,7.430000,38.630000,0,24.140000,24.690000,59,0,68.120000,7.150000,0.000000,19.67,7.21,235.220000,0,12,24.140000,6.990000,20.250000,0,273.080000,0,48.290000,16.110000,39.04,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

15,03:30-03:45,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,19.34,13.650000,0,0,20.250000,0.000000,0.000000,39.72,0,7.430000,38.630000,0,24.140000,24.690000,58,0,57.660000,7.150000,0.000000,19.33,7.21,206.250000,0,18.34,24.140000,6.990000,20.250000,0,273.080000,0,48.290000,16.110000,39.72,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

16,03:45-04:00,0,0,24.140000,28.260000,0,0,24.140000,24.140000,100.620000,0,18.66,13.650000,0,0,20.250000,0.000000,0.000000,39.24,0,7.430000,38.630000,0,24.140000,24.690000,56,0,57.660000,7.150000,0.000000,18.67,7.21,206.250000,0,17.34,24.140000,6.990000,20.250000,0,273.080000,0,48.290000,16.110000,39.24,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

17,04:00-04:15,0,0,24.140000,28.260000,0,0,24.140000,24.140000,97.180000,0,18,13.460000,0,0,20.250000,0.000000,0.000000,38.39,0,7.290000,38.630000,0,24.140000,24.690000,54,0,57.660000,7.150000,0.000000,18,7.21,206.250000,0,16.34,24.140000,6.760000,20.250000,0,273.080000,0,48.290000,16.110000,38.39,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

18,04:15-04:30,0,0,24.140000,27.750000,0,0,24.140000,24.140000,97.550000,0,17.16,13.460000,0,0,20.250000,0.000000,0.000000,38.23,0,7.290000,38.630000,0,24.140000,24.690000,51.5,0,57.660000,7.150000,0.000000,17.17,7.21,206.250000,0,16,24.140000,6.760000,20.250000,0,273.080000,0,48.290000,16.110000,38.23,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

19,04:30-04:45,0,0,24.140000,27.750000,0,0,24.140000,24.140000,77.260000,0,15.85,13.460000,0,0,20.250000,0.000000,0.000000,36.8,0,7.290000,38.630000,0,24.140000,24.690000,47.55,0,57.660000,7.150000,0.000000,15.85,7.21,206.250000,0,15.34,24.140000,6.760000,20.250000,0,273.080000,0,48.290000,16.110000,36.8,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

20,04:45-05:00,0,0,24.140000,28.260000,0,0,24.140000,24.140000,77.260000,0,14.77,13.460000,0,0,20.250000,0.000000,0.000000,35.2,0,7.290000,38.630000,0,24.140000,24.690000,44.28,0,57.660000,7.150000,0.000000,14.76,7.21,206.250000,0,14.34,24.140000,6.760000,20.250000,0,273.080000,0,48.290000,16.110000,35.2,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

21,05:00-05:15,0,0,24.140000,28.260000,0,0,24.140000,24.140000,51.300000,0,13.5,13.280000,0,0,20.250000,0.000000,0.000000,43.55,0,7.150000,38.630000,0,24.140000,24.690000,40.47,0,57.660000,6.990000,0.000000,13.49,7.21,206.250000,0,12.66,24.140000,6.610000,20.250000,0,273.080000,0,48.290000,16.110000,43.55,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

22,05:15-05:30,0,0,24.140000,28.260000,0,0,24.140000,24.140000,51.300000,0,12.73,13.280000,0,0,20.250000,0.000000,0.000000,42.37,0,7.150000,38.630000,0,24.140000,24.690000,38.24,0,57.660000,6.990000,0.000000,12.75,7.21,206.250000,0,11.66,24.140000,6.610000,20.250000,0,273.080000,0,48.290000,16.110000,42.37,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

23,05:30-05:45,0,0,24.140000,27.750000,0,0,24.140000,24.140000,62.780000,1.21775,12.52,13.280000,0,0,20.250000,0.000000,0.000000,41,0,7.150000,38.630000,0,24.140000,24.690000,37.54,0,57.660000,6.990000,0.000000,12.51,7.21,184.390000,0,10.66,24.140000,6.610000,20.250000,0,273.080000,0,48.290000,16.110000,41,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

24,05:45-06:00,0.18,0,24.140000,27.750000,0,0,24.140000,24.140000,62.780000,2.688792,12.24,13.280000,0,0,20.250000,0.000000,0.000000,40,0.5,7.150000,38.630000,0,24.140000,24.690000,36.74,0,57.660000,6.990000,0.000000,12.25,7.21,184.390000,0,9.34,24.140000,6.610000,20.250000,0.2,273.080000,0.1,48.290000,16.110000,40,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

25,06:00-06:15,1.66,0,24.140000,27.750000,0,0,24.140000,24.140000,82.090000,5.484746,16.66,13.180000,6.94,1,20.250000,0.000000,0.000000,39,3.23,7.010000,38.630000,1,24.140000,24.690000,50,1,57.660000,6.990000,0.000000,16.67,7.21,184.390000,11.39,9.34,24.140000,6.370000,20.250000,1,273.080000,0.65,48.290000,16.110000,39,48.290000,66.250000,24.140000,0.000000,0.000000,0,48.290000,0.000000

26,06:15-06:30,3.79,0,24.140000,27.750000,1,0,24.140000,24.140000,77.260000,10.462908,15.84,13.180000,10.1,1,20.250000,0.000000,0.080000,38.23,7.12,7.010000,38.630000,2,24.140000,24.690000,47.5,4,57.660000,6.990000,0.080000,15.83,7.21,184.390000,25.88,9.34,24.140000,6.370000,20.250000,2,273.080000,1.42,48.290000,16.110000,38.23,48.290000,66.250000,24.140000,0.000000,0.000000,2,48.290000,0.080000

27,06:30-06:45,6.53,0,24.140000,27.750000,3,0,24.140000,24.140000,53.120000,15.97688,13.34,13.180000,14.55,3,20.250000,0.000000,0.810000,36.8,11.64,7.010000,38.630000,5,24.140000,24.690000,40,7,57.660000,6.990000,0.810000,13.33,7.21,135.210000,33,10,24.140000,6.370000,20.250000,5,273.080000,2.33,48.290000,16.110000,36.8,48.290000,66.250000,24.140000,0.000000,0.000000,5,48.290000,0.830000

28,06:45-07:00,9.48,0,24.140000,27.250000,4,0,24.140000,24.140000,53.120000,22.513762,13,13.180000,20.72,6,20.250000,0.000000,1.300000,35.2,17.88,7.010000,38.630000,8,24.140000,24.690000,39,14,57.660000,6.990000,1.300000,13,7.21,135.210000,32.64,10.66,24.140000,6.370000,20.250000,6,273.080000,3.57,48.290000,16.110000,35.2,48.290000,66.250000,24.140000,0.000000,0.000000,10,48.290000,1.340000

29,07:00-07:15,13.15,0,24.140000,26.740000,5,0,24.140000,24.140000,53.120000,29.937166,12.5,13.180000,31.17,9,20.250000,0.000000,1.940000,25,26.92,6.880000,38.630000,11,24.140000,24.690000,37.5,21,57.660000,6.920000,1.940000,12.5,7.21,135.210000,31.18,8.66,24.140000,6.370000,20.250000,8,231.790000,5.38,48.290000,16.110000,25,48.290000,70.420000,24.140000,0.000000,0.000000,18,48.290000,1.990000

30,07:15-07:30,17.03,0,24.140000,26.740000,8,0,24.140000,24.140000,53.120000,37.906122,12.5,13.180000,26.99,15,20.250000,0.000000,2.720000,24.33,38.47,6.880000,38.630000,16,24.140000,24.690000,37.5,35,57.660000,6.920000,2.720000,12.5,7.21,115.900000,26.98,8.66,24.140000,6.370000,20.250000,12.86,193.160000,7.69,48.290000,16.110000,24.33,48.290000,70.420000,24.140000,0.000000,0.000000,26.98,48.290000,2.790000

31,07:30-07:45,21.8,0,24.140000,26.740000,9,0,24.140000,24.140000,53.120000,45.875078,12.5,13.180000,28.65,21,20.250000,0.000000,3.580000,24,51.97,6.880000,38.630000,19,24.140000,24.690000,37.5,49,57.660000,6.920000,3.580000,12.5,7.21,120.720000,28.65,8.66,24.140000,6.370000,20.250000,16.18,150.190000,10.39,48.290000,16.110000,24,48.290000,70.420000,24.140000,0.000000,0.000000,28.65,48.290000,3.670000

32,07:45:08:00,26.22,0,24.140000,26.740000,13,0,24.140000,24.140000,53.120000,54.058358,12.5,13.180000,29.81,27,20.250000,0.000000,4.490000,23.33,66.98,6.880000,38.630000,25,24.140000,24.690000,37.5,63,57.660000,6.920000,4.490000,12.5,7.21,120.020000,29.82,8.66,24.140000,6.370000,20.250000,19.59,150.190000,13.4,48.290000,16.110000,23.33,48.290000,70.420000,24.140000,0.000000,0.000000,29.82,48.290000,4.600000

33,08:00-08:15,31.9,0,24.140000,26.740000,15,0,24.140000,24.140000,53.120000,62.39751,8.34,13.180000,30.49,27,20.250000,0.000000,5.410000,16.67,82.24,6.730000,38.630000,30,24.140000,24.690000,25,63,57.660000,6.920000,5.410000,8.33,7.21,120.020000,30.48,8,24.140000,6.220000,20.250000,20,150.190000,16.45,48.290000,16.110000,16.67,48.290000,70.420000,24.140000,0.000000,0.000000,30.48,48.290000,5.550000

