Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/IEPL01,NR/22102023/11042047/L_NR_2021_16,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/25072045/L_NR_2021_15,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/19072037/LT-05,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_36
34,08:15-08:30,37.27,0,24.140000,26.740000,18,0,24.140000,24.140000,53.120000,70.834082,8.34,13.180000,32,33,20.250000,0.000000,6.300000,17.67,97.34,6.730000,38.630000,37,24.140000,24.690000,25,77,57.660000,6.920000,6.300000,8.33,7.21,111.070000,32,8,24.140000,6.220000,20.250000,23,150.190000,19.47,48.290000,16.110000,17.67,48.290000,70.420000,24.140000,0.000000,0.000000,32,48.290000,6.470000

35,08:30-08:45,33.33,0,24.140000,27.760000,22,0,24.140000,24.140000,53.120000,78.978394,7.5,13.180000,32,38,20.250000,0.000000,7.160000,16.67,98.68,6.730000,38.630000,43,24.140000,24.690000,22.5,90,57.660000,6.920000,7.160000,7.5,7.21,111.070000,32,7.34,24.140000,6.220000,20.250000,28.39,150.190000,19.74,48.290000,16.110000,16.67,48.290000,70.420000,24.140000,0.000000,0.000000,32,48.290000,7.340000

36,08:45:09:00,40,0,24.140000,27.760000,25,0,24.140000,24.140000,53.120000,86.976576,7.66,13.180000,32,44,20.250000,0.000000,8.020000,17.33,110.86,6.730000,38.630000,50,24.140000,24.690000,23,104,57.660000,6.920000,8.020000,7.67,7.21,111.070000,32,7.34,24.140000,6.220000,20.250000,30.9,150.190000,22.17,48.290000,16.110000,17.33,48.290000,70.420000,24.140000,0.000000,0.000000,32,48.290000,8.220000

37,09:00:09:15,48.33,0,24.140000,28.260000,26,0,24.140000,24.140000,53.120000,94.127204,7.84,13.000000,32,48,20.250000,0.000000,8.840000,17.67,122.53,6.730000,0.000000,52,24.140000,29.040000,23.5,112,57.660000,6.760000,8.840000,7.83,7.21,111.070000,32,7.34,0.000000,6.060000,20.250000,33.38,150.190000,24.5,0.000000,16.110000,17.67,48.290000,66.250000,24.140000,0.000000,0.000000,32,0.000000,9.060000

38,09:15-09:30,55,0,24.140000,28.760000,28,0,24.140000,24.140000,53.120000,101.229122,8,13.000000,32,53,20.250000,0.000000,9.610000,18,134.35,6.730000,0.000000,57,24.140000,29.040000,24,125,57.660000,6.760000,9.610000,8,7.21,111.070000,32,7.34,0.000000,6.060000,20.250000,36.28,150.190000,26.87,0.000000,16.110000,18,48.290000,66.250000,24.140000,0.000000,0.000000,32,0.000000,9.850000

39,09:30-09:45,60,0,24.140000,29.270000,31,0,24.140000,24.140000,100.620000,107.951102,8.16,13.000000,32,55,20.250000,0.000000,9.270000,18.33,155.85,6.730000,0.000000,62,24.140000,29.040000,24.5,130,57.660000,6.760000,9.270000,8.17,7.21,111.070000,32,7.66,0.000000,5.590000,20.250000,38.16,150.190000,31.17,0.000000,16.110000,18.33,48.290000,66.250000,24.140000,0.000000,0.000000,32,0.000000,9.500000

40,09:45-10:00,66.67,0,24.140000,29.780000,34,0,24.140000,24.140000,100.620000,114.351596,8.34,13.000000,31.9,60,20.250000,0.000000,9.840000,19,167.27,6.730000,0.000000,67,24.140000,29.040000,25,140,57.660000,6.760000,9.840000,8.33,7.21,111.070000,31.9,8,0.000000,5.590000,20.250000,40.08,150.190000,33.45,0.000000,16.110000,19,48.290000,66.250000,24.140000,0.000000,0.000000,31.9,0.000000,10.080000

41,10:00-10:15,83.33,0,24.140000,26.240000,36,0,24.140000,24.140000,100.620000,119.68047,8.66,12.910000,31.9,64,20.250000,0.000000,10.400000,19.67,214.08,6.600000,0.000000,71,24.140000,29.040000,26,151,57.660000,6.760000,10.400000,8.67,7.61,111.070000,31.9,8.34,0.000000,5.750000,20.250000,41.66,150.190000,42.81,0.000000,16.110000,19.67,48.290000,66.250000,24.140000,0.000000,0.000000,31.9,0.000000,10.670000

42,10:15-10:30,86.67,0,24.140000,26.240000,38,0,24.140000,24.140000,100.620000,123.781852,9,12.910000,31.9,67,20.250000,0.000000,10.850000,20.67,225.75,6.600000,0.000000,77,24.140000,29.040000,27,158,57.660000,6.760000,10.850000,9,7.61,111.070000,31.9,8.66,0.000000,5.750000,20.250000,43.5,150.190000,45.15,0.000000,16.110000,20.67,48.290000,66.250000,24.140000,0.000000,0.000000,31.9,0.000000,11.120000

43,10:30-10:45,90,0,24.140000,25.740000,39,0,24.140000,24.140000,100.620000,127.288972,8.34,12.910000,31.9,70,20.250000,0.000000,13.700000,22,230,6.320000,0.000000,79,24.140000,29.040000,25,165,57.660000,6.760000,13.700000,8.33,7.61,145.760000,31.9,7.34,0.000000,5.750000,20.250000,44,150.190000,46,0.000000,16.110000,22,48.290000,66.250000,24.140000,0.000000,0.000000,31.9,0.000000,14.050000

44,10:45-11:00,90.24,0,24.140000,25.740000,41,0,24.140000,24.140000,100.620000,130.260282,8.34,12.910000,31.9,73,20.250000,0.000000,14.170000,23.33,230,6.320000,0.000000,82,24.140000,29.040000,25,172,57.660000,6.760000,14.170000,8.33,7.61,145.760000,31.9,7.34,0.000000,5.750000,20.250000,44.5,150.190000,46,0.000000,16.110000,23.33,48.290000,66.250000,24.140000,0.000000,0.000000,31.9,0.000000,14.530000

45,11:00-11:15,90.35,0,24.140000,25.740000,43,0,24.140000,24.140000,100.620000,132.68604,8.34,12.820000,31.56,76,20.250000,0.000000,14.530000,25,230,6.170000,0.000000,87,24.140000,29.040000,25,179,57.660000,6.680000,14.530000,8.33,7.61,145.760000,31.57,7.66,0.000000,5.750000,20.250000,44.5,226.960000,46,0.000000,16.110000,25,48.290000,66.250000,24.140000,0.000000,0.000000,31.57,0.000000,14.890000

46,11:15-11:30,90.31,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,134.58573,8.34,12.820000,31.4,78,20.250000,0.000000,14.850000,26.67,230,6.170000,0.000000,88,24.140000,29.040000,25,182,57.660000,6.680000,14.850000,8.33,7.61,145.760000,31.4,8.34,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,26.67,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.220000

47,11:30-11:45,90.39,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,135.033862,8.34,12.820000,31.4,78,20.250000,0.000000,15.080000,15.67,230,6.170000,0.000000,88,24.140000,29.040000,25,182,57.660000,6.680000,15.080000,8.33,7.21,145.760000,31.4,8.66,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,15.67,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.450000

48,11:45-12:00,90.57,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,135.063088,8.34,12.820000,31.4,78,20.250000,0.000000,15.230000,16,230,6.170000,0.000000,88,24.140000,29.040000,25,182,57.660000,6.680000,15.230000,8.33,7.21,145.760000,31.4,9.34,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,16,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.610000

49,12:00-12:15,90.67,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,134.322696,8.66,12.720000,31.4,78,20.250000,0.000000,15.390000,16.33,230,6.270000,0.000000,88,24.140000,29.040000,26,182,57.660000,6.680000,15.390000,8.67,16,194.050000,31.4,7.66,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,16.33,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.770000

50,12:15-12:30,90.63,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,133.280302,9,12.720000,31.4,78,20.250000,0.000000,15.420000,16.67,230,6.270000,0.000000,88,24.140000,29.040000,27,182,57.660000,6.680000,15.420000,9,16.4,201.720000,31.4,7.66,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,16.67,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.810000

51,12:30-12:45,90.58,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,133.27056,9,12.720000,31.4,78,20.250000,0.000000,15.430000,18.33,230,6.270000,0.000000,88,24.140000,29.040000,27,182,57.660000,6.680000,15.430000,9,22.01,206.250000,31.4,8,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,18.33,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.810000

52,12:45-13:00,90.53,0,24.140000,25.740000,44,0,24.140000,24.140000,100.620000,132.861396,9,12.720000,31.4,78,20.250000,0.000000,15.340000,20,230,6.270000,0.000000,88,24.140000,29.040000,27,182,57.660000,6.680000,15.340000,9,22.41,206.250000,31.4,8.34,0.000000,5.750000,20.250000,44.5,273.080000,46,0.000000,16.110000,20,48.290000,66.250000,24.140000,0.000000,0.000000,31.4,0.000000,15.720000

