Block,Time,AURY_LF,DULHASTI,DADRI_CRF,AURY_GF,UNCHAHAR4,URI,NAPP,DHAULIGNGA,TEHRI,TANAKPUR,CHAMERA1,RIHAND1,ANTA_LF,RAMPUR,SALAL,DADRI_RF,RAPPC,RIHAND2,NJPC,URI2,PARBATI3,DADRI_GF,UNCHAHAR1,KOLDAM,DADRT2,UNCHAHAR3,TANDA2,SINGRAULI,DADRI_LF,KOTESHWR,KISHANGANGA,AURY_CRF,CHAMERA2,ANTA_CRF,ANTA_GF,UNCHAHAR2,RIHAND3,JHAJJAR,AURY_RF,BSIUL,ANTA_RF,SINGRAULI_HYDRO,SEWA2,RAPPB,CHAMERA3,FSTPP I & II,LARA-I,MOUDA_II,KAWAS-RLNG,VALLURNTECL,SIMHST2,KHSTPP-II,VSTPS I,KAWAS-ComGas,GANDHAR-RLNG,RSTPSU1TO6,MAPS,MOUDA,GADARWARA-I,VSTPS II,VSTPS V,SASAN,KGSU1AND2,NLCTS2EXP,TALA,KAWAS-NAPM,KSTPS I&II,GANDHAR-NAPM,NLCIIST1,NLCIIST2,SIPAT II,KHARGONE-I,KAWAS-zLIQ,KGSU3AND4,NLCEXP,KAPS,KAWAS-APM,GANDHAR-ComGas,VSTPS III,KUDGI,NNTPP,BRBCL,GANDHAR-APM,TAPS-II,RSTPSU7,KSTPS7,KKNP,KHSTPP-I,SIPAT I,VSTPS IV,SOLAPUR,TALST2,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,32.368278,1.485704,40.736119,91.160263,0.000000,0.764969,80.861256,0.000000,57.737237,116.646885,39.579192,33.893442,0.000000,0.000000,4.122219,0.000000,0.000000,13.659241,0.000000,134.894405,0.000000,16.841964,2.466002,0.000000,42.173383,0.000000,0.000000,22.093791,122.281677,119.427699,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,3.45,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,9.343383,0.000000,1.316072,1.88,1.287995,0.88,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

7,01:30-01:45,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,32.368278,1.609512,40.736119,91.160263,0.000000,0.382484,80.861256,0.000000,57.737237,116.646885,19.789596,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,16.841964,2.466002,0.000000,42.173383,0.000000,0.000000,22.109373,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,3.45,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,8.354261,0.000000,1.316072,1.88,1.287995,0.88,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

8,01:45-02:00,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,32.368278,1.609512,40.736119,91.160263,0.000000,0.000000,80.861256,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,16.841964,2.466002,0.000000,42.173383,0.000000,0.000000,22.109373,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,3.45,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,7.704365,0.000000,1.316072,1.88,1.287995,0.92,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

9,02:00-02:15,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,21.715426,1.609512,40.736119,91.160263,0.000000,0.000000,80.861256,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,2.91,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,9.435201,0.000000,1.316072,1.88,1.287995,0.92,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

10,02:15-02:30,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.609512,40.736119,91.160263,0.000000,0.000000,80.861256,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,2.45,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,10.181522,0.000000,1.316072,1.88,1.287995,0.96,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

11,02:30-02:45,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,34.599556,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,10.532213,0.000000,1.316072,1.88,1.287995,0.96,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

12,02:45-03:00,0.000000,52.099522,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,34.599556,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,6.77,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,11.143745,0.000000,1.316072,1.88,1.287995,1.01,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

13,03:00-03:15,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.21,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,11.143745,0.000000,1.316072,1.88,1.287995,1.01,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

14,03:15-03:30,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,11.143745,0.000000,1.316072,1.88,1.287995,1.03,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

15,03:30-03:45,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,20.411048,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,11.143745,0.000000,1.316072,1.88,1.287995,1.03,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

16,03:45-04:00,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.000000,59.522869,0.000000,57.737237,116.646885,0.000000,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.19,11.143745,0.000000,1.316072,1.88,1.287995,1.07,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

17,04:00-04:15,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.382484,59.522869,0.000000,57.737237,116.646885,19.789596,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.310670,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,18.540668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.07,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

18,04:15-04:30,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.382484,59.522869,0.000000,57.737237,116.646885,19.789596,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.310670,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,18.540668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.12,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

19,04:30-04:45,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.382484,59.522869,0.000000,57.737237,116.646885,19.789596,34.599556,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.12,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

20,04:45-05:00,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.382484,59.522869,0.000000,57.737237,116.646885,19.789596,34.599556,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,19.205668,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,1.96,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.16,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

21,05:00-05:15,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.491766,47.169066,0.000000,57.737237,116.646885,25.627526,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,13.667958,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,15.078093,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,2.20,0.00,70.042352,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.16,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

22,05:15-05:30,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,40.736119,91.160263,0.000000,0.942551,47.169066,0.000000,57.737237,116.646885,48.880303,33.893442,0.000000,0.000000,4.131884,0.000000,0.000000,11.540090,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,15.078093,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,2.33,0.00,94.204852,2.237146,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.16,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

23,05:30-05:45,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,41.230890,91.160263,0.000000,1.413827,47.169066,0.000000,57.737237,116.646885,73.320453,33.893442,3.356113,0.000000,4.131884,0.000000,0.000000,11.540090,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,15.078093,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,9.921509,4.087237,3.370763,0.000000,2.33,0.00,108.705879,2.206075,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.78,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.16,21.055782,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

24,05:45-06:00,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,0.000000,0.000000,1.485704,41.230890,91.160263,0.000000,1.413827,47.169066,0.000000,57.737237,116.646885,73.320453,33.893442,3.356113,0.000000,4.131884,0.000000,0.000000,11.540090,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,28.002984,122.281677,119.476024,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,15.375960,4.087237,3.370763,0.000000,2.33,0.00,108.705879,2.206075,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.82,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,11.143745,0.000000,1.316072,1.88,1.287995,1.16,35.924138,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

25,06:00-06:15,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,9.582978,0.000000,1.485704,41.230890,91.160263,0.000000,1.243076,47.169066,0.000000,57.737237,116.646885,64.316186,33.893442,3.356113,0.000000,11.759297,0.000000,0.000000,14.972148,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,29.567555,122.281677,125.226699,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,15.821605,4.087237,3.370763,0.000000,2.33,0.00,108.705879,2.206075,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.83,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,13.567608,0.000000,1.316072,1.88,1.287995,1.16,35.924138,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

26,06:15-06:30,0.000000,34.614029,0.000000,0.000000,0.000000,48.549228,44.040679,19.165958,0.000000,1.485704,41.230890,91.160263,0.000000,1.413827,47.169066,0.000000,57.737237,116.646885,73.320453,33.893442,3.356113,0.000000,11.759297,0.000000,0.000000,14.972148,0.000000,134.894405,0.000000,8.420983,2.466002,0.000000,42.173383,0.000000,0.000000,29.567555,122.281677,125.226699,0.000000,0.000000,0.000000,1.039333,16.603562,0.000000,30.647457,15.821605,4.087237,3.370763,0.000000,2.33,0.00,123.454669,2.206075,0.000000,0.000000,7.36,0.24,1.860319,0.000000,1.864989,1.274256,267.478875,1.93,0.85,0.000000,0.000000,2.700883,0.000000,0.83,0.41,1.795171,1.700152,0.000000,2.11,1.67,1.107445,0.000000,0.000000,1.881042,0.00,0.18,14.497506,0.000000,1.316072,1.88,1.287995,1.16,35.924138,5.100457,2.575988,1.700152,2.93,3.65,0,0,0,0,0

