Block,Time,L_NR_2012_01,L_NR_2012_04,LT-59,LT-05,L_NR_2021_15,L_NR_2023_04,LT_MEJA_Delhi,L_NR_2021_14,SH-07,L_NR_2019_11,LT-31,L_NR_2020_05,L_NR_2019_19,L_NR_2021_17,LT-36,SH-06,L_NR_2019_06,L_NR_2019_05,L_NR_2019_07,L_NR_2022_09,L_NR_2022_08,L_NR_2020_06,L_NR_2012_07,LT-35,L_NR_2020_02,L_NR_2022_10,L_NR_2020_07,L_NR_2012_02,L_NR_2018_61,L_NR_2021_13,L_NR_2021_16,L_NR_2021_12
17,04:00-04:15,101.420000,272.310000,10.280000,94.950000,0,0.000000,2.110000,0,21.780000,10.790000,0.000000,27.82,0,0,0.000000,21.780000,0,0,0,28.77,10.25,9.27,58.610000,0.000000,11.920000,28.77,9.28,201.740000,10.71,0,0,0

18,04:15-04:30,101.420000,272.310000,10.280000,94.950000,0,0.000000,2.110000,0,21.780000,10.790000,0.000000,27.7,0,0,0.000000,21.780000,0,0,0,28.85,10.07,9.23,58.610000,0.000000,11.920000,28.85,9.24,201.740000,10.73,0,0,0

19,04:30-04:45,101.420000,272.310000,10.280000,94.950000,0,0.000000,2.110000,0,21.780000,10.790000,0.000000,43.88,0,0,0.000000,21.780000,0,0,0,28.33,10.32,14.62,58.610000,0.000000,11.920000,28.33,14.63,201.740000,10.85,0,0,0

20,04:45-05:00,101.420000,272.310000,10.280000,94.950000,0,0.000000,2.110000,0,21.780000,10.790000,0.000000,43.92,0,0,0.000000,21.780000,0,0,0,38.45,11.87,14.64,58.610000,0.000000,11.920000,38.45,14.63,201.740000,7.54,0,0,0

21,05:00-05:15,101.420000,272.310000,10.280000,86.400000,0,0.000000,2.060000,0,20.940000,10.790000,0.000000,43.98,0,0,0.000000,30.980000,0,0,0,37.79,11.71,14.66,48.320000,0.000000,11.920000,37.79,14.66,201.740000,7.79,0,0,0

22,05:15-05:30,101.420000,272.310000,10.280000,77.860000,0,0.000000,2.060000,0,20.940000,10.790000,0.000000,43.99,0,0,0.000000,30.980000,0,0,0,37.21,11.54,14.66,48.320000,0.000000,11.920000,37.21,14.67,201.740000,7.89,0,0,0

23,05:30-05:45,101.420000,272.310000,10.280000,69.310000,0,0.000000,2.060000,0,20.940000,10.790000,0.000000,44.15,0.604934,0.12,0.000000,30.980000,0,0,0,36.21,11.37,14.72,48.320000,0.000000,11.920000,36.21,14.71,201.740000,8.19,0,0.23,0

24,05:45-06:00,101.420000,272.310000,10.280000,66.470000,0.33,0.000000,2.060000,0,20.940000,10.790000,0.000000,44.44,2.975885,0.62,0.000000,30.980000,0,0,0,35.22,11.21,14.81,48.320000,0.000000,11.920000,35.22,14.81,201.740000,8.21,0.03,1.25,0.14

25,06:00-06:15,101.420000,272.310000,5.330000,66.470000,0.73,0.000000,2.060000,0.03,20.940000,10.790000,0.000000,25.16,5.473677,1.77,0.000000,30.980000,11.48,5.74,1.45,23.54,11.04,8.39,48.320000,0.000000,11.920000,23.54,8.38,201.740000,8.35,0.65,3.53,3.27

26,06:15-06:30,101.420000,272.310000,5.330000,70.640000,1.85,0.000000,2.060000,0.03,20.940000,10.790000,0.130000,25.46,8.29345,3.12,0.130000,30.980000,20.14,14.35,4.02,23.1,9.61,8.49,31.950000,0.130000,11.920000,23.1,8.48,153.330000,7.36,1.65,6.25,8.23

27,06:30-06:45,101.420000,232.370000,5.330000,70.640000,3.08,0.000000,2.060000,0.33,20.940000,10.790000,1.000000,26,11.444961,4.98,1.030000,30.980000,24.64,23.92,11.64,22.95,9.62,8.67,31.950000,1.000000,11.920000,22.95,8.67,147.820000,7.24,2.85,9.96,14.28

28,06:45-07:00,101.420000,193.640000,5.330000,70.640000,4.74,0.000000,2.060000,1,20.940000,10.790000,1.570000,26.03,14.986752,7.28,1.610000,30.980000,22.1,22.1,18,22.72,9.62,8.68,31.950000,1.570000,11.920000,22.72,8.67,147.820000,7.31,4.31,14.57,21.57

29,07:00-07:15,72.370000,149.760000,5.330000,70.640000,6.82,0.000000,2.060000,4,20.940000,10.790000,2.430000,26.62,18.694412,2.22,2.490000,30.980000,22.07,22.06,22.07,23.28,9.7,8.88,31.950000,2.430000,11.920000,23.28,8.87,112.310000,7.34,6.19,5,30.94

30,07:15-07:30,53.250000,149.760000,5.330000,70.640000,9.33,0.000000,2.060000,8.33,20.940000,10.790000,3.270000,27.03,21.923979,5.82,3.360000,30.980000,22.57,22.56,22.57,22.7,9.85,9.01,31.950000,3.270000,11.920000,22.7,9.01,112.310000,7.26,8.5,13,42.5

31,07:30-07:45,53.250000,149.760000,5.330000,70.640000,12.07,0.000000,2.060000,13.47,20.940000,10.790000,4.200000,27.07,24.29493,9.59,4.310000,30.980000,22.9,22.9,22.9,22.47,7.67,9.02,31.950000,4.200000,11.920000,22.47,9.03,112.310000,7.33,11.37,20,56.83

32,07:45:08:00,53.250000,149.760000,5.330000,70.640000,14.96,0.000000,2.060000,20.17,20.940000,10.790000,5.350000,23.17,26.704909,13.75,5.480000,30.980000,23.73,23.74,23.73,22.66,7.71,7.72,31.950000,5.350000,11.920000,22.66,7.74,112.310000,8.94,14.43,27,72.13

33,08:00-08:15,53.250000,149.760000,10.280000,70.640000,18.42,0.000000,2.080000,29.53,20.940000,10.790000,6.470000,23.67,29.485654,16.58,6.630000,30.980000,25.9,25.9,25.9,22.87,7.87,7.89,31.950000,6.470000,11.920000,22.87,7.9,112.310000,8.91,17.57,34,87.86

34,08:15-08:30,53.250000,149.760000,10.280000,70.640000,21.6,0.000000,2.080000,36.9,20.940000,10.790000,7.610000,24.44,32.598137,19.89,7.800000,30.980000,28.15,28.15,28.15,23.12,7.99,8.15,31.950000,7.610000,11.920000,23.12,8.15,112.310000,8.96,20.7,40,103.52

35,08:30-08:45,53.250000,149.760000,10.280000,70.640000,24.58,0.000000,2.080000,45.27,20.940000,10.790000,8.730000,25.06,35.925274,22.83,8.960000,30.980000,28.98,28.99,28.98,23.2,8.04,8.35,31.950000,8.730000,11.920000,23.2,8.35,112.310000,8.86,23.43,47,117.16

36,08:45:09:00,53.250000,149.760000,10.280000,70.640000,27.44,0.000000,2.080000,52.87,20.940000,10.790000,9.750000,24.49,39.623177,26.8,10.000000,30.980000,29.65,29.65,29.65,23.36,8.21,8.16,31.950000,9.750000,11.920000,23.36,8.17,112.310000,8.98,26.26,53,131.3

37,09:00:09:15,53.250000,149.760000,10.280000,70.640000,30.08,0.000000,2.080000,59.23,20.940000,10.790000,8.550000,24.4,43.369865,29.91,8.770000,30.980000,29.65,29.65,29.65,23.53,8.37,8.13,31.950000,8.550000,11.920000,23.53,8.14,112.310000,8.94,29.58,59,147.92

38,09:15-09:30,53.250000,149.760000,10.280000,70.640000,32.45,0.000000,2.060000,64.2,20.940000,10.790000,8.960000,24.38,46.433563,31.84,9.190000,30.980000,29.65,29.65,29.65,29.02,8.55,8.13,31.950000,8.960000,11.920000,29.02,8.12,112.310000,8.85,33.53,64,167.65

39,09:30-09:45,53.250000,149.760000,10.280000,70.640000,37.36,0.000000,2.110000,70.83,20.940000,10.790000,9.150000,31.18,48.677673,34.14,9.380000,30.980000,29.98,29.99,29.98,29.49,8.73,10.39,31.950000,9.150000,11.920000,29.49,10.39,112.310000,8.89,35.73,67,178.65

40,09:45-10:00,53.250000,149.760000,10.280000,70.640000,39.6,0.000000,2.110000,76.3,20.940000,10.790000,9.210000,31.79,50.892512,34.96,9.440000,30.980000,30.48,30.49,30.48,29.67,8.78,10.6,31.950000,9.210000,11.920000,29.67,10.59,112.310000,9.14,38.8,71,193.99

41,10:00-10:15,53.250000,149.760000,10.280000,70.640000,41.52,0.000000,2.110000,80.9,20.940000,10.790000,9.240000,31.79,53.029295,37.44,9.470000,30.980000,30.48,30.49,30.48,29.68,8.85,10.6,31.950000,9.240000,11.920000,29.68,10.59,112.310000,9.38,41.43,74,207.16

42,10:15-10:30,53.250000,149.760000,10.280000,70.640000,42.9,0.000000,2.110000,85.23,20.940000,10.790000,9.260000,31.84,55.097779,39.46,9.490000,30.980000,30.48,30.49,30.48,29.16,8.92,10.61,31.950000,9.260000,11.920000,29.16,10.62,112.310000,9.6,43.81,78,219.04

43,10:30-10:45,53.250000,149.760000,10.280000,70.640000,43.85,0.000000,2.110000,88.2,21.780000,10.790000,9.280000,32.67,57.07845,46.47,9.510000,21.780000,30.48,30.49,30.48,28.6,8.93,10.89,31.950000,9.280000,11.920000,28.6,10.9,112.310000,9.66,45.42,92,227.08

44,10:45-11:00,53.250000,149.760000,10.280000,70.640000,44.59,0.000000,2.110000,89.63,21.780000,10.790000,9.290000,33.39,59.068878,48.07,9.520000,21.780000,31.33,31.34,31.33,28.1,9.28,11.13,31.950000,9.290000,11.920000,28.1,11.13,112.310000,9.99,45.83,95,229.17

45,11:00-11:15,53.250000,149.760000,10.360000,70.640000,40.68,0.000000,2.110000,87.04,21.780000,10.790000,9.310000,39.17,61.244689,47.33,9.540000,21.780000,32.17,32.16,32.17,36.12,13.46,13.06,31.950000,9.310000,11.920000,36.12,13.06,112.310000,9.42,45.83,94.67,229.17

46,11:15-11:30,53.250000,149.760000,10.360000,70.640000,41.42,0.000000,2.110000,87.55,21.780000,10.790000,9.300000,38.67,62.513099,47.33,9.530000,21.780000,32.17,32.16,32.17,36.45,13.75,12.89,31.950000,9.300000,11.920000,36.45,12.9,112.310000,9.48,45.83,94.67,229.17

47,11:30-11:45,53.250000,149.760000,10.360000,70.640000,42.13,0.000000,2.110000,87.62,21.780000,10.790000,9.320000,38.34,63.635154,47.33,9.560000,21.780000,32.5,32.5,32.5,36.78,14.15,12.78,31.950000,9.320000,11.920000,36.78,12.78,112.310000,9.59,45.83,94.67,229.17

48,11:45-12:00,53.250000,149.760000,10.360000,70.640000,42.89,0.000000,2.110000,87.62,21.780000,10.790000,9.300000,38.44,65.547526,47.33,9.540000,21.780000,32.5,32.5,32.5,37.23,14.51,12.81,31.950000,9.300000,11.920000,37.23,12.81,112.310000,9.7,45.83,94.67,229.17

49,12:00-12:15,53.250000,149.760000,10.360000,70.640000,43.52,0.000000,2.320000,87.62,21.780000,10.790000,9.290000,38.63,72.367669,47.33,9.530000,21.780000,32.5,32.5,32.5,37.51,14.84,12.88,31.950000,9.290000,11.920000,37.51,12.87,112.310000,10.02,45.83,94.67,229.17

50,12:15-12:30,53.250000,149.760000,10.360000,70.640000,43.96,0.000000,2.320000,87.62,21.780000,10.790000,9.250000,58.58,74.221499,47.33,9.490000,21.780000,32.5,32.5,32.5,38,15.34,19.52,31.950000,9.250000,11.920000,38,19.53,112.310000,10.01,45.83,94.67,229.17

51,12:30-12:45,53.250000,149.760000,10.360000,70.640000,43.16,0.000000,2.320000,87.62,21.780000,10.790000,9.280000,58.95,72.59208,47.33,9.520000,21.780000,32.5,32.5,32.5,45.13,16.77,19.65,31.950000,9.280000,11.920000,45.13,19.65,112.310000,12.51,45.83,94.67,229.17

52,12:45-13:00,53.250000,149.760000,10.360000,70.640000,43.17,0.000000,2.320000,87.58,21.780000,10.790000,9.280000,59.79,74.93376,47.33,9.520000,21.780000,32.5,32.5,32.5,46.8,17.12,19.93,31.950000,9.280000,11.920000,46.8,19.93,112.310000,13.11,45.83,94.67,229.17

53,13:00-13:15,53.250000,149.760000,10.360000,70.640000,43.09,0.000000,2.320000,87.49,21.780000,10.790000,9.270000,61,75.236227,47.33,9.510000,21.780000,32.5,32.5,32.5,46.34,17.35,20.33,31.950000,9.270000,11.920000,46.34,20.34,112.310000,13.72,45.83,94.67,229.17

54,13:15-13:30,53.250000,149.760000,10.360000,70.640000,42.93,0.000000,2.320000,87.46,21.780000,10.790000,9.270000,61.1,74.650807,47.33,9.500000,21.780000,32.5,32.5,32.5,48.57,17.9,20.37,31.950000,9.270000,11.920000,48.57,20.37,112.310000,14.2,45.83,94.67,229.17

55,13:30-13:45,53.250000,149.760000,10.360000,70.640000,42.59,0.000000,2.320000,87.49,21.780000,10.790000,9.260000,61.83,76.387553,46.87,9.490000,21.780000,32.5,32.5,32.5,48.53,18.37,20.61,31.950000,9.260000,11.920000,48.53,20.6,112.310000,22.1,45.83,93.76,229.17

56,13:45-14:00,53.250000,149.760000,10.360000,70.640000,42.15,0.000000,2.320000,87.26,21.780000,10.790000,9.240000,62.42,73.967817,45.57,9.480000,21.780000,32.5,32.5,32.5,47.78,18.94,20.81,31.950000,9.240000,11.920000,47.78,20.81,112.310000,22.61,45.83,91.15,229.17

57,14:00-14:15,53.250000,149.760000,10.360000,70.640000,40.84,0.000000,2.320000,86.4,0.000000,10.790000,9.240000,47.67,71.704193,39.33,9.470000,0.000000,32.5,32.5,32.5,45.08,16.78,15.89,31.950000,9.240000,11.920000,45.08,15.9,114.250000,23.67,45.83,78.67,229.17

58,14:15-14:30,53.250000,149.760000,10.360000,70.640000,39.81,0.000000,2.320000,85.86,0.000000,10.790000,9.230000,48.84,70.05526,36.33,9.460000,0.000000,32.5,32.5,32.5,45.78,17.22,16.28,31.950000,9.230000,11.920000,45.78,16.28,114.250000,24.83,45.83,72.67,229.17

59,14:30-14:45,53.250000,149.760000,10.360000,70.640000,38.65,0.000000,2.320000,84.83,0.000000,10.790000,9.210000,49.17,67.186702,35.33,9.440000,0.000000,32.5,32.5,32.5,46.56,17.48,16.39,31.950000,9.210000,11.920000,46.56,16.4,114.250000,26.9,45.83,70.67,229.17

60,14:45-15:00,53.250000,149.760000,10.360000,70.640000,37.4,0.000000,2.320000,83.1,0.000000,10.790000,9.190000,50.33,62.805809,34.33,9.420000,0.000000,32.5,32.5,32.5,47.55,18.39,16.77,31.950000,9.190000,11.920000,47.55,16.78,114.250000,29.14,45.83,68.67,229.17

61,15:00-15:15,53.250000,149.760000,10.360000,70.640000,36.02,0.000000,2.320000,79.17,0.000000,10.790000,9.170000,51.33,58.942037,33.33,9.390000,0.000000,32.5,32.5,32.5,48.4,19.09,17.11,31.950000,9.170000,11.920000,48.4,17.1,114.250000,30.05,44.33,66.67,221.64

62,15:15-15:30,53.250000,149.760000,10.360000,70.640000,34.43,0.000000,2.320000,73.79,0.000000,10.790000,9.130000,60.78,55.195349,33.72,9.360000,0.000000,32.5,32.5,32.5,47.45,19.75,20.26,31.950000,9.130000,11.920000,47.45,20.27,114.250000,27.46,42.16,67.44,210.8

63,15:30-15:45,53.250000,149.760000,10.360000,70.640000,34.38,0.000000,2.320000,69.63,0.000000,10.790000,9.100000,61.64,51.760885,31.33,9.320000,0.000000,32.5,32.5,32.5,49.14,18.66,20.55,31.950000,9.100000,11.920000,49.14,20.54,114.250000,28.9,39.72,62.68,198.6

64,15:45-16:00,53.250000,149.760000,10.360000,70.640000,32.13,0.000000,2.320000,64.16,0.000000,10.790000,8.990000,63.85,48.502047,28.85,9.220000,0.000000,32.5,32.5,32.5,48.67,18.76,21.28,31.950000,8.990000,11.920000,48.67,21.3,114.250000,30.48,36.97,57.71,184.84

65,16:00-16:15,53.250000,149.760000,10.360000,70.640000,29.66,0.000000,2.320000,58.43,0.000000,10.790000,8.690000,66.93,44.326051,25.73,8.900000,0.000000,32.5,32.5,32.5,49.86,19.2,22.31,31.950000,8.690000,11.920000,49.86,22.3,114.250000,30.97,34.18,51.48,170.91

66,16:15-16:30,53.250000,149.760000,10.360000,70.640000,26.9,0.000000,2.320000,52.42,0.000000,10.790000,7.910000,69.91,39.506093,22.96,8.110000,0.000000,32.5,32.5,32.5,51.44,19.85,23.3,31.950000,7.910000,11.920000,51.44,23.31,114.250000,31.7,27.04,45.94,135.21

67,16:30-16:45,53.250000,149.760000,10.360000,70.640000,24.08,0.000000,2.320000,46.3,0.000000,10.790000,7.100000,73.62,33.876304,20.37,7.270000,0.000000,32.5,32.5,32.5,52.74,20.9,24.54,31.950000,7.100000,11.920000,52.74,24.54,114.250000,33.1,24.31,40.76,121.54

68,16:45-17:00,53.250000,149.760000,10.360000,70.640000,21.19,0.000000,2.320000,40.22,0.000000,10.790000,6.280000,78.21,27.758665,18.72,6.440000,0.000000,32.5,32.5,32.5,55.62,21.53,26.07,31.950000,6.280000,11.920000,55.62,26.06,114.250000,34.24,21.43,37.44,107.12

69,17:00-17:15,53.250000,149.760000,10.360000,70.640000,13.56,0.000000,2.320000,32.26,0.000000,10.790000,5.440000,75.76,22.616726,15.63,5.580000,0.000000,33,33,25,59.15,21.78,25.26,31.950000,5.440000,11.920000,59.15,25.25,114.250000,34.12,18.71,31.27,93.54

70,17:15-17:30,53.250000,149.760000,10.360000,70.640000,11.41,0.000000,2.320000,26.46,0.000000,10.790000,4.560000,75.64,18.567571,12.67,4.680000,0.000000,33,32.53,15,59.01,22.19,25.21,31.950000,4.560000,11.920000,59.01,25.22,114.250000,34.13,16.27,25.35,81.34

71,17:30-17:45,53.250000,149.760000,10.360000,70.640000,9.39,0.000000,2.320000,19.39,0.000000,10.790000,3.680000,75.47,14.92821,12.67,3.780000,0.000000,23.6,19.14,8.74,58.97,22.42,25.16,31.950000,3.680000,11.920000,58.97,25.15,114.250000,34.14,13.47,25.33,67.36

72,17:45-18:00,53.250000,149.760000,10.360000,70.640000,7.56,0.000000,2.320000,10.75,0.000000,10.790000,2.780000,76.14,11.532774,10.33,2.850000,0.000000,11,11.48,2.7,58.84,22.53,25.38,31.950000,2.780000,11.920000,58.84,25.37,114.250000,33.4,10.71,20.67,53.57

73,18:00-18:15,82.300000,193.640000,10.360000,70.640000,5.86,0.000000,2.320000,7.17,0.000000,10.790000,2.100000,76.07,8.625188,7,2.150000,0.000000,0,0,0,59.61,21.77,25.36,48.320000,2.100000,11.920000,59.61,25.34,201.740000,35.98,8.1,14,40.53

74,18:15-18:30,101.420000,232.370000,10.360000,70.640000,4.37,0.000000,2.320000,1.92,0.000000,10.790000,1.360000,74.67,5.590761,5.33,1.390000,0.000000,0,0,0,58.77,21.17,24.89,48.320000,1.360000,11.920000,58.77,24.88,201.740000,36.99,5.86,10.67,29.28

75,18:30-18:45,101.420000,272.310000,10.360000,70.640000,3.16,0.000000,2.320000,0.96,0.000000,10.790000,0.390000,74.61,2.800259,3.67,0.400000,0.000000,0,0,0,58.36,21.64,24.87,48.320000,0.390000,11.920000,58.36,24.86,201.740000,37.82,4.06,7.33,20.31

76,18:45-19:00,101.420000,272.310000,10.360000,70.640000,2.15,0.000000,2.320000,0.32,0.000000,10.790000,0.000000,74.91,1.151326,1.2,0.000000,0.000000,0,0,0,58.36,21.65,24.97,48.320000,0.000000,11.920000,58.36,24.97,201.740000,37.42,2.69,2.4,13.44

77,19:00-19:15,101.420000,272.310000,10.360000,66.470000,1.2,0.000000,3.940000,0.03,0.000000,10.790000,0.000000,76.59,0.321981,0.66,0.000000,0.000000,0,0,0,58.01,21.6,25.53,78.620000,0.000000,11.920000,58.01,25.53,261.990000,37.15,1.6,1.32,7.99

78,19:15-19:30,101.420000,272.310000,10.360000,66.470000,0.37,0.000000,3.940000,0,0.000000,10.790000,0.000000,78.14,0,0.25,0.000000,0.000000,0,0,0,58.91,20.68,26.05,78.620000,0.000000,11.920000,58.91,26.04,261.990000,36.87,0.69,0.51,3.42

79,19:30-19:45,101.420000,272.310000,10.360000,66.470000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,77.33,0,0.03,0.000000,0.000000,0,0,0,60.82,20.45,25.78,78.620000,0.000000,11.920000,60.82,25.78,261.990000,36.31,0.07,0.06,0.34

80,19:45-20:00,101.420000,272.310000,10.360000,66.470000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,76.64,0,0,0.000000,0.000000,0,0,0,60.12,20.64,25.55,78.620000,0.000000,11.920000,60.12,25.55,261.990000,35.6,0,0,0

81,20:00-20:15,101.420000,272.310000,10.360000,83.540000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,74.05,0,0,0.000000,0.000000,0,0,0,56.76,19.36,24.68,78.620000,0.000000,11.920000,56.76,24.69,261.990000,35.04,0,0,0

82,20:15-20:30,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,69.84,0,0,0.000000,0.000000,0,0,0,53.8,17.54,23.28,78.620000,0.000000,11.920000,53.8,23.28,261.990000,34.31,0,0,0

83,20:30-20:45,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,66.72,0,0,0.000000,0.000000,0,0,0,52.74,17.09,22.24,78.620000,0.000000,11.920000,52.74,22.25,261.990000,32.69,0,0,0

84,20:45-21:00,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,64.29,0,0,0.000000,0.000000,0,0,0,49.8,16.57,21.43,78.620000,0.000000,11.920000,49.8,21.43,261.990000,31.46,0,0,0

85,21:00-21:15,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,62.26,0,0,0.000000,0.000000,0,0,0,48.64,16.73,20.76,78.620000,0.000000,11.920000,48.64,20.75,261.990000,31.09,0,0,0

86,21:15-21:30,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,60.47,0,0,0.000000,0.000000,0,0,0,47.35,15.71,20.16,78.620000,0.000000,11.920000,47.35,20.15,261.990000,30.55,0,0,0

87,21:30-21:45,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,57.27,0,0,0.000000,0.000000,0,0,0,44.17,14.31,19.09,78.620000,0.000000,11.920000,44.17,19.08,261.990000,29.43,0,0,0

88,21:45-22:00,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,57.58,0,0,0.000000,0.000000,0,0,0,41.17,14.25,19.19,78.620000,0.000000,11.920000,41.17,19.2,261.990000,27.87,0,0,0

89,22:00-22:15,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,56.16,0,0,0.000000,0.000000,0,0,0,38.03,13.99,18.72,78.620000,0.000000,11.920000,38.03,18.72,261.990000,26.74,0,0,0

90,22:15-22:30,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,53.67,0,0,0.000000,0.000000,0,0,0,36.57,13.21,17.89,78.620000,0.000000,11.920000,36.57,17.89,261.990000,26.02,0,0,0

91,22:30-22:45,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,52.53,0,0,0.000000,0.000000,0,0,0,36.76,12.34,17.51,78.620000,0.000000,11.920000,36.76,17.5,261.990000,25.36,0,0,0

92,22:45-23:00,101.420000,272.310000,10.360000,116.220000,0,0.000000,3.940000,0,0.000000,10.790000,0.000000,50.37,0,0,0.000000,0.000000,0,0,0,36.36,11.19,16.79,78.620000,0.000000,11.920000,36.36,16.78,261.990000,25.06,0,0,0

