Block,Time,URI2,RIHAND2,ANTA_CRF,DADRI_CRF,DULHASTI,URI,PARBATI3,KOTESHWR,ANTA_GF,TANAKPUR,RAPPC,UNCHAHAR3,AURY_GF,BSIUL,DHAULIGNGA,DADRI_RF,CHAMERA3,RIHAND1,KOLDAM,DADRI_GF,SALAL,UNCHAHAR4,AURY_CRF,NJPC,JHAJJAR,ANTA_RF,SINGRAULI,UNCHAHAR2,ANTA_LF,DADRT2,RIHAND3,NAPP,AURY_LF,UNCHAHAR1,TANDA2,RAPPB,KISHANGANGA,SEWA2,RAMPUR,DADRI_LF,SINGRAULI_HYDRO,CHAMERA2,TEHRI,CHAMERA1,AURY_RF,FSTPP I & II,KHSTPP-II,TALA,SASAN,KUDGI,BRBCL,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,0.000000,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,55.92,13.174365,14.461500,0,0,0,0,0

13,03:00-03:15,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,0.000000,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,54.95,13.205829,14.461500,0,0,0,0,0

14,03:15-03:30,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,0.000000,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,54.95,14.550222,14.461500,0,0,0,0,0

15,03:30-03:45,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,54.95,15.214906,14.461500,0,0,0,0,0

16,03:45-04:00,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,2.739008,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,53.99,15.539633,14.461500,0,0,0,0,0

17,04:00-04:15,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,18.260054,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,56.88,16.408229,14.461500,0,0,0,0,0

18,04:15-04:30,7.132990,113.884312,0.000000,0.000000,15.887261,8.514931,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,18.260054,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,54.95,19.281969,14.461500,0,0,0,0,0

19,04:30-04:45,7.132990,113.884312,0.000000,0.000000,15.887261,38.317190,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,18.260054,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,55.92,19.281969,14.461500,0,0,0,0,0

20,04:45-05:00,7.132990,113.884312,0.000000,0.000000,15.887261,38.317190,0.000000,8.555423,0.000000,2.470024,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,18.260054,233.721942,0.000000,118.945838,13.497400,0.000000,176.430300,119.226029,0.000000,0.000000,7.712800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,4.820500,46.276800,0.000000,403.736157,54.95,19.281969,14.461500,0,0,0,0,0

21,05:00-05:15,7.132990,113.884312,0.000000,0.000000,15.887261,8.514931,0.000000,8.555423,0.000000,3.087530,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,18.260054,233.721942,0.000000,118.945838,13.497400,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,15.002360,0.000000,0.000000,4.820500,47.240900,0.000000,403.736157,56.88,19.281969,23.446697,0,0,0,0,0

22,05:15-05:30,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,3.087530,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,36.520108,233.721942,0.000000,118.945838,13.497400,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,30.004720,0.000000,0.000000,4.820500,71.343400,0.000000,403.736157,59.77,19.281969,34.519520,0,0,0,0,0

23,05:30-05:45,7.132990,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,3.087530,52.118668,8.474439,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,54.780162,233.721942,0.000000,118.945838,19.057461,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,12.697236,30.004720,0.000000,0.000000,9.896872,111.759243,0.000000,403.736157,59.77,19.281969,35.061714,0,0,0,0,0

24,05:45-06:00,7.132990,113.884312,0.000000,0.000000,31.774522,6.386198,3.681898,8.555423,0.000000,3.087530,52.118668,8.474439,0.000000,0.000000,8.808052,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,70.301208,233.721942,0.000000,118.945838,19.057461,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,5.012067,0.000000,0.000000,0.571740,12.697236,45.007080,0.000000,0.000000,9.896872,140.922401,0.000000,403.736157,61.70,19.281969,43.625525,0,0,0,0,0

25,06:00-06:15,5.187629,113.884312,0.000000,0.000000,47.661784,6.386198,15.763432,17.110847,0.000000,3.087530,52.118668,8.474439,0.000000,2.121020,17.616105,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,100.430297,233.721942,0.000000,118.945838,19.057461,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,5.012067,0.000000,0.000000,0.571740,25.394471,45.007080,6.778587,0.000000,9.896872,111.759243,0.000000,403.736157,62.67,19.281969,35.061714,0,0,0,0,0

26,06:15-06:30,5.187629,113.884312,0.000000,0.000000,47.661784,6.386198,15.763432,19.012052,0.000000,3.087530,52.118668,8.474439,0.000000,12.573407,26.424157,0.000000,9.330406,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,233.721942,0.000000,118.945838,19.057461,0.000000,174.945586,119.226029,0.000000,0.000000,7.645313,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,25.134087,0.000000,9.896872,111.758557,0.000000,403.736157,66.52,19.281969,35.061714,0,0,0,0,0

27,06:30-06:45,7.132990,113.884312,0.000000,0.000000,47.661784,6.386198,15.763432,19.012052,0.000000,3.087530,52.118668,8.424717,0.000000,12.573407,26.424157,0.000000,9.330406,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,233.721942,0.000000,118.945838,19.057461,0.000000,187.999500,119.226029,0.000000,0.000000,7.577826,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,26.657365,0.000000,9.896872,111.749602,0.000000,403.736157,70.38,19.281969,35.061714,0,0,0,0,0

28,06:45-07:00,7.132990,113.884312,0.000000,0.000000,47.661784,6.386198,15.763432,19.012052,0.000000,3.087530,52.118668,8.676900,0.000000,12.573407,26.424157,0.000000,9.330406,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,233.721942,0.000000,118.945838,19.057461,0.000000,214.104339,119.226029,0.000000,0.000000,7.577826,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,26.657365,0.000000,9.896872,111.749602,0.000000,403.736157,72.31,19.281969,35.061714,0,0,0,0,0

29,07:00-07:15,9.078351,113.884312,0.000000,0.000000,47.661784,8.514931,15.763432,19.012052,0.000000,3.087530,52.118668,8.676900,0.000000,12.573407,26.424157,0.000000,14.732219,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,238.542442,0.000000,118.945838,19.057461,0.000000,214.104339,119.226029,0.000000,0.000000,7.577826,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,38.081950,0.000000,9.896872,111.749602,0.000000,403.736157,74.24,19.281969,35.061714,0,0,0,0,0

30,07:15-07:30,23.863095,113.884312,0.000000,0.000000,47.661784,38.317190,15.763432,19.012052,0.000000,3.087530,52.118668,8.676900,0.000000,12.573407,26.424157,0.000000,14.732219,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,248.183442,0.000000,118.945838,32.186286,0.000000,214.104339,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,38.081950,0.000000,13.872799,111.749602,0.000000,403.736157,78.09,19.281969,35.061714,0,0,0,0,0

31,07:30-07:45,23.863095,113.884312,0.000000,0.000000,47.661784,3.193099,3.681898,19.012052,0.000000,3.705036,52.118668,4.839782,0.000000,12.573407,26.424157,0.000000,14.732219,88.697200,0.000000,0.000000,12.323126,0.000000,0.000000,127.820378,233.934044,0.000000,118.945838,32.186286,0.000000,202.162129,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,10.157788,0.000000,0.000000,0.571740,38.091707,45.007080,38.081950,0.000000,10.705945,139.498740,0.000000,403.736157,78.09,19.281969,43.625525,0,0,0,0,0

32,07:45:08:00,9.078351,113.884312,0.000000,0.000000,47.661784,3.193099,0.000000,17.110847,0.000000,3.705036,52.118668,4.839782,0.000000,6.286703,17.616105,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,109.560324,233.934044,0.000000,118.945838,32.186286,0.000000,202.162129,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,4.755038,0.000000,0.000000,0.571740,25.394471,45.007080,37.701130,0.000000,10.705945,140.922401,0.000000,403.736157,80.98,19.281969,43.625525,0,0,0,0,0

33,08:00-08:15,5.187629,113.884312,0.000000,0.000000,47.661784,4.257466,0.000000,8.555423,0.000000,11.494258,52.118668,4.839782,0.000000,6.286703,8.808052,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,73.040216,233.934044,0.000000,118.945838,32.186286,0.000000,193.398460,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,4.369494,0.000000,0.000000,0.571740,12.697236,45.007080,25.134087,0.000000,10.705945,140.922401,0.000000,403.736157,80.98,19.281969,43.625525,0,0,0,0,0

34,08:15-08:30,5.187629,113.884312,0.000000,0.000000,47.661784,4.257466,0.000000,8.555423,0.000000,11.494258,52.118668,4.839782,0.000000,6.286703,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,54.780162,233.934044,0.000000,118.945838,40.183308,0.000000,202.162129,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,12.697236,45.007080,12.947863,0.000000,14.909421,140.922401,0.000000,403.736157,80.98,19.281969,43.625525,0,0,0,0,0

35,08:30-08:45,5.187629,113.884312,0.000000,0.000000,47.661784,4.257466,0.000000,8.555423,0.000000,11.494258,52.118668,4.839782,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,17.924547,0.000000,0.000000,36.520108,233.934044,0.000000,118.945838,40.868295,0.000000,192.820000,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,12.697236,45.007080,0.000000,0.000000,14.909421,140.922401,0.000000,403.736157,81.95,19.281969,43.625525,0,0,0,0,0

36,08:45:09:00,5.187629,113.884312,0.000000,0.000000,47.661784,6.386198,0.000000,8.555423,0.000000,11.494258,52.118668,4.839782,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,68.337336,0.000000,0.000000,18.260054,233.934044,0.000000,118.945838,40.868295,0.000000,192.820000,119.226029,0.000000,0.000000,8.676900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,12.697236,30.004720,0.000000,0.000000,14.909421,140.922401,0.000000,403.736157,80.98,19.281969,43.625525,0,0,0,0,0

37,09:00:09:15,23.863095,113.884312,0.000000,0.000000,31.665672,38.317190,0.000000,8.555423,0.000000,2.470024,52.118668,4.839782,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,68.337336,0.000000,0.000000,0.000000,235.650142,0.000000,118.945838,40.868295,0.000000,219.508751,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,15.002360,0.000000,0.000000,19.729921,140.922401,0.000000,403.736157,57.85,19.281969,43.625525,0,0,0,0,0

38,09:15-09:30,23.863095,113.884312,0.000000,0.000000,31.665672,38.317190,0.000000,8.555423,0.000000,2.470024,52.118668,4.839782,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,68.337336,0.000000,0.000000,0.000000,235.650142,0.000000,118.945838,40.868295,0.000000,264.818410,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.729921,140.922401,0.000000,403.736157,58.81,19.281969,43.625525,0,0,0,0,0

39,09:30-09:45,23.863095,113.884312,0.000000,0.000000,31.665672,4.257466,0.000000,8.555423,0.000000,2.470024,52.118668,5.444531,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,68.337336,0.000000,0.000000,0.000000,235.650142,0.000000,118.945838,40.868295,0.000000,276.461749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,60.74,19.281969,43.625525,0,0,0,0,0

40,09:45-10:00,23.863095,113.884312,0.000000,0.000000,31.665672,4.257466,0.000000,8.555423,0.000000,2.470024,52.118668,5.444531,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,3.360853,0.000000,0.000000,0.000000,318.562742,0.000000,118.945838,40.868295,0.000000,329.298092,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,58.81,17.748185,43.625525,0,0,0,0,0

41,10:00-10:15,9.078351,113.884312,0.000000,0.000000,31.665672,4.257466,0.000000,8.555423,0.000000,2.470024,52.118668,5.444531,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,323.383242,0.000000,118.945838,40.868295,0.000000,329.298092,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,57.85,17.997177,43.625525,0,0,0,0,0

42,10:15-10:30,5.187629,113.884312,0.000000,0.000000,31.665672,4.257466,0.000000,8.555423,0.000000,2.470024,52.118668,6.047939,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,323.383242,0.000000,118.945838,40.868295,0.000000,324.666749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,57.85,17.900665,43.625525,0,0,0,0,0

43,10:30-10:45,5.187629,113.884312,0.000000,0.000000,31.665672,4.257466,0.000000,8.555423,0.000000,3.087530,52.118668,6.047939,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,323.383242,0.000000,118.945838,40.868295,0.000000,315.025749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,57.85,16.909641,43.625525,0,0,0,0,0

44,10:45-11:00,5.187629,113.884312,0.000000,0.000000,15.887261,4.257466,0.000000,8.555423,0.000000,3.087530,52.118668,6.047939,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,323.383242,0.000000,118.945838,40.868295,0.000000,315.025749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,58.81,17.520774,43.625525,0,0,0,0,0

45,11:00-11:15,5.187629,113.884312,0.000000,0.000000,15.887261,4.257466,0.000000,8.555423,0.000000,3.087530,52.118668,6.047939,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,341.922982,0.000000,118.945838,40.868295,0.000000,295.743749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,58.81,17.239109,43.625525,0,0,0,0,0

46,11:15-11:30,5.187629,113.884312,0.000000,0.000000,15.887261,6.386198,0.000000,8.555423,0.000000,3.087530,52.118668,6.047939,0.000000,0.000000,0.000000,0.000000,0.000000,88.697200,0.000000,0.000000,2.240568,0.000000,0.000000,0.000000,341.922982,0.000000,118.945838,40.868295,0.000000,295.743749,119.226029,0.000000,0.000000,8.570849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.571740,0.000000,0.000000,0.000000,0.000000,19.985793,140.922401,0.000000,403.736157,56.88,19.128782,43.625525,0,0,0,0,0

