Block,Time,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/23032024/30032024/HP-64,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/30092023/26122029/SH-06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/23032024/30032024/HP-60,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/13082046/L_NR_2021_12,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,NR/23032024/30032024/HP-57,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16
63,15:30-15:45,0.000000,24.140000,11.490000,11.490000,26.060000,2.150000,2.330000,136.140000,0.000000,11.780000,0.000000,33.790000,48.280000,96.550000,17.66,81.97712,26.060000,42.33,15.34,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,42.33,17.67,31.48,74.680000,53,14.48,203.73,0,60,8.81,35.3,74.24,140,35.200000,0.000000,65,33,40.74,0,0,0

64,15:45-16:00,0.000000,24.140000,10.420000,10.420000,26.060000,2.150000,2.330000,136.140000,0.000000,10.680000,0.000000,33.790000,48.280000,96.550000,17.66,73.516536,26.060000,43.67,15.34,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,43.67,17.67,31.48,74.680000,53,14.48,191.58,0,54,9.01,32.2,68.85,126,35.200000,0.000000,59,30,38.31,0,0,0

65,16:00-16:15,0.000000,24.140000,9.420000,9.420000,26.060000,2.230000,2.480000,136.140000,0.000000,9.660000,0.000000,33.790000,48.280000,96.550000,17.66,64.7444,26.060000,45,15.34,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,45,17.67,31.48,74.680000,53,14.48,179.83,0,43,15.17,29.4,62.89,102,35.200000,0.000000,48,24,35.97,0,0,0

66,16:15-16:30,0.000000,25.100000,8.580000,8.580000,26.060000,2.230000,2.480000,136.140000,0.000000,8.790000,0.000000,33.790000,48.280000,96.550000,18.16,55.816488,26.060000,45.33,16,48.28,0.000000,1.950000,31.49,31.48,48.28,48.280000,45.33,18.17,31.48,74.680000,54.5,14.48,161.23,0,37,15.12,26,56.78,88,35.200000,0.000000,41,21,32.24,0,0,0

67,16:30-16:45,0.000000,25.100000,7.150000,7.150000,26.060000,2.230000,2.480000,165.100000,0.000000,7.330000,0.000000,33.790000,48.280000,96.550000,22.5,48.348976,26.060000,58,20.34,48.28,0.000000,1.950000,33,33,48.28,48.280000,58,22.5,20.87,74.680000,67.5,14.48,142.9,0,33,15.07,22.3,44.16,77,35.200000,0.000000,35,17,28.58,0,0,0

68,16:45-17:00,0.000000,26.070000,6.040000,6.040000,26.060000,2.230000,2.480000,196.220000,0.000000,6.190000,0.000000,33.790000,48.280000,96.550000,22.34,38.65192,26.060000,56.67,20,48.28,0.000000,1.950000,33,33,48.28,48.280000,56.67,22.33,10.97,74.680000,67,14.48,122.83,0,28,14.97,18.5,37.98,67,35.200000,0.000000,28,14,24.57,0,0,0

69,17:00-17:15,0.000000,27.030000,4.750000,4.750000,26.060000,2.230000,2.480000,200.080000,0.000000,4.860000,0.000000,57.560000,48.280000,96.550000,22,29.139848,26.060000,56,19.66,48.28,0.000000,1.850000,33,33,48.28,48.280000,56,22,4.08,95.390000,66,0,93.84,0,24,14.87,16,31.71,56,35.200000,0.000000,22,11,18.77,0,0,0

70,17:15-17:30,0.000000,27.030000,3.490000,3.490000,26.060000,2.230000,2.480000,200.080000,0.000000,3.570000,0.000000,57.560000,48.280000,96.550000,21.84,20.328768,26.060000,55,19.34,48.28,0.000000,1.850000,32.75,22,48.28,48.280000,55,21.83,0.58,114.700000,65.5,0,75.29,0,18,14.72,12.5,25.38,42,35.200000,0.000000,15,7,15.06,0,0,0

71,17:30-17:45,0.000000,27.030000,2.510000,2.510000,26.060000,2.230000,2.170000,171.120000,0.000000,2.580000,0.000000,57.560000,48.280000,96.550000,21.66,12.812576,26.060000,53.67,18.66,48.28,0.000000,1.850000,12.88,7,48.28,48.280000,53.67,21.67,0,115.860000,65,0,55.25,0,13,14.33,9,18.87,32,35.200000,0.000000,11,6,11.05,0,0,0

72,17:45-18:00,0.000000,28.000000,1.630000,1.630000,26.060000,2.230000,2.170000,171.120000,0.000000,1.670000,0.000000,57.560000,48.280000,96.550000,21.34,7.272792,26.060000,52.67,18,48.28,0.000000,1.850000,7.93,1,48.28,48.280000,52.67,21.33,0,96.550000,64,0,39.4,0,7,14.08,6,12.87,18,35.200000,0.000000,7,3,7.88,0,0,0

73,18:00-18:15,0.000000,28.000000,0.920000,0.920000,26.060000,2.000000,2.330000,171.120000,0.000000,0.950000,0.000000,57.560000,48.280000,96.550000,24.34,2.657928,26.060000,52.33,20.66,96.55,0.000000,1.850000,0,0,48.28,48.280000,52.33,24.33,0,74.680000,73,0,25.84,0,3,14.03,4,7.79,7,35.200000,0.000000,3,1,5.17,0,0,0

74,18:15-18:30,0.000000,28.000000,0.410000,0.410000,26.060000,2.000000,2.330000,171.120000,0.000000,0.420000,0.000000,57.560000,48.280000,96.550000,23.84,1.07096,26.060000,51.67,20,96.55,0.000000,1.850000,0,0,48.28,48.280000,51.67,23.83,0,74.680000,71.5,0,13.42,0,1,13.96,3,3.9,1,35.200000,0.000000,0,0,2.68,0,0,0

75,18:30-18:45,0.000000,28.960000,0.050000,0.050000,26.060000,2.000000,1.550000,171.120000,0.000000,0.050000,0.000000,57.560000,48.280000,96.550000,23.34,0,26.060000,50.67,19.66,96.55,0.000000,1.850000,0,0,48.28,48.280000,50.67,23.33,0,96.550000,70,0,5.76,0,0,11.16,2,1.18,1,35.200000,0.000000,0,0,1.15,0,0,0

76,18:45-19:00,0.000000,28.960000,0.000000,0.000000,26.060000,2.000000,1.550000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,22.84,0,26.060000,50,19.34,96.55,0.000000,1.850000,0,0,48.28,48.280000,50,22.83,0,115.860000,68.5,0,1.01,0,0,11.04,1,0.59,0,35.200000,0.000000,0,0,0.2,0,0,0

77,19:00-19:15,0.000000,28.960000,0.000000,0.000000,26.060000,2.080000,2.020000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,18,0,26.060000,49,18.66,96.55,0.000000,1.850000,0,0,48.28,77.240000,49,18,0,134.010000,54,0,0,0,0,10.92,0,0,0,35.200000,0.000000,0,0,0,0,0,0

78,19:15-19:30,0.000000,28.960000,0.000000,0.000000,26.060000,2.080000,2.020000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,17.34,0,26.060000,47.67,17,96.55,0.000000,1.850000,0,0,48.28,100.050000,47.67,17.33,0,134.010000,52,0,0,0,0,10.72,0,0,0,35.200000,0.000000,0,0,0,0,0,0

79,19:30-19:45,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,2.170000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,16.5,0,26.060000,45,16.34,96.55,0.000000,1.670000,0,0,48.28,100.050000,45,16.5,0,134.010000,49.5,0,0,0,0,9.16,0,0,0,35.200000,0.000000,0,0,0,0,0,0

80,19:45-20:00,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,2.170000,205.560000,0.000000,0.000000,0.000000,57.560000,48.280000,96.550000,16,0,26.060000,42.33,15.66,96.55,0.000000,1.670000,0,0,48.28,100.050000,42.33,16,0,134.010000,48,0,0,0,0,9.06,0,0,0,35.200000,0.000000,0,0,0,0,0,0

81,20:00-20:15,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,1.550000,172.080000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,15.5,0,26.060000,41.67,15.66,96.55,0.000000,1.670000,0,0,48.28,71.080000,41.67,15.5,0,134.010000,46.5,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

82,20:15-20:30,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,1.550000,172.080000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,15.84,0,26.060000,43.67,15.66,96.55,0.000000,1.670000,0,0,48.28,54.070000,43.67,15.83,0,134.010000,47.5,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

83,20:30-20:45,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,1.860000,220.360000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,15.84,0,26.060000,43.67,15.66,96.55,0.000000,1.670000,0,0,48.28,54.070000,43.67,15.83,0,134.010000,47.5,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

84,20:45-21:00,0.000000,28.000000,0.000000,0.000000,26.060000,2.080000,1.860000,227.780000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,15.84,0,26.060000,43,16.34,96.55,0.000000,1.670000,0,0,48.28,54.070000,43,15.83,0,134.010000,47.5,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

85,21:00-21:15,0.000000,28.000000,0.000000,0.000000,26.060000,2.000000,1.860000,227.780000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,15.84,0,26.060000,41.67,16.66,96.55,0.000000,1.670000,0,0,48.28,54.070000,41.67,15.83,0,134.010000,47.5,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

86,21:15-21:30,0.000000,28.000000,0.000000,0.000000,26.060000,2.000000,1.860000,227.780000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,16.66,0,26.060000,43,17.34,96.55,0.000000,1.670000,0,0,48.28,54.070000,43,16.67,0,134.010000,50,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

87,21:30-21:45,0.000000,28.000000,0.000000,0.000000,26.060000,2.000000,1.860000,227.780000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,17.34,0,26.060000,43.67,18,96.55,0.000000,1.670000,0,0,48.28,54.070000,43.67,17.33,0,134.010000,52,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

88,21:45-22:00,0.000000,28.000000,0.000000,0.000000,26.060000,2.000000,1.860000,227.780000,0.000000,0.000000,0.000000,57.560000,48.280000,193.100000,18,0,26.060000,46,19,96.55,0.000000,1.670000,0,0,48.28,54.070000,46,18,0,134.010000,54,0,0,0,0,7.21,0,0,0,35.200000,0.000000,0,0,0,0,0,0

89,22:00-22:15,0.000000,27.030000,0.000000,0.000000,26.060000,1.920000,2.020000,201.050000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,18.5,0,26.060000,48,18.66,96.55,74.090000,1.670000,0,0,48.28,54.070000,48,18.5,0,134.010000,55.5,0,0,0,0,7.21,0,0,0,35.200000,173.020000,0,0,0,0,0,0

90,22:15-22:30,0.000000,27.030000,0.000000,0.000000,26.060000,1.920000,2.020000,201.050000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,19.16,0,26.060000,50,18.66,96.55,74.090000,1.670000,0,0,48.28,54.070000,50,19.17,0,134.010000,57.5,0,0,0,0,7.21,0,0,0,35.200000,173.020000,0,0,0,0,0,0

91,22:30-22:45,0.000000,27.030000,0.000000,0.000000,26.060000,1.920000,2.020000,201.050000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,19.84,0,26.060000,48,18.66,96.55,74.090000,1.670000,0,0,48.28,54.070000,48,19.83,0,134.010000,59.5,0,0,0,0,9.13,0,0,0,35.200000,173.020000,0,0,0,0,0,0

92,22:45-23:00,0.000000,27.030000,0.000000,0.000000,26.060000,1.920000,2.020000,172.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,20.16,0,26.060000,45.33,19.34,96.55,74.090000,1.670000,0,0,48.28,54.070000,45.33,20.17,0,134.010000,60.5,0,0,0,0,8.93,0,0,0,35.200000,173.020000,0,0,0,0,0,0

93,23:00-23:15,0.000000,26.070000,0.000000,0.000000,26.060000,1.920000,2.020000,172.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,19.5,0,26.060000,43.67,19,96.55,74.090000,1.670000,0,0,48.28,54.070000,43.67,19.5,0,137.370000,58.5,0,0,0,0,8.73,0,0,0,35.200000,173.020000,0,0,0,0,0,0

94,23:15-23:30,0.000000,26.070000,0.000000,0.000000,26.060000,1.920000,2.020000,172.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,18.84,0,26.060000,43.33,19,96.55,74.090000,1.670000,0,0,48.28,54.070000,43.33,18.83,0,145.100000,56.5,0,0,0,0,8.47,0,0,0,35.200000,173.020000,0,0,0,0,0,0

95,23:30-23:45,0.000000,26.070000,0.000000,0.000000,26.060000,1.920000,2.020000,172.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,18.84,0,26.060000,42.67,17.66,96.55,74.090000,1.670000,0,0,48.28,54.070000,42.67,18.83,0,153.920000,56.5,0,0,0,0,8.33,0,0,0,35.200000,173.020000,0,0,0,0,0,0

96,23:45-24:00,0.000000,26.070000,0.000000,0.000000,26.060000,1.920000,2.020000,172.080000,0.000000,0.000000,29.540000,57.560000,48.280000,193.100000,18.16,0,26.060000,40.67,17.66,96.55,74.090000,1.670000,0,0,48.28,54.070000,40.67,18.17,0,153.920000,54.5,0,0,0,0,8.07,0,0,0,35.200000,173.020000,0,0,0,0,0,0

