Column1,Time,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/6101,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2024/10/01/9582,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02
21,05:00-05:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.85,6.66,20.55,6.86,0,0,0,12.86,0,0,12.86,0,0,0,0,0,70.29,53.02,0,12.42,3.34,26.87,26.87,0,3.22,272.57,28.77,5.71,2.97,110.86

22,05:15-05:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.85,6.66,20.55,6.86,0,0,0,12.86,0,0,12.86,0,0,0,0,0,70.29,53.02,0,12.42,3.34,26.87,26.87,0,3.22,272.57,28.77,5.71,2.97,110.86

23,05:30-05:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.85,6.66,20.55,6.86,0,0,0,12.86,0,0,12.86,0,0,0,0,0,70.29,53.02,0,12.42,3.34,26.87,26.87,0,3.22,272.57,28.77,5.71,2.97,110.86

24,05:45-06:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.85,6.66,20.55,6.86,0,0,0,12.86,0,0,12.86,0,0,0,0,0,70.29,53.02,0,12.42,3.34,26.87,26.87,0,3.22,272.57,28.77,5.71,2.97,110.86

25,06:00-06:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.85,6.66,20.55,6.86,8.08,0,1,12.86,3,0,12.86,0,8.25,0,0,0,70.29,53.02,0,12.42,3.26,26.87,26.87,0,3.22,272.57,28.26,5.71,2.97,110.86

26,06:15-06:30,37.24,37.24,12.42,37.24,0,0,0,1,7,1,6.85,6.66,20.55,6.86,17.29,0,2,12.86,8,0,12.86,0,17.65,1.13,0,0,70.29,53.02,0,12.42,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

27,06:30-06:45,37.24,37.24,12.42,37.24,0,0.44,2,4,7,3,6.85,6.66,20.55,6.86,28.79,1,5,12.86,11,0,12.86,0.09,29.39,6.6,0.39,0.4,70.29,53.02,0.39,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

28,06:45-07:00,37.24,37.24,12.42,37.24,0,2.19,3,7,7,4,6.85,6.66,20.55,6.86,33,3,8,12.86,14,2,12.86,0.44,33,13.85,0.7,0.72,70.29,53.02,0.7,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

29,07:00-07:15,37.24,37.24,12.42,37.24,0,7.71,7,14,7,5,6.85,6.66,20.55,6.86,33,6,10,12.74,16,5,12.74,1.54,33,21.25,1.17,1.2,70.29,53.02,1.17,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

30,07:15-07:30,37.24,37.24,12.42,37.24,0,15.18,10,25,7,7,6.85,6.66,20.55,6.86,33,10,15,12.74,23,7,12.74,3.03,33,29.8,2.23,2.28,70.29,53.02,2.23,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

31,07:30-07:45,37.24,37.24,12.42,37.24,0,30.27,14,39,7,9,6.85,6.66,20.55,6.86,32.67,16,18,12.74,32.67,9,12.74,6.05,32.66,39.98,3.03,3.1,70.29,53.02,3.03,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

32,07:45-08:00,37.24,37.24,12.42,37.24,0,47.34,19,53,7,12,6.85,6.66,20.55,6.86,33,22,25,12.74,33,13,12.74,9.47,33,51.13,3.82,3.92,70.29,53.02,3.82,0,3.26,26.87,26.87,0,3.14,272.57,27.25,5.71,2.97,110.86

33,08:00-08:15,37.24,37.24,12.42,37.24,0,64.34,27,67,7,15,6.85,6.66,20.55,6.86,33,28,30,12.74,33,16,12.74,12.87,33,62.19,4.76,4.87,70.29,53.02,4.76,0,3.26,26.87,26.87,0,3.14,272.57,28.26,5.71,2.97,157.53

34,08:15-08:30,37.24,37.24,12.42,37.24,0,83.04,34,81,7,18,6.85,6.66,20.55,6.86,33,34,37,12.74,33,20,12.74,16.61,33,72.45,5.68,5.83,70.29,53.02,5.68,0,3.26,26.87,26.87,0,3.14,231.36,28.26,5.71,2.97,157.53

35,08:30-08:45,37.24,37.24,12.42,37.24,0,101.17,38,95,7,21,6.85,6.66,20.55,6.86,33,40,44,12.74,33,23,12.74,20.23,33,81.85,6.61,6.78,70.29,53.02,6.61,0,3.26,26.87,26.87,0,3.14,192.8,29.27,5.71,2.97,157.53

36,08:45-09:00,37.24,37.24,12.42,37.24,0,118.12,45,109,7,24,6.85,6.66,20.55,6.86,33,46,51,12.74,33,26,12.74,23.62,33,90.73,7.53,7.73,70.29,53.02,7.53,0,3.26,26.87,26.87,0,3.14,192.8,29.27,5.71,2.97,157.53

37,09:00-09:15,37.24,37.24,12.42,37.24,0,125.95,52,123,7,27,6.67,6.66,20,6.66,33,52,58,10.67,33,28,10.67,25.19,33,99,8.35,8.56,70.29,53.02,8.35,0,3.26,26.87,26.87,0,3.07,192.8,29.27,5.71,3.06,157.53

38,09:15-09:30,37.24,37.24,12.42,37.24,0,140.11,58,137,7,30,6.67,6.66,20,6.66,33,58,63,10.67,33,31,10.67,28.02,33,106.44,9.21,9.44,70.29,53.02,9.21,0,3.26,26.87,26.87,0,3.07,231.36,29.27,5.71,3.06,157.53

39,09:30-09:45,37.24,37.24,12.42,37.24,0,152.54,71,151,7,33,6.67,6.66,20,6.66,33,64,69,10.67,33,35,10.67,30.51,33,113.04,10.08,10.34,70.29,53.02,10.08,0,3.26,26.87,26.87,0,3.07,272.57,29.78,5.71,3.06,157.53

40,09:45-10:00,37.24,37.24,12.42,37.24,0,165.22,77,161,7,35,6.67,6.66,20,6.66,33,69,73,10.67,33,37,10.67,33.04,33,118.97,11.2,11.49,70.29,53.02,11.2,0,3.26,26.87,26.87,0,3.07,272.57,29.78,5.71,3.06,157.53

41,10:00-10:15,37.24,37.24,12.42,37.24,0,182.39,80,172,7,38,6.67,6.66,20,6.66,33,73,80,10.67,33,39,10.67,36.48,33,124.16,11.82,12.12,70.29,53.02,11.82,0,3.26,26.87,26.87,0,3.07,272.57,29.78,5.61,3.06,171.24

42,10:15-10:30,37.24,37.24,12.42,37.24,0,193.61,85,182,7,40,6.67,6.66,20,6.66,33,78,85,10.67,33,41,10.67,38.72,33,128.37,12.92,13.25,70.29,53.02,12.92,0,3.26,26.87,26.87,0,3.07,272.57,29.78,5.61,3.06,171.24

43,10:30-10:45,37.24,37.24,12.42,37.24,0,230,87,189,7,43,6.67,6.66,20,6.66,33,81,89,10.67,33,44,10.67,46,33,132.19,13.6,13.94,70.29,53.02,13.6,0,3.26,26.87,26.87,0,3.07,272.57,29.27,5.61,3.06,171.24

44,10:45-11:00,37.24,37.24,12.42,37.24,0,230,88,196,7,44,6.67,6.66,20,6.66,33,84,91,10.67,33,45,10.67,46,33,135.4,14.34,14.7,70.29,53.02,14.34,0,3.26,26.87,26.87,0,3.07,272.57,29.27,5.61,3.06,171.24

45,11:00-11:15,37.24,37.24,12.42,37.24,0,230,86,196,7,44,6.67,6.66,20,6.66,33,84,92,10.67,33,43,10.67,46,33,138.24,14.97,15.35,70.29,53.02,14.97,0,3.26,26.87,26.87,0,2.91,272.57,28.26,5.61,3.06,171.24

46,11:15-11:30,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,93,10.67,33,43,10.67,46,33,140.62,15.59,15.98,70.29,53.02,15.59,0,3.26,26.87,26.87,0,2.91,272.57,28.26,5.61,3.06,171.24

47,11:30-11:45,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,93,10.67,33,44,10.67,46,33,142.27,15.59,15.98,70.29,53.02,15.59,0,3.26,26.87,26.87,0,2.91,272.57,28.26,5.61,3.06,171.24

48,11:45-12:00,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,44,10.67,46,33,143.22,15.59,15.98,70.29,53.02,15.59,0,3.26,26.87,26.87,0,2.91,272.57,28.26,5.61,3.06,171.24

49,12:00-12:15,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,44,10.67,46,33,144.27,15.59,15.98,70.29,53.02,15.59,0,3.41,26.87,26.87,0,3.07,272.57,28.26,5.52,3.06,171.24

50,12:15-12:30,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,44,10.67,46,33,143.35,15.59,15.98,70.29,53.02,15.59,0,3.41,26.87,26.87,0,3.07,272.57,28.26,5.52,3.06,171.24

51,12:30-12:45,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,44,10.67,46,33,141.49,15.59,15.98,70.29,53.02,15.59,0,3.41,32,32,0,3.07,272.57,28.26,5.52,3.06,171.24

52,12:45-13:00,37.24,37.24,12.42,37.24,0,230,86,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,44,10.67,46,33,138.69,15.59,15.98,70.29,53.02,15.59,0,3.41,32,32,0,3.07,272.57,27.75,5.52,3.06,171.24

53,13:00-13:15,37.24,37.24,12.42,37.24,0,230,88,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,43,10.67,46,33,134.89,15.59,15.98,70.29,53.02,15.59,0,3.41,32,32,0,3.22,231.36,27.75,5.52,3.25,171.24

54,13:15-13:30,37.24,37.24,12.42,37.24,0,230,88,196,7,45,6.67,6.66,20,6.66,33,84,95,10.67,33,42,10.67,46,33,130.28,15.59,15.98,70.29,53.02,15.59,0,3.41,32,32,0,3.22,231.36,27.75,5.52,3.25,171.24

55,13:30-13:45,37.24,37.24,12.42,37.24,0,230,86,193,12.61,45,6.67,6.66,20,6.66,33,82,93,10.67,33,41,10.67,46,33,124.15,15.59,15.98,70.29,53.02,15.59,0,3.41,32,32,0,3.22,231.36,27.75,5.52,3.25,171.24

56,13:45-14:00,37.24,37.24,12.42,37.24,0,230,86,189,12.61,43,6.67,6.66,20,6.66,33,81,91,10.67,33,41,10.67,46,33,118.41,14.84,15.21,70.29,53.02,14.84,0,3.41,32,32,0,3.22,231.36,27.75,5.52,3.25,171.24

57,14:00-14:15,37.24,37.24,12.42,37.24,0,229.73,86,186,12.61,41,6.67,6.66,20,6.66,33,79,87,10.67,33,39,10.67,45.94,33,112.49,14.41,14.77,70.29,53.02,14.41,0,3.57,32,32,0,3.45,231.36,27.75,5.61,3.25,171.24

58,14:15-14:30,37.24,37.24,12.42,37.24,0,225.09,85,182,12.61,40,6.67,6.66,20,6.66,33,78,83,10.67,33,38,10.67,45.02,33,106.46,13.86,14.21,70.29,53.02,13.86,0,3.57,32,32,0,3.45,231.36,27.75,5.61,3.25,171.24

59,14:30-14:45,37.24,37.24,12.42,37.24,0,213.67,79,172,12.41,38,6.67,6.66,20,6.66,33,73,81,10.67,33,36,10.67,42.73,33,99.81,13.49,13.83,70.29,51.11,13.49,0,3.57,26.87,26.87,0,3.45,272.57,28.26,5.61,3.25,219.44

60,14:45-15:00,37.24,37.24,12.42,37.24,0,193.82,75,161,12.21,36,6.67,6.66,20,6.66,33,69,76,10.67,33,35,10.67,38.76,33,92.3,12.85,13.17,70.29,51.09,12.85,0,3.57,26.87,26.87,0,3.45,272.57,29.27,5.61,3.25,233.85

61,15:00-15:15,37.24,37.24,12.42,37.24,0,182.91,67,151,11.81,34,6.67,6.66,20,6.66,33,64,70,10.67,33,32,10.67,36.58,33,83.89,11.98,12.27,70.29,51.09,11.98,12.42,3.57,26.87,26.87,0,3.61,272.57,30.28,5.71,3.25,245.42

62,15:15-15:30,37.24,37.24,12.42,37.24,0,168.25,62,140,11.41,31,6.67,6.66,20,6.66,33,60,64,10.67,33,29,10.67,33.65,33,74.93,11.09,11.36,70.29,51.09,11.09,12.42,3.57,26.87,26.87,0,3.61,272.57,30.28,5.71,3.25,257.95

63,15:30-15:45,37.24,37.24,12.42,37.24,0,154,57,126,11.2,27,6.67,6.66,20,6.66,33,54,58,10.67,33,26,10.67,30.8,33,65.66,10.21,10.47,70.29,69.41,10.21,12.42,3.57,26.87,26.87,0,3.61,272.57,30.28,5.71,3.25,261.73

64,15:45-16:00,37.24,37.24,12.42,37.24,0,138.71,50,112,10.6,24,6.67,6.66,20,6.66,33,48,50,10.67,33,24,10.67,27.74,33,56.02,9.32,9.56,70.29,98.33,9.32,12.42,3.57,26.87,26.87,0,3.61,272.57,31.29,5.71,3.25,261.73

65,16:00-16:15,37.24,37.24,12.42,37.24,0,120.78,46,98,7,21,6.67,6.66,20,6.66,33,42,44,10.67,33,20,10.67,24.16,33,45.86,8.28,8.49,70.29,100.43,8.28,12.42,3.72,26.87,26.87,0,3.68,272.57,31.29,5.71,3.15,261.73

66,16:15-16:30,37.24,37.24,12.42,37.24,0,104.68,38,84,7,17,6.67,6.66,20,6.66,33,36,37,10.67,33,16,10.67,20.93,33,35.52,7.44,7.63,70.29,100.43,7.44,12.42,3.72,26.87,26.87,0,3.68,272.57,31.29,5.71,3.15,261.73

67,16:30-16:45,37.24,37.24,12.42,37.24,0,86.41,29,70,7,14,6.67,6.66,20,6.66,33,30,29,10.67,32,12,10.67,17.28,33,25.59,6.56,6.72,70.29,100.43,6.56,12.42,3.72,26.87,26.87,0,3.68,272.57,31.29,5.71,3.15,261.73

68,16:45-17:00,37.24,37.24,12.42,37.24,0,67.7,23,56,7,10,6.67,6.66,20,6.66,33,24,21,10.67,19,8,10.67,13.54,33,16.74,5.59,5.73,70.29,100.43,5.59,12.42,3.72,26.87,26.87,0,3.68,272.57,31.29,5.71,3.15,261.73

69,17:00-17:15,37.24,37.24,12.42,37.24,0,52.33,18,42,9.6,7,6.67,6.66,20,6.66,28.2,18,15,10.67,14,7,10.67,10.46,28.33,10.1,4.65,4.77,70.29,92.13,4.65,12.42,3.88,26.87,26.87,0,3.84,272.57,31.29,5.79,3.15,231.36

70,17:15-17:30,37.24,37.24,12.42,37.24,0,37.3,13,28,9.4,4,6.67,6.66,20,6.66,12.64,12,8,10.67,7,5,10.67,7.46,12.13,6.17,3.79,3.89,70.29,92.13,3.79,12.42,3.88,24.8,24.8,0,3.84,272.57,31.29,5.79,3.15,231.36

71,17:30-17:45,37.24,37.24,12.42,37.24,0,18.88,10,18,9,2,6.67,6.66,20,6.66,2.06,7,4,10.67,2,2,10.67,3.78,1.12,3.2,2.89,2.97,66.13,92.13,2.89,12.42,3.88,26.87,26.87,0,3.84,272.57,31.29,5.79,3.15,231.36

72,17:45-18:00,37.24,37.24,12.42,37.24,0,10.02,8,11,8.6,0,6.67,6.66,20,6.66,0,4,1,10.67,0,2,10.67,2,0,0.55,2.08,2.14,66.13,92.13,2.08,12.42,3.88,26.87,26.87,0,3.84,272.57,31.29,5.79,3.15,231.36

73,18:00-18:15,37.24,37.24,12.42,37.24,0,4.53,4,5,8.2,0,6.83,6.66,20.5,6.84,0,2,0,10.67,0,0,10.67,0.91,0,0,1.59,1.63,66.13,92.13,1.59,12.42,3.88,26.87,26.87,120.5,3.84,272.57,31.29,5.89,3.25,231.36

74,18:15-18:30,37.24,37.24,12.42,37.24,0,1.18,2,1,7.8,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0.24,0,0,1.14,1.17,66.13,92.13,1.14,12.42,3.88,26.87,26.87,120.5,3.84,272.57,31.29,5.89,3.25,231.36

75,18:30-18:45,37.24,37.24,12.42,37.24,0,0,0,0,7.4,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0.57,0.59,66.13,92.13,0.57,12.42,3.88,26.87,26.87,120.5,3.84,272.57,31.29,5.89,3.25,231.36

76,18:45-19:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0.21,0.22,66.13,92.13,0.21,12.42,3.88,26.87,26.87,120.5,3.84,272.57,31.29,5.89,3.25,231.36

77,19:00-19:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,120.5,3.68,272.57,31.29,5.99,3.25,231.36

78,19:15-19:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,120.5,3.68,272.57,31.29,5.99,3.25,231.36

79,19:30-19:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,120.5,4.21,272.57,31.29,5.99,3.25,231.36

80,19:45-20:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,10.67,0,0,10.67,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,120.5,4.21,272.57,31.29,5.99,3.25,231.36

81,20:00-20:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,192.8,4.21,272.57,31.29,6.07,3.15,231.36

82,20:15-20:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,192.8,4.21,272.57,31.29,6.07,3.15,231.36

83,20:30-20:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,192.8,4.21,272.57,31.29,6.07,3.15,231.36

84,20:45-21:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,66.13,92.13,0,12.42,3.72,18.98,18.98,192.8,4.21,272.57,31.29,6.07,3.15,231.36

85,21:00-21:15,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,31.29,6.07,3.15,231.36

86,21:15-21:30,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,31.29,6.07,3.15,231.36

87,21:30-21:45,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,30.78,6.07,3.15,231.36

88,21:45-22:00,37.24,37.24,12.42,37.24,0,0,0,0,7,0,6.83,6.66,20.5,6.84,0,0,0,14,0,0,14,0,0,0,0,0,70.29,92.13,0,12.42,3.88,18.98,18.98,192.8,3.99,272.57,30.78,6.07,3.15,231.36

