Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,125.88,26.46,15.00135,14.253199,417.375

2,00:15-00:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,125.88,26.46,15.00135,14.253199,417.375

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,136.37,26.46,15.00135,14.253199,417.375

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,417.375

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,417.375

6,01:15-01:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,417.375

7,01:30-01:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,41.952,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,417.375

8,01:45-02:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,49.68,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,417.375

9,02:00-02:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,33.12,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

10,02:15-02:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,33.12,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

11,02:30-02:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,33.12,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

12,02:45-03:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,33.12,13.1943,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

13,03:00-03:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,36.432,12.0414,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

14,03:15-03:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,5.1987,42.392196,153.6034,92,0,51.1407,39.0888,19.414,35.496,0.93737,123.665625,67.536,42.66,0,36.432,12.0414,80.178,0,0,0,0,24.15,0,65.16,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,26.46,15.00135,14.253199,414

