Block,Time,ANTA_GF,SALAL,DADRT2,DADRI_LF,PARBATI3,AURY_LF,DADRI_RF,RAMPUR,URI,KOTESHWR,ANTA_RF,DADRI_CRF,UNCHAHAR4,TEHRI,KOLDAM,SEWA2,RIHAND1,NAPP,TANDA2,RIHAND3,AURY_RF,NJPC,BSIUL,DADRI_GF,JHAJJAR,AURY_CRF,SINGRAULI,DHAULIGNGA,CHAMERA1,KISHANGANGA,SASAN,URI2,KHSTPP-I,FSTPP I & II,DULHASTI,KHSTPP-II,ANTA_LF,RAPPB,ANTA_CRF,CHAMERA2,CHAMERA3,RAPPC,TANAKPUR,AURY_GF,SINGRAULI_HYDRO,BRBCL,TALA,UNCHAHAR2,RIHAND2,UNCHAHAR1,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,6.714733,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,77.280595,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,18.029714,56.880686,5.778600,10.594100,0,0,0,0,0

2,00:15-00:30,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

3,00:30-00:45,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

4,00:45-01:00,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

5,01:00-01:15,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

6,01:15-01:30,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,13.786204,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

7,01:30-01:45,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,16.064970,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,13.030658,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

8,01:45-02:00,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,6.477811,11.557200,4.815500,0.000000,73.360001,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,12.652683,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

9,02:00-02:15,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,4.534467,11.557200,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,12.153288,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

10,02:15-02:30,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.764482,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.605200,0.000000,0.000000,119.102363,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,120.953321,0.000000,0.000000,0.000000,403.317387,4.534467,11.557200,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,11.208250,0.000000,16.372700,56.880686,5.778600,10.594100,0,0,0,0,0

11,02:30-02:45,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.126525,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,77.240761,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.557200,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,12.485478,0.000000,16.372700,43.455842,5.778600,10.594100,0,0,0,0,0

12,02:45-03:00,0.000000,1.342947,339.011200,0.000000,0.000000,0.000000,0.000000,0.000000,2.126525,8.546549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.254259,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,226.328500,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.557200,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.022489,0.000000,16.372700,43.455842,5.778600,10.594100,0,0,0,0,0

13,03:00-03:15,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,2.126525,6.172508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

14,03:15-03:30,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,2.126525,6.172508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

15,03:30-03:45,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,2.658156,6.172508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

16,03:45-04:00,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,34.024397,6.172508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,0.000000,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

17,04:00-04:15,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,34.024397,6.172508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,15.870782,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

18,04:15-04:30,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,2.658156,6.172508,0.000000,0.000000,0.000000,14.986799,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,15.870782,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

19,04:30-04:45,0.000000,1.342947,336.170055,0.000000,0.000000,0.000000,0.000000,0.000000,2.126525,6.172508,0.000000,0.000000,0.000000,14.986799,0.000000,0.000000,56.077075,0.000000,0.000000,82.232560,0.000000,0.000000,0.000000,0.000000,227.291600,0.000000,108.612062,0.000000,0.000000,0.000000,403.317387,4.534467,11.451259,4.815500,15.870782,67.581401,0.000000,0.000000,0.000000,0.000000,0.000000,52.431260,0.000000,0.000000,0.792236,14.446451,0.000000,16.189711,43.455842,5.778600,10.594100,0,0,0,0,0

