Block,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/79,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31032024/ ChanjuII,NR/01022024/15022024/HP-35,NR/30092023/31122025/SH-07,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/15022024/HP-39,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/14022024/14022024/IEX_240213_06360,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01022024/15022024/HP-44,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/15022024/HP-37,NR/01102023/30042040/GNA_LT_35,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023
6,01:15-01:30,23.52,0,0,0,0,0,0,0,19.85,16.56,0,0,0,23.52,0,10.01,0,0,0,49.69,0,0,16.57,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,33.020000,96.260000

7,01:30-01:45,22.89,0,0,0,0,0,0,0,19.65,16.12,0,0,0,22.89,0,9.31,0,0,0,48.35,0,0,16.11,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

8,01:45-02:00,22.22,0,0,0,0,0,0,0,19.25,15.29,0,0,0,22.22,0,9.51,0,0,0,45.87,0,0,15.28,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

9,02:00-02:15,21.52,0,0,0,0,0,0,0,18.79,15.25,0,0,0,21.52,0,9.16,0,0,0,45.76,0,0,15.26,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

10,02:15-02:30,20.85,0,0,0,0,0,0,0,18.13,14.78,0,0,0,20.85,0,8.32,0,0,0,44.35,0,0,14.78,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

11,02:30-02:45,29.48,0,0,0,0,0,0,0,17.41,14.2,0,0,0,29.48,0,7.77,0,0,0,42.6,0,0,14.21,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

12,02:45-03:00,29.13,0,0,0,0,0,0,0,16.57,13.67,0,0,0,29.13,0,7.6,0,0,0,41,0,0,13.66,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.390000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

13,03:00-03:15,28.43,0,0,0,0,0,0,0,20.45,13.17,0,0,0,28.43,0,7.34,0,0,0,39.5,0,0,13.16,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

14,03:15-03:30,28.34,0,0,0,0,0,0,0,20.25,12.5,0,0,0,28.34,0,7.51,0,0,0,37.5,0,0,12.5,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

15,03:30-03:45,28.29,0,0,0,0,0,0,0,21.06,11.67,0,0,0,28.29,0,7.16,0,0,0,35,0,0,11.66,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

16,03:45-04:00,28.2,0,0,0,0,0,0,0,20.65,11.17,0,0,0,28.2,0,7.03,0,0,0,33.5,0,0,11.16,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

17,04:00-04:15,27.6,0,0,0,0,0,0,0,23.06,10.83,0,0,0,27.6,0,6.91,0,0,0,32.5,0,0,10.84,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

18,04:15-04:30,26.93,0,0,0,0,0,0,0,22.66,10.17,0,0,0,26.93,0,6.84,0,0,0,30.5,0,0,10.16,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,148.890000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,35.100000,96.260000

19,04:30-04:45,25.65,0,0,0,0,0,0,0,24.46,9.82,0,0,0,25.65,0,6.73,0,0,0,29.48,0,0,9.83,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,192.520000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,33.020000,96.260000

20,04:45-05:00,24.72,0,0,0,0,0,0,0,23.86,9.77,0,0,0,24.72,0,6.64,0,0,0,29.31,0,0,9.76,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.560000,18.950000,25.780000,8.180000,0.000000,25.780000,23.100000,0.000000,52.940000,231.020000,0.000000,0.000000,1.340000,43.320000,8.090000,6.740000,152.550000,0.000000,11.550000,120.320000,0.690000,4.810000,0.000000,33.020000,96.260000

21,05:00-05:15,23.84,0,0,0,0,0,0,0,23.66,9.57,0,0,0,23.84,0,6.47,0,0,0,28.71,0,0,9.57,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.470000,18.950000,25.220000,8.180000,0.000000,25.220000,23.100000,0.000000,52.940000,270.730000,0.000000,0.000000,1.340000,62.250000,8.090000,6.740000,152.550000,0.000000,11.550000,166.230000,0.690000,4.810000,0.000000,33.020000,96.260000

22,05:15-05:30,22.89,0,0,0,0,0,0,0,23.26,9.32,0,0,0,22.89,0,6.33,0,0,0,27.95,0,0,9.32,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.470000,18.950000,25.220000,8.180000,0.000000,25.220000,23.100000,0.000000,52.940000,270.730000,0.000000,0.000000,1.340000,76.320000,8.090000,6.740000,152.550000,0.000000,11.550000,225.910000,0.690000,4.810000,0.000000,33.020000,96.260000

23,05:30-05:45,21.85,0,0,0,0,0,0,0,19.65,12.5,0,0,0,21.85,0,6.49,0,0,0,37.5,0,0,12.5,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.470000,18.950000,25.220000,8.180000,0.000000,25.220000,23.100000,0.000000,52.940000,270.730000,0.000000,0.000000,1.340000,76.320000,8.090000,6.740000,152.550000,0.000000,11.550000,225.910000,0.690000,4.810000,0.000000,33.020000,96.260000

24,05:45-06:00,21.22,0,0,0,0,0,0,0,20.04,11.67,0,0,0,21.22,0,6,0,0,0,35,0,0,11.66,0,6.740000,18.290000,5.780000,0.000000,0.950000,1.470000,18.950000,25.220000,8.180000,0.000000,25.220000,23.100000,0.000000,52.940000,270.730000,0.000000,0.000000,1.340000,76.320000,8.090000,6.740000,152.550000,0.000000,11.550000,225.910000,0.690000,4.810000,0.000000,33.020000,96.260000

25,06:00-06:15,20.22,0,0,0,0,0,0,0,20.24,11.17,0,0,0,20.22,0,6,0,0,0,33.5,0,0,11.16,0,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,23.100000,0.000000,99.740000,270.730000,0.000000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.000000,11.550000,260.260000,0.690000,4.810000,0.000000,57.740000,96.260000

26,06:15-06:30,19.18,0,0,0.01,0,0,0,0,20.33,10.83,0,0,0,19.18,0,6,0,0,0,32.5,0,0,10.84,0,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,23.100000,0.000000,99.740000,270.730000,0.000000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.000000,11.550000,260.260000,0.690000,4.810000,0.000000,57.740000,96.260000

27,06:30-06:45,18.51,0,0,0.02,0,0,0,0,21.66,12.83,0,0,0,18.51,0,6,0,0,0,38.5,0,0,12.84,0.53,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,23.100000,0.000000,99.740000,270.730000,0.000000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.000000,11.550000,260.260000,0.690000,4.810000,0.000000,57.740000,96.260000

28,06:45-07:00,18.16,0,0,0.03,0,2.42,0,0,22.25,12.5,0,0,0,18.16,0,6,0,0,0.038968,37.5,0,0,12.5,2.1,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,23.100000,0.000000,99.740000,270.730000,0.000000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.000000,11.550000,260.260000,0.690000,4.810000,0.000000,57.740000,96.260000

29,07:00-07:15,25.87,0,0,2.18,0,6.89,0,0,23.11,12.17,0,1,0,25.87,0.44,6,0,0,1.880206,36.5,5.45,0,12.16,7.46,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,0.000000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.000000,11.550000,260.260000,0.650000,4.810000,0.000000,57.740000,96.260000

30,07:15-07:30,24.89,0,1,4.4,0,15.48,0.5,0,22.66,11.67,0,4,0,24.89,0.88,6,0,0,5.767264,35,12.48,1,11.66,13.97,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,0.030000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.030000,11.550000,260.260000,0.650000,4.810000,0.030000,57.740000,96.260000

31,07:30-07:45,23.89,0,3,8.56,0,31.72,1,1,21.26,11.17,0.33,11,0,23.89,1.71,6,0,0,10.121938,33.5,21.48,4,11.16,21.42,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,0.320000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,0.320000,11.550000,260.260000,0.650000,4.810000,0.320000,57.740000,96.260000

32,07:45:08:00,23.18,0,8,27.71,0,30.34,4,4,21.06,10.83,5,18,0,23.18,5.54,6,0,0,14.817582,32.5,30.34,7,10.84,29.82,6.740000,18.290000,5.780000,96.260000,0.950000,1.470000,0.000000,30.800000,8.180000,51.590000,30.800000,21.180000,1.380000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,1.380000,11.550000,260.260000,0.650000,4.810000,1.410000,57.740000,96.260000

33,08:00-08:15,22.22,0,17,37.57,0,30.33,8.1,8,20.86,10.17,10.24,28,0,22.22,7.51,6,0,0,20.721234,30.5,30.33,12,10.16,30.34,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,21.180000,2.910000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,2.910000,11.550000,260.260000,0.650000,4.810000,2.990000,57.740000,96.260000

34,08:15-08:30,21.18,0,27,54.48,0,30.33,13.44,13,21.47,9.82,19.82,46,0,21.18,10.89,6,0,0,28.183606,29.48,30.33,19,9.83,30.34,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,2.980000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,2.980000,11.550000,260.260000,0.650000,4.810000,3.060000,57.740000,96.260000

35,08:30-08:45,19.85,0,39,88.07,0,32,17.81,19,22.6,12.17,29.19,64,0,19.85,17.61,6,0,0,35.577784,36.5,32,28,12.16,32,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,3.710000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,3.710000,11.550000,260.260000,0.650000,4.810000,3.790000,57.740000,96.260000

36,08:45:09:00,18.18,0,48,111.51,0,32,23.61,24,22.57,12.17,38.43,88,0,18.18,22.3,6,0,0,42.173118,36.5,32,37,12.16,32,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,22.140000,4.510000,99.740000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,4.510000,11.550000,260.260000,0.650000,4.810000,4.620000,57.740000,96.260000

37,09:00:09:15,25.49,0,57,133.53,0,32,27.31,28,19.07,12,47.02,109,0,25.49,26.71,6,0,0,49.674458,36,32,46,12,32,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,7.760000,85.310000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,7.760000,11.550000,260.260000,0.650000,4.810000,7.960000,57.740000,96.260000

38,09:15-09:30,25.49,0,64,153.68,0,32,30.64,32,19.27,11.83,54.75,126,0,25.49,30.73,6,0,0,58.442258,35.5,32,54,11.84,32,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,9.080000,85.310000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,9.080000,11.550000,260.260000,0.650000,4.810000,9.300000,57.740000,96.260000

39,09:30-09:45,23.65,0,69,172.73,0,32,33.78,35,18.1,11.33,61.96,137,0,23.65,34.55,6,0,0,66.713216,34,32,58,11.34,32,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,10.430000,85.310000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,10.430000,11.550000,260.260000,0.650000,4.810000,10.690000,57.740000,96.260000

40,09:45-10:00,23.01,0,76,190.67,0,32.5,36.44,38,17.8,10.83,68.64,151,0,23.01,38.13,6,0,0,73.805392,32.5,32.5,64,10.84,32.5,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,11.700000,85.310000,270.730000,192.520000,0.000000,1.340000,86.830000,0.000000,6.740000,0.000000,11.700000,11.550000,260.260000,0.650000,4.810000,11.990000,57.740000,96.260000

41,10:00-10:15,19.82,0,77,206.5,0,32.5,38.94,38,18.33,10.5,74.72,154,0,19.82,41.3,6,0,0,80.059756,31.5,32.5,66,10.5,32.5,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,12.720000,85.310000,270.730000,192.520000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,12.720000,11.550000,260.260000,0.650000,4.810000,13.050000,57.740000,96.260000

42,10:15-10:30,19.88,0,83,221.1,0,32.5,41.11,42,18.33,10.17,80.23,165,0,19.88,44.22,6,0,0,85.641922,30.5,32.5,70,10.16,32.5,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,13.700000,85.310000,270.730000,192.520000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,13.700000,11.550000,260.260000,0.650000,4.810000,14.050000,57.740000,96.260000

43,10:30-10:45,20.3,0,87,229.93,0,32.5,43.08,43,22.01,10,84.92,175,19.25,20.3,45.99,6,0,0,90.629826,30,32.5,75,10,32.5,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,14.630000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,14.630000,11.550000,260.260000,0.650000,4.810000,15.000000,57.740000,96.260000

44,10:45-11:00,20.85,0,90,231.67,0,32.5,44.86,45,21.81,10,88.68,182,19.25,20.85,46.33,6,0,0,95.296244,30,32.5,78,10,32.5,6.740000,18.290000,5.780000,48.130000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,15.390000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,15.390000,11.550000,260.260000,0.650000,4.810000,15.790000,57.740000,96.260000

45,11:00-11:15,18.07,0,93,231.67,0,32.5,46.27,47,21.41,10,91.38,182,19.25,18.07,46.33,6,0,0,101.85261,30,32.5,78,10,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,16.330000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,16.330000,11.550000,260.260000,0.650000,4.810000,16.740000,57.740000,96.260000

46,11:15-11:30,18.91,0,97,231.67,0,32.5,47.45,48,21.01,10.2,92.29,189,19.25,18.91,46.33,6,0,0,109.880018,30.61,32.5,81,10.21,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,16.330000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,16.330000,11.550000,260.260000,0.650000,4.810000,16.740000,57.740000,96.260000

47,11:30-11:45,19.78,0,97,231.67,0,32.5,48,48,28.01,10.59,92.33,193,19.25,19.78,46.33,6.18,0,0,117.800264,31.76,32.5,82,10.58,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,16.330000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,16.330000,11.550000,260.260000,0.650000,4.810000,16.740000,57.740000,96.260000

48,11:45-12:00,20.72,0,97,231.67,0,32.5,48,48,27.61,10.92,92.32,196,19.25,20.72,46.33,6.81,0,0,124.89244,32.76,32.5,84,10.92,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,30.800000,0.000000,15.850000,85.310000,270.730000,0.000000,0.000000,1.390000,86.830000,0.000000,6.740000,0.000000,15.850000,11.550000,260.260000,0.650000,4.810000,16.250000,57.740000,96.260000

49,12:00-12:15,20.69,0,97,231.67,0,32.5,48,48,27.01,11.25,92.31,200,19.25,20.69,46.33,7,0,0,130.15312,33.76,32.5,85,11.26,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,24.090000,0.000000,15.850000,52.940000,270.730000,0.000000,0.000000,1.390000,76.320000,0.000000,6.740000,0.000000,15.850000,11.550000,260.260000,0.650000,4.810000,16.250000,57.740000,96.260000

50,12:15-12:30,20.87,0,97,231.67,0,32.5,48,48,26.61,11.59,92.3,203,19.25,20.87,46.33,7.34,0,0,132.861396,34.76,32.5,87,11.58,32.5,6.740000,18.290000,5.780000,96.260000,0.950000,1.560000,0.000000,30.800000,8.180000,51.590000,24.090000,0.000000,15.850000,52.940000,270.730000,0.000000,0.000000,1.390000,76.320000,0.000000,6.740000,0.000000,15.850000,11.550000,260.260000,0.650000,4.810000,16.250000,57.740000,96.260000

