Block,Time Block,KOTESHWR,KUDGI,MAPS,SASAN,RAPPC,RSTPSU1TO6,RAPPD,RSTPSU7,RIHAND3,SALAL,RAPPB,RIHAND2,RAMPUR,RIHAND1,KHSTPP-II,KHSTPP-I,KKNP,KOLDAM,KISHANGANGA,KKNPPU2,NAPP,NJPC,NLCTS2EXP,NLCIIST2,NLCEXP,NLCIIST1,SINGRAULI_HYDRO,SIMHST1,SINGRAULI,SEWA2,SIMHST2,PARBATI3,NTPL,PARBATI2,DADRI_LF,DADRI_GF,AURY_RF,AURY_LF,DADRI_CRF,DADRI_RF,KGSU3AND4,NNTPP,AURY_GF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,JHAJJAR,KGSU1AND2,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,DHAULIGNGA,FSTPP I & II,DULHASTI,TEHRIPSP,TEHRI,TelanganaSTPP,DADRT2,CHAMERA3,CHAMERA2,TANAKPUR,TANDA2,TALA,TALST2,CHAMERA1,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net

54,13:15-13:30,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,81.78,6.8,53.39,97.11,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,11.63,2.99,1.42,0,0,6.3,19.33,0,0,0,0,0

55,13:30-13:45,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,81.78,6.8,53.39,97.11,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,2.99,1.42,0,0,6.3,19.33,0,0,0,0,0

56,13:45-14:00,10.09,0,0,402.22,65.92,0,24.78,0,93.79,80.28,0,81.78,6.8,53.39,95.42,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,115.35,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,51.2,10.44,21.18,8.49,56.81,0,0,0,7.38,33.91,47.25,4.33,2.99,1.42,0,0,6.3,19.33,0,0,0,0,0

57,14:00-14:15,10.09,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,66.79,6.8,29.48,94.78,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.71,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,49.61,10.44,0,8.49,56.81,0,0,0,0,33.91,47.25,11.63,2.99,1.99,0,0,6.3,18.46,0,0,0,0,0

58,14:15-14:30,10.09,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.8,29.48,94.4,28.49,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.71,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,49.61,10.44,0,8.49,56.81,0,0,0,7.38,33.91,47.25,11.63,2.99,1.99,0,13.58,6.3,18.91,0,0,0,0,0

59,14:30-14:45,10.09,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.8,29.48,94.4,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.71,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,49.61,10.44,0,9.9,56.81,0,0,0,7.38,33.91,47.25,4.96,2.99,1.99,0,13.58,6.3,19.33,0,0,0,0,0

60,14:45-15:00,10.09,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.8,29.48,94.4,27.67,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,133.71,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,13.59,23.96,49.61,10.44,0,9.9,56.81,0,0,0,7.38,33.91,47.25,4.96,2.86,1.99,0,27.15,6.3,19.33,0,0,0,0,0

61,15:00-15:15,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,109.16,34.5,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,149.04,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,16.98,28.8,49.61,12.36,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.75,1.99,0,39.7,6.3,17.2,0,0,0,0,0

62,15:15-15:30,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,114.19,34.5,0,0,8.42,0,23.93,175.05,0,0,0,0,1.12,0,149.04,0,0,57.19,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,17.14,28.8,49.61,12.37,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.39,1.99,0,39.77,6.3,17.2,0,0,0,0,0

63,15:30-15:45,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,2.34,8.42,0,23.93,175.05,0,0,0,0,1.12,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,17.14,28.8,49.61,12.37,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.33,1.99,0,40.73,6.3,17.2,0,0,0,0,0

64,15:45-16:00,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,4.68,8.42,0,23.93,175.05,0,0,0,0,1.12,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,17.14,28.8,49.61,12.37,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.33,1.99,0,40.73,6.3,17.2,0,0,0,0,0

65,16:00-16:15,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,7.02,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,20.79,34.52,49.61,16.56,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.33,1.14,0,40.73,6.3,16.55,0,0,0,0,0

66,16:15-16:30,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,93.2,6.8,62.24,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,20.79,34.52,49.61,16.56,0,11.99,56.81,0,0,0,7.38,33.91,47.25,4.96,2.33,1.14,0,40.73,6.3,17.2,0,0,0,0,0

67,16:30-16:45,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,0,11.99,56.81,0,0,0,7.38,33.91,47.25,11.63,4.29,1.14,0,40.73,6.3,17.18,0,0,0,0,0

68,16:45-17:00,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,0,11.99,56.81,0,0,0,7.38,33.91,47.25,11.63,4.29,1.14,0,40.73,6.3,17.2,0,0,0,0,0

69,17:00-17:15,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,10.6,11.99,56.81,0,0,0,7.38,33.91,47.25,6.18,4.29,1.14,0,40.73,6.3,17.2,0,0,0,0,0

70,17:15-17:30,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,0,0,65.35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,21.18,11.99,56.81,0,0,0,7.38,33.91,47.25,6.18,4.29,1.14,0,40.73,6.3,17.2,0,0,0,0,0

71,17:30-17:45,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,6.1,0,65.35,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,21.18,11.99,56.81,0,9.09,0,7.38,33.91,47.25,6.18,4.29,1.14,0,40.73,6.3,17.2,0,0,0,0,0

72,17:45-18:00,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,6.1,0,65.35,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,2.31,0,36.87,20.79,34.52,49.61,16.56,21.18,11.99,56.81,0,9.09,0,7.38,33.91,47.25,6.18,4.29,1.14,0,40.73,6.3,17.2,0,0,0,0,0

73,18:00-18:15,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,114.19,34.5,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,12.19,0,41.58,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,1.11,0,36.87,20.79,34.52,49.61,16.56,21.18,11.99,56.81,48.23,18.19,0,7.38,33.91,47.25,4.83,2.33,0,0,40.73,6.3,17.2,0,0,0,0,0

74,18:15-18:30,10.09,0,0,402.22,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,114.19,34.5,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,18.29,0,41.58,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.09,0,0.34,0,36.87,20.79,34.52,49.61,16.56,21.18,11.99,56.81,48.23,18.19,0,49.41,33.91,47.25,4.83,2.33,0,0,40.73,6.3,17.2,0,0,0,0,0

75,18:30-18:45,10.09,0,0,402.22,65.92,0,24.78,0,52.24,80.28,0,67.33,6.8,29.51,114.19,34.5,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,133.71,18.29,0,41.58,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.79,0,1.07,0,36.87,20.79,34.25,49.61,16.56,21.18,11.99,56.81,48.23,27.28,0,92.42,33.91,47.25,5.45,2.33,0,0,40.73,6.3,17.2,0,0,0,0,0

76,18:45-19:00,10.09,0,0,402.22,65.92,0,24.78,0,52.24,80.28,0,67.33,6.8,29.51,114.19,34.5,0,9.36,8.42,0,23.93,175.05,0,0,0,0,0.66,0,133.71,18.29,0,41.58,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.79,0,1.11,0,36.87,20.79,34.25,49.61,16.56,21.18,11.99,56.81,48.23,27.28,0,126.71,33.91,47.25,5.45,2.33,0,0,40.73,6.3,16.6,0,0,0,0,0

77,19:00-19:15,10.09,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.8,29.48,114.19,34.5,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,133.71,18.29,0,29.7,0,54.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.78,0,1.11,0,36.87,20.79,34.26,49.61,16.56,21.18,11.99,56.81,48.23,27.28,0,163.46,33.91,47.25,7.92,2.33,0,0,40.73,12.6,17.19,0,0,0,0,0

78,19:15-19:30,11.21,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.98,29.48,114.19,34.5,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,133.71,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.78,0,1.11,0,38.87,20.79,34.25,49.61,16.56,44.49,11.99,57.6,48.23,27.28,0,163.46,35.65,49.74,7.92,2.33,0,0,41.52,19.77,17.2,0,0,0,0,0

79,19:30-19:45,11.21,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.98,29.48,114.19,34.5,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,133.71,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.76,0,1.11,0,38.87,20.79,34.25,49.61,16.56,44.49,11.99,57.6,48.23,27.28,0,163.46,35.65,49.74,7.92,2.33,0,0,41.52,19.77,17.2,0,0,0,0,0

80,19:45-20:00,11.21,0,0,402.22,65.92,0,24.78,0,51.71,80.28,0,67.07,6.98,29.48,114.19,34.5,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,133.71,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.74,0,1.11,0,38.87,20.79,34.25,49.61,16.56,44.49,11.99,57.6,48.23,27.28,0,163.46,35.65,49.74,7.92,2.33,0,0,41.52,19.77,17.2,0,0,0,0,0

81,20:00-20:15,11.21,0,0,217.42,65.92,0,24.78,0,84.2,80.28,0,93.2,6.98,62.24,114.19,34.5,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.97,0,1.11,0,38.87,20.79,34.25,49.61,16.56,44.49,11.99,57.6,48.23,27.28,0,163.92,35.65,49.74,7.92,2.33,0,0,41.52,19.77,17.2,0,0,0,0,0

82,20:15-20:30,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,93.2,6.98,62.24,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,38.87,26.45,42.82,49.61,20.99,44.49,16.81,57.6,48.23,27.28,0,163.92,35.65,49.74,7.92,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

83,20:30-20:45,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,38.87,27.05,43.1,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,210.13,35.65,49.74,7.92,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

84,20:45-21:00,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,38.87,27.05,43.1,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,260.55,35.65,49.74,7.92,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

85,21:00-21:15,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,38.87,27.05,43.1,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,266.03,35.65,49.74,6.06,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

86,21:15-21:30,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,18.29,0,29.7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,57.6,48.23,27.28,0,266.03,33.91,47.25,6.06,4.29,0,0,40.73,6.3,17.2,0,0,0,0,0

87,21:30-21:45,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,18.29,0,32.67,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,57.6,48.23,27.28,0,314.35,33.91,47.25,4.2,4.29,0,0,40.73,6.3,17.2,0,0,0,0,0

88,21:45-22:00,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.06,0,2.31,0,38.87,27.05,43.09,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,362.66,35.65,49.74,4.2,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

89,22:00-22:15,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,17.39,0,0,18.23,0,0,0,0,11.61,0,0,0,432.06,0,2.31,0,38.87,27.05,43.09,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,409.65,35.65,49.74,4.2,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

90,22:15-22:30,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,17.39,0,0,18.23,0,0,0,0,11.61,0,0,0,432.06,0,2.31,0,38.87,27.05,43.1,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,459.29,35.65,49.74,4.2,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

91,22:30-22:45,11.21,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.98,61.57,143.3,44.29,0,10.29,8.57,0,23.93,176.71,0,0,0,0,0.66,0,149.04,19.44,0,76.31,0,57.71,0,0,17.39,0,0,18.23,0,0,0,0,40.57,0,0,0,432.06,0,2.31,0,38.87,27.05,43.09,49.61,21.09,44.49,16.81,57.6,48.23,27.28,0,507.61,35.65,49.74,4.2,4.29,0,0,41.52,19.77,17.2,0,0,0,0,0

92,22:45-23:00,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,18.29,0,74.26,0,51,0,0,60.45,0,0,37.56,0,0,0,0,43.49,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,56.81,48.23,27.28,0,532.29,33.91,47.25,4.2,4.29,0,0,40.73,6.3,17.2,0,0,0,0,0

93,23:00-23:15,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,12.19,0,74.26,0,51,0,0,72.98,0,0,74.1,0,0,0,0,47.64,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,56.81,48.23,27.28,0,532.29,33.91,47.25,4.2,4.29,0,0,40.73,12.6,17.2,0,0,0,0,0

94,23:15-23:30,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,12.19,0,74.26,0,51,0,0,72.98,0,0,74.1,0,0,0,0,47.64,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,56.81,48.23,27.28,0,532.29,33.91,47.25,4.2,4.29,0,0,40.73,12.6,17.2,0,0,0,0,0

95,23:30-23:45,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,12.19,0,74.26,0,51,0,0,72.98,0,0,74.1,0,0,0,0,47.64,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,56.81,48.23,27.28,0,532.29,33.91,47.25,2.97,4.29,0,0,40.73,12.6,15.9,0,0,0,0,0

96,23:45-24:00,10.09,0,0,217.42,65.92,0,24.78,0,89.26,80.28,0,92.47,6.8,61.57,143.3,44.29,0,10.29,8.42,0,23.93,175.05,0,0,0,0,0.66,0,149.04,12.19,0,74.26,0,51,0,0,72.98,0,0,74.1,0,0,0,0,47.64,0,0,0,432.06,0,2.31,0,36.87,27.05,43.11,49.61,21.09,42.37,16.81,56.81,48.23,27.28,0,532.29,33.91,47.25,2.97,4.29,0,0,40.73,12.6,17.2,0,0,0,0,0

