Block,Time,KGSU1AND2,NJPC,NTPL,RIHAND2,SIMHST2,TANDA2,VALLURNTECL,ANTA_LF,AURY_GF,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,NAPP,NLCIIST2,NNTPP,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA2,KKNPPU2,PARBATI3,RSTPSU1TO6,RSTPSU7,URI,ANTA_CRF,ANTA_GF,MAPS,RIHAND1,SIMHST1,UNCHAHAR1,UNCHAHAR3,URI2,DADRI_LF,BSIUL,JHAJJAR,KISHANGANGA,NLCEXP,RAPPB,RAPPC,SEWA2,TALST2,UNCHAHAR4,ANTA_RF,AURY_CRF,AURY_RF,DADRI_RF,BRBCL,FSTPP I & II,KOTESHWR,NLCIIST1,SASAN,UNCHAHAR2,CHAMERA1,KHSTPP-II,KUDGI,SALAL,TALA,TEHRI,TelanganaSTPP,KGSU3AND4,KHSTPP-I,KKNP,KOLDAM,NLCTS2EXP,RAMPUR,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR
57,14:00-14:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,12.64,98.87,0,83.67,11.31,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

58,14:15-14:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,11.31,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

59,14:30-14:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,11.31,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,2.56

60,14:45-15:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,0,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,11.31,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,2.56

61,15:00-15:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,5.79,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,11.31,76.9,0,0,31.19,0,5.35,0,3.54,127.6,140.21,0,4.48

62,15:15-15:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,2.88,0,0,60.23,11.58,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,11.31,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

63,15:30-15:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,83.67,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

64,15:45-16:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,46.37,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,79.6,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

65,16:00-16:15,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,28.1,98.87,0,79.6,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

66,16:15-16:30,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

67,16:30-16:45,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

68,16:45-17:00,0,167.1,0,121.71,0,2.89,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,21.08,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.91,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

69,17:00-17:15,0,167.1,0,121.71,0,0.19,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,17.56,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.8,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

70,17:15-17:30,0,167.1,0,121.71,0,0.19,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,17.56,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.23,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

71,17:30-17:45,0,167.1,0,121.71,0,0.19,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,17.56,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.61,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

72,17:45-18:00,0,167.1,0,121.71,0,0.19,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,17.56,0,0,44.16,0,0,0,43.21,0,20.96,27.05,0,0,13.04,413.81,4.32,0,0,60.23,17.37,0,1.62,45.18,0,77.58,96.19,20.01,18.21,28.98,0,418.77,43.71,42.15,98.87,0,79.6,8.56,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

73,18:00-18:15,0,167.1,0,121.71,0,0.12,0,0,0,32.08,686.07,40.4,53.79,44.62,0,0,0,0,0,44.22,0,17.56,0,0,44.16,0,0,0,43.21,0,20.56,26.4,0,0,3.3,413.81,4.32,0,0,60.23,17.37,0,0,45.77,0,77.58,96.19,20.01,18.21,28.98,0,418.77,42.4,42.15,98.87,0,79.6,8.41,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

74,18:15-18:30,0,167.1,0,121.71,0,0.12,0,0,0,32.08,608.65,40.4,53.79,44.62,0,0,0,0,0,44.22,0,54.11,0,0,44.16,0,0,0,43.21,0,20.56,26.4,0,0,3.3,406.41,4.32,0,0,60.23,17.37,0,0,45.77,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,7.79,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

75,18:30-18:45,0,168.66,0,121.71,0,0.12,0,0,0,33.74,613.65,41.42,55.08,44.62,0,0,0,0,0,45.65,0,54.11,0,0,44.16,0,0,0,45.27,0,20.56,26.4,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,45.77,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.76,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,12.43

76,18:45-19:00,0,168.66,0,121.71,0,0.12,0,0,0,33.74,623.65,41.42,55.08,44.62,0,0,0,0,0,45.65,0,54.11,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.13,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.55,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,12.43

77,19:00-19:15,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,54.11,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.97,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

78,19:15-19:30,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,54.11,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.7,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

79,19:30-19:45,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,54.11,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.79,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

80,19:45-20:00,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,7.94,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

81,20:00-20:15,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,8.09,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

82,20:15-20:30,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,8.23,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,11.15

83,20:30-20:45,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.86,0,418.77,42.4,42.15,98.87,0,79.6,8.37,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,10.5

84,20:45-21:00,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,8.53,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

85,21:00-21:15,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,8.68,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

86,21:15-21:30,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,8.68,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

87,21:30-21:45,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,9.11,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

88,21:45-22:00,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,7.7,406.41,4.32,0,0,60.23,17.37,0,0,46.37,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,9.5,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

89,22:00-22:15,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.96,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,2.65,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,9.74

90,22:15-22:30,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.96,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,2.65,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,10.37

91,22:30-22:45,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.96,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,10.37

92,22:45-23:00,0,168.66,0,121.71,0,0.12,0,0,0,33.74,682.82,41.42,55.08,44.62,0,0,0,0,0,45.65,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,20.21,406.41,4.32,0,0,60.23,17.37,0,0,46.96,0,77.58,96.19,20.01,18.21,42.94,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.62,127.6,140.21,0,10.37

93,23:00-23:15,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,13.04,406.41,4.32,0,0,60.23,17.37,0,0,48.13,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,10.37

94,23:15-23:30,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,13.04,406.41,2.88,0,0,60.23,17.37,0,0,48.13,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,9.74

95,23:30-23:45,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,13.04,406.41,2.88,0,0,60.23,17.37,0,0,48.13,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

96,23:45-24:00,0,167.1,0,121.71,0,0.12,0,0,0,32.08,682.82,40.4,53.79,44.62,0,0,0,0,0,44.22,0,30.92,0,0,44.16,0,0,0,45.27,0,20.57,26.42,0,0,13.04,406.41,2.88,0,0,60.23,17.37,0,0,48.13,0,77.58,96.19,20.01,18.21,38.64,0,418.77,42.4,42.15,98.87,0,79.6,2.8,76.9,0,0,33.69,0,5.35,0,3.54,127.6,140.21,0,11.78

