Block,Time,KHSTPP-I,MAPS,NJPC,NLCIIST1,UNCHAHAR4,DADRI_CRF,DADRI_GF,FSTPP I & II,KISHANGANGA,KUDGI,NAPP,RAMPUR,RIHAND3,TALST2,CHAMERA1,DULHASTI,NLCEXP,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TEHRI,AURY_LF,BRBCL,CHAMERA3,KHSTPP-II,KKNP,KOLDAM,NLCTS2EXP,RAPPC,AURY_RF,DADRI_LF,DADRT2,NLCIIST2,RSTPSU1TO6,SALAL,UNCHAHAR1,ANTA_CRF,ANTA_GF,DADRI_RF,BSIUL,KGSU3AND4,RAPPB,RIHAND2,SIMHST2,TelanganaSTPP,URI,URI2,CHAMERA2,DHAULIGNGA,JHAJJAR,KGSU1AND2,KOTESHWR,PARBATI3,RSTPSU7,SEWA2,SINGRAULI,TALA,KKNPPU2,NTPL,SASAN,TANAKPUR,TANDA2,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF
11,02:30-02:45,45.22,0,0,0,0,41.1,0,18.2,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,1.11,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

12,02:45-03:00,45.22,0,0,0,0,41.1,0,18.2,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,1.11,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

13,03:00-03:15,45.22,0,0,0,0,41.1,0,18.2,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

14,03:15-03:30,45.22,0,0,0,0,41.1,0,18.2,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

15,03:30-03:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

16,03:45-04:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0,0,20.14,26.39,0,0,0,71.46,0

17,04:00-04:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,5.76,0,20.14,26.39,0,0,0,71.46,0

18,04:15-04:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,5.76,0,20.14,26.39,0,0,0,71.46,0

19,04:30-04:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,5.76,0,20.14,26.39,0,0,0,71.46,0

20,04:45-05:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,5.76,0,20.14,26.39,0,0,0,71.46,0

21,05:00-05:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,71.46,0

22,05:15-05:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,71.46,0

23,05:30-05:45,45.22,0,21.78,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,71.46,0

24,05:45-06:00,45.22,0,46.03,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,15.56,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,0.88,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,71.46,0

25,06:00-06:15,45.22,0,63.36,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,31.12,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,0.88,4.31,3.33,0,654.3,0,17.75,3.82,0,0,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

26,06:15-06:30,45.22,0,93.56,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,32.95,0,0,92,0,0,46.68,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,2.2,0,0,118.75,0,0,0.88,4.31,13.17,8.06,654.3,0,26.63,16.55,0,5.27,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

27,06:30-06:45,45.22,0,113.64,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,13.04,0,0,118.75,0,0,0.88,4.31,26.34,15.98,654.3,0,39.83,16.55,0,10.53,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

28,06:45-07:00,45.22,0,140.35,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.47,0,5.48,13.04,0,0,118.75,0,0,0.88,4.31,26.34,15.98,654.3,0,39.83,16.55,0,15.81,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

29,07:00-07:15,45.22,0,140.35,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.47,0,5.48,13.04,0,0,118.75,0,0,1.11,4.31,26.34,34.61,654.3,0,39.83,16.55,0,15.81,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

30,07:15-07:30,45.22,0,140.35,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.47,0,5.48,13.04,0,0,118.75,0,0,1.11,4.31,26.34,36.55,654.3,0,39.83,16.55,0,15.81,125.96,0,0,0,418.77,0.51,0,20.14,26.39,0,0,0,70.8,0

31,07:30-07:45,45.22,0,140.35,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.47,0,5.48,13.04,0,0,118.75,0,0,26.49,4.31,26.34,36.55,654.3,0,39.83,16.55,0,15.81,125.96,0,0,0,418.77,1.15,0,20.14,26.39,0,0,0,70.8,0

32,07:45-08:00,45.22,0,140.35,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,19.38,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.67,0,5.48,13.04,0,0,118.75,0,0,26.49,4.31,26.34,36.55,654.3,0,39.83,3.56,0,10.53,125.96,0,0,0,418.77,1.15,0,20.14,26.39,0,0,0,70.8,0

33,08:00-08:15,45.22,0,94.7,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,14.05,32.95,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.67,0,5.48,2.2,0,0,118.75,0,0,26.49,4.31,26.34,36.55,654.3,0,19.72,0,0,5.27,125.96,0,0,0,418.77,1.15,0,20.14,26.39,0,0,0,70.8,0

34,08:15-08:30,45.22,0,75.76,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,13.99,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.47,0,5.48,0,0,0,118.75,0,0,4.41,4.31,26.34,15.98,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.15,0,20.14,26.39,0,0,0,70.8,0

35,08:30-08:45,45.22,0,63.36,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,13.99,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.25,0,5.48,0,0,0,118.75,0,0,1.11,4.31,26.34,8.06,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

36,08:45-09:00,45.22,0,41.67,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,45.05,0,5.48,0,0,0,118.75,0,0,1.11,4.31,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

37,09:00-09:15,45.22,0,22.72,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,1.11,4.31,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

38,09:15-09:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.83,0,5.48,0,0,0,118.75,0,0,3.31,4.31,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

39,09:30-09:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.63,0,5.48,0,0,0,118.75,0,0,2.21,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

40,09:45-10:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.41,0,5.48,0,0,0,118.75,0,0,26.49,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

41,10:00-10:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.31,0,5.48,0,0,0,118.75,0,0,26.49,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

42,10:15-10:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,62.24,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.31,0,5.48,0,0,0,118.75,0,0,26.49,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,1.54,0,20.14,26.39,0,0,0,70.8,0

43,10:30-10:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,46.68,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,44.1,0,5.48,0,0,0,118.75,0,0,2.76,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,3.72,0,20.14,26.39,0,0,0,70.8,0

44,10:45-11:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,46.68,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,43.89,0,5.48,0,0,0,118.75,0,0,1.66,10.76,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,3.72,0,20.14,26.39,0,0,0,70.8,0

45,11:00-11:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,16.48,0,0,92,0,0,46.68,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,43.68,0,5.48,0,0,0,118.75,0,0,1.66,4.31,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,6.4,0,20.14,26.39,0,0,0,70.8,0

46,11:15-11:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,31.12,0,20,9.67,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,43.68,0,5.48,0,0,0,118.75,0,0,1.66,4.31,13.17,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,6.4,0,20.14,26.39,0,0,0,70.8,0

47,11:30-11:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,31.12,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,12.78,20.56,43.47,0,5.48,0,0,0,118.75,0,0,1.11,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,6.4,0,20.14,26.39,0,0,0,70.8,0

48,11:45-12:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,15.56,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,12.78,20.56,43.47,0,5.48,0,0,0,118.75,0,0,1.11,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,418.77,6.4,0,20.14,26.39,0,0,0,70.8,0

49,12:00-12:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,41.83,20.56,43.36,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,6.4,0,20.14,26.39,0,0,0,70.8,0

50,12:15-12:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,41.83,20.56,43.16,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,6.4,0,20.14,26.39,0,0,0,70.8,0

51,12:30-12:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,9.29,20.56,43.16,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

52,12:45-13:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

53,13:00-13:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

54,13:15-13:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

55,13:30-13:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

56,13:45-14:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

57,14:00-14:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.94,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

58,14:15-14:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

59,14:30-14:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

60,14:45-15:00,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

61,15:00-15:15,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

62,15:15-15:30,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

63,15:30-15:45,45.22,0,0,0,0,41.1,0,17.23,0,0,43.46,0,124.32,0,0,0,0,0,92,0,0,0,0,20,0,148.3,0,0,0,53.43,0,23.57,341.57,0,0,2.33,20.56,42.74,0,5.48,0,0,0,118.75,0,0,0.55,4.31,0,0,654.3,0,8.88,0,0,0,125.96,0,0,0,410.62,4.48,0,20.14,26.39,0,0,0,70.8,0

