Block,Time,SINGRAULI_HYDRO,TANAKPUR,TEHRI,SINGRAULI,TANDA2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NAPP,PARBATI3,RAPPB,BSIUL,CHAMERA2,CHAMERA3,DADRT2,RAPPC,RAMPUR,NJPC,KISHANGANGA,CHAMERA1,RIHAND1,RIHAND2,SALAL,SEWA2,RIHAND3,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,UNCHAHAR1,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
6,01:15-01:30,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,3.191895,17.425727,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,37.904278,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

7,01:30-01:45,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,3.191895,17.425727,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,37.904278,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

8,01:45-02:00,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,2.450343,17.425727,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,37.904278,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

9,02:00-02:15,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,2.12793,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

10,02:15-02:30,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,2.12793,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

11,02:30-02:45,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,1.063965,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

12,02:45-03:00,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,0,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,65.072,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

13,03:00-03:15,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

14,03:15-03:30,1.075357,0.6405,29.886824,144.026761,2.525983,0,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

15,03:30-03:45,1.075357,6.0207,29.886824,144.026761,2.525983,0,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

16,03:45-04:00,1.075357,6.0207,29.886824,144.026761,2.525983,0,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

17,04:00-04:15,1.075357,6.0207,29.886824,144.026761,2.525983,9.915136,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

18,04:15-04:30,1.075357,6.0207,29.886824,144.026761,2.525983,9.915136,53.905351,661.459879,0,8.712863,43.324237,0,0,13.1076,43.63516,31.709733,344.673159,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,19.46,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022296,0,0,0.002557,0,0.018058

19,04:30-04:45,1.075357,6.0207,29.886824,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,3.47244,0,13.1076,43.63516,31.709733,344.673159,59.009958,0.431076,22.523078,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

20,04:45-05:00,1.075357,6.0207,19.924549,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,8.333857,0,13.1076,43.63516,31.709733,344.673159,59.009958,0.975221,50.574549,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.2,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

21,05:00-05:15,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.462832,75.861824,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,52.992,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

22,05:15-05:30,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.950442,101.149098,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,52.992,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

23,05:30-05:45,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.950442,101.149098,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.42,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.84,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

24,05:45-06:00,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.773772,92.139867,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,73.287536,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.44,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.89,0,18.904,15.00135,46.39908,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

25,06:00-06:15,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.674836,87.020986,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.44,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.89,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

26,06:15-06:30,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,54.170072,0,13.1076,43.63516,31.709733,344.673159,59.009958,1.950442,101.149098,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.44,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.89,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022111,0,0,0.002557,0,0.018058

27,06:30-06:45,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,6.944881,0,19.6614,43.63516,31.709733,344.673159,59.009958,1.462832,75.861824,2.551476,42.14808,94.319982,120.694688,84.826,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.44,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.89,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.018058

28,06:45-07:00,1.075357,0,0,137.242189,2.525983,19.830272,53.905351,661.459879,0,8.712863,43.324237,3.47244,0,19.6614,43.63516,31.709733,344.673159,59.009958,0.975221,50.574549,2.551476,42.14808,94.319982,120.694688,84.826,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.44,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.89,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.018058

29,07:00-07:15,1.075357,0,0,137.242189,2.525983,9.915136,53.905351,661.459879,0,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0.44521,23.137344,2.551476,42.14808,94.319982,120.694688,84.826,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.43,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.86,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.017738

30,07:15-07:30,1.075357,0,0,137.242189,2.525983,9.915136,53.905351,661.459879,0,8.712863,43.324237,0,0,19.6614,43.63516,31.709733,344.673159,59.009958,0.395741,20.475526,2.551476,42.14808,94.319982,120.694688,84.826,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,22.193777,50.784,0,6.41457,39.070565,0,0,72.0861,0,0,0,6.080757,91.211347,0,3.03,2.38,3.78,0.43,0.88,0.22,2,2.18,1.61,0,1.85,6.05,1.94,0,9.33,0.24,1.78,0.86,0,18.904,15.00135,45.2215,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.969334,1.341844,0.82956,0,0,0.001858,0.022036,0,0,0.002557,0,0.017738

