Time,Block,NR/2024/18715/C,NR/2024/18691/A/5795,NR/2024/18388/A/5601,NR/2024/18714/C,WR/2024/21710/A/5793,WR/2024/21740/A/5791,WR/2024/21675/A/5769,NER/2024/2023/A/5767,Total
,,SJVNL,MANIKARAN,ITCLH,NVVNL,MANIKARAN,MANIKARAN,APPCPL,APPCPL,Total

,,TELANGANA,DELHI,ANDHRA PRADESH,NA,DELHI,DELHI,DELHI,DELHI,
,,NSLKSLWPRTY,BRPL,ITCWIND,SOLAPUR_SOLAR,BRPL,BYPL,BRPL,BRPL,
,,DELHI,HIMACHAL PRADESH,DELHI,DELHI,GOA,MAHARASHTRA,GOA,MANIPUR,
,,NDMC,HP,ITCLH,MES (Delhi),GOA_Beneficiary,AEML,GOA_Beneficiary,Manipur_Ben,
,,South-West-North,North-North,South-West-North,West-North,North-West,North-West,North-West,North-East-North East,
1,00:00-00:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

2,00:15-00:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

3,00:30-00:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

4,00:45-01:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

5,01:00-01:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

6,01:15-01:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

7,01:30-01:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

8,01:45-02:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

9,02:00-02:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

10,02:15-02:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

11,02:30-02:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

12,02:45-03:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

13,03:00-03:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

14,03:15-03:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

15,03:30-03:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

16,03:45-04:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

17,04:00-04:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

18,04:15-04:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

19,04:30-04:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

20,04:45-05:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

21,05:00-05:15,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

22,05:15-05:30,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

23,05:30-05:45,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

24,05:45-06:00,0.000000,0.000000,0.390000,0,0.000000,100.000000,0.000000,25.000000,125.39

25,06:00-06:15,0.000000,182.660000,0.530000,0,0.000000,100.000000,0.000000,25.000000,308.19

26,06:15-06:30,0.000000,182.660000,0.530000,0,0.000000,100.000000,0.000000,25.000000,308.19

27,06:30-06:45,0.000000,182.660000,0.530000,0,0.000000,100.000000,0.000000,25.000000,308.19

28,06:45-07:00,0.000000,182.660000,0.530000,0,0.000000,100.000000,0.000000,25.000000,308.19

29,07:00-07:15,0.000000,182.660000,0.580000,0.39,0.000000,100.000000,0.000000,25.000000,308.63

30,07:15-07:30,0.000000,182.660000,0.580000,0.77,0.000000,100.000000,0.000000,25.000000,309.01

31,07:30-07:45,0.000000,182.660000,0.580000,1.45,0.000000,100.000000,0.000000,25.000000,309.69

32,07:45:08:00,0.000000,182.660000,0.580000,1.93,0.000000,100.000000,0.000000,25.000000,310.17

33,08:00-08:15,0.000000,182.660000,0.960000,2.41,0.000000,100.000000,0.000000,25.000000,311.03

34,08:15-08:30,0.000000,182.660000,0.960000,2.89,0.000000,100.000000,0.000000,25.000000,311.51

35,08:30-08:45,0.000000,182.660000,0.960000,3.09,0.000000,100.000000,0.000000,25.000000,311.71

36,08:45:09:00,0.000000,182.660000,0.960000,3.33,0.000000,100.000000,0.000000,25.000000,311.95

37,09:00:09:15,6.560000,182.660000,0.960000,4.34,0.000000,100.000000,0.000000,25.000000,319.52

38,09:15-09:30,6.560000,182.660000,0.960000,4.63,0.000000,100.000000,0.000000,25.000000,319.81

39,09:30-09:45,6.560000,182.660000,0.960000,5.31,0.000000,100.000000,0.000000,25.000000,320.49

40,09:45-10:00,6.560000,182.660000,0.960000,5.45,0.000000,100.000000,0.000000,25.000000,320.63

41,10:00-10:15,6.560000,182.660000,0.960000,5.59,0.000000,100.000000,0.000000,25.000000,320.77

42,10:15-10:30,6.560000,182.660000,0.960000,5.98,0.000000,100.000000,0.000000,25.000000,321.16

43,10:30-10:45,6.560000,182.660000,0.960000,6.32,0.000000,100.000000,0.000000,25.000000,321.5

44,10:45-11:00,6.560000,182.660000,0.960000,6.51,0.000000,100.000000,0.000000,25.000000,321.69

45,11:00-11:15,6.560000,182.660000,0.960000,6.66,0.000000,100.000000,0.000000,25.000000,321.84

46,11:15-11:30,6.560000,182.660000,0.960000,6.8,0.000000,100.000000,0.000000,25.000000,321.98

47,11:30-11:45,6.560000,182.660000,0.960000,7.04,0.000000,100.000000,0.000000,25.000000,322.22

48,11:45-12:00,6.560000,182.660000,0.960000,7.19,0.000000,100.000000,0.000000,25.000000,322.37

49,12:00-12:15,6.560000,182.660000,0.960000,7.33,0.000000,100.000000,0.000000,25.000000,322.51

50,12:15-12:30,6.560000,182.660000,0.960000,7.67,0.000000,100.000000,0.000000,25.000000,322.85

51,12:30-12:45,6.560000,182.660000,0.960000,7.86,0.000000,100.000000,0.000000,25.000000,323.04

52,12:45-13:00,6.560000,182.660000,0.960000,8.01,0.000000,100.000000,0.000000,25.000000,323.19

53,13:00-13:15,6.560000,182.660000,0.960000,8.2,0.000000,100.000000,0.000000,25.000000,323.38

54,13:15-13:30,6.560000,182.660000,0.960000,8.01,0.000000,100.000000,0.000000,25.000000,323.19

55,13:30-13:45,6.560000,182.660000,0.960000,7.81,0.000000,100.000000,0.000000,25.000000,322.99

56,13:45-14:00,6.560000,182.660000,0.960000,7.67,0.000000,100.000000,0.000000,25.000000,322.85

57,14:00-14:15,6.560000,182.660000,0.960000,7.52,0.000000,100.000000,0.000000,25.000000,322.7

58,14:15-14:30,6.560000,182.660000,0.960000,7.38,0.000000,100.000000,0.000000,25.000000,322.56

59,14:30-14:45,6.560000,182.660000,0.960000,7.04,0.000000,100.000000,0.000000,25.000000,322.22

60,14:45-15:00,6.560000,182.660000,0.960000,6.8,0.000000,100.000000,0.000000,25.000000,321.98

61,15:00-15:15,6.560000,182.660000,0.770000,6.56,0.000000,100.000000,0.000000,25.000000,321.55

62,15:15-15:30,6.560000,182.660000,0.770000,6.08,0.000000,100.000000,0.000000,25.000000,321.07

