Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/21012024/21012024/HPX-TAMCTG-200124-05841,NR/01102023/30042040/GNA_LT_36,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/21012024/21012024/IEX_240120_06139,WR/01102023/24112044/L_NR_2020_07,NR/06012024/31012024/NVVN/OA/16855,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/HP-26,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25072045/L_NR_2021_15,NR/01012024/31012024/HP-28,NR/21012024/21012024/IEX_240120_06140,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01012024/31012024/52,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01012024/31012024/HP-27,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341
6,01:15-01:30,32.640000,0.000000,0.000000,6.41,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,6.66,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,14.33,0,0,1.380000,152.120000,48.000000,14.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,69.980000,24.240000,0,0,0

7,01:30-01:45,32.640000,0.000000,0.000000,6.41,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,6.66,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,14.33,0,0,1.380000,152.120000,48.000000,14.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,69.980000,24.240000,0,0,0

8,01:45-02:00,32.640000,0.000000,0.000000,6.41,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,6.66,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,14.33,0,0,1.380000,152.120000,48.000000,14.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,69.980000,24.240000,0,0,0

9,02:00-02:15,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

10,02:15-02:30,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

11,02:30-02:45,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

12,02:45-03:00,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

13,03:00-03:15,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,109.430000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

14,03:15-03:30,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,109.430000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

15,03:30-03:45,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,109.430000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

16,03:45-04:00,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,109.430000,1.370000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

17,04:00-04:15,32.640000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,148.780000,1.290000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

18,04:15-04:30,37.440000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.290000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

19,04:30-04:45,37.440000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.290000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

20,04:45-05:00,42.240000,0.000000,0.000000,5.61,12,0.950000,148.480000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.290000,52.790000,6.720000,0,0,24.240000,0.000000,8.33,0,0,1.380000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,24.240000,0,0,0

21,05:00-05:15,56.270000,0.000000,0.000000,5.61,12,0.950000,191.980000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.290000,52.790000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,15.970000,0,0,0

22,05:15-05:30,56.270000,0.000000,0.000000,5.61,12,0.950000,230.380000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,169.160000,1.290000,52.790000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,65.840000,15.970000,0,0,0

23,05:30-05:45,75.150000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,224.540000,1.290000,52.790000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,94.060000,15.970000,0,0,0

24,05:45-06:00,56.270000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.290000,52.790000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,152.120000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,24.470000,0.000000,4,0,0,0.000000,0,0,0,57.160000,84.650000,15.970000,0,0,0

25,06:00-06:15,86.580000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.370000,100.540000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,0.000000,0.000000,4,0,0,95.990000,0,0,0,0.000000,114.760000,4.590000,0,0,0

26,06:15-06:30,86.580000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.370000,100.540000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,0.000000,0.000000,4,0,0,95.990000,0,0,0,0.000000,114.760000,4.590000,0,0,0

27,06:30-06:45,86.580000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.370000,100.540000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,0.000000,0.000000,4,0,0,95.990000,0,0,0,0.000000,114.760000,4.590000,0,0,0

28,06:45-07:00,86.580000,0.000000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.370000,100.540000,6.720000,0,0,30.720000,0.000000,8.33,0,0,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,24.000000,0,0.000000,0.000000,4,0,0,95.990000,2,0.89,0,0.000000,114.760000,4.590000,0,0,0

29,07:00-07:15,86.580000,102.710000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0,0,0,259.750000,1.370000,100.540000,6.720000,2.55,0,30.720000,0.000000,8.33,0.320694,0,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,23.040000,0,0.000000,0.000000,4,0,0.06,95.990000,7,3.45,0,0.000000,114.760000,0.750000,0.01,0,0

30,07:15-07:30,86.580000,102.710000,0.000000,5.61,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,0.000000,5,0.33,0,0,259.750000,1.370000,100.540000,6.720000,7.45,0,30.720000,0.000000,8.33,3.177786,1,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,22.080000,0,0.000000,0.000000,4,0,0.5,95.990000,13.56,10.42,0,0.000000,114.760000,0.750000,0.1,0,0

31,07:30-07:45,86.580000,102.710000,0.070000,5.61,12,0.950000,269.970000,95.990000,4,48.000000,8.160000,18.240000,11.520000,0.070000,5,1.78,0,2,259.750000,1.370000,100.540000,6.720000,15.48,0,30.720000,0.070000,8.33,8.231146,3,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,21.120000,0,0.000000,0.000000,4,1,0.36,95.990000,18.51,18.5,1,0.000000,114.760000,30.720000,0.07,0,0

32,07:45:08:00,86.580000,102.710000,0.320000,5.61,12,0.950000,269.970000,95.990000,4,48.000000,8.160000,18.240000,11.520000,0.320000,5,5.12,0,7,259.750000,1.370000,100.540000,6.720000,22.32,0,30.720000,0.320000,8.33,13.576046,5,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,21.120000,5,0.000000,0.000000,4,3,8.19,95.990000,22.32,22.31,3,0.000000,114.760000,30.720000,1.64,0,0

33,08:00-08:15,86.580000,102.710000,0.810000,5.61,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,0.790000,5,8.45,0,11,259.750000,1.370000,100.540000,6.720000,23.82,0,30.720000,0.790000,8.33,19.708104,7,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,21.120000,5,0.000000,0.000000,4,3,25,48.000000,23.82,23.81,4,0.000000,114.760000,30.720000,5,0,0

34,08:15-08:30,86.580000,102.710000,1.510000,5.61,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,1.470000,5,15.12,0,14,259.750000,1.370000,100.540000,6.720000,24.82,0,30.720000,1.470000,8.33,27.93925,10,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,22.080000,5,0.000000,0.000000,4,5,20.91,48.000000,24.82,24.81,6,0.000000,114.760000,30.720000,4.18,0,0

35,08:30-08:45,86.580000,102.710000,2.650000,5.61,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,2.590000,5,20.92,0,18,259.750000,1.370000,100.540000,6.720000,25.15,0,30.720000,2.590000,8.33,38.551306,15,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,22.080000,5,0.000000,100.790000,4,8,45.08,48.000000,25.15,25.15,7,0.000000,114.760000,30.720000,9.01,0,0

36,08:45:09:00,86.580000,102.710000,4.920000,6.41,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,4.800000,5,30.25,0,23,259.750000,1.370000,100.540000,6.720000,25.82,0,30.720000,4.800000,8.33,50.494728,18,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,22.080000,5,0.000000,100.790000,4,9,67.25,48.000000,25.82,25.81,10,0.000000,114.760000,30.720000,13.45,0,0

37,09:00:09:15,86.580000,102.710000,6.500000,7.42,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,6.340000,5,18.33,0,27,259.750000,1.370000,100.540000,6.720000,25.82,0,30.720000,6.340000,8.33,62.263226,19,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,21.120000,5,0.000000,100.790000,4,9,70.12,48.000000,25.82,25.81,11,0.000000,114.760000,30.720000,14.02,0,0

38,09:15-09:30,86.580000,102.710000,7.950000,7.56,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,7.750000,5,20,0,32,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,7.750000,8.33,74.255238,20,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,21.120000,5,0.000000,100.790000,4,10,88.44,48.000000,27.82,27.81,13,0.000000,114.760000,30.720000,17.69,0,0

39,09:30-09:45,86.580000,102.710000,5.720000,7.6,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,5.590000,5,22.67,0,39,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,5.590000,8.33,85.975146,23,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,5,0.000000,100.790000,4,11,106.28,48.000000,27.82,27.81,16,0.000000,114.760000,30.720000,21.26,0,0

40,09:45-10:00,86.580000,102.710000,6.670000,8.41,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,6.500000,5,25,0,46,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,6.500000,8.33,97.238308,27,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,6,0.000000,100.790000,4,13,124.48,48.000000,27.82,27.81,19,0.000000,114.760000,30.720000,24.9,0,0

41,10:00-10:15,86.580000,102.710000,7.590000,9.36,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,7.410000,5,28.33,0,50,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,7.410000,8.33,107.646286,25,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,7,0.000000,100.790000,4,13,150.58,48.000000,27.82,27.81,22,0.000000,114.760000,30.720000,30.12,0,0

42,10:15-10:30,86.580000,102.710000,12.210000,9.8,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,11.910000,5,31.67,0,58,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,11.910000,8.33,116.674308,29,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,8,0.000000,100.790000,4,15,179.47,48.000000,27.82,27.81,25,0.000000,114.760000,30.720000,35.89,0,0

43,10:30-10:45,86.580000,102.710000,5.650000,9.57,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,5.520000,5,35,0,53,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,5.520000,8.33,132.835342,25,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,9,0.000000,100.790000,4,13,200.38,48.000000,27.82,27.81,22,0.000000,114.760000,30.720000,40.08,0,0

44,10:45-11:00,86.580000,102.710000,6.310000,9.44,12,0.950000,269.970000,192.940000,4,48.000000,8.160000,18.240000,11.520000,6.160000,5,41.67,0,60,259.750000,1.370000,100.540000,6.720000,27.82,0,30.720000,6.160000,8.33,138.18996,29,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,10,0.000000,100.790000,4,14,213.61,48.000000,27.82,27.81,26,0.000000,114.760000,30.720000,42.72,0,0

45,11:00-11:15,86.580000,0.000000,7.040000,9.52,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,6.870000,5,46.67,0,116,259.750000,1.370000,100.540000,6.720000,27.98,0,30.720000,6.870000,8.33,143.564014,60,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,12,0.000000,0.000000,4,30,224.78,95.990000,27.98,27.99,49,0.000000,114.760000,30.720000,44.95,23.04,20.16

46,11:15-11:30,86.580000,0.000000,7.880000,9.57,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,7.690000,5,53.33,0,151,259.750000,1.370000,100.540000,6.720000,27.98,0,30.720000,7.690000,8.33,147.655292,77,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,14,0.000000,0.000000,4,38,233.13,95.990000,27.98,27.99,64,0.000000,114.760000,30.720000,46.63,23.04,20.16

47,11:30-11:45,86.580000,0.000000,9.840000,9.59,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,9.600000,5,56.67,0,168,259.750000,1.370000,100.540000,6.720000,28.32,0,30.720000,9.600000,8.33,151.348132,83,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,16,0.000000,0.000000,4,42,233.13,95.990000,28.32,28.31,72,0.000000,114.760000,30.720000,46.63,23.04,20.16

48,11:45-12:00,86.580000,0.000000,11.510000,9.64,12,0.950000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,11.220000,5,63.33,0,179,259.750000,1.370000,100.540000,6.720000,28.32,0,30.720000,11.220000,8.33,154.234378,88,1.330000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,20,0.000000,0.000000,4,44,233.13,95.990000,28.32,28.31,76,0.000000,114.760000,30.720000,46.63,23.04,20.16

49,12:00-12:15,86.580000,0.000000,15.800000,9.74,12,0.990000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,15.400000,3.34,70,0,168,259.750000,1.290000,100.540000,6.720000,28.32,0,30.720000,15.400000,8.33,158.656068,88,1.380000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,25,0.000000,0.000000,4,44,233.13,95.990000,28.32,28.31,72,0.000000,114.760000,30.720000,46.63,23.04,20.16

50,12:15-12:30,86.580000,0.000000,15.910000,9.8,12,0.990000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,15.520000,3.34,76.67,0,176,259.750000,1.290000,100.540000,6.720000,28.32,0,30.720000,15.520000,8.33,159.209994,92,1.380000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,33,0.000000,0.000000,4,46,233.13,95.990000,28.32,28.31,76,0.000000,114.760000,30.720000,46.63,23.04,20.16

51,12:30-12:45,86.580000,0.000000,15.990000,7.21,12,0.990000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,15.600000,3.34,90,0,179,259.750000,1.290000,100.540000,6.720000,28.32,0,30.720000,15.600000,8.33,158.50058,83,1.380000,77.420000,48.000000,8.33,0.690000,0.000000,5.760000,0.000000,40,0.000000,0.000000,4,42,233.13,95.990000,28.32,28.31,76,0.000000,114.760000,30.720000,46.63,23.04,20.16

52,12:45-13:00,86.580000,0.000000,15.940000,7.21,12,0.990000,269.970000,0.000000,4,48.000000,8.160000,18.240000,11.520000,15.550000,3.34,93.57,0,182,259.750000,1.290000,100.540000,6.720000,28.32,0,30.720000,15.550000,11.67,157.023444,87,1.380000,77.420000,48.000000,11.67,0.690000,0.000000,5.760000,0.000000,45,0.000000,0.000000,4,43,233.13,95.990000,28.32,28.31,78,0.000000,114.760000,30.720000,46.63,23.04,20.16

