Block,Time,RIHAND3,JHAJJAR,AURY_CRF,TEHRI,DADRT2,RIHAND1,PARBATI3,UNCHAHAR3,CHAMERA3,CHAMERA2,SINGRAULI,DADRI_RF,ANTA_GF,RIHAND2,RAMPUR,SALAL,URI,DHAULIGNGA,AURY_LF,KOLDAM,DULHASTI,TANAKPUR,BSIUL,UNCHAHAR4,RAPPB,DADRI_CRF,UNCHAHAR1,TANDA2,URI2,NJPC,AURY_RF,DADRI_LF,KISHANGANGA,CHAMERA1,ANTA_CRF,DADRI_GF,SINGRAULI_HYDRO,UNCHAHAR2,AURY_GF,RAPPC,ANTA_LF,SEWA2,KOTESHWR,NAPP,ANTA_RF,BRBCL,SASAN,TALA,KHSTPP-I,FSTPP I & II,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,32.331189,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,80.585165,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.005488,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,46.925573,0.000000,14.447987,266.565600,3.369852,30.986240,13.773760,135.393171,0,0,0,0,0

9,02:00-02:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,80.585165,30.837811,41.934007,0.000000,9.835863,56.210797,3.084648,6.280835,1.435168,0.000000,0.000000,19.005488,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,13.109152,266.565600,3.426488,30.986240,13.773760,135.393171,0,0,0,0,0

10,02:15-02:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,80.585165,30.837811,41.934007,0.000000,9.835863,56.210797,3.084648,12.561669,1.435168,0.000000,0.000000,19.005488,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,13.244000,266.565600,3.426488,30.986240,13.773760,135.393171,0,0,0,0,0

11,02:30-02:45,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,80.585165,25.520947,41.934007,0.000000,9.835863,56.210797,4.318507,12.561669,1.435168,0.000000,0.000000,19.005488,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,13.860448,266.565600,3.398170,30.986240,13.773760,135.393171,0,0,0,0,0

12,02:45-03:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,80.585165,25.520947,41.934007,0.000000,9.835863,56.210797,10.487803,12.561669,1.435168,0.000000,0.000000,19.005488,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,14.447987,266.565600,3.454806,30.986240,13.773760,135.393171,0,0,0,0,0

13,03:00-03:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,14.447987,266.565600,3.539760,30.986240,13.773760,135.393171,0,0,0,0,0

14,03:15-03:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,14.447987,266.565600,3.539760,30.986240,13.773760,135.393171,0,0,0,0,0

15,03:30-03:45,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,14.447987,266.565600,3.511442,30.986240,13.773760,135.393171,0,0,0,0,0

16,03:45-04:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,44.901828,0.000000,14.447987,266.565600,3.426488,30.986240,13.773760,135.393171,0,0,0,0,0

17,04:00-04:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.426488,30.986240,13.773760,135.393171,0,0,0,0,0

18,04:15-04:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,11.228119,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.454806,30.986240,13.773760,135.393171,0,0,0,0,0

19,04:30-04:45,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.454806,30.986240,13.773760,135.393171,0,0,0,0,0

20,04:45-05:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.171625,30.986240,13.773760,135.393171,0,0,0,0,0

21,05:00-05:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,4.114879,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,25.520947,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,18.469711,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,4.360984,30.986240,13.773760,135.393171,0,0,0,0,0

22,05:15-05:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,7.347998,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,18.469711,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,4.219394,30.986240,13.773760,135.393171,0,0,0,0,0

23,05:30-05:45,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,10.287197,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,18.469711,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,4.049485,30.986240,13.773760,135.393171,0,0,0,0,0

24,05:45-06:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,12.461978,12.561669,1.435168,0.000000,0.000000,19.004032,5.160923,18.469711,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,41.410183,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.794623,30.986240,13.773760,135.393171,0,0,0,0,0

25,06:00-06:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.709668,30.986240,13.773760,135.393171,0,0,0,0,0

26,06:15-06:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.596396,30.986240,13.773760,135.393171,0,0,0,0,0

27,06:30-06:45,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.624714,30.986240,13.773760,135.393171,0,0,0,0,0

28,06:45-07:00,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,3.653032,30.986240,13.773760,135.393171,0,0,0,0,0

29,07:00-07:15,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,56.626608,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447978,266.565600,5.663616,30.986240,13.773760,135.393171,0,0,0,0,0

30,07:15-07:30,122.692416,399.766624,0.000000,67.846149,660.288961,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,30.837811,41.934007,0.000000,9.835863,56.210797,11.228119,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,38.138219,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447978,266.565600,5.663616,30.986240,13.773760,138.929560,0,0,0,0,0

31,07:30-07:45,122.692416,388.796162,0.000000,67.846149,631.503105,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,37.660927,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447978,266.565600,5.663616,30.986240,13.773760,138.929560,0,0,0,0,0

32,07:45:08:00,122.692416,388.796162,0.000000,67.846149,583.343105,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,37.660927,0.000000,65.488818,0.000000,0.000000,39.974024,45.534248,0.000000,14.447987,266.565600,5.663616,30.986240,13.773760,138.929560,0,0,0,0,0

33,08:00-08:15,122.692416,333.585152,0.000000,67.846149,465.351105,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,37.660927,0.000000,65.488818,0.000000,0.000000,39.974024,46.925573,0.000000,14.447994,266.565600,8.495424,30.986240,13.773760,138.929560,0,0,0,0,0

34,08:15-08:30,122.692416,333.585152,0.000000,67.846149,416.297255,90.979964,18.369994,26.043946,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,19.004032,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,37.660927,0.000000,65.488818,0.000000,0.000000,39.974024,46.925573,0.000000,14.447988,266.565600,8.495424,30.986240,13.773760,138.929560,0,0,0,0,0

35,08:30-08:45,122.692416,272.567684,0.000000,67.846149,366.037768,90.979964,18.369994,22.702528,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,16.809766,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,33.492005,0.000000,65.488818,0.000000,0.000000,39.974024,46.925573,0.000000,14.447994,266.565600,3.256579,30.986240,11.474409,138.929560,0,0,0,0,0

36,08:45:09:00,122.692416,176.247684,0.000000,67.846149,366.037768,90.979964,18.369994,22.702528,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,16.809766,5.160923,16.930568,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,33.492005,0.000000,65.488818,0.000000,0.000000,39.974024,46.925573,0.000000,14.447977,266.565600,3.256579,30.986240,11.474409,138.929560,0,0,0,0,0

37,09:00:09:15,122.692416,125.445319,0.000000,67.846149,366.037768,90.979964,18.369994,22.702528,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,18.016849,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,33.492005,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447992,266.565600,3.256579,30.986240,11.474409,138.929560,0,0,0,0,0

38,09:15-09:30,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,23.111310,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,1.435168,0.000000,0.000000,18.288182,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,33.492005,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447987,266.565600,3.256579,30.986240,11.474409,138.929560,0,0,0,0,0

39,09:30-09:45,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,30.677149,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447987,266.565600,3.681350,30.986240,11.474409,138.929560,0,0,0,0,0

40,09:45-10:00,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,37.555078,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,30.677149,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447987,266.565600,3.681350,30.986240,11.474409,138.929560,0,0,0,0,0

41,10:00-10:15,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,37.218048,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,30.677149,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.681350,27.931740,9.902274,121.944010,0,0,0,0,0

42,10:15-10:30,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,30.677149,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.681350,27.931740,9.902274,121.944010,0,0,0,0,0

43,10:30-10:45,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,30.680194,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.539760,27.931740,9.902274,121.944010,0,0,0,0,0

44,10:45-11:00,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.295724,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,32.381628,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.539760,27.931740,9.902274,121.944010,0,0,0,0,0

45,11:00-11:15,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.683561,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,32.381628,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.822941,27.931740,9.902274,121.944010,0,0,0,0,0

46,11:15-11:30,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,20.505372,33.549463,46.715035,122.683561,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,10.857961,6.280835,2.976288,0.000000,0.000000,16.009444,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,32.381628,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.822941,27.931740,9.902274,121.944010,0,0,0,0,0

47,11:30-11:45,122.692416,116.529284,0.000000,67.846149,366.037768,90.979964,18.369994,15.411200,33.549463,46.715035,122.297504,0.000000,0.000000,117.009536,6.497280,77.227450,31.901184,41.934007,0.000000,9.835863,56.210797,11.104733,6.280835,2.976288,0.000000,0.000000,12.521600,5.160923,26.934994,173.339836,0.000000,0.000000,8.033715,40.597031,0.000000,0.000000,1.126465,23.887360,0.000000,65.488818,0.000000,0.000000,29.980518,46.925573,0.000000,14.447978,266.565600,3.822941,27.931740,12.201625,121.944010,0,0,0,0,0

