Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SIPAT I,VSTPS IV,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,KAWAS-zLIQ,GANDHAR-RLNG,GADARWARA-I,SIPAT II,KHARGONE-I,KAWAS-ComGas,KSTPS I&II,MOUDA_II,SOLAPUR,KAWAS-APM,KAWAS-NAPM,GANDHAR-ComGas,SASAN,GANDHAR-APM,KAWAS-RLNG,GANDHAR-NAPM
28,06:45-07:00,13.09,0,147.214156,0,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,32.331384,27.350811,18.108732,15.349422,11.155202,691.093984,41.824756,667.076637,4.225255,9.137237,47.497893,0,3.138875,0,95.888555,122.432091,128.451291,37.821176,0,49.966,102.19017,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.93,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.8,0.94,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.014026,348.975,0,0,0

29,07:00-07:15,13.09,0,147.214156,0,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,41.824756,667.076637,4.225255,0,47.497893,0,2.321583,0,95.888555,122.432091,128.451291,37.821176,0,36.022,75.29802,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.8,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

30,07:15-07:30,13.09,0,147.214156,0,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,31.368567,667.076637,4.225255,0,47.497893,0,1.492446,0,95.888555,122.432091,128.451291,37.821176,0,36.022,48.40587,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.8,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

31,07:30-07:45,13.09,13.983,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,4.225255,0,47.497893,0,0.829137,0,95.888555,122.432091,128.451291,37.821176,0,36.022,26.89215,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

32,07:45:08:00,13.09,28.045,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,22.310403,691.093984,10.456189,667.076637,4.225255,0,47.497893,0,0.663309,0,95.888555,122.432091,128.451291,37.821176,0,36.022,21.51372,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

33,08:00-08:15,13.09,42.107,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,1.621209,36.022,21.51372,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

34,08:15-08:30,13.09,42.107,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,4.402169,0,0,95.888555,122.432091,128.451291,56.92678,3.242419,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020161,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

35,08:30-08:45,13.09,42.107,147.214156,6.0207,4.233847,22.444045,44.326064,2.392833,4.416,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,19.076066,0,0,95.888555,122.432091,128.451291,56.92678,3.242419,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

36,08:45:09:00,13.09,42.107,147.214156,6.0207,4.233847,22.444045,44.326064,2.392833,4.416,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,38.152132,0,0,95.888555,122.432091,128.451291,56.92678,1.621209,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,88.222364,0,3.03,3.57,3.78,0.92,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

37,09:00:09:15,13.09,42.107,147.214156,6.0207,4.233847,22.444045,44.326064,2.392833,16.56,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,38.152132,0,0,95.888555,122.432091,128.451291,56.92678,1.621209,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.03,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.55,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

38,09:15-09:30,13.09,42.107,147.214156,6.2769,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,36.642235,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,38.152132,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.03,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.55,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,1.938899,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

39,09:30-09:45,13.09,42.107,147.214156,6.2769,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.497893,38.152132,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.03,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.55,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.473376,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

40,09:45-10:00,13.1076,28.045,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,38.152132,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.267821,0,3.734724,26.14307,8.714357,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.06,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.020002,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

41,10:00-10:15,6.49,28.045,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,7.336948,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.06,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

42,10:15-10:30,6.49,28.045,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,3.668474,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.85,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

43,10:30-10:45,6.49,13.983,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

44,10:45-11:00,6.49,13.983,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,30.791794,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013841,348.975,0,0,0

45,11:00-11:15,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,17.433199,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

46,11:15-11:30,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.642235,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

47,11:30-11:45,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

48,11:45-12:00,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019843,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

49,12:00-12:15,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019685,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

50,12:15-12:30,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,30.791794,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019685,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

51,12:30-12:45,6.49,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,36.642235,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.1,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.59,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019685,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

52,12:45-13:00,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,36.642235,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019685,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

53,13:00-13:15,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

54,13:15-13:30,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

55,13:30-13:45,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

56,13:45-14:00,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

57,14:00-14:15,13.09,0,147.214156,0.3843,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

58,14:15-14:30,13.09,0,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,0,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

59,14:30-14:45,6.5538,0,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,18.910588,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.05,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.56,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

60,14:45-15:00,6.5538,0,147.214156,0.1281,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.497893,0,0,0,95.888555,122.432091,128.451291,18.910588,0,36.022,0,65.267821,0,3.734724,28.632886,6.22454,0,73.570244,0,0,0,6.486938,84.3302,0,3.03,3.57,3.78,1.03,0,0.1,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.9,0.54,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.389702,1.332638,3.518163,2.665275,1.946241,1.9248,1.929632,4.228905,1.140171,0,0.001107,4.26444,1.857394,2.84296,0.019526,2.674033,3.487597,1.759081,0,0,0.013657,348.975,0,0,0

