Block,Time,BSIUL,JHAJJAR,KKNP,NTPL,PARBATI3,RIHAND1,RSTPSU7,SEWA2,SIMHST1,ANTA_GF,AURY_RF,KHSTPP-I,KUDGI,NLCTS2EXP,RAMPUR,RAPPB,RAPPC,RSTPSU1TO6,SASAN,SIMHST2,SINGRAULI_HYDRO,ANTA_LF,KOLDAM,NLCIIST2,RIHAND2,SINGRAULI,TANAKPUR,TANDA2,TelanganaSTPP,URI2,DADRI_LF,CHAMERA1,CHAMERA2,DHAULIGNGA,UNCHAHAR1,ANTA_RF,AURY_GF,DADRI_RF,KGSU3AND4,NAPP,UNCHAHAR3,URI,ANTA_CRF,AURY_CRF,BRBCL,CHAMERA3,KISHANGANGA,KOTESHWR,NLCIIST1,RIHAND3,TEHRI,UNCHAHAR2,DADRI_GF,DULHASTI,FSTPP I & II,SALAL,TALST2,VALLURNTECL,DADRI_CRF,DADRT2,KGSU1AND2,KHSTPP-II,KKNPPU2,MAPS,NJPC,NLCEXP,NNTPP,TALA,UNCHAHAR4,AURY_LF
58,14:15-14:30,6.52,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.79,1.62,0

59,14:30-14:45,6.52,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.85,1.62,0

60,14:45-15:00,6.52,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,19.32,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.94,1.62,0

61,15:00-15:15,0,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.64,1.62,0

62,15:15-15:30,0,342.53,0,0,0,47.33,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,0,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.62,1.62,0

63,15:30-15:45,0,342.53,0,0,0,27.78,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.64,1.62,0

64,15:45-16:00,0,342.53,0,0,0,27.78,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,46.37,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.62,1.62,0

65,16:00-16:15,0,342.53,0,0,0,27.78,0,0,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,45.18,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.53,1.62,0

66,16:15-16:30,0,342.53,0,0,0,27.78,0,5.79,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,45.18,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,35.44,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.55,1.62,0

67,16:30-16:45,0,342.53,0,0,0,38.07,0,5.79,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,45.18,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,53.16,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.5,1.62,0

68,16:45-17:00,0,342.53,0,0,0,47.33,0,11.58,0,0,77.58,44.92,0,0,2.56,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,12.64,20.89,40.4,20.96,45.18,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,53.16,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,118.98,0,0,9.41,1.62,0

69,17:00-17:15,6.52,342.53,0,0,0,47.33,0,11.58,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,20.89,40.4,20.96,45.18,0,96.19,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,70.45,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,9.03,1.62,0

70,17:15-17:30,6.52,342.53,0,0,0,47.33,0,11.58,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,28.1,20.89,40.4,20.96,45.18,0,4.94,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,8.56,1.62,0

71,17:30-17:45,6.52,342.53,0,0,3.94,47.33,0,11.58,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,42.15,20.89,40.4,20.96,45.18,0,12.33,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,8.56,1.62,0

72,17:45-18:00,6.52,342.53,0,0,7.03,47.33,0,11.58,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,1.42,0,33.98,0,42.15,20.89,40.4,20.96,3.55,0,29.59,0,45.1,0,45.27,0,0,20.01,16.87,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,8.06,1.62,0

73,18:00-18:15,3.3,342.53,0,0,8.43,47.33,0,16.12,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.12,0,33.98,0,42.15,20.89,40.4,20.96,10.65,0,44.4,0,45.1,0,45.27,0,0,20.01,16.87,1.44,38.64,0,127.6,70.87,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,7.79,1.62,0

74,18:15-18:30,3.3,342.53,0,0,54.11,47.33,0,16.12,0,0,77.58,44.92,0,0,2.77,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,20.89,40.4,20.96,17.74,0,59.19,0,45.1,0,45.27,0,0,20.01,21.37,2.88,38.64,0,127.6,70.87,43.71,0,53.79,18.21,73.21,0,0,0,686.07,0,98.87,0,0,129.33,0,0,7.79,1.62,0

75,18:30-18:45,19.56,342.53,0,0,54.11,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,12.43,0.08,0,33.98,0,42.15,45.65,41.42,20.96,22.47,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,43.71,0,55.08,18.21,83.67,0,0,0,686.07,0,98.87,0,0,168.66,0,0,7.79,1.62,0

76,18:45-19:00,19.56,185.13,0,0,54.11,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,12.43,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.39,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,643.66,0,98.87,0,0,168.66,0,0,7.94,0,0

77,19:00-19:15,19.56,185.13,0,0,54.11,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,12.43,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.39,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8,0,0

78,19:15-19:30,19.56,185.13,0,0,54.11,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,12.43,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.39,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8.14,0,0

79,19:30-19:45,19.56,185.13,0,0,54.11,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,3.85,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8.56,0,0

80,19:45-20:00,19.56,185.13,0,0,18.27,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,3.85,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8.73,0,0

81,20:00-20:15,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,3.85,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8.94,0,0

82,20:15-20:30,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,45.65,41.42,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,83.67,0,0,0,682.83,0,98.87,0,0,168.66,0,0,8.94,0,0

83,20:30-20:45,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,44.22,40.4,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,83.67,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.06,0,0

84,20:45-21:00,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.38,0,344.25,0,0,0,4.01,0,121.71,141.78,10.37,0.08,0,33.98,0,42.15,44.22,40.4,20.57,28.98,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,83.67,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.23,0,0

85,21:00-21:15,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,9.86,0.08,0,33.98,0,42.15,44.22,40.4,20.57,29.21,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,83.67,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.08,0,0

86,21:15-21:30,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,9.86,0.08,0,33.98,0,42.15,44.22,40.4,20.57,29.21,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,83.67,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.11,0,0

87,21:30-21:45,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,9.86,0.08,0,33.98,0,42.15,44.22,40.4,20.57,46.37,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,74.37,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.15,0,0

88,21:45-22:00,3.3,185.13,0,0,15.46,47.33,0,16.12,0,0,77.58,44.92,0,0,3.11,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,9.86,0.08,0,33.98,0,42.15,44.22,40.4,20.57,46.37,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,3.28,38.64,0,127.6,70.87,42.4,0,53.79,18.21,74.37,0,0,0,682.83,0,98.87,0,0,144.85,0,0,9.23,0,0

89,22:00-22:15,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.4,0.08,0,33.98,0,42.15,45.65,41.42,20.57,46.96,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,74.37,0,0,0,682.83,0,98.87,0,0,168.66,0,0,9.08,0,0

90,22:15-22:30,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,45.65,41.42,20.57,46.96,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,74.37,0,0,0,682.83,0,98.87,0,0,168.66,0,0,9.08,0,0

91,22:30-22:45,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,45.65,41.42,20.57,46.96,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,74.37,0,0,0,682.83,0,98.87,0,0,168.66,0,0,9.27,0,0

92,22:45-23:00,19.56,185.13,0,0,15.46,47.33,0,17.37,0,0,77.58,44.92,0,0,3.62,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,45.65,41.42,20.57,46.96,0,59.19,0,45.1,0,45.27,0,0,20.01,33.74,4.32,42.94,0,127.6,76.9,42.4,0,55.08,18.21,74.37,0,0,0,682.83,0,98.87,0,0,168.66,0,0,9.35,0,0

93,23:00-23:15,6.52,249.53,0,0,15.46,47.33,0,11.58,0,0,77.58,44.92,0,0,3.54,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,44.22,40.4,20.57,48.13,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,2.88,38.86,0,127.6,70.87,42.4,0,53.79,18.21,76.69,0,0,0,682.83,0,98.87,0,0,167.1,0,0,9.43,0,0

94,23:15-23:30,6.52,340.33,0,0,15.46,47.33,0,11.58,0,0,77.58,44.92,0,0,3.54,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,44.22,40.4,20.57,48.13,0,59.19,0,45.1,0,45.27,0,0,20.01,32.08,1.44,28.98,0,127.6,70.87,42.4,0,53.79,18.21,76.69,0,0,0,682.83,0,98.87,0,0,167.1,0,0,9.38,0,0

95,23:30-23:45,6.52,342.53,0,0,15.46,47.33,0,11.58,0,0,77.58,44.92,0,0,3.54,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,29.48,40.4,20.96,48.13,0,59.19,0,45.1,0,45.27,0,0,20.01,21.37,1.44,28.98,0,127.6,70.87,42.4,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,167.1,0,0,9.53,0,0

96,23:45-24:00,6.52,342.53,0,0,15.46,47.33,0,11.58,0,0,77.58,44.92,0,0,3.54,0,60.23,0,344.25,0,0,0,4.01,0,121.71,141.78,11.91,0.08,0,33.98,0,42.15,29.48,40.4,20.96,48.13,0,59.19,0,45.1,0,45.27,0,0,20.01,21.37,1.44,28.98,0,127.6,70.87,43.71,0,53.79,18.21,76.69,0,0,0,686.07,0,98.87,0,0,167.1,0,0,9.55,1.62,0

