Block,Time,SEWA2,SINGRAULI,DULHASTI,SINGRAULI_HYDRO,KOLDAM,RIHAND3,JHAJJAR,RIHAND2,UNCHAHAR2,BSIUL,URI2,AURY_CRF,DADRT2,AURY_GF,CHAMERA3,UNCHAHAR4,DADRI_GF,ANTA_LF,NAPP,ANTA_CRF,AURY_RF,DADRI_RF,TANAKPUR,CHAMERA1,ANTA_GF,KOTESHWR,CHAMERA2,PARBATI3,ANTA_RF,UNCHAHAR3,UNCHAHAR1,SALAL,TANDA2,DADRI_CRF,RAPPC,DADRI_LF,TEHRI,NJPC,URI,KISHANGANGA,DHAULIGNGA,RAPPB,RIHAND1,RAMPUR,AURY_LF,BRBCL,FSTPP I & II,KHSTPP-II,SASAN,KHSTPP-I,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,35.047584,0.000000,0.000000,0.000000,83.554579,0.000000,0.000000,18.944030,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

2,00:15-00:30,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,35.047584,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,19.240016,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

3,00:30-00:45,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,6.372288,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,19.059399,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

4,00:45-01:00,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,3.186144,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,18.627067,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

5,01:00-01:15,0.000000,111.374011,0.000000,0.772929,0.000000,43.472299,230.995440,90.665903,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,3.186144,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,16.594696,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

6,01:15-01:30,0.000000,111.374011,0.000000,0.772929,0.000000,43.472299,230.995440,90.665903,24.194300,0.000000,9.058577,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,3.186144,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,14.671945,10.969282,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,111.374011,0.000000,0.772929,0.000000,43.472299,230.995440,90.665903,24.194300,0.000000,9.058577,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,3.186144,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,14.814240,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,111.374011,0.000000,0.772929,0.000000,43.472299,230.995440,90.665903,24.194300,0.000000,9.058577,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,3.186144,0.000000,0.000000,0.000000,59.347319,0.000000,0.000000,15.665188,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,120.631333,0.000000,0.772929,0.000000,57.593280,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,15.191409,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,16.046622,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,15.125858,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,5.823371,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,13.182332,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,5.823371,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,15.560711,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,13.656212,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,12.999798,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,16.517851,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,120.815175,0.000000,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,0.000000,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,18.918012,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,14.181804,0.000000,36.640656,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,17.101049,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,14.181804,0.000000,36.640656,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,18.471864,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,14.181804,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,17.022489,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,14.181804,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,17.168819,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,28.363608,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,19.240016,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,120.815175,15.852656,0.772929,0.000000,59.480460,230.995440,113.636250,24.194300,0.000000,7.117453,0.000000,359.903440,0.000000,0.000000,0.000000,0.000000,0.000000,41.815831,0.000000,0.000000,0.000000,0.369697,0.000000,0.000000,8.536788,0.000000,0.000000,0.000000,14.862900,13.160160,1.341413,0.000000,0.000000,52.249298,0.000000,28.363608,0.000000,1.593072,0.000000,0.000000,0.000000,83.694000,0.000000,0.000000,18.552743,9.600760,79.740180,402.856740,24.848460,0.000000,0,0,0,0,0

