Block,Time,KGSU1AND2,KHSTPP-I,KOLDAM,RAPPB,RAPPC,RIHAND3,TANDA2,TEHRI,UNCHAHAR4,ANTA_GF,KKNP,NLCEXP,NLCIIST2,URI,URI2,CHAMERA3,DHAULIGNGA,JHAJJAR,MAPS,NLCTS2EXP,NTPL,PARBATI3,SALAL,SASAN,SINGRAULI,TelanganaSTPP,CHAMERA1,CHAMERA2,KGSU3AND4,KHSTPP-II,NAPP,NJPC,NNTPP,RIHAND2,RSTPSU7,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_CRF,KISHANGANGA,NLCIIST1,PARBATI2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,VALLURNTECL,DADRT2,FSTPP I & II,KKNPPU2,KOTESHWR,KUDGI,RAMPUR,SEWA2,SIMHST2,TANAKPUR,AURY_CRF,AURY_RF,BRBCL,RSTPSU1TO6,TALA,AURY_GF,AURY_LF,DADRI_GF,DADRI_LF,BSIUL,DULHASTI,TALST2,UNCHAHAR1,UNCHAHAR3,DADRI_RF
34,08:15-08:30,0,45.53,0,0,35.14,130.75,2.68,0,3.18,0,0,0,0,49.68,38.05,0,10.93,600.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.92,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,3.91,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

35,08:30-08:45,0,45.53,0,0,35.14,130.75,3.58,0,3.18,0,0,0,0,49.68,38.05,0,10.93,550.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.92,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,4,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

36,08:45-09:00,0,45.53,0,0,35.14,130.75,3.58,0,3.18,0,0,0,0,49.68,38.05,0,10.93,550.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.92,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,4.09,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

37,09:00-09:15,0,45.53,0,0,35.14,130.75,3.86,0,3.18,0,0,0,0,49.68,38.05,0,10.93,450.51,0,0,0,4.29,39.51,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.66,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,4.17,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

38,09:15-09:30,0,45.53,0,0,35.14,130.75,3.86,0,3.18,0,0,0,0,48.02,38.05,0,10.93,450.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.66,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,4.29,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

39,09:30-09:45,0,45.53,0,0,35.14,130.75,4.09,0,3.18,0,0,0,0,48.02,38.05,0,10.93,450.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,55.26,0,124.53,0,0,0,52.66,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,3.53,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

40,09:45-10:00,0,45.53,0,0,35.14,130.75,4.09,0,3.18,0,0,0,0,48.02,38.05,0,10.93,450.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,27.52,0,124.53,0,0,0,52.66,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,1.09,18.88,0,1.79,0,85.35,20,0,3.62,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

41,10:00-10:15,0,45.53,0,0,35.14,130.75,4.31,0,3.18,0,0,0,0,48.02,38.05,0,10.93,450.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,52.14,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,3.88,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

42,10:15-10:30,0,45.53,0,0,35.14,130.75,4.31,0,3.18,0,0,0,0,48.02,38.05,0,10.93,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,52.14,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,3.94,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

43,10:30-10:45,0,45.53,0,0,35.14,130.75,4.54,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,52.14,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,1.88,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

44,10:45-11:00,0,45.53,0,0,35.14,130.75,4.77,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,52.14,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,1.86,0,0,0,0,13.04,39.62,0,21.63,27.67,74.38

45,11:00-11:15,0,45.53,0,0,35.14,130.75,4.99,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,51.61,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,1.88,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

46,11:15-11:30,0,45.53,0,0,35.14,130.75,5.22,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,51.61,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,1.88,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

47,11:30-11:45,0,45.53,0,0,35.14,130.75,5.44,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,24.61,0,124.53,0,0,0,51.61,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0.97,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

48,11:45-12:00,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,48.02,38.05,0,0,430.51,0,0,0,4.29,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,0,0,124.53,0,0,0,51.61,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0,18.88,0,1.79,0,85.35,20,0,0.38,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

49,12:00-12:15,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,0,430.51,0,0,0,0,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,0,0,124.53,0,0,0,51.61,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0,18.88,0,1.79,0,85.35,20,0,0.38,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

50,12:15-12:30,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,0,430.51,0,0,0,0,51.13,418.77,150.25,0,42.15,0,0,148.3,50.94,0,0,124.53,0,0,0,51.09,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

51,12:30-12:45,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,0,430.51,0,0,0,0,51.13,418.77,150.25,0,28.1,0,0,148.3,50.94,0,0,124.53,0,0,0,51.09,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

52,12:45-13:00,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,51.34,38.05,0,0,430.51,0,0,0,0,51.13,418.77,150.25,0,28.1,0,0,148.3,50.94,0,0,124.53,0,0,0,51.09,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,0,0,0,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

53,13:00-13:15,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,51.34,38.05,0,0,430.51,0,0,0,0,51.13,418.77,150.25,0,28.1,0,0,148.3,50.94,0,0,124.53,0,0,0,51.09,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

54,13:15-13:30,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,51.34,38.05,0,0,440.51,0,0,0,0,51.13,418.77,150.25,0,16.59,0,0,148.3,50.94,0,0,124.53,0,0,0,51.09,0,8.56,0,0,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

55,13:30-13:45,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,51.34,38.05,0,0,440.51,0,0,0,0,51.13,418.77,150.25,0,16.59,0,0,148.3,50.94,24.61,0,124.53,0,0,0,51.09,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,0.97,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

56,13:45-14:00,0,45.53,0,0,35.14,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,0,440.51,0,0,0,0,51.13,418.77,150.25,0,16.59,0,0,148.3,50.94,55.26,0,124.53,0,0,0,51.09,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,19.81,0,21.63,27.67,74.38

57,14:00-14:15,0,45.53,0,0,45.28,130.75,5.65,0,3.18,0,0,0,0,48.57,38.05,0,10.93,440.51,0,0,0,0,39.51,418.77,150.25,0,16.59,0,0,148.3,50.94,55.26,0,124.53,0,0,0,51.09,0,8.56,0,11.24,46.48,0,1,20.77,0,688.87,15.99,0,10.41,0,2.18,18.88,0,1.79,0,85.35,20,0,0.41,0,0,0,0,6.52,39.62,0,21.63,27.67,74.38

