Block,Time Block,DADRI_LF,DADRI_RF,DADRI_CRF,AURY_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,SINGRAULI_HYDRO,TALA,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,ANTA_GF,ANTA_CRF,ANTA_RF,ANTA_LF,PARBATI2,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,RIHAND3,RAPPB,SEWA2,RAMPUR,RIHAND2,SASAN,PARBATI3,RIHAND1,SINGRAULI,SIMHST1,SIMHST2,NLCTS2EXP,NNTPP,NTPL,DULHASTI,FSTPP I & II,KGSU1AND2,JHAJJAR,KOLDAM,NLCIIST1,NJPC,MAPS,NLCIIST2,NAPP,NLCEXP,DADRT2,DHAULIGNGA,KOTESHWR,KUDGI,CHAMERA3,CHAMERA1,CHAMERA2,BRBCL,BSIUL,KHSTPP-I,KGSU3AND4,KISHANGANGA,KKNPPU2,KHSTPP-II,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,95.61,0,0,1.05,80.7,335.68,0,84.14,138.98,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,6.27,31.14,0,8.13,0,97.44,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,95.61,0,0,1.05,80.7,335.68,0,84.14,138.98,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,0,10.01,0,0,0,0,19.24,6.27,31.14,0,8.13,0,96.18,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,107.19,0,0,1.05,94.32,335.68,0,77.35,121.56,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,9.88,10.01,0,0,0,0,19.24,6.27,30.2,0,8.13,0,93.64,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,107.19,0,0,1.05,94.32,335.68,0,77.35,121.56,0,0,0,0,0,19.06,9.39,0,351.19,0,0,26.58,0,0,49.88,0,284.72,9.88,10.01,0,0,0,0,19.24,6.27,30.13,0,8.13,0,93.64,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,115.92,0,0,2.1,82.94,335.68,0,71.47,132.39,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,284.72,9.88,10.01,0,0,0,0,19.24,6.27,29.84,0,8.13,0,85.26,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,27.32,33.98,0,12.59,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,115.92,0,0,2.1,82.94,335.68,0,71.47,132.39,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,284.72,9.88,10.01,0,0,0,0,19.24,6.27,29.84,0,8.13,0,84.92,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,23.79,33.98,12.56,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,108.64,0,0,2.1,80.7,335.68,4.13,63.34,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,339.92,9.88,10.01,0,0,0,0,19.24,6.27,27.35,0,8.13,0,78.46,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0.9,0,36.6,16.44,0,0.24,0,23.79,33.98,12.56,11.85,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,108.64,0,0,2.1,99.78,335.68,4.13,83.72,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,0,13.07,0,19.24,6.27,31.87,0,8.13,0,103.05,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0.9,0,36.6,17.62,0,0.24,0,26.61,33.98,12.56,12.8,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,119.22,0,0,2.1,104.71,335.68,16.22,92.23,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,0,13.51,0,19.24,6.27,31.07,0,8.13,0,96.38,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0.9,0,36.6,17.62,0,0.24,0,26.61,33.98,24.81,12.8,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,125.57,0,0,2.1,118.33,335.68,16.22,85.59,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,0,13.51,0,19.24,6.27,31.07,0,8.13,0,93.54,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0.9,0,36.6,17.62,0,0.24,0,26.41,33.45,25.12,12.95,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,125.57,0,0,2.1,118.33,335.68,18.86,89.44,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,0,27.03,0,19.24,6.27,29.97,0,8.13,0,104.1,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0.9,0,36.6,17.62,0,0.24,0,26.41,33.45,37.69,12.95,0,1.75,3,0,0,0,0,0,0,66.47,0,25.71,125.57,0,0,2.1,118.33,335.68,18.86,92.23,140.58,0,0,0,0,0,19.06,9.39,0,351.19,0,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,11.21,27.03,3.16,19.24,6.27,29.97,0,8.13,0,104.1,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0.9,0,36.6,17.62,0,0.24,0,31.54,33.45,37.69,15.65,0,1.75,3,0,0,0,0,7.2,0,66.47,0,25.71,125.57,0,0,2.1,118.33,335.68,18.86,92.23,140.58,0,0,0,0,0,19.06,10.06,0,437.76,1.85,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,11.21,27.03,15.63,19.24,6.27,39.58,0,8.13,0,123.87,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0.9,0,36.6,21.26,0,0.24,0,33.49,33.45,37.69,15.94,0,1.75,3,0,0,0,0,14.41,0,66.47,0,25.71,125.57,0,18.16,2.1,118.33,335.68,18.86,92.23,140.58,0,0,0,0,0,19.06,10.29,0,281.58,3.7,0,53.15,0,0,49.88,0,361.67,9.88,10.01,0,11.21,40.54,15.63,19.24,6.27,41.78,0,8.13,0,123.87,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0.9,0,36.6,24.08,0,0.24,0,37.62,33.45,37.69,17.78,0,0.78,3,0,0,0,0,21.61,0,66.47,0,25.71,125.57,0,18.16,3.14,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,38.11,10.68,0,365.62,5.54,0,79.4,0,0,49.88,0,361.82,10.51,10.01,0,11.21,40.54,15.63,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,38.24,37.69,19.9,0,1.31,3,0,0,0,0,28.84,0,66.47,0,25.71,125.57,0,18.16,4.19,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,38.11,10.68,0,365.62,7.4,0,106.32,0,0,49.88,0,432.05,21.03,10.01,0,22.41,40.54,31.25,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,38.24,37.69,19.87,0,1.79,3,0,0,0,0,28.84,0,66.47,0,25.71,125.57,0,19.31,5.17,108.26,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,10.68,0,365.62,7.4,0,132.89,0,0,49.88,0,432.05,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,38.24,37.69,19.87,0,1.81,3,0,0,0,0,28.84,0,66.47,0,25.71,125.57,0,19.31,5.17,108.26,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,10.68,0,390.85,7.4,0,132.89,0,0,49.88,0,453.05,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,38.24,37.69,19.87,0,1.81,3,0,0,0,0,28.84,0,66.47,0,25.71,125.57,0,19.31,5.17,107.3,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,10.68,0,387.11,7.4,0,132.89,0,0,49.88,0,439.45,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,33.45,37.69,19.87,0,1.81,3,0,0,0,0,28.84,0,66.47,0,25.71,125.57,0,19.31,5.17,108.26,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,10.68,0,387.11,7.4,0,132.89,0,0,49.88,0,478.99,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,33.45,37.69,19.87,0,1.81,3,0,0,0,0,42.81,0,66.47,0,25.71,125.57,0,19.31,5.17,102.49,335.68,38.32,87.5,140.58,0,0,0,0,0,57.17,10.68,0,387.11,7.4,0,132.89,0,0,49.88,0,471.83,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,33.45,37.69,19.87,0,1.81,3,0,0,0,0,42.81,0,66.47,0,25.71,125.57,0,19.31,5.17,102.49,335.68,38.32,87.51,140.58,0,0,0,0,0,57.17,10.68,0,387.11,7.4,0,132.89,0,0,49.88,0,471.83,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0.9,0,36.6,25.57,0,0.24,0,42.1,33.45,37.69,19.87,0,1.81,3,0,0,0,0,42.81,0,66.47,0,25.71,125.57,0,19.31,5.17,117.88,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,387.11,7.4,0,132.89,0,0,49.88,0,464.95,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,42.81,0,66.47,0,25.71,125.57,0,19.31,4.67,102.49,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,390.85,7.4,0,118.36,0,0,49.88,0,464.95,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,21.61,0,66.47,0,25.71,125.57,0,18.16,4.67,102.49,335.68,32.43,92.23,140.58,0,0,0,0,0,57.17,13.12,0,387.11,5.54,0,118.36,0,0,49.88,0,465.06,21.03,10.01,0,33.65,40.54,46.88,19.24,3.17,44.03,0,8.13,0,141.21,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,21.61,0,66.47,0,25.71,125.57,0,18.16,4.67,118.33,335.68,32.43,87.5,140.58,0,0,0,0,0,57.17,13.12,0,390.85,5.54,0,118.36,0,0,49.88,0,465.06,21.03,10.01,0,33.65,40.54,46.88,19.24,3.17,44.03,0,8.13,0,141.21,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,21.61,0,66.47,0,25.71,125.57,0,18.16,4.67,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,57.17,13.12,0,390.85,5.54,0,118.36,0,0,49.88,0,525.2,21.03,10.01,0,33.65,40.54,46.88,19.24,3.17,44.03,0,8.13,0,141.21,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,32.44,0,66.47,0,25.71,125.57,0,18.16,4.67,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,57.17,13.12,0,308.57,5.54,0,118.36,0,0,49.88,0,525.2,21.03,10.01,0,33.65,40.54,46.88,19.24,3.17,44.03,0,8.13,0,141.21,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,42.81,0,66.47,0,12.85,125.57,0,19.31,4.67,118.33,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,207.46,7.4,0,118.36,0,0,49.88,0,525.2,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,42.81,0,66.47,0,12.85,125.57,0,19.31,5.17,118.33,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,207.46,7.4,0,132.89,0,0,49.88,0,501.15,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0.9,0,36.6,26,0,0.24,0,42.19,33.45,37.69,20.1,0,1.75,3,0,0,0,0,42.81,0,66.47,0,12.85,125.57,0,19.31,5.17,118.33,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,255.56,7.4,0,132.89,0,0,49.88,0,453.05,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0.9,0,36.6,26,0,0.24,0,42.19,33.45,37.69,20.1,0,0.55,3,0,0,0,0,42.81,0,66.47,0,12.85,125.57,0,19.31,4.19,118.33,335.68,38.32,92.23,140.58,0,0,0,0,0,57.17,13.12,0,265.18,7.4,0,106.32,0,0,49.88,0,453.05,42.05,11.13,0,33.65,40.54,46.88,19.24,18.81,44.03,0,8.13,0,141.21,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,21.61,0,66.47,0,12.85,125.57,0,18.16,3.08,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,38.11,13.12,0,313.38,5.54,0,78.12,0,0,49.88,0,519.81,21.03,10.01,0,22.41,40.54,46.88,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.24,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,7.2,0,66.47,0,12.85,125.57,0,18.16,1.97,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,19.06,13.12,0,390.72,3.7,0,50.03,0,0,49.88,0,585.66,10.51,10.01,0,22.41,40.54,46.88,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.74,0,42.1,33.45,37.69,19.9,0,1.81,3,0,0,0,0,3.61,0,66.47,0,12.85,125.57,0,18.16,1.05,118.33,335.68,32.43,92.23,140.58,0,0,0,0,0,19.06,13.12,0,390.85,1.85,0,26.58,0,0,49.88,0,585.66,0,10.01,0,22.41,40.54,46.88,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.74,0,42.1,33.45,25.12,19.9,0,1.81,3,0,0,0,0,0,0,66.47,0,12.85,125.57,0,18.16,0,118.33,335.68,18.86,92.23,140.58,0,0,0,0,0,19.06,13.12,0,390.85,1.85,0,0,0,0,49.88,0,585.66,0,10.01,0,22.41,40.54,46.88,19.24,6.27,44.03,0,8.13,0,141.21,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.74,0,42.1,33.45,25.12,19.9,0,1.81,3,0,0,0,0,0,0,66.47,0,12.85,125.57,0,18.16,0,108.26,335.68,18.86,92.23,140.58,0,0,0,0,0,19.06,13.12,0,487.19,0,0,0,0,0,49.88,0,547.48,0,10.01,0,22.41,27.03,46.88,19.14,12.54,44.03,0,8.13,0,141.21,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0.9,0,36.6,25.62,0,0.74,0,42.1,33.45,25.12,19.9,0,1.81,3,0,0,0,0,0,0,66.47,0,12.85,125.57,0,18.16,0,108.26,335.68,16.22,92.23,140.58,0,0,0,0,0,19.06,13.12,0,487.19,0,0,0,0,0,49.88,0,547.48,0,10.01,0,22.41,13.51,46.88,17.6,12.54,44.03,0,8.13,0,141.21,0,0,0,0,0,0

