Block,Time,BSIUL,CHAMERA2,CHAMERA3,CHAMERA1,URI,URI2,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,TANDA2,KOTESHWR,NAPP,PARBATI3,RAPPB,RAPPC,RIHAND2,SINGRAULI,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,RAMPUR,RIHAND3,SALAL,RIHAND1,NJPC,SEWA2,KISHANGANGA,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
8,01:45-02:00,13.0416,39.51012,29.062808,42.66,46.368,31.6122,0.87998,13.1943,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,85.988,92,153.6034,10.55736,0,0,59.73,0,0,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,79.69,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,10.703,399.375

9,02:00-02:15,13.0416,39.51012,29.062808,42.66,46.368,32.41932,0.87998,13.1943,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,85.988,92,153.6034,10.55736,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,26.46,10.0009,10.703,410.625

10,02:15-02:30,13.0416,39.51012,29.062808,42.66,44.16,32.41932,0.87998,13.1943,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,85.988,92,153.6034,10.55736,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,26.46,10.0009,10.703,416.25

11,02:30-02:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,13.1943,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,85.988,92,153.6034,10.55736,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

12,02:45-03:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,13.1943,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,85.988,92,153.6034,10.55736,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

13,03:00-03:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,10.55736,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

14,03:15-03:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,40.8435,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,10.55736,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

15,03:30-03:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,10.55736,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

16,03:45-04:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

17,04:00-04:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

18,04:15-04:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.51,416.25

19,04:30-04:45,13.0416,39.51012,29.062808,42.66,46.368,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.927,416.25

20,04:45-05:00,13.0416,39.51012,29.062808,42.66,46.368,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.927,416.25

21,05:00-05:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,5.1987,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.927,416.25

22,05:15-05:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,2.5327,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,12.927,416.25

23,05:30-05:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,72.66,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,13.622,416.25

24,05:45-06:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,86.81,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,13.622,416.25

25,06:00-06:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

26,06:15-06:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

27,06:30-06:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,16.350412,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

28,06:45-07:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,41.403,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

29,07:00-07:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

30,07:15-07:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,98.34375,24.99,10.0009,14.253199,416.25

31,07:30-07:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,108.4666,24.99,10.0009,14.253199,416.25

32,07:45:08:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,108.4666,24.99,10.0009,14.253199,416.25

33,08:00-08:15,13.0416,39.51012,29.062808,42.66,46.368,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,120.635,24.99,12.089,14.253199,416.25

34,08:15-08:30,13.0416,39.51012,29.062808,42.66,46.368,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,125.88,19.11,12.5286,14.253199,416.25

35,08:30-08:45,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,125.88,19.11,12.9682,14.253199,416.25

36,08:45:09:00,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.87998,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,125.88,19.11,12.9682,14.253199,416.25

37,09:00:09:15,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,131.125,19.11,13.4078,14.253199,416.25

38,09:15-09:30,13.0416,39.51012,29.062808,42.66,44.16,31.6122,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,131.125,19.11,13.8474,14.253199,416.25

39,09:30-09:45,0,39.51012,29.062808,42.66,44.16,31.6122,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,0,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,136.37,16.17,14.287,14.253199,417.375

40,09:45-10:00,0,39.51012,29.062808,42.66,44.16,31.6122,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,141.615,16.17,14.5068,14.253199,417.375

41,10:00-10:15,0,39.51012,29.062808,42.66,44.16,32.41932,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.4894,16.17,14.5068,14.253199,417.375

42,10:15-10:30,0,39.51012,29.062808,42.66,44.16,32.41932,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.4894,16.17,15.00135,14.253199,417.375

43,10:30-10:45,0,39.51012,29.062808,42.66,44.16,32.41932,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.4894,16.17,15.00135,14.253199,417.375

44,10:45-11:00,0,39.51012,29.062808,42.66,46.368,32.41932,0.89911,12.0414,67.536,19.414,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,59.73,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.4894,16.17,15.00135,14.253199,417.375

45,11:00-11:15,6.5538,39.51012,29.062808,42.66,46.368,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

46,11:15-11:30,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.96875,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

47,11:30-11:45,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

48,11:45-12:00,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

49,12:00-12:15,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

50,12:15-12:30,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.778,147.515625,16.17,15.00135,14.253199,418.77

51,12:30-12:45,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,16.17,15.00135,14.253199,418.77

52,12:45-13:00,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,15.276,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,16.17,15.00135,14.253199,418.77

53,13:00-13:15,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,16.17,15.00135,14.253199,418.77

54,13:15-13:30,6.5538,39.51012,29.062808,42.66,45.264,31.6122,0.91824,12.0414,67.536,19.6995,42.392196,26.39091,0,0,35.496,38.7684,3.1825,0,52.029,118.125,103.125,686.779958,36.5917,49.436556,653.1525,0,0,123.665625,84.245,92,153.6034,0,0,0,58.644,0,2.172,0,80.008,0,0,0,33.6,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.0815,147.515625,16.17,15.00135,14.253199,418.77

