Block,Time Block,BSIUL,BRBCL,CHAMERA3,DADRT2,CHAMERA2,CHAMERA1,DADRI_LF,DADRI_RF,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,RSTPSU7,NTPL,RSTPSU1TO6,PARBATI3,RIHAND3,RAPPB,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,TEHRI,SALAL,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,UNCHAHAR2,AURY_CRF,URI,ANTA_CRF,AURY_RF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,NLCEXP,KHSTPP-I,KHSTPP-II,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,6.28,19.27,0,304.53,0,0,0,0,92.13,0,0,62,0,0,0,49.53,0,0,0,0,88.32,0,399.9,0,1.48,0,0,0.7,0,0,9.9,12.88,0,91.62,11.45,0,0,25.92,0,16.48,0,0,0,24.32,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

62,15:15-15:30,6.28,19.27,0,304.53,0,0,0,0,92.13,0,0,62,0,0,0,49.53,0,0,0,0,88.32,0,403.57,0,1.48,0,0,0.7,0,0,9.9,12.88,9.5,91.62,11.45,0,0,25.92,0,16.48,0,0,0,24.32,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

63,15:30-15:45,6.28,19.27,0,304.53,0,0,0,0,76.33,0,0,54.68,0,0,0,49.53,0,0,0,0,88.32,0,403.57,0,1.48,0,0,0.7,0,0,20.15,12.88,9.5,77.76,11.45,0,0,25.92,0,16.48,0,0,0,23.07,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

64,15:45-16:00,6.28,19.27,0,304.53,0,0,0,0,76.33,0,0,54.68,0,0,0,49.53,0,0,0,0,88.32,0,403.57,0,1.48,0,0,0.7,0,0,21.01,12.88,9.5,77.76,11.45,0,0,25.92,0,16.48,0,0,0,23.07,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,11.35,0,341.15,0,0,0,0,0

65,16:00-16:15,6.28,19.27,0,362.35,0,0,0,0,98.64,0,0,81.22,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,14.56,9.5,86.51,11.45,0,0,25.92,0,16.48,0,0,0,23.07,0,38.31,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.37,0,341.15,0,0,0,0,0

66,16:15-16:30,6.28,19.27,0,362.35,0,0,0,0,98.64,0,0,81.22,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,68.31,9.5,86.51,11.45,0,0,25.92,0,16.48,0,0,0,23.07,0,38.31,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,0,341.15,0,0,0,0,0

67,16:30-16:45,6.28,19.27,0,362.35,0,0,0,0,110.16,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,68.31,9.5,100.37,11.45,0,0,25.92,0,16.48,0,0,0,22.46,0,38.31,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,0,341.15,0,0,0,0,0

68,16:45-17:00,6.28,19.27,0,362.35,0,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,68.31,9.5,100.37,11.45,0,0,25.92,0,16.48,0,0,0,22.46,0,38.31,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,0,341.15,0,0,0,0,0

69,17:00-17:15,6.28,19.27,0,362.35,3.22,0,0,0,104.45,0,0,83.99,0,0,0,49.53,0,0,0,0,107.49,0,403.57,0,1.48,0,0,0.7,0,0,31.51,25.76,15.24,91.14,11.45,0,0,25.92,0,16.48,0,0,0,22.46,0,32.99,0,0,0,0,0,0,0,0,0,22.54,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

70,17:15-17:30,6.28,19.27,9.33,362.35,12.69,0,0,0,97.48,0,0,81.7,0,0,0,49.53,0,0,0,0,107.49,0,403.57,0,1.48,0,0,0.7,0,0,31.51,14.56,15.24,91.14,11.45,0,0,25.92,0,16.48,0,0,0,22.46,0,32.99,0,0,0,0,0,0,0,0,0,45.63,0,0,41.06,8.55,0,0,24.59,78.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

71,17:30-17:45,12.57,19.27,9.33,362.35,12.69,0,0,0,97.48,0,0,81.7,0,0,0,49.53,0,0,0,0,107.49,0,403.57,0,1.48,0,0,0.7,0,0,31.51,14.56,15.24,91.14,11.45,0,0,25.92,0,13.99,0,0,0,22.46,0,32.99,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,8.55,0,0,32.02,91.61,0,0,0,12.52,15.88,341.15,0,0,0,0,0

72,17:45-18:00,12.57,19.27,9.33,362.35,25.38,12.72,0,0,93.71,0,0,80.29,0,0,0,49.53,0,0,0,0,104.2,0,403.57,0,1.48,0,0,0.7,0,0,31.51,14.56,15.24,91.14,11.45,0,0,25.92,0,13.99,0,0,0,22.46,0,32.99,0,0,0,0,0,0,0,0,0,100.39,0,0,41.06,8.55,0,0,32.02,100.27,0,0,7.63,13.59,15.88,341.15,0,0,0,0,0

73,18:00-18:15,12.57,19.27,18.65,416.66,25.38,23.68,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,118.04,0,403.57,0,1.48,0,0,0.7,0,0,31.51,14.56,15.24,100.37,13.34,0,0,25.92,0,17.62,0,0,0,26.62,0,32.99,0,0,0,0,0,0,0,0,0,112.7,0,0,41.06,17.11,0,0,39.58,123.74,0,0,15.27,11.35,31.76,345.56,0,0,0,0,0

74,18:15-18:30,18.85,19.27,28.01,450.25,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,15.95,0,0,25.92,0,20.81,0,0,0,33.36,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,17.61,12.46,47.64,345.56,0,0,0,0,0

75,18:30-18:45,18.85,19.27,28.01,430.83,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,15.95,0,0,25.92,0,20.81,0,0,0,33.36,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,35.22,12.46,47.64,427.88,0,0,0,0,0

76,18:45-19:00,18.85,19.27,28.01,433.65,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,15.95,0,0,25.92,0,20.81,0,0,0,33.36,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,35.22,12.46,47.64,510.39,0,0,0,0,0

77,19:00-19:15,18.85,19.27,28.01,488.01,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,3.68,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,25.92,0,24.07,0,0,0,39.04,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,35.22,15.41,47.64,535.34,0,0,0,0,0

78,19:15-19:30,18.85,19.27,28.01,504.52,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,15.94,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,25.92,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,35.22,15.41,47.64,535.34,0,0,0,0,0

79,19:30-19:45,18.85,19.27,28.01,504.52,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,15.94,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,135.26,0,0,41.06,37.63,0,0,44.17,142.43,0,0,26.42,15.41,47.64,535.34,0,0,0,0,0

80,19:45-20:00,18.85,19.27,28.01,504.52,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,90.16,0,0,41.06,37.63,0,0,44.17,142.43,0,0,17.61,15.41,47.64,535.34,0,0,0,0,0

81,20:00-20:15,12.57,19.27,18.65,504.52,38.08,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,17.58,0,0,44.17,142.43,0,0,17.61,15.41,31.76,535.34,0,0,0,0,0

82,20:15-20:30,12.57,19.27,9.33,504.52,25.38,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,31.9,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,8.55,0,0,44.17,142.43,0,0,17.61,15.41,15.88,535.34,0,0,0,0,0

83,20:30-20:45,6.28,19.27,9.33,436.28,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,15.94,119.82,0,403.57,0,1.48,0,0,0.7,0,0,41.16,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,8.55,0,0,44.17,142.43,0,0,17.61,15.41,15.88,508.46,0,0,0,0,0

84,20:45-21:00,6.28,19.27,9.33,434.01,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,3.44,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,67.62,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,508.46,0,0,0,0,0

85,21:00-21:15,12.57,19.27,9.33,501.76,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,31.51,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,45.08,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,535.34,0,0,0,0,0

86,21:15-21:30,12.57,19.27,9.33,499.31,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,30.23,25.76,15.24,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,47.83,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,535.34,0,0,0,0,0

87,21:30-21:45,12.57,19.27,9.33,469.29,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,30.23,25.76,10.15,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,27.38,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,508.46,0,0,0,0,0

88,21:45-22:00,12.57,19.27,9.33,467.05,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,25.76,10.15,100.37,20.09,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,508.46,0,0,0,0,0

89,22:00-22:15,12.57,19.27,9.33,470.74,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,25.76,10.15,100.37,15.91,0,0,28.53,0,20.67,0,0,0,33.16,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,8.81,15.41,15.88,508.46,0,0,0,0,0

90,22:15-22:30,12.57,19.27,9.33,476.88,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,25.76,5.08,100.37,15.91,0,0,28.53,0,20.67,0,0,0,33.16,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,508.46,0,0,0,0,0

91,22:30-22:45,12.57,19.27,9.33,472.39,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,12.88,5.08,100.37,15.91,0,0,28.53,0,20.67,0,0,0,33.16,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,508.46,0,0,0,0,0

92,22:45-23:00,12.57,19.27,9.33,477.47,12.69,40.62,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,12.88,5.08,100.37,15.91,0,0,28.53,0,20.67,0,0,0,33.16,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,508.46,0,0,0,0,0

93,23:00-23:15,12.57,19.27,9.33,475.98,12.69,30.08,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,12.88,0,100.37,18.17,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,533.51,0,0,0,0,0

94,23:15-23:30,12.57,19.27,9.33,478.45,12.69,13.48,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,20.15,12.88,0,100.37,18.17,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,533.51,0,0,0,0,0

95,23:30-23:45,12.57,19.27,9.33,481.64,12.69,13.48,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,9.9,12.88,0,100.37,9.36,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,508.46,0,0,0,0,0

96,23:45-24:00,12.57,18.84,0,483.71,12.69,0,0,0,114.45,0,0,88.66,0,0,0,49.53,0,0,0,0,119.82,0,403.57,0,1.48,0,0,0.7,0,0,9.9,12.88,0,100.37,9.36,0,0,28.53,0,25.35,0,0,0,40.85,0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,41.06,8.55,0,0,44.17,142.43,0,0,0,15.41,15.88,508.46,0,0,0,0,0

