Block,Time,FSTPP I & II,KHSTPP-II,KOLDAM,NJPC,NNTPP,RIHAND1,SEWA2,TALA,UNCHAHAR4,ANTA_CRF,AURY_CRF,BSIUL,KGSU3AND4,KOTESHWR,NTPL,PARBATI3,RAMPUR,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRI_CRF,CHAMERA3,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NLCIIST1,RIHAND2,RSTPSU7,UNCHAHAR1,DULHASTI,KUDGI,NAPP,TANDA2,DADRI_GF,BRBCL,CHAMERA2,MAPS,NLCEXP,NLCTS2EXP,RAPPB,RIHAND3,SASAN,URI,CHAMERA1,JHAJJAR,NLCIIST2,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,DADRI_LF,KKNP,RSTPSU1TO6,SALAL,UNCHAHAR2,URI2,ANTA_RF,AURY_LF,DADRT2,KHSTPP-I,KKNPPU2,RAPPC,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_GF,ANTA_LF,AURY_GF,DADRI_RF
29,07:00-07:15,14.47,148.3,0,113.64,0,92,7.9,0,0,0,0,13.04,0,9.86,0,16.55,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,26.49,28.1,654.3,0,0,0,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

30,07:15-07:30,14.47,148.3,0,113.64,0,92,15.81,0,0,0,0,13.04,0,9.86,0,16.55,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,4.97,28.1,654.3,0,0,0,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

31,07:30-07:45,14.47,148.3,0,113.64,0,92,15.81,0,0,0,0,13.04,0,9.86,0,16.55,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,3.31,28.1,654.3,0,0,5.76,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

32,07:45-08:00,14.47,148.3,0,113.64,0,92,15.81,0,0,0,0,13.04,0,9.86,0,3.56,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,3.31,28.1,654.3,0,0,5.76,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

33,08:00-08:15,14.47,148.3,0,113.64,0,92,15.81,0,0,0,0,13.04,0,9.86,0,0,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,3.31,28.1,654.3,0,0,5.76,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

34,08:15-08:30,14.47,148.3,0,113.64,0,92,9.33,0,0,0,0,13.04,0,9.86,0,0,0,26.39,0,70.59,2.19,19.38,27.41,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,26.34,0,0,0,0,124.32,418.77,3.31,28.1,654.3,0,0,5.76,62.24,0,23.57,0,0,2.33,42.39,4.31,45.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

35,08:30-08:45,14.47,148.3,0,93.56,0,92,0,0,0,0,0,2.2,0,8.88,0,0,0,26.39,0,70.59,2.19,9.67,9.14,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,10,0,0,0,0,124.32,418.77,26.49,12.01,654.3,0,0,5.76,62.24,0,23.57,0,0,2.33,42.39,4.31,45.25,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

36,08:45-09:00,14.47,148.3,0,70.17,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,0,46.68,0,23.57,0,0,2.33,42.39,4.31,45.05,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

37,09:00-09:15,14.47,148.3,0,46.79,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,26.49,0,654.3,0,0,0,46.68,0,23.57,0,0,2.33,42.39,18.83,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

38,09:15-09:30,14.47,148.3,0,21.5,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,32.95,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,4.97,0,654.3,0,0,0,31.12,0,23.57,0,0,2.33,42.39,18.83,44.83,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

39,09:30-09:45,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,3.31,0,654.3,0,0,0,31.12,0,23.57,0,0,2.33,42.39,18.83,44.63,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

40,09:45-10:00,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,3.31,0,654.3,0,0,0,14.62,0,23.57,0,0,2.33,42.39,18.83,44.41,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

41,10:00-10:15,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,3.31,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,18.83,44.31,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

42,10:15-10:30,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,3.31,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,18.83,44.31,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

43,10:30-10:45,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,44.1,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

44,10:45-11:00,14.47,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,16.48,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.89,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

45,11:00-11:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.68,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

46,11:15-11:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.68,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

47,11:30-11:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

48,11:45-12:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,7.73,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.47,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

49,12:00-12:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,6.63,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.36,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

50,12:15-12:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,6.63,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.16,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

51,12:30-12:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,43.16,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

52,12:45-13:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

53,13:00-13:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,4.41,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

54,13:15-13:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,4.41,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

55,13:30-13:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

56,13:45-14:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.11,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.74,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

57,14:00-14:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

58,14:15-14:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

59,14:30-14:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,4.19,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

60,14:45-15:00,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,4.19,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

61,15:00-15:15,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,11.04,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

62,15:15-15:30,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,11.04,0,654.3,0,0,0,0,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

63,15:30-15:45,15.99,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,3.31,0,654.3,0,0,0,15.56,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

64,15:45-16:00,15.19,148.3,0,0,0,92,0,0,0,0,0,0,0,8.88,0,0,0,26.39,0,70.59,2.19,0,0,0,0,0,118.75,0,20.56,0,0,44.53,0,0,20,0,0,0,0,0,124.32,418.77,1.66,0,654.3,0,0,0,15.56,0,23.57,0,0,2.33,42.39,4.31,42.94,0,683.14,33.99,0,53.93,0,0,125.96,0,0,0,0,67.41

