Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.749957,653.1525,49.436556,26.24091,32.82288,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.1276,9.4215,26.622,0,123.665625,45.36,42.14808,0,40.848,13.3224,85.988,0,0,0,0,33.6,0,16.833,0,47.241,0,80.008,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,30.614951,147.515625,24.99,15.00135,11.12,416.25

2,00:15-00:30,29.062808,36.5917,39.51012,686.379957,653.1525,49.436556,26.37091,32.82288,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.1276,9.4215,26.622,0,123.665625,45.36,42.14808,0,40.848,13.3224,85.988,0,0,0,0,33.6,0,16.833,0,47.241,0,80.008,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,29.71525,147.515625,24.99,15.00135,11.12,416.25

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.1276,9.4215,26.622,0,123.665625,45.36,42.14808,0,46.368,13.3224,85.988,0,0,0,0,33.6,0,16.833,0,47.241,0,80.008,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,26.040333,147.515625,24.99,15.00135,11.12,416.25

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,32.82288,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.1276,9.4215,26.622,0,123.665625,45.36,42.14808,0,46.368,13.3224,85.988,0,0,0,0,33.6,0,16.833,0,47.241,0,80.008,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,26.040333,147.515625,24.99,15.00135,11.12,416.25

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,21.5232,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.1276,9.4215,26.622,0,123.665625,45.36,42.14808,0,38.64,13.3224,85.988,0,0,0,0,34.65,0,16.833,0,47.241,0,80.008,0,0,0,0,0,0,0,0,0,87.12,0,0,0,0,0,0,0,0,0,0,26.040333,147.515625,24.99,15.00135,11.12,416.25

