Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01062024/30062024/IEPL01,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04
53,13:00-13:15,33,35.66,74,83.945688,112.5,33,15,79,186,44.5,0,46.67,93,47,74,33,37.5,37.5,92.56,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.420000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,11.530000,53.070000,24.120000,24.120000,0.000000

54,13:15-13:30,33,36,74.33,82.045803,112.5,33,16.2,79,186,44.5,0,46.67,93,47,74.33,33,37.5,37.5,92.56,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.420000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,53.070000,24.120000,24.120000,0.000000

55,13:30-13:45,33,36.66,74.67,81.110475,112.5,33,16.6,79,186,44.5,0,46.67,93,47,74.67,33,37.5,37.5,92.46,0,233.33,22.950000,15.720000,0.000000,7.670000,16.110000,0.000000,6.450000,15.720000,66.190000,0.000000,272.830000,29.010000,26.250000,11.420000,171.700000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,53.070000,24.120000,24.120000,0.000000

56,13:45-14:00,33,36.66,75,79.970544,112.5,33,16.6,78,182,44.5,0,46.67,93,47,75,33,37.5,37.5,92.51,0,233.33,22.950000,15.530000,0.000000,7.670000,15.920000,0.000000,6.450000,15.530000,66.190000,0.000000,272.830000,29.010000,25.740000,11.420000,232.140000,22.950000,0.000000,24.120000,5.570000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,53.070000,24.120000,24.120000,0.000000

57,14:00-14:15,33,36.66,75.33,78.499351,112.5,33,17,76,179,42.23,0,46.67,93,47,75.33,33,37.5,37.5,92.36,0,233.33,22.950000,15.190000,0.000000,7.830000,15.580000,0.000000,6.680000,15.190000,66.190000,0.000000,272.830000,29.010000,25.740000,11.420000,261.970000,22.950000,0.000000,24.120000,5.700000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,53.070000,24.120000,24.120000,0.000000

58,14:15-14:30,33,37.34,75.67,76.706639,112.5,33,17.4,75,175,41.67,0,46.44,93,47,75.67,33,37.5,37.5,92,0,232.22,22.950000,14.690000,0.000000,7.830000,15.050000,0.000000,6.680000,14.690000,66.190000,0.000000,272.830000,29.010000,25.740000,11.420000,261.970000,22.950000,0.000000,24.120000,5.700000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,53.070000,24.120000,24.120000,0.000000

59,14:30-14:45,33,37.66,76,74.514464,112.5,33,18,73,172,40.35,0,45.62,81,41,76,33,37.5,37.5,91.3,0,228.1,22.950000,14.040000,0.000000,7.830000,14.380000,0.000000,6.680000,14.040000,66.190000,0.000000,272.830000,29.010000,25.740000,11.420000,261.970000,22.950000,0.000000,24.120000,5.700000,0.000000,24.120000,48.240000,57.600000,0.000000,24.120000,13.460000,65.170000,24.120000,24.120000,0.000000

60,14:45-15:00,33,38.66,76.67,71.991027,112.5,33,18.8,69,161,39.04,0,44.06,78,39,76.67,33,37.5,37.5,89.4,0,220.33,22.950000,13.440000,0.000000,7.830000,13.770000,0.000000,6.680000,13.440000,115.360000,0.000000,272.830000,29.010000,25.740000,11.420000,261.970000,22.950000,0.000000,24.120000,5.700000,0.000000,24.120000,48.240000,76.510000,0.000000,24.120000,15.330000,94.120000,24.120000,24.120000,0.000000

61,15:00-15:15,33,38,77.67,69.301959,112.5,33,20,64,151,37.37,0,41.83,75,37,77.67,33,37.5,37.5,85.59,0,209.14,22.950000,12.840000,0.000000,8.060000,13.170000,0.000000,6.990000,12.840000,115.360000,0.000000,272.830000,29.010000,26.250000,11.510000,261.970000,22.950000,0.000000,24.120000,5.800000,0.000000,24.120000,48.240000,87.030000,0.000000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

62,15:15-15:30,33,38,78,66.622634,112.5,33,22.21,60,140,35.27,0,39.5,70,35,78,33,37.5,37.5,80.57,0,197.5,22.950000,12.100000,0.000000,8.060000,12.400000,0.000000,6.990000,12.100000,115.360000,0.000000,272.830000,29.010000,27.260000,11.510000,261.970000,22.950000,0.000000,24.120000,5.800000,0.000000,24.120000,48.240000,87.030000,0.000000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

63,15:30-15:45,33,38,78.33,62.705948,112.5,33,24.01,55,130,33.14,0,37.1,63,32,78.33,33,37.5,37.5,75.16,0,185.53,22.950000,11.020000,0.000000,8.060000,11.300000,0.000000,6.990000,11.020000,115.360000,0.000000,272.830000,29.010000,27.260000,11.510000,261.970000,22.950000,0.000000,24.120000,5.800000,0.000000,24.120000,48.240000,87.030000,0.000000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

64,15:45-16:00,33,38,77,58.574916,112.5,33,25.61,52,123,31.58,0,34.64,58,29,77,33,37.5,37.5,69.46,0,173.18,22.950000,10.230000,0.000000,8.060000,10.490000,0.000000,6.990000,10.230000,115.360000,0.000000,272.830000,29.010000,27.260000,11.510000,261.970000,22.950000,0.000000,24.120000,5.800000,0.000000,24.120000,48.240000,87.030000,0.000000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

65,16:00-16:15,33,40.66,78,53.615729,112.5,33,26.61,48,112,29.24,0,31.87,53,26,78,33,37.5,37.5,63.52,0,159.33,22.950000,9.210000,24.120000,8.290000,9.440000,0.000000,7.450000,9.210000,115.360000,48.240000,272.830000,29.010000,27.760000,11.690000,261.970000,22.950000,38.600000,24.120000,6.130000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

66,16:15-16:30,33,40.34,76.33,47.994018,112.5,33,28.21,42,98,25.55,0,29.01,46,23,76.33,33,37.5,37.5,57.27,0,145.04,22.950000,8.180000,24.120000,8.290000,8.380000,0.000000,7.450000,8.180000,115.360000,48.240000,272.830000,29.010000,27.760000,11.690000,261.970000,22.950000,38.600000,24.120000,6.130000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

67,16:30-16:45,33,40.34,76.33,42.469737,112.5,20.87,31.02,36,84,22.05,0,26.03,40,20,76.33,33,37.5,37.5,50.71,0,130.13,22.950000,7.170000,24.120000,8.290000,7.350000,0.000000,7.910000,7.170000,115.360000,48.240000,272.830000,29.010000,27.760000,11.690000,261.970000,22.950000,38.600000,24.120000,6.130000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

68,16:45-17:00,33,40,76.33,37.042886,112.5,10.97,32.22,31,74,20.02,0,23.07,33,17,76.33,33,37.5,37.5,43.4,0,115.34,22.950000,6.030000,24.120000,8.290000,6.180000,0.000000,7.910000,6.030000,115.360000,48.240000,272.830000,29.010000,27.760000,11.690000,261.970000,22.950000,38.600000,24.120000,6.130000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

69,17:00-17:15,33,39,76,31.411432,112.5,4.08,36.22,25,60,16.56,0,19.97,27,13,76,22,37.5,37.5,36,0,99.87,22.950000,4.760000,24.120000,8.830000,4.870000,0.000000,8.380000,4.760000,115.360000,48.240000,272.830000,29.010000,27.760000,12.070000,261.970000,22.950000,38.600000,24.120000,6.490000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

70,17:15-17:30,33,38.66,76,25.643576,112.5,0.58,39.41,19,46,13,0,16.63,19,9,76,11,37.5,37.5,29.2,0,83.17,22.950000,3.620000,24.120000,8.830000,3.710000,0.000000,8.380000,3.620000,115.360000,48.240000,272.830000,29.010000,27.760000,12.070000,261.970000,22.950000,38.600000,24.120000,6.490000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

71,17:30-17:45,24.75,37.66,75.67,19.895206,112.5,0,42.21,15,35,10,0,13.67,15,7,75.67,3,37.5,37.5,22.41,0,68.36,22.950000,2.500000,24.120000,8.830000,2.570000,0.000000,8.380000,2.500000,115.360000,48.240000,272.830000,29.010000,27.760000,12.070000,261.970000,22.950000,38.600000,24.120000,6.490000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

72,17:45-18:00,16.03,37,75.33,14.429383,111.5,0,44.61,7,18,8,0,10.75,10,5,75.33,0,37.16,37.17,15.85,0,53.74,22.950000,1.920000,24.120000,8.830000,1.970000,0.000000,8.380000,1.920000,115.360000,48.240000,272.830000,29.010000,27.760000,12.070000,261.970000,22.950000,38.600000,24.120000,6.490000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

73,18:00-18:15,0,34,70,9.772229,111,0,44.41,4,11,5,0,8.09,5,3,70,0,37,37,10.01,0,40.47,22.950000,1.400000,24.120000,9.210000,1.440000,0.000000,9.000000,1.400000,115.360000,48.240000,272.830000,29.010000,26.250000,12.440000,261.970000,22.950000,38.600000,24.120000,6.870000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

74,18:15-18:30,0,33,69.33,5.884772,110,0,44.61,3,7,4,0,5.7,3,1,69.33,0,36.66,36.67,5.41,0,28.5,22.950000,0.970000,24.120000,9.210000,1.000000,0.000000,9.000000,0.970000,115.360000,48.240000,272.830000,29.010000,26.250000,12.440000,261.970000,22.950000,38.600000,24.120000,6.870000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

75,18:30-18:45,0,31,68,2.484465,109,0,44.81,1,4,3,0,3.9,1,1,68,0,36.34,36.33,2.35,0,19.51,22.950000,0.630000,24.120000,9.210000,0.640000,0.000000,9.000000,0.630000,115.360000,48.240000,272.830000,29.010000,26.250000,12.440000,261.970000,22.950000,38.600000,24.120000,6.870000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

76,18:45-19:00,0,29.66,67.33,0.555351,107.5,0,45.21,0,1,2,0,2.39,0,0,67.33,0,35.84,35.83,0,0,11.97,22.950000,0.350000,24.120000,9.210000,0.360000,0.000000,9.000000,0.350000,115.360000,48.240000,272.830000,29.010000,26.250000,12.440000,261.970000,22.950000,38.600000,24.120000,6.870000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

77,19:00-19:15,0,28,66,0,101,0,45.21,0,1,1,0,1.47,0,0,66,0,33.66,33.67,0,0,7.33,22.950000,0.100000,24.120000,9.820000,0.100000,0.000000,9.470000,0.100000,115.360000,48.240000,272.830000,29.010000,26.750000,12.990000,261.970000,22.950000,38.600000,24.120000,7.050000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

78,19:15-19:30,0,26.66,65.33,0,94.5,0,44.61,0,0,0.5,0,0.71,0,0,65.33,0,31.5,31.5,0,0,3.53,22.950000,0.010000,24.120000,9.820000,0.010000,0.000000,9.470000,0.010000,115.360000,48.240000,272.830000,29.010000,27.260000,12.990000,261.970000,22.950000,38.600000,24.120000,7.050000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

79,19:30-19:45,0,25.66,63.33,0,94.5,0,44.21,0,0,0,0,0.01,0,0,63.33,0,31.5,31.5,0,0,0.05,22.950000,0.000000,24.120000,9.820000,0.000000,0.000000,9.470000,0.000000,115.360000,48.240000,272.830000,29.010000,27.260000,12.990000,261.970000,22.950000,38.600000,24.120000,7.050000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

80,19:45-20:00,0,24.66,62.67,0,92,0,44.01,0,0,0,0,0,0,0,62.67,0,30.66,30.67,0,0,0,17.050000,0.000000,24.120000,9.820000,0.000000,0.000000,9.470000,0.000000,115.360000,48.240000,272.830000,29.010000,27.260000,12.990000,261.970000,17.050000,38.600000,24.120000,7.050000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

81,20:00-20:15,0,22,62,0,91,0,43.61,0,0,0,0,0,0,0,62,0,30.34,30.33,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,30.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

82,20:15-20:30,0,21.34,60,0,85.5,0,44.21,0,0,0,0,0,0,0,60,0,28.5,28.5,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.770000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

83,20:30-20:45,0,20,59.33,0,81,0,44.81,0,0,0,0,0,0,0,59.33,0,27,27,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.770000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

84,20:45-21:00,0,20,58,0,78.5,0,44.41,0,0,0,0,0,0,0,58,0,26.16,26.17,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.770000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

85,21:00-21:15,0,20,47,0,72,0,43.61,0,0,0,0,0,0,0,47,0,24,24,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.270000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

86,21:15-21:30,0,19,46.33,0,70.5,0,43.21,0,0,0,0,0,0,0,46.33,0,23.5,23.5,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.270000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

87,21:30-21:45,0,18,46.33,0,68.5,0,42.61,0,0,0,0,0,0,0,46.33,0,22.84,22.83,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.270000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

88,21:45-22:00,0,17.66,45.67,0,66.5,0,41.41,0,0,0,0,0,0,0,45.67,0,22.16,22.17,0,0,0,30.880000,0.000000,24.120000,10.360000,0.000000,0.000000,10.090000,0.000000,115.360000,48.240000,272.830000,29.010000,29.270000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

89,22:00-22:15,0,14.66,45,0,55,0,40.41,0,0,0,0,0,0,0,45,0,18.34,18.33,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,30.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

90,22:15-22:30,0,15,44,0,55,0,39.41,0,0,0,0,0,0,0,44,0,18.34,18.33,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,30.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

91,22:30-22:45,0,15.34,42.33,0,55.5,0,38.41,0,0,0,0,0,0,0,42.33,0,18.5,18.5,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,30.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

92,22:45-23:00,0,15.34,41,0,56,0,36.82,0,0,0,0,0,0,0,41,0,18.66,18.67,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,30.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.610000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

93,23:00-23:15,0,14.66,39.67,0,57.5,0,35.22,0,0,0,0,0,0,0,39.67,0,19.16,19.17,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,29.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

94,23:15-23:30,0,14,37.67,0,59.5,0,33.42,0,0,0,0,0,0,0,37.67,0,19.84,19.83,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,29.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

95,23:30-23:45,0,15.34,36,0,61.5,0,33.02,0,0,0,0,0,0,0,36,0,20.5,20.5,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,29.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

96,23:45-24:00,0,15.66,34.67,0,64,0,33.42,0,0,0,0,0,0,0,34.67,0,21.34,21.33,0,0,0,30.880000,0.000000,24.120000,9.980000,0.000000,0.000000,10.320000,0.000000,115.360000,48.240000,272.830000,29.010000,29.280000,13.170000,261.970000,3.230000,38.600000,24.120000,7.420000,0.000000,24.120000,48.240000,87.030000,48.240000,24.120000,15.330000,100.520000,24.120000,24.120000,0.000000

