Column1,Time,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/02/01/9969,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/4863,GNA/SR/2025/02/01/7432,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/2143
21,05:00-05:15,0,7.2,0,0,0,0,0,16.33,49.01,0,37,9.67,0,16.33,37,59.36,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,0,0,200.06,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

22,05:15-05:30,0,7.2,0,0,0,0,0,16,48,0,34,9,0,16,34,59.36,70.04,26.99,0,26.24,0.92,100.02,26.99,0,0.62,0,0,200.06,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

23,05:30-05:45,0,7.2,0,0,0,0,0,14.16,42.48,0,26.66,6.67,0,14.16,26.67,63.05,65.9,26.99,0,25.74,0.92,100.02,26.99,0,0,0,0,200.06,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

24,05:45-06:00,0,7.2,0,0,0,0,0,13.5,40.5,0,25,6.67,0,13.5,25,67.76,65.9,26.99,0,25.74,0.92,100.02,26.99,0,0,0,0,228.86,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

25,06:00-06:15,0,7.2,0,0,0,0,0,12.83,38.51,0.13,20.34,6.67,0,12.83,20.33,86.6,74.37,26.99,0,25.74,0.92,100.02,26.99,0,0.62,0,0,259.8,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

26,06:15-06:30,0,7.2,0,0,0,0,0.03,12.33,37.01,1.38,18.66,6.67,0,12.33,18.67,86.6,82.84,24.32,0,25.74,0.92,100.02,24.32,0,0.62,0,0,259.8,0,0,0,0,0,8.64,271.47,23.04,1.39,0,75,8.64,0,0,1.25,23.04,23.04

27,06:30-06:45,0,7.2,0,0,0,0,2.96,11.67,34.99,3.04,16.66,6.67,1,11.67,16.67,86.6,91.32,20.66,0,25.23,0.92,100.02,20.66,0,0.62,0,0,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,0,0,1.25,36.48,36.48

28,06:45-07:00,0,7.2,0,0,0,0,7.74,11,33,6.18,16,6.67,4,11,16,86.6,114.85,20.66,0,24.22,0.92,100.02,20.66,0.01,0.62,0,0,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0.01,75,8.64,0,0.01,1.25,36.48,36.48

29,07:00-07:15,0,7.2,1,0,2,0,16.27,10.17,30.49,14.05,15,6.67,10,10.17,15,86.6,114.85,32,0,23.71,0.92,100.02,32,0,0.62,0,0,259.8,2.77,0,5,0,10,8.64,271.47,36.48,1.39,0,75,8.64,0,0,1.25,36.48,36.48

30,07:15-07:30,0.8,7.6,4,1,3,1,28.73,9.33,28.01,24.63,14.34,6.67,15,9.33,14.33,86.6,114.85,32,0,23.22,0.92,100.02,32,0,0.62,0,0,259.8,9.54,0.16,5,0.1,10,8.64,271.47,36.48,1.39,0,75,8.64,0,0,1.25,36.48,36.48

31,07:30-07:45,4.45,7.4,7,3,5,2,26.25,8.67,25.99,26.25,14,6.67,24,8.67,14,86.6,114.85,32,0,0,0.92,100.02,32,0.12,0.62,0,0,259.8,16.72,0.89,5,0.19,10,8.64,271.47,43.2,1.39,0.15,75,8.64,0,0.15,1.25,36.48,36.48

32,07:45-08:00,14.97,7.6,18,7,7,3,25.84,8.17,24.49,25.83,14,6.67,25.83,8.17,14,86.6,114.85,32,0,0,0.92,100.02,32,0.48,0.62,0,0,259.8,24.97,3,7,2.14,13,8.64,271.47,43.2,1.39,0.62,75,8.64,0,0.62,1.25,36.48,36.48

33,08:00-08:15,28.33,7.8,25,10,13,7,29.24,7.5,22.5,29.23,14,6.67,29.23,7.5,14,86.6,114.85,32,0,0,0.92,100.02,32,1.08,0.62,0,0,259.8,35.44,5.67,12,6.73,23,13.44,271.47,43.2,1.39,1.39,75,13.44,0,1.39,1.25,36.48,36.48

34,08:15-08:30,51.97,7.2,42,18,19,11,29.56,6.83,20.51,29.57,14,6.67,29.57,6.83,14,86.6,114.85,32,0,0,0.92,100.02,32,1.91,0.62,0,0,259.8,47.57,10.39,15,13.36,30,13.44,271.47,43.2,1.39,2.47,75,13.44,0,2.47,1.25,36.48,36.48

35,08:30-08:45,70.01,7.2,60,25,28,16,30.06,6.83,20.51,30.07,18.34,6.67,30.07,6.83,18.33,86.6,114.85,32,0,0,0,100.02,32,2.99,0.62,0,0,259.8,60.27,14,18,22.57,37,13.44,271.47,43.2,1.39,3.87,75,13.44,0,3.87,1.25,36.48,36.48

36,08:45-09:00,92.63,7.2,77,33,38,21,30.46,6.83,20.51,30.47,18.34,6.67,30.47,6.83,18.33,86.6,114.85,32,0,0,0,100.02,32,4.64,0.62,0,0,259.8,72.42,18.53,23,33,47,13.44,271.47,43.2,1.39,6.01,75,13.44,0,6.01,1.25,36.48,36.48

37,09:00-09:15,116.35,7.2,98,42,47,25,30.46,6.83,20.51,30.47,17.66,6.67,30.47,6.83,17.67,86.6,114.85,5.08,0,0,0.92,100.02,32,5.88,0.62,0,0,259.8,83.44,23.27,27,44.21,53,13.44,271.47,43.2,1.39,7.61,75,13.44,0,7.61,1.25,36.48,36.48

38,09:15-09:30,137.39,7.2,112,48,53,30,30.46,6.83,20.51,30.47,17.34,6.67,30.47,6.83,17.33,86.6,114.85,5.08,0,0,0.92,100.02,32,7.01,0.62,0,0,259.8,93.66,27.48,30,52.86,60,13.44,271.47,43.2,1.39,9.07,75,13.44,0,9.07,1.25,36.48,36.48

39,09:30-09:45,169.77,7,123,52,60,32,30.46,6.83,20.51,30.47,17,6.67,30.47,6.83,17,86.6,114.85,5.08,0,0,0.92,100.02,32,8.8,0.62,0,0,259.8,103.61,33.96,33,61.11,67,8.64,271.47,25.92,1.39,11.37,75,8.64,0,11.37,1.25,25.92,25.92

40,09:45-10:00,189.49,7,137,58,67,34,30.46,6.83,20.51,30.47,16,6.67,30.47,6.83,16,86.6,114.85,10.86,0,0,0.92,100.02,32,9.83,0.62,0,0,259.8,112.67,37.9,36,68.97,73,8.64,271.47,25.92,1.39,12.72,75,8.64,0,12.72,1.25,25.92,25.92

41,10:00-10:15,206.88,7,151,64,71,36,30.46,6.83,20.51,30.47,15.34,6.67,30.47,6.83,15.33,86.6,106.38,26.99,0,0,0.92,100.02,26.99,10.72,0.62,0,0,259.8,120.62,41.38,39,77.9,79,8.64,271.47,23.04,1.39,13.88,75,8.64,0,13.88,1.3,23.04,23.04

42,10:15-10:30,223.05,7,161,69,76,38,30.46,6.83,20.51,30.47,14.34,6.67,30.47,6.83,14.33,86.6,97.9,26.99,0,0,0.92,100.02,26.99,11.53,0.62,0,0,259.8,127.54,44.61,42,84.32,85,8.64,271.47,23.04,1.39,14.92,75,8.64,0,14.92,1.3,23.04,23.04

43,10:30-10:45,237.5,7,175,75,82,40,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,89.43,26.99,0,0,0.92,100.02,26.99,12.14,0.62,0,0,259.8,133.46,47.5,45,89.91,90,8.64,271.47,23.04,1.39,15.71,75,8.64,0,15.71,1.3,23.04,23.04

44,10:45-11:00,237.5,7,182,78,87,42,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,80.96,26.99,0,0,0.92,100.02,26.99,12.82,0.62,0,0,259.8,138.81,47.5,47,94.76,93,8.64,271.47,23.04,1.39,16.59,75,8.64,0,16.59,1.3,23.04,23.04

45,11:00-11:15,237.5,7,189,81,89,43,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.37,0.62,0,0,259.8,143.74,47.5,48,98.72,97,8.64,271.47,23.04,1.39,17.3,75,8.64,0,17.3,1.3,23.04,23.04

46,11:15-11:30,237.5,7,196,84,91,44,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,259.8,148.18,47.5,50,100,100,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.3,23.04,23.04

47,11:30-11:45,237.5,7,200,85,92,45,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,259.8,152.01,47.5,50,100,100,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.3,23.04,23.04

48,11:45-12:00,237.5,7,200,85,93,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,259.8,155.17,47.5,50,100,100,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.3,23.04,23.04

49,12:00-12:15,237.5,7,200,85,94,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0,0,0,259.8,157.66,47.5,50,100,100,8.64,271.47,23.04,1.49,17.86,75,8.64,0,17.86,1.34,23.04,23.04

50,12:15-12:30,237.5,7,200,85,94,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,229.38,158.91,47.5,50,100,100,8.64,271.47,23.04,1.49,17.86,75,8.64,0,17.86,1.34,23.04,23.04

51,12:30-12:45,233.33,7,200,85,94,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,76.13,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,229.38,159.22,46.67,48,100,95,8.64,271.47,23.04,1.49,17.86,75,8.64,0,17.86,1.34,23.04,23.04

52,12:45-13:00,233.33,7,200,85,94,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,13.8,0.62,0,0,229.38,158.62,46.67,48,100,95,8.64,271.47,23.04,1.49,17.86,75,8.64,0,17.86,1.34,23.04,23.04

53,13:00-13:15,233.33,7,200,85,94,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.8,0.62,0,0,163.22,156.92,46.67,48,100,95,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.34,23.04,23.04

54,13:15-13:30,233.33,7,200,85,93,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.8,0.62,0,0,134.41,154.37,46.67,48,100,95,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.34,23.04,23.04

55,13:30-13:45,233.33,7,200,85,93,46,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.8,0.62,0,0,134.41,150.63,46.67,48,100,97,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.34,23.04,23.04

56,13:45-14:00,233.33,7,200,85,92,45,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.8,0.62,0,0,134.41,146.07,46.67,48,100,97,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.34,23.04,23.04

57,14:00-14:15,233.33,7,200,85,91,44,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.8,0.62,0,0,134.41,140.93,46.67,47,100,93,8.64,271.47,23.04,1.39,17.86,75,8.64,0,17.86,1.34,23.04,23.04

58,14:15-14:30,233.33,7.4,196,84,91,43,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.5,0.62,0,0,134.41,135.35,46.67,45,100,90,8.64,271.47,23.04,1.39,17.47,75,8.64,0,17.47,1.34,23.04,23.04

59,14:30-14:45,233.33,7.4,189,81,90,41,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,13.09,0.62,0,0,134.41,129.45,46.67,44,100,87,8.64,271.47,23.04,1.39,16.94,75,8.64,0,16.94,1.34,23.04,23.04

60,14:45-15:00,233.33,7.4,182,78,88,40,30.46,6.83,20.51,30.47,14,6.67,30.47,6.83,14,59.36,70.04,26.99,0,0,0.92,52.81,26.99,12.57,0.62,0,0,134.41,122.84,46.67,42,100,83,8.64,271.47,23.04,1.39,16.26,75,8.64,0,16.26,1.34,23.04,23.04

61,15:00-15:15,233.33,7.8,175,75,83,37,30.96,6.83,20.51,30.97,14,6.67,30.97,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,11.89,0.62,0,0,134.41,115.23,46.67,39,100,79,8.64,271.47,23.04,1.39,15.39,75,8.64,0,15.39,1.34,23.04,23.04

62,15:15-15:30,225.11,8.4,161,69,80,35,30.96,6.83,20.51,30.97,14,6.67,30.97,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,11.15,0.62,0,0,134.41,106.62,45.02,37,96.98,73,8.64,271.47,23.04,1.39,14.44,75,8.64,0,14.44,1.34,23.04,23.04

63,15:30-15:45,209.82,9.6,147,63,73,33,30.96,6.83,20.51,30.97,14,6.67,30.97,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,10.31,0.62,0,0,134.41,97.05,41.96,34,90.2,68,8.64,271.47,23.04,1.39,13.34,75,8.64,0,13.34,1.34,23.04,23.04

64,15:45-16:00,193.42,11.41,133,57,68,30,30.96,6.83,20.51,30.97,14,6.67,30.97,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,9.38,0.62,0,0,134.41,86.53,38.68,32,83.6,63,8.64,271.47,23.04,1.39,12.13,75,8.64,0,12.13,1.34,23.04,23.04

65,16:00-16:15,175.07,12.01,119,51,61,27,31.3,6.83,20.51,31.3,14,6.67,31.3,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,8.33,0.62,0,0,200.06,75.51,35.01,28,77.36,56,8.64,271.47,23.04,1.39,10.78,75,8.64,0,10.78,1.3,23.04,23.04

66,16:15-16:30,155.54,13.01,105,45,56,24,31.3,6.83,20.51,31.3,14,6.67,31.3,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,7.23,0.62,0,0,200.06,64.12,31.11,23,70.74,47,8.64,271.47,23.04,1.39,9.35,75,8.64,0,9.35,1.3,23.04,23.04

67,16:30-16:45,135.37,14.01,91,39,45,20,31.3,6.83,20.51,31.3,14,6.67,31.3,6.83,14,59.36,70.04,26.99,0,0,0.92,100.02,26.99,5.99,0.62,0,0,228.86,52.17,27.07,20,60.02,40,8.64,271.47,23.04,1.39,7.75,75,8.64,0,7.75,1.3,23.04,23.04

68,16:45-17:00,113.44,15.01,77,33,40,15,31.3,6.83,20.51,31.3,14,6.67,31.3,6.83,14,59.36,65.9,26.99,0,0,0.92,100.02,26.99,4.7,0.62,0,0,228.86,39.95,22.69,17,51.83,33,8.64,271.47,23.04,1.39,6.08,75,8.64,0,6.08,1.3,23.04,23.04

69,17:00-17:15,92.19,15.01,60,25,32,10,32.94,6.83,20.51,28.02,14.66,6.67,32.94,6.83,14.67,86.6,65.9,26.99,0,0,0.92,100.02,26.99,3.27,0.62,0,0,259.8,28.21,18.44,13,36.81,27,8.64,271.47,28.8,1.49,4.22,75,8.64,0,4.22,1.3,28.8,28.8

70,17:15-17:30,70.39,15.01,42,18,23,7,23.82,6.83,20.51,15.16,15.66,6.67,18,6.83,15.67,86.6,65.9,26.99,0,0,0.92,100.02,26.99,2.26,0.62,0,0,259.8,18.23,14.08,9,30.67,18,8.64,271.47,28.8,1.49,2.93,75,8.64,0,2.93,1.3,28.8,28.8

71,17:30-17:45,49.39,15.01,21,9,13,4,5.81,6.83,20.51,7.86,16,6.67,8,6.83,16,86.6,65.9,26.12,0,26.24,0.96,100.02,32,1.45,0.62,0,0,259.8,10.96,9.88,6,21.67,12,8.64,271.47,28.8,1.49,1.87,75,8.64,0,1.87,1.3,28.8,28.8

72,17:45-18:00,30.29,14.81,7,3,9,2,0.67,6.83,20.51,2.77,16,6.67,1,6.83,16,86.6,82.82,26.12,0,26.24,0.96,100.02,32,0.82,0.62,0,0,259.8,5.72,6.06,5,13.55,10,8.64,271.47,28.8,1.49,1.06,75,8.64,0,1.06,1.3,28.8,28.8

73,18:00-18:15,14.85,13.61,2,1,5,1,0,6.83,20.51,0,16,6.67,0,6.83,16,86.6,114.85,32,0,26.24,0.96,100.02,32,0.36,0.62,50,200,259.8,1.44,2.97,5,5.62,10,8.64,271.47,36.48,1.39,0.47,75,8.64,0,0.47,1.3,36.48,36.48

74,18:15-18:30,7.24,12.41,0,0,2,0,0,6.83,20.51,0,16,6.67,0,6.83,16,86.6,114.85,32,0,26.75,0.96,100.02,32,0.1,0.62,50,200,259.8,0,1.45,0,1.97,0,8.64,271.47,36.48,1.39,0.11,75,8.64,0,0.11,1.3,36.48,36.48

75,18:30-18:45,2.57,11.61,0,0,0,0,0,6.83,20.51,0,15,6.67,0,6.83,15,86.6,114.85,31,0,26.75,0.96,100.02,31,0,0,50,200,259.8,0,0.51,0,0.65,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

76,18:45-19:00,0,10.8,0,0,0,0,0,6.83,20.51,0,15,7,0,6.83,15,86.6,114.85,31,0,26.75,0.96,100.02,31,0,0,50,200,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

77,19:00-19:15,0,10.8,0,0,0,0,0,6.83,20.51,0,15,7,0,6.83,15,86.6,114.85,31,0,26.75,0.92,100.02,31,0,0.62,50,200,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

78,19:15-19:30,0,10.8,0,0,0,0,0,6.83,20.51,0,15,7,0,6.83,15,86.6,114.85,31,0,26.75,0.92,100.02,31,0,0.62,50,200,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

79,19:30-19:45,0,10.8,0,0,0,0,0,6.83,20.51,0,16,7,0,6.83,16,86.6,114.85,31,0,26.75,0.92,100.02,31,0,0.62,50,200,259.8,0,0,0,0,0,8.64,271.47,36.48,1.39,0,75,8.64,50,0,1.3,36.48,36.48

