Time,Block,NR/2024/18436/A/4063,NR/2024/18445/A/4272,NR/2024/18388/A/4034,NR/2024/18555/C,WR/2024/21351/A/4246,WR/2024/21355/A/4273,NER/2024/1922/A/4243,NER/2024/1934/A/4242,Total
,,IEXL,MANIKARAN,ITCLH,NVVNL,APPCPL,MANIKARAN,APPCPL,APPCPL,Total

,,MAHARASHTRA,DELHI,ANDHRA PRADESH,NA,DELHI,DELHI,DELHI,DELHI,
,,A_A_Energy_MH_Bio,BRPL,ITCWIND,SOLAPUR_SOLAR,BRPL,BRPL,BRPL,BYPL,
,,DELHI,HIMACHAL PRADESH,DELHI,DELHI,GOA,GOA,MANIPUR,NAGALAND,
,,MES (Delhi),HP,ITCLH,MES (Delhi),GOA_Beneficiary,GOA_Beneficiary,Manipur_Ben,Nagaland_Ben,
,,West-East-North,North-North,South-West-North,West-North,North-West,North-West,North-East-North East,North-East-North East,
1,00:00-00:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

2,00:15-00:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

3,00:30-00:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

4,00:45-01:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

5,01:00-01:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

6,01:15-01:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

7,01:30-01:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

8,01:45-02:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

9,02:00-02:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

10,02:15-02:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

11,02:30-02:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

12,02:45-03:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

13,03:00-03:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

14,03:15-03:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

15,03:30-03:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

16,03:45-04:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

17,04:00-04:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

18,04:15-04:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

19,04:30-04:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

20,04:45-05:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

21,05:00-05:15,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

22,05:15-05:30,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

23,05:30-05:45,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

24,05:45-06:00,7.700000,0.000000,0.380000,0,0.000000,0.000000,25.000000,20.000000,53.08

25,06:00-06:15,7.700000,158.480000,0.430000,0,0.000000,0.000000,25.000000,20.000000,211.61

26,06:15-06:30,7.700000,158.480000,0.430000,0,0.000000,0.000000,25.000000,20.000000,211.61

27,06:30-06:45,7.700000,158.480000,0.430000,0,0.000000,0.000000,25.000000,20.000000,211.61

