Block,Time,TANAKPUR,CHAMERA1,NAPP,CHAMERA2,DADRI_RF,AURY_RF,URI2,KOTESHWR,UNCHAHAR1,RAPPB,TANDA2,DADRT2,KOLDAM,TEHRI,NJPC,AURY_LF,ANTA_RF,UNCHAHAR4,URI,JHAJJAR,RAPPC,SALAL,CHAMERA3,DADRI_CRF,RIHAND1,DADRI_LF,AURY_GF,SEWA2,BSIUL,UNCHAHAR2,RIHAND3,ANTA_LF,DHAULIGNGA,UNCHAHAR3,ANTA_GF,DADRI_GF,AURY_CRF,PARBATI3,RAMPUR,ANTA_CRF,BRBCL,RIHAND2,SINGRAULI,KHSTPP-I,SINGRAULI_HYDRO,DULHASTI,KHSTPP-II,FSTPP I & II,TALA,KISHANGANGA,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,40.892067,38.545658,38.332718,0.000000,0.000000,31.844758,17.219110,8.281318,0.000000,0.000000,369.563906,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,47.128435,347.571316,49.616707,83.425558,28.196736,0.000000,56.197971,0.000000,0.000000,0.000000,6.358497,13.356840,87.689781,0.000000,34.604123,12.247172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.334041,93.379130,123.004187,16.530377,1.039356,47.963347,54.046005,5.005089,15.631539,0.000000,406.290654,16.88,0,0,0,0,0

2,00:15-00:30,0.000000,27.261378,38.545658,38.332718,0.000000,0.000000,31.844758,17.219110,8.281318,0.000000,0.000000,363.044385,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,47.128435,341.624269,49.616707,83.425558,28.196736,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,13.356840,87.689781,0.000000,34.604123,12.247172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.334041,93.379130,123.004187,16.530377,1.039356,47.963347,48.314119,5.005089,15.631539,0.000000,406.290654,15.91,0,0,0,0,0

3,00:30-00:45,0.000000,27.261378,38.545658,38.332718,0.000000,0.000000,31.844758,17.219110,10.554142,0.000000,0.000000,363.004724,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,341.624269,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,19.640900,87.689781,0.000000,34.604123,12.247172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.334041,93.379130,123.004187,16.530377,1.039356,47.963347,48.314119,5.005089,15.631539,0.000000,406.290654,15.91,0,0,0,0,0

4,00:45-01:00,0.000000,27.261378,38.545658,38.332718,0.000000,0.000000,31.844758,17.219110,10.554142,0.000000,0.000000,363.044385,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,341.624269,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,19.640900,87.689781,0.000000,34.604123,12.247172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.325666,93.379130,123.004187,16.530377,1.039356,47.963347,48.314119,5.005089,15.631539,0.000000,406.290654,15.91,0,0,0,0,0

5,01:00-01:15,0.000000,27.261378,38.545658,38.332718,0.000000,0.000000,9.788348,17.219110,11.475800,0.000000,0.000000,363.004724,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,17.216862,87.689781,0.000000,34.604123,13.225375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.096954,93.379130,123.004187,16.530377,1.039356,47.963347,48.314119,5.005089,15.631539,0.000000,406.290654,15.91,0,0,0,0,0

6,01:15-01:30,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,17.219110,11.475800,0.000000,0.000000,363.044385,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,17.216862,87.689781,0.000000,34.604123,13.225375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.177361,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,15.91,0,0,0,0,0

7,01:30-01:45,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,362.612487,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,16.888529,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.005247,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

8,01:45-02:00,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,362.652758,0.000000,44.008272,136.163107,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,16.888529,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.184222,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

9,02:00-02:15,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,363.851733,0.000000,44.008272,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,16.888529,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.326271,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

10,02:15-02:30,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,363.890075,0.000000,44.008272,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,16.888529,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.929379,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

11,02:30-02:45,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,363.851733,0.000000,36.673560,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.680589,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

12,02:45-03:00,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,363.890075,0.000000,29.338848,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,83.425558,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.689440,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

13,03:00-03:15,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,364.410846,0.000000,29.338848,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,80.043440,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.334041,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

14,03:15-03:30,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,364.441014,0.000000,29.338848,128.629116,0.000000,0.000000,0.000000,47.128435,345.856217,49.616707,80.043440,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.561441,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

15,03:30-03:45,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,364.410846,0.000000,29.338848,128.629116,0.000000,0.000000,0.000000,47.128435,345.856217,49.616707,80.043440,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.176049,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

16,03:45-04:00,0.000000,13.566307,38.545658,38.332718,0.000000,0.000000,5.220452,8.609555,11.444670,0.000000,0.000000,364.441014,0.000000,29.338848,128.629116,0.000000,0.000000,0.000000,8.568806,345.856217,49.616707,80.043440,18.778881,0.000000,56.490477,0.000000,0.000000,0.000000,6.358497,20.607131,87.689781,0.000000,34.604123,13.141124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.334041,93.379130,123.004187,11.600400,1.039356,47.963347,35.767900,1.933400,15.631539,0.000000,406.290654,19.73,0,0,0,0,0

