Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,CHAMERA1,BSIUL,BRBCL,SIMHST1,RSTPSU1TO6,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RAMPUR,NTPL,NLCTS2EXP,PARBATI3,RAPPC,RIHAND1,PARBATI2,NNTPP,RAPPB,RAPPD,KHSTPP-I,KGSU3AND4,KGSU1AND2,KHSTPP-II,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,NLCIIST2,FSTPP I & II,DULHASTI,JHAJJAR,DHAULIGNGA,AURY_LF,DADRI_GF,DADRI_RF,AURY_GF,DADRI_CRF,DADRI_LF,AURY_CRF,AURY_RF,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST1,URI2,ANTA_LF,URI,ANTA_GF,VALLURNTECL,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,334.72,6.74,0,0,22.24,66.24,25.82,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,36.26,0,0,0,0,0,0,0,0,0

56,13:45-14:00,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,69.49,66.2,374.2,6.74,0,0,22.24,66.24,25.82,25.41,0,0,19.19,28.04,0,0,96.9,0,8.34,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,15.52,0,36.26,0,0,0,0,0,0,0,0,0

57,14:00-14:15,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,24.86,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,98.91,87.42,374.2,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

58,14:15-14:30,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,23.46,72.03,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,98.91,87.42,374.2,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,28.04,0,0,96.9,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

59,14:30-14:45,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,23.46,110.19,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,123.68,102.07,374.2,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,32.54,0,0,104.46,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

60,14:45-15:00,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,19.6,110.19,28.61,10.04,0.7,1.67,0,6.3,19.32,0,0,0,0,77.46,0,123.68,109.8,402.14,6.74,0,0,22.24,66.24,38.88,25.41,0,0,19.19,32.85,0,0,104.46,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

61,15:00-15:15,4.98,22.54,31.43,12.78,0,1.09,11.14,0,23.2,23.46,115.53,28.61,10.04,1.77,3.05,11.83,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,6.11,0,0,22.24,66.24,44.16,25.41,0,0,19.19,32.85,0,0,104.46,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,153.65,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

62,15:15-15:30,4.98,22.54,31.43,12.78,0,1.09,11.14,0,23.2,19.6,126.99,28.61,10.04,1.77,3.05,11.83,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,6.11,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,153.65,0,34.14,0,36.26,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,22.54,31.43,12.78,0,1.09,11.14,0,23.2,24.77,126.99,28.61,10.04,1.77,3.05,22.9,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,6.11,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,153.65,0,36.81,0,36.26,0,0,0,0,0,0,0,0,0

64,15:45-16:00,4.98,22.54,31.43,12.78,0,1.09,11.14,0,23.2,19.45,126.99,28.61,10.04,1.77,3.05,22.9,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,6.11,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,153.65,0,36.81,0,36.26,0,0,0,0,0,0,0,0,0

65,16:00-16:15,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,24.77,126.99,28.61,10.04,1.77,3.05,22.9,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,6.11,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,153.65,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

66,16:15-16:30,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,19.45,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,5.46,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

67,16:30-16:45,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,25.43,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,5.46,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

68,16:45-17:00,4.98,22.54,31.43,12.78,0,1.09,4.96,0,23.2,25.43,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,77.46,0,123.68,117.95,402.14,5.46,0,0,22.24,66.24,44.88,25.41,0,0,19.19,32.85,0,0,124.27,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

69,17:00-17:15,4.98,17.8,31.43,12.78,0,1.09,11.14,0,23.2,25.43,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,79.14,0,89.24,117.95,402.14,5.46,0,0,8.89,66.24,44.88,25.41,0,0,19.19,31.12,0,0,113.09,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

70,17:15-17:30,4.98,17.8,31.43,12.78,0,1.09,11.14,0,23.2,25.28,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,79.14,0,89.24,117.95,402.14,5.46,0,0,8.89,66.24,44.88,25.41,0,0,19.19,30.89,0,0,111.66,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

71,17:30-17:45,4.98,17.8,31.43,12.78,0,1.09,4.96,0,23.2,23.91,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,79.14,6.09,89.24,117.95,402.14,5.46,0,0,8.89,66.24,44.88,25.41,0,0,19.19,27.82,0,0,114.96,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

72,17:45-18:00,4.98,17.8,31.43,12.78,0,1.09,4.96,0,23.2,23.75,126.99,28.61,10.04,1.77,3.05,40.72,6.3,19.32,0,0,0,0,79.14,6.09,89.24,117.95,402.14,5.46,0,0,8.89,66.24,44.88,25.41,0,0,19.19,27.21,0,0,114.96,0,5.56,20.14,0,9.26,0,10.17,56.7,232.79,10.58,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

73,18:00-18:15,4.98,17.8,31.43,12.78,0,1.11,4.96,0,23.2,23.46,126.99,28.61,10.04,1.77,3.05,40.72,12.6,19.32,0,0,0,0,79.14,12.18,89.89,117.95,402.14,5.46,0,0,32.62,66.24,44.88,32.67,0,0,19.19,26.47,0,0,114.96,0,8.34,20.14,0,9.26,0,10.17,56.7,150.67,21.14,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

74,18:15-18:30,4.98,17.8,31.43,12.78,0,1.11,4.96,0,23.2,21.45,126.99,28.61,10.04,1.77,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,402.14,5.46,0,0,38.55,66.24,44.88,39.93,0,0,19.19,26.47,0,0,114.96,0,8.34,20.14,0,9.26,0,10.17,56.7,150.67,21.14,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

75,18:30-18:45,4.98,17.8,47.16,16.3,0,1.11,4.96,0,26.04,21.13,115.55,28.61,12.25,1.77,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,55.24,93.83,402.14,5.46,0,0,26.68,66.24,27.82,47.18,0,0,19.19,32.2,0,0,114.96,0,8.34,30.22,0,9.26,0,12.95,56.7,150.67,31.72,0,0,0,0,0,0,0,0,0,0,0,0,137.43,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

76,18:45-19:00,4.98,35.59,49.63,16.3,0,1.11,4.96,0,26.04,21.13,115.55,28.61,12.25,1.77,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,55.24,93.83,402.14,6.91,0,0,76.16,66.24,27.82,57.49,0,0,19.19,37.65,0,0,114.96,0,8.39,33.58,0,9.26,0,12.95,57.48,150.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

77,19:00-19:15,7.36,35.59,49.63,16.3,0,1.11,11.14,0,23.43,21.13,115.55,28.61,12.25,0.83,2.94,41.51,19.77,19.32,0,0,0,0,79.14,19.41,55.24,93.83,402.14,6.91,0,0,76.16,66.24,27.82,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,9.26,0,12.95,57.48,150.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

78,19:15-19:30,7.36,35.59,49.63,16.3,0,1.11,10.65,0,25.65,21.16,115.55,28.61,12.25,0.83,2.94,41.51,19.77,19.32,0,0,0,0,79.14,19.41,55.24,93.83,402.14,6.91,0,0,76.16,66.24,27.82,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,9.26,0,12.95,57.48,150.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

79,19:30-19:45,7.36,35.59,49.63,20.85,0,1.11,4.45,0,33.28,21.27,129.8,28.61,16.4,0.83,2.94,41.51,19.77,19.32,0,0,0,0,79.14,19.41,86.04,115.87,402.14,6.91,0,0,76.16,66.24,40.27,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,9.26,0,16.11,57.48,150.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

80,19:45-20:00,7.36,35.59,49.63,20.85,0,1.11,4.45,0,33.28,21.33,129.8,28.61,16.4,0.83,2.94,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.89,117.95,402.14,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,9.26,0,16.11,57.48,150.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

81,20:00-20:15,7.36,35.59,49.63,20.85,0,1.11,4.45,0,33.28,21.45,129.8,19.07,16.4,0.83,2.94,32.84,19.77,19.32,0,0,0,0,79.14,19.41,89.24,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,7.5,0,16.11,57.48,226.99,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

82,20:15-20:30,7.36,35.59,49.63,20.85,0,1.11,4.96,0,33.28,21.48,129.8,19.07,16.4,0.83,2.94,35.28,19.77,19.32,0,0,0,0,79.14,19.41,89.24,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,35.29,0,0,114.96,0,8.39,33.58,0,9.26,0,16.11,57.48,255.98,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

83,20:30-20:45,7.36,26.69,38.18,26.21,0,1.11,4.96,0,41.93,21.53,129.8,28.61,20.58,1.27,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,396.7,6.74,0,0,13.34,66.24,44.88,47.18,0,0,19.19,42.82,0,0,140.13,0,7.84,30.22,0,9.26,0,20.09,56.7,265.67,42.3,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

84,20:45-21:00,7.36,26.69,38.18,26.21,0,1.11,4.96,0,41.93,21.68,129.8,28.61,20.58,1.27,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,396.7,6.74,0,0,11.86,66.24,44.88,47.18,0,0,19.19,43.99,0,0,143.27,0,7.84,30.22,0,9.26,0,20.09,56.7,265.67,42.3,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

85,21:00-21:15,7.36,26.69,38.18,26.21,0,1.11,4.96,0,41.93,19.11,129.8,28.61,20.58,1.27,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,396.7,6.74,0,0,14.83,66.24,44.88,47.18,0,0,19.19,43.99,0,0,143.27,0,7.84,30.22,0,9.26,0,20.09,56.7,275.33,42.3,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

86,21:15-21:30,7.36,35.59,49.63,26.21,0,1.11,4.96,0,41.93,19.43,130.49,28.61,20.58,1.27,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.89,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,43.99,0,0,143.27,0,7.84,33.58,0,9.26,0,20.09,57.48,275.33,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

87,21:30-21:45,7.36,35.59,49.63,26.21,0,1.11,4.96,0,41.93,10.09,130.49,28.61,20.58,1.27,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.89,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,43.99,0,0,143.27,0,7.84,33.58,0,9.26,0,20.09,57.48,246.35,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

88,21:45-22:00,7.36,35.59,49.63,26.21,0,1.11,4.96,0,41.93,10.13,130.49,28.61,20.58,1.27,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.89,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,43.99,0,0,143.27,0,7.84,33.58,0,9.26,0,20.09,57.48,265.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

89,22:00-22:15,7.36,35.59,49.63,26.21,0,1.14,4.96,0,41.93,24.11,137.06,38.15,20.58,1.27,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.24,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,43.99,0,0,143.27,0,7.84,33.58,0,9.26,0,20.09,57.48,265.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

90,22:15-22:30,7.36,35.59,49.63,26.21,0,1.14,4.96,0,41.93,24.32,137.06,38.15,20.58,1.27,3.05,41.51,19.77,19.32,0,0,0,0,79.14,19.41,89.24,117.95,396.7,6.91,0,0,76.16,66.24,44.88,57.49,0,0,19.19,43.99,0,0,143.27,0,7.84,33.58,0,9.26,0,20.09,57.48,265.67,43.26,0,0,0,0,0,0,0,0,0,0,0,0,176.4,0,38.8,0,37.33,0,0,0,0,0,0,0,0,0

91,22:30-22:45,7.36,33.84,47.16,16.3,0,1.15,4.96,0,25.79,24.37,135.55,28.61,12.25,1.27,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,396.7,6.74,0,0,48.92,66.24,44.88,47.18,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,42.3,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

92,22:45-23:00,7.36,33.84,47.16,16.3,0,1.15,4.96,0,25.79,24.48,135.55,28.61,12.25,1.27,3.05,40.72,12.6,19.32,0,0,0,0,79.14,18.26,89.89,117.95,396.7,6.74,0,0,48.92,66.24,44.88,47.18,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,42.3,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,37.33,0,0,0,0,0,0,0,0,0

93,23:00-23:15,7.36,33.84,47.16,20.85,0,1.15,4.96,0,33.28,24.57,135.55,28.61,16.4,1.27,3.05,40.72,6.3,19.32,0,0,0,0,79.14,12.18,89.89,117.95,396.7,6.74,0,0,48.92,66.24,44.88,39.93,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,51.19,0,0,0,0,0,0,0,0,0

94,23:15-23:30,7.36,33.84,47.16,20.85,0,1.15,4.96,0,33.28,24.67,135.55,28.61,16.4,1.27,3.05,40.72,6.3,19.32,0,0,0,0,79.14,12.18,89.89,117.95,396.7,6.74,0,0,48.92,66.24,44.88,39.93,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,51.19,0,0,0,0,0,0,0,0,0

95,23:30-23:45,7.36,33.84,47.16,20.85,0,1.15,4.96,0,33.28,24.77,135.55,28.61,16.4,1.27,3.05,40.72,6.3,19.32,0,0,0,0,79.14,12.18,89.89,117.95,396.7,6.74,0,0,42.25,66.24,44.88,39.93,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,51.19,0,0,0,0,0,0,0,0,0

96,23:45-24:00,7.36,33.84,47.16,20.85,0,1.15,4.96,0,33.28,24.83,135.55,28.61,16.4,1.27,3.05,40.72,6.3,17.94,0,0,0,0,79.14,12.18,89.89,117.95,396.7,6.74,0,0,42.25,66.24,44.88,39.93,0,0,19.19,43.99,0,0,143.27,0,5.56,20.14,0,9.26,0,20.09,56.7,299.45,31.72,0,0,0,0,0,0,0,0,0,0,0,0,174.76,0,36.81,0,51.19,0,0,0,0,0,0,0,0,0

