Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,LARA-I,GADARWARA-I,KSTPS7,KSTPS I&II,KHARGONE-I,VSTPS I,SOLAPUR,SIPAT II,VSTPS V,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,KAPS,SASAN,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
8,01:45-02:00,19.6614,0,140.279438,0.6405,4.233847,22.444045,44.326064,2.392833,13.248,1.074768,0,34.640769,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,31.745157,0,0,0,54.378006,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,35.206,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.395424,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.020215,0,0,0,0.018728,0,0

9,02:00-02:15,19.6614,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,34.640769,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,54.378006,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,37.634,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.020215,0,0,0,0.018728,0,0

10,02:15-02:30,19.6614,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.950153,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,54.378006,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,37.634,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.020215,0,0,0,0.018728,0,0

11,02:30-02:45,13.09,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.950153,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,38.848,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.018989,0.001226,0,0,0.018728,0,0

12,02:45-03:00,13.1076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.950153,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,38.848,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.017762,0.002453,0,0,0.018728,0,0

13,03:00-03:15,13.1076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,40.062,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.010368,0.009699,0,0,0.018728,0,0

14,03:15-03:30,13.1076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,47.642,0,64.950987,0,31.745157,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,40.062,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.238558,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.009142,0.010925,0,0,0.018728,0,0

15,03:30-03:45,13.1076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,60.424,0,64.950987,0,34.857426,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

16,03:45-04:00,13.1076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,95.888555,122.432091,128.451291,37.821176,0,60.424,0,64.950987,0,34.857426,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

17,04:00-04:15,6.5076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,91.719487,122.432091,128.451291,37.951186,0,60.424,0,64.950987,0,34.857426,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.44,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

18,04:15-04:30,6.5076,0,140.279438,0.5124,4.233847,22.444045,44.326064,2.392833,52.992,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,91.719487,122.432091,128.451291,37.951186,0,60.424,0,64.950987,0,34.857426,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.5,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

19,04:30-04:45,6.5076,0,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,0,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,91.719487,122.432091,128.451291,37.951186,0,60.424,0,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.75,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.5,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

20,04:45-05:00,6.5076,0,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0,0,91.719487,122.432091,128.451291,37.951186,0,60.424,0,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.75,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.53,0,147.515625,40.669,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.417005,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

21,05:00-05:15,1.1,0,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,0,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,0.663309,0,91.719487,122.432091,128.451291,37.951186,0,60.424,21.51372,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.72,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.56,0,147.515625,41.276,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011111,0,0,0.018729,0,0

22,05:15-05:30,1.1,0,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,33.870973,27.350811,18.108732,3.915669,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,1.326619,0,91.719487,122.432091,128.451291,37.951186,0,60.424,43.02744,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.73,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.59,0,147.515625,41.276,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.010778,0,0,0.018729,0,0

23,05:30-05:45,1.1,14.04936,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.950153,27.350811,18.108732,15.474724,11.155202,691.093984,0,667.076637,6.337881,9.137237,46.492646,0,2.155756,0,91.719487,122.432091,128.451291,37.951186,0,60.424,69.91959,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.73,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.62,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011148,0,0,0.018729,0,0

24,05:45-06:00,1.1,28.09872,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,0,36.950153,27.350811,18.108732,15.474724,22.33242,691.093984,10.456189,667.076637,6.337881,9.137237,46.492646,0,2.049152,0,91.719487,122.432091,128.451291,37.951186,0,60.424,66.692532,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,88.222364,0,0,3.03,3.57,3.78,1.73,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.7,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.008956,0.011148,0,0,0.018729,0,0

25,06:00-06:15,6.5076,33.417,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,25.933764,36.950153,27.350811,18.108732,30.949448,22.33242,691.093984,20.912378,667.076637,6.337881,9.137237,46.492646,4.402169,2.80722,0,91.719487,122.432091,128.451291,37.951186,0,60.424,91.43331,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.78,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.75,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

26,06:15-06:30,13.1076,42.14808,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,39.128135,34.640769,27.350811,18.108732,30.949448,22.33242,691.093984,31.368567,667.076637,6.337881,9.137237,46.492646,19.076066,3.802184,0,91.719487,122.432091,128.451291,56.92678,1.441075,60.424,123.70389,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.78,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.75,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

27,06:30-06:45,19.6614,42.14808,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,51.867529,34.640769,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,6.337881,18.274474,46.492646,38.152132,4.832683,0,91.719487,122.432091,128.451291,56.92678,3.566661,60.424,159.416665,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.54,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.82,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

28,06:45-07:00,19.6614,42.14808,140.279438,1.1529,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,51.867529,34.640769,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,6.337881,18.274474,46.492646,38.152132,4.832683,0,91.719487,122.432091,128.451291,56.92678,3.206393,60.424,159.416665,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.55,1.8,0.23,2.02,2.18,1.61,0,1.85,5.91,1.94,0,9.33,0.25,1.85,0.88,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

29,07:00-07:15,19.6614,42.14808,140.279438,5.6364,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,51.867529,34.640769,27.350811,18.108732,46.424172,33.499365,691.093984,41.824756,667.076637,6.337881,18.274474,46.492646,38.152132,4.832683,0,91.719487,122.432091,128.451291,56.92678,2.882151,60.424,159.416665,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.53,1.8,0.23,2.02,2.18,1.61,0,1.47,5.91,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

30,07:15-07:30,19.6614,42.14808,140.279438,5.6364,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,51.867529,34.640769,27.350811,18.108732,46.424172,33.499365,691.093984,31.368567,667.076637,6.337881,18.274474,46.492646,38.152132,4.832683,0,91.719487,122.432091,128.451291,56.92678,2.882151,60.424,159.416665,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.53,1.8,0.23,2.02,2.18,1.61,0,1.47,5.91,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

31,07:30-07:45,13.1076,28.09872,140.279438,5.6364,4.233847,22.444045,44.326064,2.392833,48.576,1.074768,51.867529,34.640769,27.350811,18.108732,46.424172,33.499365,691.093984,31.368567,667.076637,6.337881,9.137237,46.492646,19.076066,3.802184,0,95.888555,122.432091,128.451291,56.92678,1.441075,60.424,123.70389,64.950987,0,34.857427,0,0,0,72.930503,0,0,0,44.111182,44.111182,0,3.03,3.57,3.78,1.53,1.8,0.23,2.02,2.18,1.61,0,1.47,5.91,1.94,0,9.33,0.25,1.85,0.92,0,147.515625,41.5795,20.73185,12.089,1.371098,4.258125,4.2939,1.341844,2.969333,3.542468,2.222781,1.771234,1.870228,1.32753,5.313701,2.683687,3.51169,1.959684,1.938104,1.942962,0.829559,275.625,0,0,0.00929,0.011148,0,0,0.005753,0,0.012976

