Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01122023/15122023/HP-15,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/08122023/15122023/HP-19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,163.420000,11.39,127.830000,34.17,0,48.06,0,32.710000,25.950000,18.49,7.01,0,0,11.38,0,0,71.520000,8.51,113.430000,18.49,0,0.000000,0,0,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,163.420000,11.1,127.830000,33.29,0,48.06,0,32.710000,25.950000,21.67,7.01,0,0,11.1,0,0,71.520000,9.51,113.430000,21.67,0,0.000000,0,0,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,10.49,127.830000,31.46,0,48.06,0,32.710000,25.950000,21.33,7.01,0,0,10.48,0,0,71.520000,9.34,113.430000,21.33,0,0.000000,0,0,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,10.94,127.830000,32.83,0,48.06,0,32.710000,25.950000,21,7.01,0,0,10.94,0,0,71.520000,9.25,108.630000,21,0,0.000000,0,0,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,10.82,127.830000,32.47,0,48.06,0,32.710000,25.950000,20.67,7.01,0,0,10.84,0,0,71.520000,9.12,108.630000,20.67,0,0.000000,0,0,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,10.61,127.830000,31.83,0,48.06,0,32.710000,25.950000,20.33,7.01,0,0,10.6,0,0,71.520000,9.05,108.630000,20.33,0,0.000000,0,0,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,10.22,127.830000,30.67,0,48.06,0,32.710000,25.950000,20,7.01,0,0,10.24,0,0,71.520000,9.01,108.630000,20,0,0.000000,0,0,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,9.94,127.830000,29.82,0,48.06,0,32.710000,25.950000,19.33,7.01,0,0,9.95,0,0,71.520000,7.34,108.630000,19.33,0,0.000000,0,0,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,9.6,127.830000,28.81,0,48.06,0,32.710000,25.950000,19,7.01,0,0,9.61,0,0,71.520000,7.34,108.630000,19,0,0.000000,0,0,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,8.44,127.830000,25.31,0,48.06,0,32.710000,25.950000,18.67,7.01,0,0,8.43,0,0,71.520000,7.34,108.630000,18.67,0,0.000000,0,0,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.370000,0.000000,46.140000,96.130000,24.030000,1.850000,148.690000,8.04,127.830000,24.13,0,48.06,0,32.710000,25.950000,18.33,7.01,0,0,8.05,0,0,71.520000,7.34,108.630000,18.33,0,0.000000,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,25.950000,57.250000,1.240000,1.300000,0.000000,46.140000,96.130000,24.030000,1.810000,148.690000,7.71,127.830000,23.13,0,48.06,0,32.710000,25.950000,14.67,7.01,0,0,7.71,0,0,71.520000,7.34,108.630000,14.67,0,0.000000,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,25.950000,57.250000,1.240000,1.300000,0.000000,46.140000,96.130000,24.030000,1.810000,148.690000,7.44,127.830000,22.33,0,48.06,0,32.710000,25.950000,14.67,7.01,0,0,7.44,0,0,71.520000,7.34,108.630000,14.67,0,0.000000,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,25.950000,57.250000,1.240000,1.300000,0.000000,46.140000,96.130000,24.030000,1.810000,148.690000,7.33,127.830000,22,0,48.06,0,32.710000,25.950000,14.67,7.01,0,0,7.34,0,0,71.520000,6.66,127.850000,14.67,0,0.000000,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,25.950000,57.250000,1.240000,1.300000,0.000000,46.140000,96.130000,24.030000,1.810000,148.690000,7.33,127.830000,22,0,48.06,0,32.710000,25.950000,14.67,7.01,0,0,7.34,0,0,71.520000,6.66,168.450000,14.67,0,0.000000,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,25.950000,57.250000,1.160000,1.300000,0.000000,44.350000,96.130000,24.030000,1.810000,192.260000,7.33,127.830000,22,0,48.06,0,32.710000,25.950000,13.33,7.01,0,0,7.34,0,0,71.520000,6.66,173.260000,13.33,0,0.000000,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,25.950000,57.250000,1.160000,1.300000,0.000000,44.350000,96.130000,24.030000,1.810000,230.710000,7.33,127.830000,22,0,48.06,0,32.710000,25.950000,13.33,7.01,0,0,7.34,0,0,71.520000,6.66,204.020000,13.33,0,0.000000,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,25.950000,57.250000,1.160000,1.300000,0.000000,44.350000,96.130000,24.030000,1.810000,270.370000,7,127.830000,21,0,48.06,0,42.630000,25.950000,13.33,7.01,0,0,7,0,0,71.520000,6.66,204.020000,13.33,0,0.000000,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,25.950000,57.250000,1.160000,1.300000,0.000000,55.760000,96.130000,24.030000,1.810000,270.370000,7,127.830000,21,0,48.06,0,47.670000,25.950000,13.33,7.01,0,0,7,0,0,71.520000,6.66,238.320000,13.33,0,0.000000,0,0,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,23.340000,0.000000,1.160000,1.300000,0.000000,65.370000,96.130000,24.030000,1.810000,270.370000,7,231.380000,21,0,48.06,0,47.670000,23.340000,13.33,7.01,0,0,7,0,0,67.290000,6.66,260.130000,13.33,0,0.000000,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,23.340000,0.000000,1.160000,1.300000,0.000000,92.280000,96.130000,24.030000,1.810000,270.370000,7,231.380000,21,2.04,48.06,0,57.680000,23.340000,13.33,7.01,0,0,7,0,0,75.940000,6.66,260.130000,13.33,0,0.000000,0,0,0,0,1.03,0,0

27,06:30-06:45,0.000000,0.000000,23.340000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,24.030000,1.810000,270.370000,7,231.380000,21,5.85,48.06,0,57.680000,23.340000,13.33,7.01,0,0,7,0,0,84.590000,6.66,260.130000,13.33,1.6,0.000000,0,0,0,0,4.19,0,0

28,06:45-07:00,0.000000,0.000000,15.280000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,13.04,48.06,0,57.680000,15.280000,13.33,7.01,0,0,7,0,0,117.660000,6.66,260.130000,13.33,5.1,0.000000,0,0.184889,0,0,13.8,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,22.31,48.06,0,57.680000,30.760000,13.33,7.01,0,0,7,0,0,117.660000,6.66,260.130000,13.33,10.3,0.000000,0,2.62737,0,0,23.94,0,0

30,07:15-07:30,0.120000,0.110000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,32.24,48.06,0,57.680000,30.760000,12.67,7.01,0,0.9,7,0,0,117.660000,6.66,260.130000,12.67,21.6,0.110000,0,7.249595,0,1,25.74,2.1,0

31,07:30-07:45,0.440000,0.430000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,30.17,48.06,2,57.680000,30.760000,12.67,7.01,0,2.4,7,6.35,1.27,117.660000,6.66,260.130000,12.67,30.16,0.430000,0,12.533528,0.33,3,30.17,5.6,1

32,07:45:08:00,1.060000,1.030000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,30.17,48.06,4,57.680000,30.760000,12.67,7.01,0,5.7,7,16.8,3.36,117.660000,6.66,260.130000,12.67,30.16,1.030000,0,18.994912,1,7,30.17,13.3,3

33,08:00-08:15,1.980000,1.930000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,30.33,48.06,6,57.680000,30.760000,12.67,7.01,0,13,7,31.82,6.36,117.660000,6.66,260.130000,12.67,30.34,1.930000,0,26.682402,6.14,15,30.33,32,7

34,08:15-08:30,3.170000,3.090000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,30.33,48.06,10,57.680000,30.760000,12.67,7.01,0,19,7,53.5,10.7,117.660000,6.66,260.130000,12.67,30.34,3.090000,0,34.885635,14.53,22,30.33,46,11

35,08:30-08:45,4.600000,4.490000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,32,48.06,16.87,57.680000,30.760000,12.67,7.01,0,27,7,73.78,14.76,117.660000,6.66,260.130000,12.67,32,4.490000,0,43.283488,22.85,29,32,63,15

36,08:45:09:00,6.130000,5.990000,0.000000,0.000000,1.160000,1.220000,0.000000,100.690000,96.130000,21.150000,1.810000,270.370000,7,231.380000,21,32,48.06,20.77,57.680000,30.760000,12.67,7.01,0,33,7,93.94,18.79,117.660000,6.66,260.130000,12.67,32,5.990000,0,51.428335,29.72,38,32,77,19

37,09:00:09:15,7.620000,7.430000,0.000000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,21.150000,1.810000,270.370000,7,231.380000,21,32,48.06,23.92,57.680000,30.760000,12.67,6.61,0,37,7,115.03,23,117.660000,6.66,260.130000,12.67,32,7.430000,0,56.585765,37.17,45,32,88,23

38,09:15-09:30,8.930000,8.720000,0.000000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,21.150000,1.810000,270.370000,7,231.380000,21,32,48.06,27.04,57.680000,30.760000,12.67,6.61,0,43,7,135.52,27.1,117.660000,6.66,260.130000,12.67,32,8.720000,0,63.961863,45.36,51,32,102,26

39,09:30-09:45,10.100000,9.870000,0.000000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,32,48.06,30.13,57.680000,30.760000,12.67,6.61,0,49,7,154.02,30.8,117.660000,6.66,260.130000,12.67,32,9.870000,0,70.948721,52.56,58,32,116,29

40,09:45-10:00,11.160000,10.890000,0.000000,0.000000,1.160000,1.300000,0.000000,100.690000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,32.5,48.06,32.44,57.680000,30.760000,12.67,6.61,0,55,7,170.62,34.12,117.660000,6.66,260.130000,12.67,32.5,10.890000,0,77.303064,58.43,65,32.5,130,32

41,10:00-10:15,12.090000,11.790000,23.230000,0.000000,1.240000,1.370000,0.000000,84.590000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,32.5,48.06,35.03,52.270000,30.760000,12.67,6.61,0,61,7,186.08,37.22,117.660000,6.66,260.130000,12.67,32.5,11.790000,0,82.703769,64.11,73,32.5,144,37

42,10:15-10:30,12.920000,12.610000,23.230000,0.000000,1.240000,1.370000,0.000000,73.060000,96.130000,22.110000,1.810000,270.370000,7,231.380000,21,32.5,48.06,37.24,52.270000,30.760000,12.67,6.61,0,66,7,200.05,40.01,117.660000,6.66,260.130000,12.67,32.5,12.610000,0,87.608193,69.2,78,32.5,154,39

43,10:30-10:45,13.630000,13.290000,23.230000,0.000000,1.090000,1.370000,0.000000,73.060000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,32.5,48.06,39.43,52.270000,30.760000,12.67,6.61,0,70,7,210.98,42.19,117.660000,6.66,260.130000,12.67,32.5,13.290000,0,88.736989,74.09,82,32.5,165,41

44,10:45-11:00,14.230000,13.880000,23.230000,0.000000,1.090000,1.370000,0.000000,73.060000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,32.5,48.06,40.38,52.270000,30.760000,12.67,6.61,0,73,7,221.45,44.29,117.660000,6.66,260.130000,12.67,32.5,13.880000,0,92.678044,78.34,84,32.5,172,42

45,11:00-11:15,14.720000,14.360000,23.230000,0.000000,1.090000,1.370000,0.000000,100.690000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,32.5,48.06,42.99,57.680000,30.760000,12.67,6.61,0,76,7,230.78,46.16,117.660000,6.66,260.130000,12.67,32.5,14.360000,0,95.139987,81.64,87,32.5,179,43

46,11:15-11:30,15.130000,14.760000,23.230000,0.000000,1.090000,1.370000,0.000000,100.690000,96.130000,23.070000,1.810000,270.370000,7,231.380000,21,32.5,48.06,44.14,57.680000,30.760000,12.67,6.61,0,79,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,14.760000,0,92.999167,84.54,88,32.5,186,44

47,11:30-11:45,15.470000,15.090000,24.530000,0.000000,1.090000,1.370000,0.000000,100.690000,96.130000,24.030000,1.810000,270.370000,7,231.380000,21,32.5,48.06,43.36,57.680000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.090000,0,90.799961,86.31,89,32.5,189,44

48,11:45-12:00,15.690000,15.310000,24.530000,0.000000,1.090000,1.370000,0.000000,100.690000,96.130000,24.030000,1.810000,270.370000,7,231.380000,21,32.5,48.06,44.25,57.680000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.310000,0,89.019188,88.73,89,32.5,189,44

49,12:00-12:15,15.800000,15.400000,24.530000,0.000000,1.160000,1.450000,0.000000,100.690000,96.130000,23.070000,1.850000,270.370000,7,231.380000,21,32.5,48.06,45.74,57.680000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.400000,0,93.271635,88.71,89,32.5,189,44

50,12:15-12:30,15.770000,15.390000,24.530000,0.000000,1.160000,1.450000,0.000000,84.590000,96.130000,23.070000,1.850000,270.370000,7,231.380000,21,32.5,48.06,46,52.270000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.390000,0,94.517203,90.41,89,32.5,189,44

51,12:30-12:45,15.810000,15.410000,24.530000,0.000000,1.160000,1.450000,0.000000,75.940000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,46,52.270000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.410000,0,96.171473,90.7,89,32.5,189,44

52,12:45-13:00,15.820000,15.440000,24.530000,0.000000,1.160000,1.450000,0.000000,66.330000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,45.06,52.270000,24.530000,12.67,6.61,0,81,7,233.75,46.75,117.660000,6.66,260.130000,12.67,32.5,15.440000,0,97.767357,89.16,89,32.5,189,44

53,13:00-13:15,15.740000,15.360000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,21.150000,1.850000,270.370000,7,231.380000,21,32.5,48.06,44.63,52.270000,25.950000,12.67,6.61,0,79,7,233.75,46.75,96.130000,6.66,260.130000,12.67,32.5,15.360000,0,95.889274,88.06,87,32.5,186,43

54,13:15-13:30,15.580000,15.190000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,21.150000,1.850000,270.370000,7,231.380000,21,32.5,48.06,44.17,52.270000,25.950000,12.67,6.61,0,78,7,233.75,46.75,67.290000,6.66,235.440000,12.67,32.5,15.190000,0,89.904709,86.58,85,32.5,182,42

55,13:30-13:45,15.290000,14.920000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,21.150000,1.850000,270.370000,7,231.380000,21,32.5,48.06,43.52,52.270000,25.950000,12.67,6.61,0,76,7,230.98,46.2,117.280000,6.66,235.440000,12.67,32.5,14.920000,0,90.663727,83.67,81,32.5,179,41

56,13:45-14:00,14.930000,14.560000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,21.150000,1.850000,270.370000,7,231.380000,21,32.5,48.06,42,52.270000,25.950000,12.67,6.61,0,73,7,223.88,44.77,117.280000,6.66,235.440000,12.67,32.5,14.560000,0,84.250998,81.52,78,32.5,172,39

57,14:00-14:15,14.330000,13.970000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,40.45,52.270000,25.950000,12.67,6.61,0,70,7,216.68,43.33,117.280000,6.66,235.440000,12.67,32.5,13.970000,0,77.711766,79.55,75,32.5,165,37

58,14:15-14:30,13.660000,13.320000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,38.48,52.270000,25.950000,12.67,6.61,0,67,7,208.3,41.66,117.280000,6.66,235.440000,12.67,32.5,13.320000,0,71.970476,75.77,69,32.5,158,35

59,14:30-14:45,12.810000,12.490000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,36.6,52.270000,25.950000,12.67,6.61,0,64,7,196.51,39.3,113.820000,6.66,235.440000,12.67,32.5,12.490000,0,66.414075,71,65,32.5,151,32

60,14:45-15:00,11.950000,11.650000,25.950000,0.000000,1.240000,1.530000,0.000000,46.140000,96.130000,22.110000,1.850000,270.370000,7,231.380000,21,32.5,48.06,34.39,52.270000,25.950000,12.67,6.61,0,60,7,186.18,37.23,113.820000,6.66,235.440000,12.67,32.5,11.650000,0,60.195966,65.82,62,32.5,140,31

61,15:00-15:15,10.950000,10.690000,25.950000,0.000000,1.320000,1.610000,0.000000,46.140000,96.130000,23.070000,1.850000,270.370000,7,231.380000,21,32.5,48.06,32.3,74.300000,25.950000,12.67,6.61,0,54,7,171.13,34.23,113.820000,6.66,260.130000,12.67,32.5,10.690000,0,50.50389,61.02,53,32.5,126,27

62,15:15-15:30,10.010000,9.770000,24.530000,0.000000,1.320000,1.610000,0.000000,46.140000,96.130000,23.070000,1.850000,270.370000,7,231.380000,21,32.5,48.06,29.32,74.300000,24.530000,12.67,6.61,0,48,7,156.1,31.22,113.820000,6.66,260.130000,12.67,32.5,9.770000,0,43.429453,55.78,47,32.5,112,23

63,15:30-15:45,8.950000,8.730000,24.530000,0.000000,1.320000,1.610000,0.000000,46.140000,96.130000,24.030000,1.850000,270.370000,7,231.380000,21,32.5,48.06,26.21,74.300000,24.530000,12.67,6.61,0,42,7,141.18,28.23,113.820000,6.66,260.130000,12.67,32.5,8.730000,0,36.432864,49.79,40,32.5,98,20

64,15:45-16:00,7.780000,7.590000,24.530000,0.000000,1.320000,1.610000,0.000000,46.140000,96.130000,24.030000,1.850000,270.370000,7,231.380000,21,32.5,48.06,22.85,74.300000,24.530000,12.67,6.61,0,36,7,125.06,25.01,113.820000,6.66,260.130000,12.67,32.5,7.590000,0,29.115152,42.79,33,32.5,84,17

65,16:00-16:15,6.490000,6.330000,0.000000,0.000000,1.320000,1.610000,0.000000,75.940000,96.130000,24.990000,1.890000,270.370000,7,231.380000,21,33,48.06,18.31,86.710000,30.760000,12.67,7.01,0,30,7,106.47,21.29,113.820000,6.66,260.130000,12.67,24.8,6.330000,0,21.962867,35.14,27,33,70,13

66,16:15-16:30,4.960000,4.840000,0.000000,0.000000,1.320000,1.610000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,231.380000,21,33,48.06,12.8,86.710000,30.760000,12.67,7.01,0,24,7,87.83,17.57,113.820000,6.66,260.130000,12.67,10.3,4.840000,0,17.116829,27.07,20,30.36,56,10

67,16:30-16:45,3.400000,3.320000,0.000000,0.000000,1.320000,1.610000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,231.380000,21,20.87,48.06,8,86.710000,30.760000,12.67,9.08,0,18,7,69.76,13.95,116.130000,6.66,260.130000,12.67,2,3.320000,0,11.336615,18.44,13,14.78,42,7

68,16:45-17:00,2.010000,1.960000,0.000000,0.000000,1.320000,1.610000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,231.380000,21,10.97,48.06,6,86.710000,30.760000,12.67,8.77,0,12,7,48.44,9.69,116.130000,6.66,260.130000,12.67,0,1.960000,0,6.159723,9.79,10,6.85,28,5

69,17:00-17:15,1.010000,0.980000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,24.990000,1.890000,270.370000,7,231.380000,21,4.08,48.06,3,86.710000,29.800000,12.67,8.52,0,5,7,27.97,5.59,116.130000,6.66,260.130000,12.67,0,0.980000,0,3.045803,1.77,7,4.6,11,3

70,17:15-17:30,0.390000,0.380000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,231.380000,21,0.58,48.06,1,86.710000,29.800000,12.67,8.36,0,2,7,13.78,2.76,116.130000,6.66,260.130000,12.67,0,0.380000,0,0.564398,0.33,3,0.92,4,1

71,17:30-17:45,0.110000,0.110000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,231.380000,21,0,48.06,0,86.710000,29.800000,12.67,7.01,0,0,7,4.69,0.94,116.130000,6.66,260.130000,12.67,0,0.110000,0,0,0,1,0,1,1

72,17:45-18:00,0.090000,0.090000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,231.380000,21,0,48.06,0,86.710000,29.800000,12.67,7.01,0,0,7,0.53,0.11,116.130000,6.66,260.130000,12.67,0,0.090000,0,0,0,0,0,1,0

73,18:00-18:15,0.000000,0.000000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.280000,14,7.01,0,0,7,0,0,117.280000,6.66,260.130000,14,0,0.000000,0,0,0,0,0,1,0

74,18:15-18:30,0.000000,0.000000,0.000000,0.000000,1.390000,1.530000,0.000000,100.690000,96.130000,25.960000,1.890000,270.370000,7,127.830000,21,0,48.06,0,86.710000,30.280000,14,7.01,0,0,7,0,0,117.280000,6.66,260.130000,14,0,0.000000,0,0,0,0,0,1,0

