Block,Time,NLCEXP,NLCIIST1,RAPPB,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,ANTA_RF,DADRI_CRF,KOLDAM,MAPS,NTPL,RAPPC,RAPPD,RIHAND1,SIMHST1,ANTA_LF,DADRI_RF,CHAMERA1,DADRT2,JHAJJAR,KHSTPP-II,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,UNCHAHAR2,URI2,DADRI_LF,KKNP,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,TEHRI,ANTA_CRF,BRBCL,DHAULIGNGA,DULHASTI,KKNPPU2,KUDGI,PARBATI2,SEWA2,TANAKPUR,TANDA2,AURY_CRF,CHAMERA3,KGSU3AND4,NAPP,NNTPP,RIHAND3,RSTPSU7,SIMHST2,AURY_LF,DADRI_GF,CHAMERA2,FSTPP I & II,KGSU1AND2,KHSTPP-I,KOTESHWR,RSTPSU1TO6,SINGRAULI,TEHRIPSP,UNCHAHAR4,AURY_RF,BSIUL,KISHANGANGA,PARBATI3,RIHAND2,SALAL,SASAN,TALA,ANTA_GF,AURY_GF
56,13:45-14:00,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,69.72,360,20.37,0,0

57,14:00-14:15,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,69.72,360,20.37,0,0

58,14:15-14:30,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,26.5,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,15.71,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,69.72,360,20.37,0,0

59,14:30-14:45,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,37.41,0,0,175.8,0,0,5.68,0,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,82.5,360,20.37,0,0

60,14:45-15:00,0,0,0,22.41,0,17.67,0,49.06,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,37.41,0,0,175.8,0,0,5.68,41.33,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,0,3.23,81.82,0,0,28.25,125.27,82.5,360,20.37,0,0

61,15:00-15:15,0,0,0,22.41,0,17.67,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,81.82,0,0,28.25,125.27,82.5,360,25.38,0,0

62,15:15-15:30,0,0,0,22.41,0,17.67,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,103.98,3.23,81.82,0,0,28.25,125.27,82.5,360,23.66,0,0

63,15:30-15:45,0,0,0,22.41,0,35.33,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,81.82,0,0,28.25,125.27,82.5,360,22.52,0,0

64,15:45-16:00,0,0,0,22.41,0,35.33,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,34.29,45.08,0,113.75,207.96,3.23,81.7,0,0,28.25,125.27,82.5,360,22.52,0,0

65,16:00-16:15,0,0,0,22.41,0,35.33,0,48.05,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,0,27.5,125.27,82.5,360,22.37,0,0

66,16:15-16:30,0,0,0,22.41,0,13.25,0,48.05,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,0,27.5,125.27,82.5,360,22.29,0,0

67,16:30-16:45,0,0,0,22.41,0,13.25,0,48.05,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,37.41,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,0,27.5,125.27,82.5,360,22.23,0,0

68,16:45-17:00,0,0,0,22.41,0,13.25,0,48.05,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,37.41,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,0,27.5,125.27,82.5,360,22.23,0,0

69,17:00-17:15,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,0.64,27.5,125.27,82.5,360,21.87,0,0

70,17:15-17:30,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,2.33,27.5,125.27,82.5,360,21.73,0,0

71,17:30-17:45,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,2.33,27.5,125.27,82.5,360,22.6,0,0

72,17:45-18:00,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,148.3,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.53,45.08,0,113.75,207.96,3.23,81.7,0,4.65,27.5,125.27,82.5,360,22.49,0,0

73,18:00-18:15,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.84,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.03,45.08,0,113.75,207.96,3.23,81.7,0,4.65,27.5,125.27,82.5,360,17.19,0,0

74,18:15-18:30,0,0,0,22.41,0,8.83,0,47.55,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.84,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,3.23,81.7,0,4.65,27.5,125.27,82.5,360,16.93,0,0

75,18:30-18:45,0,0,0,22.41,0,17.67,0,47.29,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.1,689.39,667.27,129.84,0,0,0,41.92,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,1.53,81.7,0,6.97,46.09,125.27,82.5,360,16.56,0,0

76,18:45-19:00,0,0,0,20.78,0,17.67,0,47.29,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.44,685.72,466.77,129.84,0,0,0,41.92,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,1.53,81.7,0,7.18,46.83,125.27,82.5,360,16.46,0,0

77,19:00-19:15,0,0,0,21.19,0,35.33,0,47.29,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.44,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,81.7,0,7.18,46.83,125.27,82.5,360,16.46,0,0

78,19:15-19:30,0,0,0,21.19,0,35.33,0,47.29,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.44,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,81.7,0,7.18,46.83,125.27,82.5,360,16.52,0,0

79,19:30-19:45,0,0,0,21.19,0,17.67,0,47.8,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.44,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,81.7,0,7.18,46.83,125.27,82.5,360,16.76,0,0

80,19:45-20:00,0,0,0,21.19,0,17.67,0,47.8,0,8.63,0,0,65.43,38.75,48.09,0,0,103.43,28.44,689.02,474.88,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,81.7,0,7.18,46.83,125.27,82.5,360,16.91,0,0

81,20:00-20:15,0,0,0,21.19,0,13.25,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,82.34,0,7.18,46.83,125.27,82.5,360,16.96,0,0

82,20:15-20:30,0,0,0,21.19,0,13.25,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,474.88,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,82.34,0,7.18,46.83,125.27,82.5,360,17.08,0,0

83,20:30-20:45,0,0,0,21.19,0,13.25,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,82.34,0,7.18,46.83,125.27,82.5,360,17.11,0,0

84,20:45-21:00,0,0,0,21.19,0,13.25,0,48.55,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.02,474.87,129.8,0,0,0,42.62,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.03,45.08,0,113.75,207.96,2.03,82.34,0,6.97,46.09,125.27,82.5,360,17.23,0,0

85,21:00-21:15,0,0,0,21.19,0,16.56,0,49.31,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.02,639.57,129.8,0,0,0,42.62,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,6.97,46.09,125.27,82.5,360,17.4,0,0

86,21:15-21:30,0,0,0,21.19,0,16.56,0,49.31,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.02,667.27,129.8,0,0,0,42.62,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,6.97,46.09,125.27,82.5,360,17.5,0,0

87,21:30-21:45,0,0,0,21.19,0,16.56,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,667.27,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,7.18,28.25,125.27,82.5,360,17.64,0,0

88,21:45-22:00,0,0,0,21.19,0,16.56,0,50.08,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,667.27,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,7.18,28.25,125.27,82.5,360,17.78,0,0

89,22:00-22:15,0,0,0,21.19,0,16.56,0,50.58,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,650.07,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,7.18,28.25,125.27,82.5,360,17.93,0,0

90,22:15-22:30,0,0,0,21.19,0,16.56,0,50.58,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.44,689.02,667.27,129.8,0,0,0,42.62,28.06,0,0,177.45,0,0,5.85,82.67,0,18.75,31.84,38.45,0,0,0,19.49,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,7.18,28.25,125.27,82.5,360,18.09,0,0

91,22:30-22:45,0,0,0,21.95,0,16.56,0,50.83,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,42.62,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,6.97,28.25,125.27,82.5,360,23.73,0,0

92,22:45-23:00,0,0,0,22.41,0,16.56,0,50.83,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,42.62,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.47,0,28.94,45.08,0,113.75,207.96,2.03,82.34,0,6.97,28.25,125.27,82.5,360,23.81,0,0

93,23:00-23:15,0,0,0,22.41,0,8.83,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.94,45.08,0,113.75,207.96,3.23,82.34,0,6.97,28.25,125.27,82.5,360,23.87,0,0

94,23:15-23:30,0,0,0,22.41,0,8.83,0,51.59,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,28.94,45.08,0,113.75,207.96,3.23,82.34,0,6.97,28.25,125.27,82.5,360,23.97,0,0

95,23:30-23:45,0,0,0,22.41,0,8.83,0,51.84,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,29.85,45.08,0,113.75,207.96,3.23,82.34,0,6.97,28.25,125.27,82.5,360,24.01,0,0

96,23:45-24:00,0,0,0,22.41,0,8.83,0,51.84,0,8.63,0,0,65.43,38.75,48.09,0,0,105.4,28.1,689.39,667.27,129.8,0,0,0,44.52,28.06,0,0,175.8,0,0,5.68,82.67,0,18.75,31.84,37.42,0,0,0,18.87,0,5.73,0,0,0,24.36,0,130.84,0,0,0,0,0,20.8,0,30.35,45.08,0,113.75,207.96,3.23,82.34,0,6.97,28.25,125.27,82.5,360,24.13,0,0

