Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/R2,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/19072037/LT-05,NR/01102023/02012046/L_NR_2021_17,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/25072045/L_NR_2021_15
12,02:45-03:00,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,32.770000,10.580000,14.340000,7.970000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,10.34,10,0,227.080000,0,0,0,0,45.33,35.02,0,10,0,0,70.270000,0,25.900000,0,61.450000,45.33,0,30,0,0,5.780000,0

13,03:00-03:15,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,7.130000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,12.66,16,0,190.510000,0,0,0,0,45,35.02,0,16,0,0,70.270000,0,25.900000,0,61.450000,45,0,48,0,0,5.780000,0

14,03:15-03:30,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,7.130000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,12.66,16.16,0,171.230000,0,0,0,0,44.67,35.02,0,16.17,0,0,70.270000,0,25.900000,0,61.450000,44.67,0,48.5,0,0,5.780000,0

15,03:30-03:45,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,7.130000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,22,16.66,0,123.030000,0,0,0,0,54.67,34.62,0,16.67,0,0,70.270000,0,25.900000,0,61.450000,54.67,0,50,0,0,5.780000,0

16,03:45-04:00,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,7.130000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,23,17,0,110.850000,0,0,0,0,56.33,34.22,0,17,0,0,70.270000,0,25.900000,0,61.450000,56.33,0,51,0,0,5.780000,0

17,04:00-04:15,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,6.860000,20.480000,163.860000,0.000000,112.780000,25.900000,0.000000,0.000000,20,22.66,0,110.850000,0,0,0,0,66.67,33.62,0,22.67,0,0,70.270000,0,25.900000,0,61.450000,66.67,0,68,0,0,5.780000,0

18,04:15-04:30,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,6.860000,20.480000,163.860000,0.000000,93.500000,25.900000,0.000000,0.000000,20.34,22.66,0,110.850000,0,0,0,0,66.67,33.02,0,22.67,0,0,70.270000,0,25.900000,0,61.450000,66.67,0,68,0,0,5.780000,0

19,04:30-04:45,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,6.860000,20.480000,163.860000,0.000000,93.500000,25.900000,0.000000,0.000000,15,23,0,110.850000,0,0,0,0,58.33,32.62,0,23,0,0,70.270000,0,25.900000,0,61.450000,58.33,0,69,0,0,5.780000,0

20,04:45-05:00,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.580000,14.340000,6.860000,20.480000,163.860000,0.000000,112.780000,25.900000,0.000000,0.000000,15,23,0,159.040000,0,0,0,0,57.67,32.22,0,23,0,0,70.270000,0,25.900000,0,61.450000,57.67,0,69,0,0,5.780000,0

21,05:00-05:15,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.580000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,15,20.84,0,166.710000,0,0,0,0,57.33,27.21,0,20.83,0,0,70.270000,0,25.900000,0,61.450000,57.33,0,62.5,0,0,5.780000,0

22,05:15-05:30,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.580000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,15,21.16,0,184.060000,0,0,0,0,57.33,26.81,0,21.17,0,0,70.270000,0,25.900000,0,61.450000,57.33,0,63.5,0,0,5.780000,0

23,05:30-05:45,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.580000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,20,21.5,0,201.320000,0,0,0,0,57.67,22.61,0,21.5,0,0,70.270000,0,25.900000,0,61.450000,57.67,0,64.5,0,0,5.780000,0

24,05:45-06:00,0.000000,10.390000,81.930000,28.760000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.580000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,20.66,21.84,0,201.320000,0,0.360824,0,0.27,59,22.21,0,21.83,0,1.38,70.270000,0,25.900000,0,61.450000,59,0,65.5,0,0,5.780000,0.2

25,06:00-06:15,0.000000,10.390000,81.930000,29.260000,0.000000,57.540000,0.000000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.400000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,21,26.66,1,201.320000,1,0.263304,6.25,0.49,60.67,22.01,0,26.67,0,2.47,70.270000,0,25.900000,10.19,61.450000,60.67,1,80,0,0.94,5.780000,1

26,06:15-06:30,0.220000,10.390000,81.930000,29.260000,0.210000,57.540000,0.210000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.400000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,21.66,26.84,2,201.320000,1,0.63388,9.09,1.15,62.33,21.81,0,26.83,1,5.76,70.270000,0,25.900000,15.96,61.450000,62.33,4,80.5,2,3.31,3.860000,2

27,06:30-06:45,0.680000,10.390000,81.930000,29.260000,0.660000,57.540000,0.660000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.400000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,16.66,27.16,5,201.320000,3,1.07272,13.1,2.21,51.67,34.02,0,27.17,3,11.04,70.270000,0,25.900000,22.95,61.450000,51.67,7,81.5,5,5.32,3.860000,5

28,06:45-07:00,1.060000,10.390000,81.930000,29.260000,1.040000,57.540000,1.040000,0.000000,81.930000,53.010000,12.420000,0.000000,10.350000,14.340000,6.400000,20.480000,163.860000,0.000000,132.300000,25.900000,0.000000,0.000000,16.66,27.5,8,167.670000,6,1.677344,22.03,3.76,52,34.02,0,27.5,4,18.8,70.270000,0,25.900000,31,61.450000,52,14,82.5,9,7.98,3.860000,6

29,07:00-07:15,1.550000,10.390000,81.930000,29.260000,1.510000,57.540000,1.510000,0.000000,81.930000,53.010000,12.420000,0.000000,10.200000,14.340000,6.210000,20.480000,163.860000,0.000000,112.780000,25.900000,0.000000,0.000000,17,23.5,11,119.480000,9,2.359984,33,5.54,53,25.21,0,23.5,5,27.73,70.270000,0,25.900000,33,61.450000,53,21,70.5,16,11.95,3.860000,8

30,07:15-07:30,2.130000,10.390000,81.930000,29.260000,2.070000,57.540000,2.070000,0.000000,81.930000,53.010000,12.420000,0.000000,10.200000,14.340000,6.210000,20.480000,163.860000,0.000000,93.500000,25.900000,0.000000,0.000000,17,24.16,16,111.810000,15,3.101136,33,7.68,53.67,24.61,0,24.17,8,38.41,70.270000,0,25.900000,33,61.450000,53.67,35,72.5,26,17.22,3.860000,12.86

31,07:30-07:45,2.800000,10.390000,81.930000,29.260000,2.720000,57.540000,2.720000,0.000000,81.930000,53.010000,12.420000,0.000000,10.200000,14.340000,6.210000,20.480000,163.860000,0.000000,74.950000,25.900000,0.000000,0.000000,17.34,24.84,18,111.810000,18,8.162424,32.67,10.22,54.33,24.01,0,24.83,8,51.11,70.270000,0,25.900000,32.66,61.450000,54.33,42,74.5,32.67,16.67,3.860000,13.5

32,07:45:08:00,3.840000,10.390000,81.930000,29.260000,3.740000,57.540000,3.740000,0.000000,81.930000,53.010000,12.420000,0.000000,10.200000,14.340000,6.210000,20.480000,163.860000,0.000000,74.950000,25.900000,0.000000,0.000000,17.34,25.16,20,111.810000,22,8.63052,32.67,12.88,55.67,23.41,0,25.17,10,64.38,70.270000,0,25.900000,32.66,61.450000,55.67,53,75.5,32.67,18.34,3.860000,16.5

33,08:00-08:15,4.930000,10.390000,0.000000,29.270000,4.800000,57.540000,4.800000,0.000000,0.000000,53.010000,12.420000,0.000000,10.200000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,22,26,26,111.810000,24,8.884072,33,13.77,56,23.21,0,26,12,68.85,70.270000,0,25.900000,33,0.000000,56,56,78,33,25,3.860000,20.5

34,08:15-08:30,6.010000,10.390000,0.000000,29.270000,5.860000,57.540000,5.860000,0.000000,0.000000,53.010000,12.420000,0.000000,10.200000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,22.34,26.84,34,111.810000,30,8.932832,33,15.56,57.67,22.61,0,26.83,16,77.8,70.270000,0,25.900000,33,0.000000,57.67,70,80.5,33,31,3.860000,23.5

35,08:30-08:45,7.110000,10.390000,0.000000,29.270000,6.940000,57.540000,6.940000,0.000000,0.000000,53.010000,12.420000,0.000000,10.200000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,23,27.5,39,111.810000,36,9.527704,33,17.35,56.67,16.2,0,27.5,19,86.74,70.270000,0,25.900000,33,0.000000,56.67,84,82.5,33,37,3.860000,25

36,08:45:09:00,8.150000,10.390000,0.000000,29.270000,7.950000,57.540000,7.950000,0.000000,0.000000,53.010000,12.420000,0.000000,10.200000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,24,28.34,46,111.810000,42,10.09332,33,19.14,58.33,16.2,0,28.33,22,95.68,70.270000,0,25.900000,33,0.000000,58.33,98,85,33,43,3.860000,28

37,09:00:09:15,6.960000,10.390000,0.000000,28.260000,6.790000,57.540000,6.790000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,24.66,29.16,49,111.810000,43,10.67844,33,21.4,60,22.21,0,29.17,24,107.02,70.270000,0,25.900000,33,0.000000,60,102,87.5,33,46,3.860000,30

38,09:15-09:30,7.940000,10.390000,0.000000,28.260000,7.750000,57.540000,7.750000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,25.66,30,54,111.810000,48,11.127032,33,23.67,61.67,22.21,0,30,26,118.34,70.270000,0,25.900000,33,0.000000,61.67,112,90,33,52,3.860000,32

39,09:30-09:45,8.920000,10.390000,0.000000,28.260000,8.700000,57.540000,8.700000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,26.66,30.84,53,111.810000,49,12.09248,33,30.61,63.33,22.21,0,30.83,25,153.03,70.270000,0,25.900000,33,0.000000,63.33,116,92.5,33,58,3.860000,38

40,09:45-10:00,9.890000,10.390000,0.000000,28.260000,9.660000,57.540000,9.660000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,27.34,31.66,58,111.810000,54,13.06768,33,33.22,65,22.21,0,31.67,28,166.09,70.270000,0,25.900000,33,0.000000,65,126,95,33,63,3.860000,38

41,10:00-10:15,10.930000,10.390000,0.000000,26.240000,10.670000,57.540000,10.670000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,35,32.5,66,111.810000,58,14.228168,33,32.16,66.67,34.02,0,32.5,31,160.8,70.270000,0,25.900000,33,0.000000,66.67,137,97.5,33,69,3.860000,39.5

42,10:15-10:30,11.850000,10.390000,0.000000,26.240000,11.570000,57.540000,11.570000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,35,33.34,71,111.810000,63,15.583696,33,34.71,68.33,33.42,0,33.33,34,173.58,70.270000,0,25.900000,33,0.000000,68.33,147,100,33,73,3.860000,41.5

43,10:30-10:45,12.840000,9.690000,0.000000,26.240000,12.530000,57.540000,12.530000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,35,34.16,64,111.810000,66,16.96848,33,35.02,70,31.82,0,34.17,31,175.12,70.270000,0,25.900000,33,0.000000,70,154,102.5,33,77,3.860000,41.5

44,10:45-11:00,13.270000,9.690000,0.000000,26.240000,12.950000,57.540000,12.950000,0.000000,0.000000,53.010000,12.420000,0.000000,9.890000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,35,35,69,111.810000,69,18.372768,33,36.34,71.67,30.62,0,35,33,181.7,70.270000,0,25.900000,33,0.000000,71.67,161,105,33,80,3.860000,42.5

45,11:00-11:15,13.670000,9.690000,0.000000,26.240000,13.330000,57.540000,13.330000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,38.34,38.34,70,111.810000,72,19.757552,33,45.83,80,30.02,0,38.33,33,229.17,70.270000,0,25.900000,33,0.000000,80,168,115,33,82,3.860000,43.5

46,11:15-11:30,13.900000,9.690000,0.000000,26.240000,13.560000,57.540000,13.560000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,38.34,38.34,73,111.810000,75,21.11308,33,45.83,80,29.82,0,38.33,35,229.17,70.270000,0,25.900000,33,0.000000,80,175,115,33,83,3.860000,43.5

47,11:30-11:45,14.160000,9.690000,0.000000,26.240000,13.820000,57.540000,13.820000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,38.34,38.34,76,111.810000,76,21.005808,33,45.83,80,29.62,0,38.33,37,229.17,70.270000,0,25.900000,33,0.000000,80,179,115,33,85,3.860000,43.5

48,11:45-12:00,15.380000,9.690000,0.000000,26.240000,15.000000,57.540000,15.000000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.900000,0.000000,0.000000,38.34,38.34,80,111.810000,78,20.849776,33,45.83,80,29.82,0,38.33,38,229.17,70.270000,0,25.900000,33,0.000000,80,182,115,33,85,3.860000,44.5

49,12:00-12:15,15.380000,9.690000,0.000000,26.240000,15.000000,57.540000,15.000000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,85,111.810000,75,20.04036,33,45.83,80,30.02,0,38.33,40,229.17,70.270000,0,30.840000,33,0.000000,80,175,115,33,85,3.860000,44.5

50,12:15-12:30,15.410000,9.690000,0.000000,26.240000,15.040000,57.540000,15.040000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,87,111.810000,76,20.069616,33,45.83,80,29.62,0,38.33,41,229.17,70.270000,0,30.840000,33,0.000000,80,179,115,33,85,3.860000,44.5

51,12:30-12:45,15.410000,9.690000,0.000000,26.240000,15.040000,57.540000,15.040000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,88,111.810000,76,21.444648,33,45.83,80,21.01,0,38.33,42,229.17,70.270000,0,30.840000,33,0.000000,80,179,115,33,85,3.860000,44

52,12:45-13:00,15.410000,9.690000,0.000000,26.240000,15.040000,57.540000,15.040000,0.000000,0.000000,53.010000,12.420000,0.000000,9.970000,14.340000,6.020000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,88,111.810000,76,22.692904,33,45.83,80,22.01,0,38.33,42,229.17,70.270000,0,30.840000,33,0.000000,80,179,115,33,85,3.860000,43

53,13:00-13:15,15.410000,9.850000,0.000000,25.230000,15.040000,57.540000,15.040000,0.000000,0.000000,53.010000,12.420000,0.000000,10.350000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,85,111.810000,76,23.687608,33,45.83,80,24.01,0,38.33,40,229.17,70.270000,0,30.840000,33,0.000000,80,179,115,33,84,3.860000,43.5

54,13:15-13:30,15.230000,9.850000,0.000000,25.230000,14.860000,57.540000,14.860000,0.000000,0.000000,53.010000,12.420000,0.000000,10.350000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,86,111.810000,76,24.52628,33,45.83,80,24.41,0,38.33,41,229.17,70.270000,0,30.840000,33,0.000000,80,179,115,33,83,3.860000,43.5

55,13:30-13:45,14.900000,9.850000,0.000000,25.230000,14.540000,57.540000,14.540000,0.000000,0.000000,53.010000,12.420000,0.000000,10.350000,14.340000,6.120000,0.000000,0.000000,0.000000,74.950000,25.030000,0.000000,0.000000,38.34,38.34,88,111.810000,76,22.517368,33,46,80,25.01,0,38.33,42,230,70.270000,0,30.840000,33,0.000000,80,179,115,33,84,3.860000,42.5

56,13:45-14:00,14.620000,9.850000,0.000000,25.230000,14.260000,57.540000,14.260000,0.000000,0.000000,53.010000,12.420000,0.000000,10.350000,14.340000,6.120000,0.000000,0.000000,0.000000,93.500000,25.030000,0.000000,0.000000,38.34,38.34,88,111.810000,76,23.74612,33,46,80,25.61,0,38.33,42,230,70.270000,0,30.840000,33,0.000000,80,179,115,33,84,3.860000,42.5

57,14:00-14:15,14.260000,10.010000,0.000000,26.240000,13.910000,57.540000,13.910000,0.000000,0.000000,53.010000,12.420000,0.000000,10.580000,14.340000,6.300000,0.000000,0.000000,0.000000,112.780000,25.030000,0.000000,0.000000,38.34,38.34,88,111.810000,76,24.779832,33,46,80,28.01,0,38.33,42,230,70.270000,0,30.840000,33,0.000000,80,179,115,33,82,3.860000,41.5

