Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/9257,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/01/5280,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7786,GNA/NR/2025/04/01/8964,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/2569,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13
67,16:30-16:45,37,18,115.4,2.99,5.23,165.72,7.34,26.24,4.36,53.09,272.91,7.34,5.67,26.96,26.96,58.15,10.53,20.51,3.39,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,38.17,41.67,41.67,41.62,37.67,33,45,0,15,17,33,46.78,31,110.32,22.06

68,16:45-17:00,32,16,115.4,2.99,5.23,165.72,6.1,27.76,4.36,53.09,272.91,6.1,4.72,26.96,26.96,58.15,10.53,20.51,3.39,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,31.56,41.67,41.67,42.82,37.67,33,38,0,12,15,33,40.59,28,94.82,18.97

69,17:00-17:15,23,12,115.4,3.19,5.39,165.72,4.82,28.26,4.52,53.09,272.91,4.82,3.72,26.96,26.96,58.15,10.9,20.51,4.24,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,25.03,41.67,41.67,43.02,37.67,33,30,0,10,10,33,34.51,21,79.97,15.99

70,17:15-17:30,19,9,115.4,3.19,5.39,165.72,3.56,28.26,4.52,53.09,272.91,3.56,2.76,26.96,26.96,58.15,10.9,20.51,5.09,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,18.58,41.67,41.67,43.02,37.67,31,28,0,8,8,33,27.81,16,65.43,13.09

71,17:30-17:45,13,7,115.4,3.19,5.39,165.72,2.47,28.26,4.52,53.09,272.91,2.47,1.91,26.96,26.96,58.15,10.9,20.51,0,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,12.46,41.67,41.67,43.02,37.67,22.45,20,0,1,7,23.13,21.87,12,52.16,10.43

72,17:45-18:00,9,4,115.4,3.19,5.39,165.72,1.9,28.26,4.52,53.09,272.91,1.9,1.47,26.96,26.96,58.15,10.9,20.51,0,11.9,7.81,11.89,20.51,41.02,3.89,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,13.4,41.67,41.67,43.02,37.67,14.95,13,0,0,6,13.99,16.22,7,40.77,8.16

73,18:00-18:15,5,3,115.4,3.47,4.85,165.72,1.39,28.26,4.52,53.09,272.91,1.39,1.08,26.8,26.8,58.15,11.27,20.51,0,11.9,2.41,11.89,20.51,41.02,1.19,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,8.93,41.67,41.67,43.02,40,0,8,0,0,5,0,11.69,4,30.34,6.07

74,18:15-18:30,3,2,115.4,3.47,4.85,165.72,0.96,28.26,4.52,53.09,272.91,0.96,0.74,26.8,26.8,58.15,11.27,20.51,0,11.9,2.41,11.89,20.51,41.02,1.19,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,5.55,41.67,41.67,43.02,40,0,5,0,0,3,0,8.07,2,22.12,4.43

75,18:30-18:45,2,1,115.4,3.47,4.85,201.12,0,28.76,2.34,100.55,272.91,0,0,26.8,26.8,69.09,11.27,20.51,0,11.9,2.41,11.89,20.51,41.02,1.19,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,2.67,41.67,41.67,43.02,40,0,2,0,0,1,0,0.69,1,16.12,3.23

76,18:45-19:00,0,0,115.4,3.47,4.85,201.12,0,29.26,4.2,100.55,272.91,0,0,26.8,26.8,69.09,11.27,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,17.37,53.33,37.5,37.5,112.5,0.27,41.67,41.67,43.02,40,0,1,0,0,1,0,0.26,0,9.8,1.96

77,19:00-19:15,0,0,115.4,3.47,4.92,201.12,0,29.26,4.2,100.55,272.91,0,0,29,26.49,69.09,11.64,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,40,0,0,0,0,0,0,0.17,0,4.74,0.95

78,19:15-19:30,0,0,115.4,3.47,4.92,201.12,0,28.26,4.2,100.55,272.91,0,0,29,26.49,69.09,11.64,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,39,0,0,0,0,0,0,0,0,0.95,0.19

79,19:30-19:45,0,0,115.4,2.62,4.92,201.12,0,28.26,4.2,100.55,272.91,0,0,26.8,26.8,69.09,11.64,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,39,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,115.4,2.62,4.92,201.12,0,27.25,4.2,100.55,272.91,0,0,26.8,26.8,69.09,11.64,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,164.08,41.02,20.51,41.02,28.96,53.33,35,35,105,0,41.67,41.67,44.02,39,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,115.4,2.62,4.85,201.12,0,25.23,4.36,100.55,272.91,0,0,26.75,26.75,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,36.33,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,115.4,2.62,4.85,201.12,0,25.23,4.36,100.55,272.91,0,0,26.75,26.75,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,36.67,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,115.4,2.62,4.85,201.12,0,25.23,4.36,100.55,272.91,0,0,26.75,26.75,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,36.67,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,115.4,2.62,4.85,201.12,0,25.23,4.36,100.55,272.91,0,0,26.75,26.75,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,36,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,115.4,2.71,4.77,201.12,0,26.24,4.44,100.55,272.91,0,0,29.5,26.34,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,44.02,36.33,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,115.4,2.71,4.77,201.12,0,26.24,4.44,100.55,272.91,0,0,29.5,26.34,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,37.5,37.5,112.5,0,41.67,41.67,43.82,36,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,115.4,2.71,4.77,201.12,0,25.74,4.44,100.55,272.91,0,0,29.5,26.34,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,33.33,33.33,100.01,0,41.67,41.67,43.82,30,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,115.4,2.71,4.77,201.12,0,25.74,4.44,100.55,272.91,0,0,29.5,26.34,69.09,12.01,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,33.67,33.67,100.99,0,41.67,41.67,43.62,31.67,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,115.4,2.71,5.08,261.18,0,26.75,4.44,100.55,272.91,0,0,29.5,26.34,87.06,11.92,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,34.17,34.17,102.49,0,41.67,41.67,43.62,30,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,115.4,2.71,5.08,261.18,0,26.75,4.44,100.55,272.91,0,0,29.5,26.34,87.06,11.92,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,34.5,34.5,103.5,0,41.67,41.67,43.62,31,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,115.4,2.71,5.08,261.18,0,26.24,4.44,100.55,272.91,0,0,26.01,26.01,87.06,11.92,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,35,35,105,0,41.67,41.67,43.42,31.67,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,115.4,2.71,5.08,261.18,0,26.24,4.44,100.55,272.91,0,0,26.01,26.01,87.06,11.92,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,35.33,35.33,106.01,0,41.67,41.67,43.22,32.33,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,115.4,2.71,5,261.18,0,27.26,4.29,100.55,272.91,0,0,26.01,26.01,87.06,11.82,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,35.67,35.67,106.99,0,41.67,41.67,43.22,26.67,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,115.4,2.71,5,261.18,0,27.26,4.29,100.55,272.91,0,0,26.01,26.01,87.06,11.82,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,35.5,35.5,106.5,0,41.67,41.67,43.22,28.33,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,115.4,2.71,5,261.18,0,27.26,4.29,100.55,272.91,0,0,26.01,26.01,87.06,11.82,20.51,0,11.9,9.07,11.89,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,35.83,35.83,107.51,0,41.67,41.67,43.22,28.33,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,115.4,2.71,5,261.18,0,27.26,4.29,100.55,272.91,0,0,26.75,26.75,87.06,11.82,20.51,0,11.9,9.07,12.16,20.51,41.02,4.3,0,41.02,20.51,41.02,28.96,53.33,36.17,36.17,108.49,0,41.67,41.67,43.22,28.33,0,0,0,0,0,0,0,0,0,0

