Block,Time,BRBCL,JHAJJAR,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,MAPS,NNTPP,RSTPSU1TO6,SINGRAULI,DADRI_RF,CHAMERA2,KOTESHWR,PARBATI3,RAPPC,SALAL,UNCHAHAR1,UNCHAHAR3,ANTA_GF,FSTPP I & II,RAPPB,SASAN,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR2,ANTA_RF,DADRI_GF,CHAMERA3,DADRT2,NLCIIST1,NLCIIST2,NTPL,RAMPUR,RIHAND3,TANDA2,ANTA_LF,AURY_RF,DADRI_CRF,BSIUL,DHAULIGNGA,KHSTPP-II,KUDGI,NLCEXP,NLCTS2EXP,SIMHST2,URI2,VALLURNTECL,DULHASTI,KGSU1AND2,RSTPSU7,SEWA2,TALA,TEHRI,DADRI_LF,CHAMERA1,KHSTPP-I,NJPC,RIHAND1,AURY_CRF,KGSU3AND4,NAPP,RIHAND2,SIMHST1,TelanganaSTPP,UNCHAHAR4,URI,ANTA_CRF,AURY_GF,AURY_LF
8,01:45-02:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.76,14.93,21.92,0,44.92,46.78,45,0,0,41.44,118.76,0,0,0,5.19,0,0,0

9,02:00-02:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.33,14.93,21.92,0,44.92,46.78,45,0,0,41.44,118.76,0,0,0,5.19,0,0,0

10,02:15-02:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,45,0,0,41.44,118.76,0,0,0,5.19,0,0,0

11,02:30-02:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,45,0,0,41.44,118.76,0,0,0,7.18,0,0,0

12,02:45-03:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,45,0,0,41.44,118.76,0,0,0,7.18,0,0,0

13,03:00-03:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,55,0,0,41.44,118.76,0,0,0,7.18,0,0,0

14,03:15-03:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,60,0,0,41.44,118.76,0,0,0,7.18,0,0,0

15,03:30-03:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,46.78,60,0,0,41.44,118.76,0,0,0,6.63,0,0,0

16,03:45-04:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,70.17,62.5,0,0,41.44,118.76,0,0,0,6.63,0,0,0

17,04:00-04:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,26.73,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,70.17,67.5,0,0,41.44,118.76,0,0,0,6.63,0,0,0

18,04:15-04:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.47,14.93,21.92,0,44.92,70.17,67.5,0,0,41.44,118.76,0,0,0,6.63,0,0,0

19,04:30-04:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.33,14.93,21.92,0,44.92,70.17,72.5,0,0,41.44,118.76,0,0,0,6.63,0,0,0

20,04:45-05:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,6.72,0,32.96,0,0,0,6.33,14.93,21.92,0,44.92,70.17,72.5,0,0,41.44,118.76,0,0,0,6.63,0,0,0

21,05:00-05:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,0,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,6.17,14.93,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,6.63,0,0,0

22,05:15-05:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,3.56,51.64,26.73,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,0,341.57,0,0,0,0,124.32,0,0,69.5,0,1.1,9.11,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.88,14.93,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,6.63,0,0,0

23,05:30-05:45,15,654.31,0,0,0,0,0,0,0,102,66.85,12.66,8.87,10.18,51.64,26.73,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,9.68,341.57,0,0,0,0,124.32,0,0,69.5,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.74,14.93,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,6.63,0,0,0

24,05:45-06:00,15,654.31,0,0,0,0,0,0,0,102,66.85,16.67,8.87,33.1,51.64,26.73,20.56,0,0,14.3,0,405,0,0,11.53,42.4,42.74,0,19.36,341.57,0,0,0,0,124.32,0,0,69.5,0,6.52,27.48,148.3,0,0,0,0,5.38,0,49.43,0,0,0,5.43,14.93,21.92,11.85,44.92,88.93,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

25,06:00-06:15,15,654.31,0,0,0,0,0,0,0,102,66.85,40.79,19.72,33.1,51.64,26.73,20.56,0,0,14.3,0,405,0,0,13.06,42.4,41.68,0,30.56,341.57,0,0,0,0,124.32,0,0,69.5,0,19.56,37.65,148.3,0,0,0,0,5.38,0,49.43,0,0,0,5.23,31.13,21.92,14.05,44.92,116.95,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

26,06:15-06:30,15,654.31,0,0,0,0,0,0,0,102,66.85,40.79,19.72,33.1,51.64,26.73,20.56,0,0,14.3,0,405,0,0,13.06,42.4,41.68,0,30.56,341.57,0,0,0,0,124.32,0,0,69.5,0,19.56,37.65,148.3,0,0,0,0,5.38,0,49.43,0,0,0,5.23,31.13,21.92,14.05,44.92,116.95,80,0,0,41.44,118.76,0,0,0,11.04,0,0,0

27,06:30-06:45,15,654.31,0,0,0,0,0,0,0,102,66.85,40.79,19.72,33.1,51.64,26.73,20.56,0,0,14.3,0,405,0,0,13.06,42.4,41.68,0,30.56,341.57,0,0,0,0,124.32,0,0,69.5,0,19.56,37.65,148.3,0,0,0,0,5.38,0,49.43,0,0,0,5.74,31.13,21.92,14.05,44.92,116.95,80,0,0,41.44,118.76,0,0,0,48.57,0,0,0

28,06:45-07:00,15,654.31,0,0,0,0,0,0,0,102,66.85,40.79,19.72,33.1,51.64,26.73,20.56,0,0,14.3,0,405,0,0,13.06,42.4,41.68,0,30.56,341.57,0,0,0,0,124.32,0,0,69.5,0,19.56,37.65,148.3,0,0,0,0,5.38,0,49.43,0,0,0,5.74,30.68,21.92,14.05,44.92,116.95,80,0,0,41.44,118.76,0,0,0,48.57,0,0,0

29,07:00-07:15,15,654.31,0,0,0,0,0,0,0,102,66.85,39.51,9.86,33.1,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,19.36,341.57,0,0,0,0,124.32,0,0,69.5,0,6.52,27.48,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.59,14.93,21.92,11.85,44.92,116.95,80,0,0,41.44,118.76,0,0,0,11.04,0,0,0

30,07:15-07:30,15,654.31,0,0,0,0,0,0,0,102,66.85,26.34,8.87,6.36,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,9.68,341.57,0,0,0,0,124.32,0,0,69.5,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.59,0,21.92,0,44.92,88.73,80,0,0,41.44,118.76,0,0,0,7.73,0,0,0

31,07:30-07:45,15,654.31,0,0,0,0,0,0,0,102,66.85,12,8.87,3.56,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,9.68,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.59,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

32,07:45-08:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.29,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

33,08:00-08:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.29,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

34,08:15-08:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.43,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

35,08:30-08:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.59,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,6.63,0,0,0

36,08:45-09:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,5.38,0,32.96,0,0,0,5.59,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,45.27,0,0,0

37,09:00-09:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,26.9,0,16.48,0,0,0,5.74,0,21.92,0,44.92,70.17,80,0,0,41.44,118.76,0,0,0,45.27,0,0,0

38,09:15-09:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,26.9,0,16.48,0,0,0,5.74,0,21.92,0,44.92,46.78,80,0,0,41.44,118.76,0,0,0,7.73,0,0,0

39,09:30-09:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,18.23,148.3,0,0,0,0,26.9,0,16.48,0,0,0,5.74,0,21.92,0,44.92,46.78,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

40,09:45-10:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.68,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,9.11,148.3,0,0,0,0,26.9,0,16.48,0,0,0,5.88,0,21.92,0,44.92,46.78,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

41,10:00-10:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,9.11,148.3,0,0,0,0,26.9,0,16.48,0,0,0,8.68,0,21.92,0,44.92,46.78,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

42,10:15-10:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,9.11,148.3,0,0,0,0,26.9,0,16.48,0,0,0,8.53,0,21.92,0,44.92,42.23,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

43,10:30-10:45,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.68,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

44,10:45-11:00,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,70.16,0,6.52,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.68,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,5.19,0,0,0

45,11:00-11:15,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.68,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

46,11:15-11:30,15,654.31,0,0,0,0,0,0,0,102,66.85,2.4,8.87,0,51.64,12.78,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.68,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

47,11:30-11:45,15,654.31,0,0,0,0,0,0,0,102,66.85,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.68,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

48,11:45-12:00,15,654.31,0,0,0,0,0,0,0,102,66.85,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.48,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,5.38,0,16.48,0,0,0,8.53,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

49,12:00-12:15,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

50,12:15-12:30,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,80,0,0,41.44,118.76,0,0,0,6.07,0,0,0

51,12:30-12:45,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,45.27,0,0,0

52,12:45-13:00,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,45.27,0,0,0

53,13:00-13:15,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,8.83,0,0,0

54,13:15-13:30,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.56,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,6.07,0,0,0

55,13:30-13:45,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,0,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.11,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,6.07,0,0,0

56,13:45-14:00,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.11,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,6.07,0,0,0

57,14:00-14:15,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,2.33,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,8.41,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,6.07,0,0,0

58,14:15-14:30,15,654.31,0,0,0,0,0,0,0,102,65.76,1.87,8.87,0,51.64,8.72,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,5.62,0,21.92,0,44.92,23.39,85,0,0,41.44,118.76,0,0,0,6.07,0,0,0

59,14:30-14:45,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,5.62,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

60,14:45-15:00,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,5.62,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

61,15:00-15:15,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

62,15:15-15:30,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,79.38,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.13,0,16.48,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

63,15:30-15:45,15,654.31,0,0,0,0,0,0,0,102,65.76,11.33,8.87,0,51.64,17.44,20.56,0,0,14.3,0,405,0,0,11.53,42.4,41.16,0,9.68,341.57,0,0,0,0,124.32,0,0,69.07,0,0,9.11,148.3,0,0,0,0,7.54,0,16.48,0,0,0,5.2,0,21.92,0,44.92,46.78,92,0,0,41.44,118.76,0,0,0,6.07,0,0,0

