Block,Time Block,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,TALA,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,BRBCL,BSIUL,KUDGI,MAPS,KKNPPU2,KOTESHWR,KOLDAM,NAPP,NLCEXP,NJPC,KHSTPP-II,KKNP,KISHANGANGA,KGSU1AND2,KHSTPP-I,KGSU3AND4,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,FSTPP I & II,DHAULIGNGA,DULHASTI,CHAMERA3,DADRT2,CHAMERA2,JHAJJAR,CHAMERA1,TANDA2,TALST2,TANAKPUR,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,3.42,0,0,12.15,58.16,0,75.18,0,68.41,98.46,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,4.69,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

58,14:15-14:30,0,0,3.42,0,0,12.15,58.16,0,75.18,0,68.41,98.46,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.42,0,1.39,0,37.52,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,4.69,0,5.91,0,31.39,14.37,0,0,23.22,38.39,0,0,0,0,0,0

59,14:30-14:45,0,0,3.42,0,0,9.41,58.16,0,75.18,0,68.41,98.46,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,51.95,30.98,434.16,42.7,111.15,27.14,0,0,4.69,0,6.67,0,31.39,19.1,0,0,29.53,44.78,0,0,0,0,0,0

60,14:45-15:00,0,0,3.42,0,0,9.41,58.16,0,75.18,0,68.41,98.46,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,17.79,39.01,51.95,30.98,489.74,42.7,111.15,27.14,0,0,4.69,0,6.67,0,31.39,19.1,0,0,30.29,44.78,0,0,0,0,0,0

61,15:00-15:15,0,0,3.42,0,0,9.41,58.16,0,75.18,0,68.41,122.36,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,475.45,42.7,111.15,27.14,0,0,11.13,0,6.67,0,31.39,19.1,0,0,30.29,38.39,0,0,0,0,0,0

62,15:15-15:30,0,0,3.42,0,0,9.41,58.16,0,75.18,5.44,68.41,123.22,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,391.16,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,16.42,0,0,0,0,0

63,15:30-15:45,0,0,3.42,0,0,9.25,58.16,0,75.18,5.59,68.41,123.22,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,16.42,0,0,0,0,0

64,15:45-16:00,0,0,3.42,0,0,9.25,58.16,0,75.18,5.59,68.41,123.22,0,101.93,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,82.82,0,1.39,0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,38.39,32.84,0,0,0,0,0

65,16:00-16:15,0,0,3.42,0,0,8.27,58.16,0,75.18,5.59,85.58,123.22,0,116.65,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.13,0,1.39,0,41.76,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,39.45,32.84,0,0,0,0,0

66,16:15-16:30,0,0,3.42,0,0,8.27,58.16,0,75.18,5.59,86.52,123.22,0,117.54,398.72,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,15.1,39.01,51.95,30.98,364.4,42.7,111.15,27.14,0,0,11.13,0,5.91,0,31.39,14.37,0,0,23.22,39.45,32.84,0,0,0,0,0

67,16:30-16:45,0,0,3.42,0,0,9.06,58.16,0,60.6,5.59,86.52,123.22,0,117.54,401.7,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,17.31,39.01,51.95,20.64,364.4,42.7,111.15,27.14,0,0,12.5,0,5.91,0,31.39,14.37,0,0,23.22,39.45,32.84,0,0,0,0,0

68,16:45-17:00,0,0,3.42,0,0,8.99,58.16,0,60.6,5.59,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.28,39.01,51.95,20.64,364.4,42.7,111.15,27.14,0,0,12.5,0,6.31,0,31.39,17.58,0,0,27.37,39.45,32.84,0,0,0,0,0

69,17:00-17:15,0,0,3.42,0,0,4.68,58.16,0,60.6,5.59,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,20.64,364.4,42.7,111.15,27.14,0,0,12.5,0,6.31,0,31.39,17.58,0,0,27.37,39.45,32.84,0,0,0,0,0

70,17:15-17:30,0,0,3.42,0,0,4.79,58.16,0,76.3,5.59,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,20.64,364.4,42.7,111.15,27.14,0,0,12.5,0,6.31,0,31.39,17.58,0,0,27.37,39.45,32.84,0,0,0,0,0

71,17:30-17:45,0,0,3.42,0,0,4.91,58.16,0,76.3,5.59,86.52,123.22,0,117.54,401.97,87.43,0,3.39,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,16.19,39.01,51.95,20.64,430.83,42.7,111.15,27.14,0,0,10.88,0,6.66,0,31.39,19.09,0,0,30.28,39.45,32.84,0,0,0,0,0

72,17:45-18:00,0,0,3.42,0,0,5.09,58.16,0,76.3,5.59,86.52,123.22,0,117.54,401.97,87.43,0,3.39,0,0,0,0,19.32,6.3,0,0,0,9.33,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,16.19,39.01,51.95,20.64,464.63,42.7,111.15,27.14,0,0,10.88,0,6.66,0,31.39,19.09,0,0,30.28,39.45,49.26,0,0,0,0,0

73,18:00-18:15,0,0,3.42,0,0,8.4,58.16,0,76.3,11.18,86.52,123.22,0,117.54,401.97,87.43,0,10.85,0,0,0,0,19.32,1.06,0,0,0,18.66,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,16.19,39.01,51.95,20.64,497.46,30.26,111.15,40.7,0.38,0,10.88,0,6.66,0,31.39,19.09,0,0,30.92,36.24,49.26,0,0,0,0,0

74,18:15-18:30,0,0,3.42,0,0,8.5,58.16,0,76.3,11.18,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,1.06,0,0,0,27.99,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,16.19,39.01,51.95,20.64,508.08,30.26,111.15,40.7,1.29,0,10.88,0,6.66,0,31.39,19.09,0,0,30.92,36.24,51.34,0,0,0,0,0

75,18:30-18:45,0,0,3.42,0,0,7.97,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,6.3,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.44,39.01,51.95,30.98,525.47,30.26,111.15,40.7,2.56,0,10.88,0,8.74,0,31.39,22.09,0,0,36.44,39.45,51.34,0,0,0,0,0

76,18:45-19:00,0,0,3.5,0,0,7.8,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,602.9,44.08,212.14,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.45,68.44,0,0,0,0,0

77,19:00-19:15,0,0,3.5,0,0,8.18,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,312.73,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.98,68.44,0,0,0,0,0

78,19:15-19:30,0,0,3.5,0,0,8.46,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.98,68.44,0,0,0,0,0

79,19:30-19:45,0,0,3.5,0,0,8.65,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,35.29,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.98,68.44,0,0,0,0,0

80,19:45-20:00,0,0,3.5,0,0,9.13,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,20.36,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.98,68.44,0,0,0,0,0

81,20:00-20:15,0,0,3.5,0,0,8.52,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,6.79,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,38.39,68.44,0,0,0,0,0

82,20:15-20:30,0,0,3.5,0,0,8.97,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,17.37,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,38.39,68.44,0,0,0,0,0

83,20:30-20:45,0,0,3.5,0,0,9.22,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,17.37,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.45,68.44,0,0,0,0,0

84,20:45-21:00,0,0,3.42,0,0,9.45,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,17.37,0,0,0,0,19.32,3.19,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.45,68.44,0,0,0,0,0

85,21:00-21:15,0,0,3.42,0,0,9.71,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,17.37,0,0,0,0,19.32,3.19,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,39.45,68.44,0,0,0,0,0

86,21:15-21:30,0,0,3.42,0,0,9.88,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,17.37,0,0,0,0,19.32,3.19,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,36.24,68.44,0,0,0,0,0

87,21:30-21:45,0,0,3.42,0,0,8.4,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,3.19,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,31.98,68.44,0,0,0,0,0

88,21:45-22:00,0,0,3.5,0,0,8.8,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,20.09,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,31.98,68.44,0,0,0,0,0

89,22:00-22:15,0,0,3.5,0,0,8.86,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,36.24,68.44,0,0,0,0,0

90,22:15-22:30,0,0,3.5,0,0,8.91,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,31.39,25.49,0,0,41.57,36.24,68.44,0,0,0,0,0

91,22:30-22:45,0,0,3.5,0,0,8.88,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,19.52,0,0,0,41.05,5.17,43.32,0,162.87,95.48,0,4.17,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,40,52.66,32.58,659.69,44.08,390.57,40.7,2.7,0,10.88,0,9.38,0,29.97,25.49,0,0,41.57,29.85,68.44,0,0,0,0,0

92,22:45-23:00,0,0,3.42,0,0,8.97,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,37.31,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,29.97,25.49,0,0,41.57,29.85,68.44,0,0,0,0,0

93,23:00-23:15,0,0,3.42,0,0,9.03,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,27.99,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,27.11,25.49,0,0,41.57,19.19,49.26,0,0,0,0,0

94,23:15-23:30,0,0,3.42,0,0,9.17,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,27.99,5.17,43.32,0,161.37,95.48,0,2.78,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,27.11,25.49,0,0,41.57,19.19,49.26,0,0,0,0,0

95,23:30-23:45,0,0,3.42,0,0,9.11,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,27.99,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,22.84,25.49,0,0,41.57,19.19,49.26,0,0,0,0,0

96,23:45-24:00,0,0,3.42,0,0,9.09,58.16,0,76.3,16.77,86.52,123.22,0,117.54,401.97,87.43,0,16.96,0,0,0,0,19.32,12.59,0,0,0,27.99,5.17,43.32,0,161.37,95.48,0,1.39,0,42.79,0,0,0,0,0,0,0,0,0,0,0,0,19.06,39.01,51.95,30.98,659.69,42.7,390.57,40.7,2.7,0,10.88,0,9.38,0,22.84,25.49,0,0,41.57,19.19,49.26,0,0,0,0,0

