Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,21.82362,29.58,0.89911,123.665625,45.36,42.66,6.5208,41.952,13.3224,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,38.241,147.515625,28.812,15.00135,14.253199,380.25

2,00:15-00:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,21.82362,29.58,0.89911,123.665625,45.36,42.66,6.5208,41.952,13.3224,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,8.345803,147.515625,28.812,15.00135,14.253199,380.25

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,21.82362,29.58,0.89911,123.665625,45.36,42.66,6.5208,41.952,13.3224,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,8.74575,147.515625,28.812,15.00135,14.253199,380.25

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,33.09192,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,21.82362,29.58,0.89911,123.665625,45.36,42.66,6.5208,41.952,13.3224,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,8.74575,147.515625,28.812,15.00135,14.253199,380.25

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,31.897383,0,0,0,125.5875,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.7684,21.82362,29.58,0.89911,123.665625,45.36,42.66,6.5208,41.952,13.3224,85.988,0,0,35.7,0,0,0,0,0,63.531,0,0,0,78.912,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,8.74575,147.515625,28.812,15.00135,14.253199,382.5

