Block,Time,KGSU1AND2,KHSTPP-II,KKNP,PARBATI3,RAPPC,RIHAND2,TALST2,URI2,ANTA_LF,KHSTPP-I,NAPP,NJPC,RIHAND1,RIHAND3,SINGRAULI_HYDRO,TANAKPUR,VALLURNTECL,DHAULIGNGA,KISHANGANGA,NLCIIST2,RAMPUR,ANTA_GF,AURY_CRF,AURY_LF,DADRI_RF,KOLDAM,MAPS,UNCHAHAR1,UNCHAHAR3,AURY_GF,DADRI_LF,DULHASTI,NLCTS2EXP,NTPL,RSTPSU1TO6,SEWA2,TEHRI,UNCHAHAR2,URI,CHAMERA2,CHAMERA3,NLCIIST1,NNTPP,RAPPB,SASAN,SIMHST2,ANTA_CRF,AURY_RF,CHAMERA1,FSTPP I & II,JHAJJAR,KKNPPU2,NLCEXP,RSTPSU7,SINGRAULI,TALA,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,BRBCL,BSIUL,DADRT2,KGSU3AND4,KOTESHWR,KUDGI,SALAL,SIMHST1,TANDA2,ANTA_RF,DADRI_GF
58,14:15-14:30,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

59,14:30-14:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

60,14:45-15:00,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,11.58,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

61,15:00-15:15,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

62,15:15-15:30,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,0,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,6.52,686.07,0,28.98,0,75.52,0,1.42,46.37,0

63,15:30-15:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,6.52,686.07,0,28.98,0,79.38,0,1.42,46.37,0

64,15:45-16:00,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,24.69,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,68.01,43.71,44.16,20.89,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,6.52,686.07,0,28.98,0,79.38,0,1.42,46.37,0

65,16:00-16:15,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,29.84,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,13.04,686.07,0,28.98,0,79.38,0,1.42,45.18,0

66,16:15-16:30,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,36.01,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,0,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,13.04,686.07,0,28.98,0,79.38,0,1.42,45.18,0

67,16:30-16:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,36.01,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,5.79,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,13.04,686.07,0,28.98,0,79.38,0,1.42,45.18,0

68,16:45-17:00,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,42.18,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,5.79,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,12.64,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,6.52,686.07,0,28.98,0,79.38,0,1.42,45.18,0

69,17:00-17:15,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,96.19,3.64,0,20.96,27.05,0,0,53.79,0,0,0,5.12,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,28.1,14.3,413.81,0,0,0,141.78,8.91,0,1.62,0,20.01,19.56,686.07,0,28.98,0,79.38,0,1.42,45.18,0

70,17:15-17:30,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,4.94,3.64,0,20.96,27.05,0,0,53.79,0,0,0,5.79,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,28.1,14.3,413.81,0,0,0,141.78,8.76,0,1.62,0,20.01,19.56,686.07,0,28.98,0,79.38,0,1.42,45.18,0

71,17:30-17:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,12.33,4.85,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,42.15,14.3,413.81,0,0,0,141.78,8.76,0,1.62,0,20.01,19.56,686.07,0,28.98,0,79.38,0,1.42,45.18,0

72,17:45-18:00,0,98.87,0,5.62,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,29.59,4.85,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,77.58,42.15,14.3,413.81,0,0,0,141.78,8.02,0,1.62,0,20.01,6.52,686.07,0,28.98,0,79.38,0,1.42,2.36,0

73,18:00-18:15,0,98.87,0,8.43,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,44.4,5.22,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,23.87,16.87,0,0,0,344.25,0,0,11.94,42.15,14.3,413.81,0,0,0,141.78,7.76,0,1.62,0,20.01,0,686.07,0,28.98,0,79.38,0,1.42,8.28,0

74,18:15-18:30,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,2.88,0,3.54,0,0,0,59.19,5.35,0,20.96,27.05,0,0,53.79,0,0,0,17.37,76.9,43.71,44.71,23.87,21.37,0,0,0,344.25,0,0,23.87,42.15,14.3,413.81,0,0,0,141.78,7.76,0,1.62,0,20.01,0,686.07,0,38.64,0,79.38,0,0.12,17.74,0

75,18:30-18:45,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,49.32,5.35,0,20.96,27.05,0,0,55.08,0,0,0,17.37,76.9,43.71,44.71,45.65,33.74,0,0,0,344.25,0,0,35.8,42.15,14.3,413.81,0,0,0,141.78,7.76,0,1.62,0,20.01,0,686.07,0,42.94,0,79.38,0,0.08,24.84,0

76,18:45-19:00,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,5.35,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,47.73,42.15,14.3,413.81,0,0,0,141.78,7.9,0,0,0,20.01,0,686.07,0,42.94,0,79.38,0,0.08,28.39,0

77,19:00-19:15,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,2.43,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,7.97,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

78,19:15-19:30,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,3.64,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,8.11,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

79,19:30-19:45,0,98.87,0,54.11,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,3.64,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,8.53,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

80,19:45-20:00,0,98.87,0,7.03,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,3.64,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,8.7,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

81,20:00-20:15,0,98.87,0,7.03,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,3.64,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,8.91,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

82,20:15-20:30,0,98.87,0,7.03,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,3.64,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,8.91,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.08,29.21,0

83,20:30-20:45,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,3.28,0,3.54,0,0,0,59.19,3.64,0,20.57,26.42,0,0,53.79,0,0,0,17.37,71.81,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.03,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

84,20:45-21:00,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,3.28,0,3.54,0,0,0,59.19,3.64,0,20.57,26.42,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.2,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

85,21:00-21:15,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,3.28,0,3.54,0,0,0,59.19,4.01,0,20.57,26.42,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.35,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

86,21:15-21:30,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,3.28,0,3.54,0,0,0,59.19,4.01,0,20.57,26.42,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.38,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

87,21:30-21:45,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,3.85,0,40.4,3.28,0,3.54,0,0,0,59.19,4.01,0,20.57,26.42,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.47,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

88,21:45-22:00,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,3.85,0,40.4,3.28,0,3.54,0,0,0,59.19,4.01,0,20.57,26.42,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,32.82,25.31,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,141.78,9.55,0,0,0,20.01,0,682.83,0,38.64,0,79.38,0,0.12,29.21,0

89,22:00-22:15,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,5.13,0,41.42,4.32,0,3.62,0,0,0,59.19,4.01,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,126.19,9.55,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.12,29.21,0

90,22:15-22:30,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,4.01,0,20.57,26.42,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,406.41,0,0,0,109.06,9.55,0,0,0,20.01,0,682.83,0,42.94,0,79.38,0,0.12,29.21,0

91,22:30-22:45,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,4.01,0,20.96,27.05,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,9.74,0,0,0,20.01,0,686.07,0,42.94,0,79.38,0,0.12,29.21,0

92,22:45-23:00,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,168.66,47.33,127.6,0,13,0,41.42,4.32,0,3.62,0,0,0,59.19,4.01,0,20.96,27.05,0,0,55.08,0,0,0,17.37,76.9,42.4,44.71,45.65,33.74,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,9.82,0,0,0,20.01,0,686.07,0,42.94,0,79.38,0,0.12,29.21,0

93,23:00-23:15,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,13,0,40.4,2.88,0,3.54,0,0,0,59.19,4.01,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,42.4,44.71,44.22,32.08,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,9.9,0,1.62,0,20.01,0,686.07,0,38.64,0,79.38,0,0.12,29.21,0

94,23:15-23:30,0,98.87,0,17.56,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,59.19,4.01,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,44.22,32.08,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,9.85,0,1.62,0,20.01,0,686.07,0,38.64,0,79.38,0,0.12,29.21,0

95,23:30-23:45,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,59.19,4.01,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,44.22,32.08,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,10,0,1.62,0,20.01,0,686.07,0,38.64,0,79.38,0,0.12,29.21,0

96,23:45-24:00,0,98.87,0,3.51,60.23,121.71,0,33.98,0,46.4,45.1,167.1,47.33,127.6,0,11.91,0,40.4,1.44,0,3.54,0,0,0,59.19,4.01,0,20.96,27.05,0,0,53.79,0,0,0,17.37,70.87,43.71,44.71,44.22,32.08,0,0,0,344.25,0,0,50.54,42.15,14.3,413.81,0,0,0,109.06,10.02,0,1.62,0,20.01,0,686.07,0,38.64,0,79.38,0,0.12,29.21,0

