Block,Time Block,BRBCL,KISHANGANGA,KOTESHWR,KKNP,KKNPPU2,KOLDAM,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,KGSU1AND2,KGSU3AND4,TALST2,SINGRAULI,TALA,TANAKPUR,TANDA2,SINGRAULI_HYDRO,CHAMERA3,CHAMERA2,CHAMERA1,KHSTPP-II,KHSTPP-I,SALAL,SEWA2,RAPPB,RIHAND2,RIHAND1,RAMPUR,SASAN,RAPPC,RSTPSU1TO6,SIMHST1,NTPL,RSTPSU7,SIMHST2,RIHAND3,PARBATI3,BSIUL,NJPC,NLCIIST1,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,KUDGI,NLCEXP,MAPS,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,ANTA_GF,DADRI_RF,AURY_LF,DADRI_LF,ANTA_CRF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,ANTA_RF,AURY_RF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,76.51,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,76.51,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,19.32,0,30.63,0,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,25.76,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,21.93,0,35.23,0,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,298.78,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,21.93,0,35.23,0,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,14.46,0,8.55,0,0,0,1.27,20.05,15.88,181.06,318.05,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,22.54,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,21.93,0,35.23,0,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,14.46,0,8.55,0,0,0,1.27,20.05,31.77,187.94,245.58,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,40.16,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,0,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,14.46,0,8.55,0,0,0,1.27,20.05,31.77,197.58,233.39,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,40.16,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,14.39,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,14.46,0,8.55,0,0,0,1.27,20.05,31.77,210.11,314.34,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,2.57,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,40.16,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,14.39,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,14.46,0,8.55,0,0,0,8.78,20.05,47.64,216.93,408.81,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,2.57,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,67.63,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,14.39,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,14.46,0,8.55,0,0,0,17.57,20.05,47.64,216.93,484.13,0,0,0,134.62,0,7.4,0,0,9.33,3.86,11.42,142.93,42.71,2.25,2.57,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,1.06,90.17,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,14.46,0,8.55,0,0,0,26.49,20.05,47.64,216.93,484.13,0,0,0,134.62,0,7.4,0,0,18.66,16.07,27.08,142.93,42.71,2.25,6.93,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,6.28,114.09,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,45,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,14.46,0,9.5,0,0,0,36.29,20.05,48.12,254.13,484.13,0,0,0,134.62,0,7.4,0,0,29.45,39.31,40.62,142.93,42.71,25.19,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,18.85,135.26,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,14.46,0,9.5,0,0,0,36.29,20.05,48.12,294.04,484.13,0,0,0,134.62,0,7.4,0,0,29.45,39.31,40.62,142.93,42.71,76.51,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,18.85,135.26,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,14.46,0,9.5,0,0,0,36.29,20.05,48.12,322.95,484.13,0,0,0,134.62,0,12.22,0,0,29.45,39.31,40.62,142.93,42.71,76.51,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,18.85,135.26,0,40.25,0,0,0,0,0,0,4.25,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,14.46,0,9.5,0,0,0,36.29,20.05,48.12,327.59,484.13,0,0,0,134.62,0,12.22,0,0,29.45,39.31,40.62,142.93,42.71,76.51,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,18.85,135.26,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,14.46,0,9.5,0,0,0,36.29,20.05,48.12,327.59,484.13,0,0,0,134.62,0,9.88,0,0,29.45,39.31,40.62,142.93,42.71,25.19,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,3.06,18.85,135.26,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,14.46,0,9.5,0,0,0,36.29,20.05,48.12,327.59,484.13,0,0,0,134.62,0,9.88,0,0,29.45,39.31,40.62,142.93,42.71,12.32,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,6.13,18.85,135.26,0,40.25,0,0,0,0,0,0,4.25,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,14.46,0,9.5,0,0,0,36.29,20.05,48.12,327.59,484.13,0,0,0,134.62,0,9.88,0,0,29.45,39.31,40.62,142.93,42.71,12.32,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,18.85,135.26,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,14.46,0,9.5,0,0,0,36.29,20.05,48.12,327.59,457,0,0,0,134.62,0,9.88,0,0,29.45,39.31,40.62,142.93,42.71,12.32,15.24,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,18.85,135.26,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,14.46,0,8.55,0,0,0,26.49,20.05,31.77,327.59,457,0,0,0,134.62,0,7.4,0,0,18.66,38.08,27.08,142.93,42.71,2.25,7.71,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,1.06,114.09,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,14.46,0,8.55,0,0,0,17.57,20.05,31.77,327.59,408.81,0,0,0,134.62,0,7.4,0,0,18.66,25.39,27.08,142.93,42.71,2.25,7.71,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,0,90.17,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.99,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,408.81,0,0,0,134.62,0,7.4,0,0,18.66,11.57,11.58,142.93,42.71,2.25,7.71,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,0,67.63,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,59.26,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,18.66,11.57,11.58,142.93,42.71,2.25,7.71,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,31.9,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,43.17,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,9.33,11.57,0,142.93,42.71,2.25,7.71,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,4.91,0,38.34,0,40.25,0,0,0,0,0,0,39.37,0,0,4.4,25.43,0,40.87,43.17,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,9.33,2.31,0,142.93,42.71,2.25,7.59,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,2.46,0,38.34,0,40.25,0,0,0,0,0,0,36.17,0,0,4.4,25.43,0,40.87,43.17,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,9.33,2.31,0,142.93,42.71,2.25,2.57,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,4.25,0,0,4.4,25.43,0,40.87,43.17,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,14.46,0,8.55,0,0,0,1.27,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,4.4,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,25.93,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,25.93,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,25.93,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,2.13,0,0,25.93,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,36.17,0,0,18.15,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,14.46,0,8.55,0,0,0,8.78,20.05,31.77,327.59,360.62,0,0,0,134.62,0,7.4,0,0,0,2.31,0,142.93,42.71,2.25,0,0,114.46,88.67,0,403.61,50.02,0,0,0,0,0,119.82,0,0,38.34,0,40.25,0,0,0,0,0,0,36.17,0,0,18.15,25.43,0,40.87,28.79,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

