Block,Time Block,ANTA_LF,ANTA_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NLCEXP,NJPC,NAPP,NLCIIST1,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA3,KGSU3AND4,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,KOTESHWR,KKNP,SIMHST2,SINGRAULI_HYDRO,SALAL,SEWA2,SINGRAULI,TALA,TALST2,SASAN,SIMHST1,CHAMERA1,BRBCL,BSIUL,RSTPSU1TO6,RSTPSU7,RAPPB,RIHAND3,RIHAND1,NLCIIST2,NLCTS2EXP,RAPPC,RIHAND2,NNTPP,RAMPUR,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,17.86,8,0,14.12,4.24,0,11.53,0,0,0,0,41.44,0,1.8,0,15.34,0,262.19,43.43,284.76,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,8,0,17.97,4.24,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,0,312.13,43.43,335.46,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,3.31,0,18.07,4.24,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,0,360.15,43.43,345.06,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,2.95,0,18.07,2.12,14.94,17.61,0,0,0,0,41.44,0,1.8,0,16.69,0,432.18,43.43,383.34,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.75,2.95,0,18.07,2.12,14.94,17.61,0,0,0,0,41.44,0,1.8,0,16.69,0,504.21,43.43,397.88,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.95,0,20.35,2.12,29.9,19.75,0,0,0,20.92,41.44,0,1.8,0,16.69,15.83,585.23,43.43,417.64,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.95,0,20.35,2.12,29.9,19.75,0,0,0,43.21,41.44,0,1.8,0,16.69,15.83,656.09,43.43,417.64,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.95,0,20.35,2.12,44.84,19.75,0,0,0,67.12,41.44,0,1.8,8.88,16.69,15.83,655.74,43.43,417.35,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,2.95,0,20.35,2.12,44.84,19.75,0,0,0,89.86,41.44,0,3.84,13.95,16.69,15.83,655.74,43.43,417.35,0,9.3,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,118.13,0,0,402.19,0,11.53,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,4.3,0,20.35,4.24,59.78,19.75,0,0,0,134.78,41.44,0,3.84,19.03,16.69,31.65,655.74,43.43,417.35,0,18.59,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,5.06,123.07,0,0,402.19,0,25.8,19.21,2.11,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,6.15,0,20.35,4.24,59.78,19.75,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,655.74,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,1.34,10.12,128.3,0,0,402.19,0,39.79,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,6.15,0,20.35,4.24,59.78,19.75,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,655.74,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,1.34,10.12,133.48,0,0,402.19,0,40.48,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,6.15,0,20.35,4.24,59.78,19.75,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,655.74,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,1.34,10.12,134.15,0,0,402.19,0,40.48,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,6.15,0,20.35,1.59,59.78,19.75,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,655.74,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,12.27,10.12,134.15,0,0,402.19,0,40.48,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,2.12,59.78,19.75,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,655.74,43.43,417.35,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,66.96,10.12,134.15,0,0,402.19,0,40.48,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,2.45,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,2.95,0,17.95,34.99,59.78,17.61,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,609.49,43.43,399.18,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,66.96,10.12,134.15,0,0,402.19,0,40.48,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,6.11,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,2.95,0,17.95,34.99,59.78,17.61,0,0,0,134.78,41.44,0,25.3,35.1,16.69,31.65,600.32,43.43,399.18,0,27.91,0,94.95,0,0,0,0,0,9.47,0,0,0,66.96,10.12,134.15,0,0,402.19,0,25.11,19.21,12.52,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,2.95,0,17.95,2.65,59.78,17.61,0,0,0,112.32,41.44,0,3.84,26.31,16.69,31.65,528.22,43.43,399.18,0,1.83,0,94.95,0,0,0,0,0,8.52,0,0,0,53.56,5.06,134.15,0,0,402.19,0,11.53,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,2.95,0,17.95,1.59,59.78,17.61,0,0,0,89.86,41.44,0,1.8,17.55,16.69,15.83,513.81,43.43,399.18,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,12.27,0,134.15,0,0,402.19,0,0,19.21,6.26,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,1.59,44.84,17.61,0,0,0,67.12,41.44,0,1.8,8.77,16.69,15.83,511.57,43.43,418.93,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,1.06,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,1.59,44.84,17.61,0,0,0,44.93,41.44,0,1.8,0,16.69,15.83,511.57,43.43,409.75,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,1.59,29.9,17.61,0,0,0,20.92,41.44,0,1.8,0,16.69,15.83,511.57,43.43,401.1,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,31.79,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,1.59,14.94,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,511.57,43.43,400.14,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,4.89,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,2.12,13.49,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,504.21,43.43,327.15,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,2.45,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.34,3.7,0,20.35,34.99,0,17.61,0,0,0,0,41.44,0,1.8,0,16.69,15.83,485,43.43,317.21,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,34.99,0,14.89,0,0,0,0,41.44,0,1.8,0,16.69,15.83,475.4,43.43,280.72,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,3.18,0,14.89,0,0,0,0,41.44,0,1.8,0,16.69,15.83,465.79,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,16.69,15.83,485,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,16.69,15.83,475.4,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,475.4,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,475.4,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,475.4,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,1.59,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,427.38,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,7.42,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,379.36,43.43,256.71,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,19.21,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.6,3.7,0,17.95,7.42,0,14.89,0,0,0,0,41.44,0,1.8,0,15.34,15.83,331.34,43.43,242.3,0,0,0,94.95,0,0,0,0,0,8.52,0,0,0,1.34,0,134.15,0,0,402.19,0,0,17.93,0,0,0,0,119.4,88.14,0,0,50.94,114.06,0,0,0,0,0,0,0,0,0

