Block,Time,CHAMERA3,KGSU1AND2,KHSTPP-II,KOLDAM,NAPP,NLCIIST1,RIHAND3,RSTPSU1TO6,RSTPSU7,SEWA2,TANAKPUR,URI,AURY_CRF,JHAJJAR,KHSTPP-I,KKNP,NJPC,NLCEXP,NLCIIST2,RAPPB,SASAN,ANTA_CRF,AURY_LF,AURY_RF,BRBCL,BSIUL,DULHASTI,MAPS,NTPL,SALAL,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TEHRIPSP,UNCHAHAR3,URI2,DADRI_GF,KKNPPU2,KUDGI,RAPPC,TANDA2,TelanganaSTPP,UNCHAHAR4,AURY_GF,DADRI_LF,DADRI_RF,CHAMERA1,PARBATI3,SINGRAULI,UNCHAHAR2,KOTESHWR,NLCTS2EXP,RAMPUR,RAPPD,RIHAND2,TALST2,ANTA_GF,DADRI_CRF,DADRT2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,RIHAND1,TALA,TEHRI,UNCHAHAR1,ANTA_LF,CHAMERA2,KISHANGANGA,NNTPP,PARBATI2,VALLURNTECL,ANTA_RF
50,12:15-12:30,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,5.76,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.17,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,20.93,0,21.83,0,48.9,8.71,0,58.05,0,46.67

51,12:30-12:45,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,9.61,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,20.93,0,21.83,0,48.9,8.71,0,58.05,0,46.67

52,12:45-13:00,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,9.61,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,20.93,0,21.83,0,48.9,8.71,0,58.05,0,46.54

53,13:00-13:15,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,8.96,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,17.99,0,21.83,0,48.9,8.71,0,58.05,0,46.54

54,13:15-13:30,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,8.96,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,17.99,0,21.83,0,48.9,8.71,0,58.05,0,46.67

55,13:30-13:45,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,8.71,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,17.99,0,21.83,0,48.9,8.71,0,58.05,0,46.8

56,13:45-14:00,35.09,0,148.3,10.65,25.16,0,132.37,0,0,0,8.71,52.99,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,0,73.77,155.54,45.62,0,0,7.04,25.94,126.8,0,0,0,690.85,32.89,20.8,0,99.81,17.99,9.89,21.83,0,48.9,8.71,0,58.05,0,46.8

57,14:00-14:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,8.71,50.79,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,14.05,73.77,155.54,45.62,10.44,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,17.99,19.79,21.83,0,48.9,8.71,0,58.05,0,46.67

58,14:15-14:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,8.71,50.79,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,28.1,73.77,155.54,45.62,20.88,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,17.99,29.68,21.83,0,48.9,8.71,0,58.05,0,46.54

59,14:30-14:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,12.04,50.79,0,470.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,28.1,73.77,155.54,45.62,20.88,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,17.99,29.68,21.83,0,48.9,8.71,0,58.05,0,46.67

60,14:45-15:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,12.04,50.79,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,73.77,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,17.99,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

61,15:00-15:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,9.61,50.79,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,73.77,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

62,15:15-15:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,9.61,50.79,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,73.77,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

63,15:30-15:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.79,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,39.74,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,73.77,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.67

64,15:45-16:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.79,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,39.74,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,73.77,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.54

65,16:00-16:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,510.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.54

66,16:15-16:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,23.07,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

67,16:30-16:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,22.64,29.68,21.83,0,48.9,8.71,0,58.05,0,46.67

68,16:45-17:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,22.58,29.68,21.83,0,48.9,8.71,0,58.05,0,46.67

69,17:00-17:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,21.61,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

70,17:15-17:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,21.46,29.68,21.83,0,48.9,8.71,0,58.05,0,46.8

71,17:30-17:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,20.23,29.68,21.83,0,48.9,8.71,0,58.05,0,47.32

72,17:45-18:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,0,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,20.11,29.68,21.83,0,48.9,8.71,0,58.05,0,47.32

73,18:00-18:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,6.31,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,19.93,29.68,21.83,0,48.9,8.71,0,58.05,0,47.32

74,18:15-18:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,12.62,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,58.4,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,19.76,29.68,21.83,0,48.9,8.71,0,58.05,0,47.32

75,18:30-18:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,670.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,20.4,29.68,21.83,0,48.9,8.71,0,58.05,0,47.32

76,18:45-19:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,428.85,32.78,0,181.16,0,0,0,418.77,0,0,78.22,24.99,6.52,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,7.07,0,3.98,0,0,74.64,42.15,67.63,155.54,45.62,31.32,0,7.04,25.94,126.8,0,0,0,490.85,21.92,20.8,0,99.81,20.23,29.68,21.83,0,48.9,8.71,0,58.05,0,47.6

77,19:00-19:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,428.85,32.78,0,181.16,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.15,79.92,155.54,45.1,31.32,0,7.04,25.94,126.8,0,0,0,490.85,32.89,20.8,0,99.81,20.13,29.68,21.83,0,48.9,8.71,0,58.05,0,47.6

78,19:15-19:30,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,0,27.99,28.96,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,490.85,46.04,20.8,0,99.81,20.13,30.15,21.83,0,51.47,8.87,0,61.07,0,47.86

79,19:30-19:45,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,0,27.99,38.16,0,0,0,68.39,6.63,0,2.39,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,490.85,46.04,20.8,0,99.81,20.25,30.15,21.83,0,51.47,8.87,0,61.07,0,48.64

80,19:45-20:00,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,0,27.99,40.23,0,0,0,68.39,6.63,0,2.39,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,490.85,46.04,20.8,0,99.81,20.37,30.15,21.83,0,51.47,8.87,0,61.07,0,48.64

81,20:00-20:15,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,0,27.99,40.23,0,0,0,68.39,6.63,0,2.39,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,20.44,30.15,21.83,0,51.47,8.87,0,61.07,0,48.64

82,20:15-20:30,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.63,0,2.39,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,20.58,30.15,21.83,0,51.47,8.87,0,61.07,0,48.64

83,20:30-20:45,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.63,0,2.39,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,16.79,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

84,20:45-21:00,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.63,0,2.38,0,0,74.64,42.27,79.92,155.54,45.1,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,16.88,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

85,21:00-21:15,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.63,0,2.46,0,0,74.64,42.27,79.92,155.54,45.13,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,16.99,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

86,21:15-21:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,428.85,32.78,0,181.16,0,0,0,408.94,0,0,78.22,24.99,6.52,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.87,0,2.43,0,0,74.64,42.15,79,155.54,45.11,31.32,0,7.04,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.05,30.15,21.83,0,48.9,8.71,0,58.05,0,49.3

87,21:30-21:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,428.85,32.78,0,181.16,0,0,0,408.94,0,0,78.22,24.99,6.52,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.87,0,2.43,0,0,74.64,42.15,79,155.54,45.12,31.32,0,7.04,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.19,30.15,21.83,0,48.9,8.71,0,58.05,0,49.3

88,21:45-22:00,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.8,0,2.46,0,0,74.64,42.27,79.92,155.54,45.13,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,17.31,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

89,22:00-22:15,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.8,0,2.46,0,0,74.64,42.27,79.92,155.54,45.13,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,17.4,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

90,22:15-22:30,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.8,0,2.46,0,0,74.64,42.27,79.92,155.54,45.13,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,17.5,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

91,22:30-22:45,36.89,0,148.3,10.65,25.16,0,92.37,0,0,20.12,10.25,50.23,0,428.85,32.78,0,182.87,0,0,0,408.94,0,0,78.22,24.99,20.46,59.61,0,0,83.08,0,0,1.19,51.99,27.99,40.23,0,0,0,68.39,6.8,0,2.46,0,0,74.64,42.27,79.92,155.54,45.13,34.81,0,7.22,25.94,126.8,0,0,0,550.85,46.04,20.8,0,99.81,17.64,30.15,21.83,0,51.47,8.87,0,61.07,0,49.3

92,22:45-23:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,18.93,10.25,50.23,0,428.85,32.78,0,153.11,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,51.99,27.99,38.16,0,0,0,68.39,6.97,0,2.48,0,0,74.64,42.15,79,155.54,45.12,31.32,0,5.87,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.7,29.68,21.83,0,48.9,8.71,0,58.05,0,49.3

93,23:00-23:15,35.09,0,148.3,10.65,25.16,0,92.37,0,0,12.62,9.61,50.23,0,428.85,32.78,0,153.11,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,51.99,27.99,38.16,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.15,79,155.54,45.11,31.32,0,5.87,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.76,29.68,21.83,0,48.9,8.71,0,58.05,0,49.3

94,23:15-23:30,35.09,0,148.3,10.65,25.16,0,92.37,0,0,6.31,9.61,50.23,0,428.85,32.78,0,153.11,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,51.99,27.99,38.16,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.15,79,155.54,45.1,31.32,0,5.87,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.93,29.68,21.83,0,48.9,8.71,0,58.05,0,49.3

95,23:30-23:45,35.09,0,148.3,10.65,25.16,0,92.37,0,0,6.31,5.76,50.23,0,428.85,32.78,0,153.11,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,51.99,27.99,38.16,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.15,79,155.54,45.1,31.32,0,5.87,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,17.99,29.68,21.83,0,48.9,8.71,0,58.05,0,49.95

96,23:45-24:00,35.09,0,148.3,10.65,25.16,0,92.37,0,0,6.31,5.76,50.23,0,428.85,32.78,0,153.11,0,0,0,408.94,0,0,78.22,24.99,13.04,58.79,0,0,83.08,0,0,1.19,51.99,27.99,38.16,0,0,0,68.39,6.63,0,2.4,0,0,74.64,42.15,79,155.54,45.1,31.32,0,5.87,25.94,126.8,0,0,0,550.85,43.85,20.8,0,99.81,18.09,29.68,21.83,0,48.9,8.71,0,58.05,0,49.95

