Block,Time,DADRI_RF,PARBATI3,AURY_CRF,RAMPUR,DHAULIGNGA,JHAJJAR,KOTESHWR,RAPPB,UNCHAHAR4,ANTA_CRF,TANDA2,TANAKPUR,ANTA_RF,URI,DADRT2,AURY_RF,URI2,BSIUL,DADRI_LF,ANTA_GF,RIHAND2,CHAMERA3,UNCHAHAR1,SINGRAULI,UNCHAHAR2,SALAL,SINGRAULI_HYDRO,AURY_GF,TEHRI,RIHAND3,DULHASTI,RAPPC,NAPP,DADRI_CRF,RIHAND1,SEWA2,DADRI_GF,ANTA_LF,UNCHAHAR3,AURY_LF,KOLDAM,KISHANGANGA,CHAMERA2,NJPC,CHAMERA1,FSTPP I & II,TALA,KHSTPP-II,BRBCL,SASAN,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,437.352536,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.208627,28.444839,6.695909,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,141.674006,14.407297,402.186708,28.774352,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,415.853200,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,391.843200,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,374.556000,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,363.991600,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,347.664800,0.000000,16.019933,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,347.664800,0.000000,6.459650,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.180845,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.841600,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.841600,0.000000,127.023368,14.407297,402.186708,23.322546,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.841600,0.000000,114.086684,14.407297,402.186708,23.322546,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.841600,0.000000,114.086684,14.407297,402.186708,23.322546,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.841600,0.000000,114.086684,14.407297,402.186708,23.322546,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,6.028335,0.000000,4.241126,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,20.168400,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,114.086684,14.407297,402.186708,23.322546,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.246054,0.000000,5.831549,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,0.000000,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,114.086684,14.407297,329.537250,23.322546,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0.000000,226.654400,6.155204,0.000000,0.000000,0.000000,0.000000,0.246054,0.000000,5.831549,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,14.158217,118.768466,0.000000,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,11.524800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,114.086684,14.407297,329.537250,23.322546,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,0.000000,229.535600,6.155204,0.000000,0.000000,0.000000,0.000000,0.246054,0.000000,5.831549,347.664800,0.000000,4.521755,0.000000,0.000000,0.000000,55.664688,0.000000,0.000000,120.614235,28.444839,1.339182,0.753271,0.000000,14.944784,118.768466,15.826289,52.406147,0.000000,0.000000,88.356800,0.000000,0.000000,0.000000,16.893916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.612003,0.000000,114.086684,14.407297,329.537250,23.322546,0,0,0,0,0

