Block,Time,BRBCL,CHAMERA3,NNTPP,NTPL,PARBATI3,RAMPUR,RIHAND1,RIHAND3,SASAN,SIMHST2,TALA,UNCHAHAR1,UNCHAHAR2,KHSTPP-II,SIMHST1,TALST2,TEHRI,UNCHAHAR4,VALLURNTECL,ANTA_LF,ANTA_RF,FSTPP I & II,JHAJJAR,RAPPB,RSTPSU1TO6,SALAL,URI2,ANTA_CRF,AURY_RF,DADRI_CRF,DADRI_GF,CHAMERA1,DHAULIGNGA,DULHASTI,KGSU1AND2,KOTESHWR,NLCIIST1,PARBATI2,RSTPSU7,SINGRAULI_HYDRO,URI,AURY_CRF,AURY_LF,DADRI_RF,BSIUL,KHSTPP-I,KOLDAM,KUDGI,MAPS,NLCTS2EXP,SEWA2,SINGRAULI,TANAKPUR,CHAMERA2,NLCEXP,NLCIIST2,RIHAND2,UNCHAHAR3,ANTA_GF,DADRT2,NAPP,NJPC,RAPPC,RAPPD,TANDA2,KGSU3AND4,KISHANGANGA,KKNP,KKNPPU2,TelanganaSTPP,AURY_GF,DADRI_LF
56,13:45-14:00,20,11.67,0,0,16.88,3.12,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,40.09,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,6.52,45.53,0,0,0,0,18.9,150.34,0.51,16.27,0,0,124.58,27.68,0,548.92,25.9,78.4,69.23,22.02,5.7,0,8.11,0,0,0,0,0

57,14:00-14:15,20,11.67,0,0,4.29,4.4,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,66.82,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,6.27,16.27,0,0,124.58,27.68,0,548.92,25.9,110.67,69.23,22.02,5.7,0,7.84,0,0,0,0,0

58,14:15-14:30,20,11.67,0,0,4.29,5.42,97.23,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,66.82,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,15.02,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,6.27,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,7.84,0,0,0,0,0

59,14:30-14:45,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,0,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,3.07,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,7.84,0,0,0,0,0

60,14:45-15:00,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,12.64,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,3.07,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,7.84,0,0,0,0,0

61,15:00-15:15,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,25.28,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,3.07,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,7.84,0,0,0,0,0

62,15:15-15:30,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,25.28,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,13.04,45.53,0,0,0,0,18.9,150.34,3.07,16.27,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

63,15:30-15:45,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,41.14,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

64,15:45-16:00,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

65,16:00-16:15,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

66,16:15-16:30,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

67,16:30-16:45,20,11.67,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,0,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,0,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

68,16:45-17:00,20,23.33,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,10.84,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,0,59.5,0,10.43,0,11.28,0,1.02,49.68,0,0,98.41,19.56,45.53,1.93,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

69,17:00-17:15,20,23.33,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,10.84,3.2,0,0,47.24,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,11.28,0,1.02,50.79,0,0,98.41,19.56,45.53,4.24,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

70,17:15-17:30,20,23.33,0,0,0,5.42,81.37,130.79,416.25,0,0,21.94,45,148.3,0,0,10.84,2.1,0,0,47.89,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,11.28,0,1.02,50.79,0,0,98.41,19.56,45.53,7.17,0,0,0,18.9,150.34,3.07,32.53,0,0,124.58,27.68,0,548.92,25.9,138.33,69.23,22.02,5.7,0,6.53,0,0,0,0,0

71,17:30-17:45,20,23.33,0,0,0,5.78,81.37,130.79,416.25,0,0,21.94,44.3,148.3,0,0,21.66,2.1,0,0,47.89,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,7.52,0,1.02,50.79,0,0,98.41,13.04,45.53,7.19,0,0,0,18.9,150.34,4.35,32.53,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5,0,6.53,0,0,0,0,0

72,17:45-18:00,20,23.33,0,0,4.29,5.78,81.37,130.79,416.25,0,0,21.94,44.3,148.3,0,0,21.66,2.1,0,0,47.89,20.8,670.67,0,0,79.38,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,7.52,0,1.02,50.79,0,0,98.41,13.04,45.53,9.59,0,0,0,18.9,150.34,4.35,32.53,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5,0,6.53,0,0,0,0,0

73,18:00-18:15,20,23.33,0,0,7.67,5.78,81.37,130.79,416.25,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,47.89,20.8,670.67,0,0,83.67,40.16,0,80.77,0,0,42.15,21.88,59.5,0,10.43,0,30.06,0,1.02,50.79,0,0,98.41,13.04,45.53,9.59,0,0,0,18.9,150.34,4.35,32.53,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5.7,0,6.53,0,0,0,0,0

74,18:15-18:30,20,23.33,0,0,13.81,5.78,81.37,130.79,416.25,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,47.89,20.8,670.67,0,0,83.67,40.16,0,80.77,0,0,42.15,21.88,59.5,0,10.43,0,37.57,0,1.02,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,18.9,150.34,4.35,32.53,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5.7,0,6.53,0,0,0,0,0

75,18:30-18:45,20,35,0,0,33.76,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,47.89,20.8,670.67,0,0,83.67,40.16,0,80.77,0,0,42.15,43.78,59.5,0,20.85,0,37.57,0,1.02,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,18.9,150.34,4.35,48.81,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5.7,0,6.53,0,0,0,0,0

76,18:45-19:00,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,47.89,20.8,670.67,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,18.9,150.34,4.35,50.39,0,0,124.58,27.68,0,548.92,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

77,19:00-19:15,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,18.9,150.34,4.35,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

78,19:15-19:30,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,18.9,150.34,4.35,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

79,19:30-19:45,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,6.3,150.34,3.07,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

80,19:45-20:00,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,6.3,150.34,3.07,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

81,20:00-20:15,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,6.3,150.34,0.51,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

82,20:15-20:30,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,1.02,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,6.3,150.34,0.51,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

83,20:30-20:45,20,35.03,0,0,53.7,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,42.15,32.83,59.5,0,31.28,0,30.06,0,0,50.79,0,0,98.41,13.04,45.53,9.59,0,0,0,6.3,150.34,1.28,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,6.53,0,0,0,0,0

84,20:45-21:00,20,35.03,0,0,13.81,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,48.55,20.8,458.07,0,0,83.67,40.16,0,80.77,0,0,42.15,32.83,59.5,0,31.28,0,30.06,0,0,50.79,0,0,98.41,13.04,45.53,9.59,0,0,0,6.3,150.34,1.28,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,6.53,0,0,0,0,0

85,21:00-21:15,20,35.03,0,0,18.41,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,42.15,32.83,59.5,0,31.28,0,30.06,0,0,50.79,0,0,98.41,13.04,45.53,9.59,0,0,0,3.19,150.34,1.28,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

86,21:15-21:30,20,36.84,0,0,59.84,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,43.05,32.83,60.23,0,34.76,0,44.33,0,0,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,3.19,150.34,1.28,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

87,21:30-21:45,20,36.84,0,0,59.84,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,0,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,3.19,150.34,1.03,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

88,21:45-22:00,20,36.84,0,0,59.84,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.08,0,0,79.38,38.1,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,0,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,3.19,150.34,1.03,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

89,22:00-22:15,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,0,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,3.19,150.34,0,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

90,22:15-22:30,20,36.84,0,0,78.83,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,43.05,43.78,60.23,0,34.76,0,44.33,0,0,50.79,0,0,98.41,20.46,45.53,9.59,0,0,0,3.19,150.34,0,50.39,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,8.68,0,0,0,0,0

91,22:30-22:45,20,35.03,0,0,13.81,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,42.15,43.78,59.5,0,20.85,0,30.06,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,0.77,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

92,22:45-23:00,20,35.03,0,0,9.2,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.2,20.8,458.07,0,0,79.38,38.1,0,80.77,0,0,42.15,43.78,59.5,0,10.43,0,22.54,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,0.77,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

93,23:00-23:15,20,35.03,0,0,23.02,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.86,20.8,458.07,0,0,66.82,38.1,0,80.77,0,0,42.15,21.88,59.5,0,10.43,0,22.54,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,1.03,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

94,23:15-23:30,20,35.03,0,0,23.02,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.86,20.8,458.07,0,0,66.82,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,22.54,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,1.03,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

95,23:30-23:45,20,35.03,0,0,23.02,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.86,20.8,458.07,0,0,66.82,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,22.54,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,0,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

96,23:45-24:00,20,35.03,0,0,23.02,5.78,81.37,130.79,418.77,0,0,21.94,44.5,148.3,0,0,32.5,2.3,0,0,49.86,20.8,458.07,0,0,66.82,38.1,0,80.77,0,0,42.15,10.95,59.5,0,10.43,0,22.54,0,0,50.79,0,0,98.41,19.56,45.53,9.59,0,0,0,0,150.34,0,48.81,0,0,124.58,27.68,0,501.5,25.9,145.6,69.23,22.02,5.7,0,7.32,0,0,0,0,0

