Block,Time,CHAMERA1,DADRT2,DHAULIGNGA,NLCIIST1,NTPL,RIHAND1,RSTPSU1TO6,TANDA2,TelanganaSTPP,DADRI_RF,CHAMERA2,KHSTPP-I,RAMPUR,RAPPB,UNCHAHAR2,JHAJJAR,KOLDAM,NNTPP,RIHAND3,UNCHAHAR3,UNCHAHAR4,AURY_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KGSU1AND2,KGSU3AND4,NLCEXP,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPC,SALAL,SINGRAULI_HYDRO,URI2,VALLURNTECL,ANTA_LF,CHAMERA3,KOTESHWR,SASAN,SIMHST1,TEHRI,ANTA_CRF,ANTA_GF,ANTA_RF,AURY_GF,DADRI_GF,BRBCL,KKNP,KUDGI,RIHAND2,SINGRAULI,TALA,TALST2,TANAKPUR,TEHRIPSP,AURY_CRF,DADRI_LF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,NAPP,NJPC,PARBATI2,SIMHST2,URI,MAPS,RAPPD,RSTPSU7,SEWA2,UNCHAHAR1,AURY_LF
56,13:45-14:00,42.15,689.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,13.42,0,0,47.41,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

57,14:00-14:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,26.83,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

58,14:15-14:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,35.33,0,24.19,0,0,21.65,0

59,14:30-14:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,24.29,0,24.19,0,0,21.65,0

60,14:45-15:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.75,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,24.29,0,24.19,0,0,21.65,0

61,15:00-15:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.89,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,24.29,0,24.19,0,0,21.65,0

62,15:15-15:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.87,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,24.29,0,24.19,0,0,21.65,0

63,15:30-15:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.85,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,26.49,0,24.19,0,0,21.65,0

64,15:45-16:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,18.58,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.78,0,0,24.99,0,0,125.27,147.44,31.85,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,26.49,0,24.19,0,0,21.65,0

65,16:00-16:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.15,0,0,24.99,0,0,125.27,147.44,32.25,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,26.49,0,24.19,0,0,21.65,0

66,16:15-16:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.92,1.06,24.16,0,0,33.94,10.14,270,0,53.66,0,0,46.15,0,0,24.99,0,0,125.27,147.44,32.25,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,26.49,0,24.19,0,0,21.65,0

67,16:30-16:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.92,1.06,24.16,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,147.44,29.34,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

68,16:45-17:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,32.71,65.42,81.92,1.06,24.16,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,147.44,29.22,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

69,17:00-17:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,24.16,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,147.44,31.61,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

70,17:15-17:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,24.16,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,147.44,31.46,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

71,17:30-17:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,21.82,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,149.89,28.46,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

72,17:45-18:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,21.82,0,0,33.94,20.29,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,149.89,28.25,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,28.71,0,24.19,0,0,21.65,0

73,18:00-18:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,31.22,65.42,81.92,1.06,21.82,0,0,33.94,30.43,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,149.89,28.11,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

74,18:15-18:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,31.22,65.42,81.92,1.06,21.82,0,0,33.94,30.43,270,0,53.66,0,0,45.51,0,0,24.99,0,0,125.27,149.89,27.96,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

75,18:30-18:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,31.22,65.42,81.92,1.06,18.71,0,0,33.94,30.43,270,0,54.59,0,0,45.51,0,0,24.99,0,0,125.27,149.89,27.78,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,0,21.65,0

76,18:45-19:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,31.22,65.42,81.92,1.06,18.71,0,0,33.94,40.57,270,0,54.59,0,0,45.51,0,0,24.99,0,0,125.27,149.89,27.54,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,52.36,0,24.19,0,6.12,21.65,0

77,19:00-19:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,31.22,65.42,81.92,1.06,18.71,0,0,33.94,40.57,270,0,54.59,0,0,45.77,0,0,24.99,0,0,125.27,149.89,27.43,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,12.22,21.65,0

78,19:15-19:30,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,18.71,0,0,35.69,44.64,270,0,54.59,0,0,45.77,0,0,24.99,0,0,125.27,149.89,27.34,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

79,19:30-19:45,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,18.71,0,0,35.69,44.64,270,0,54.59,0,0,46.15,0,0,24.99,0,0,125.27,149.89,27.28,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

80,19:45-20:00,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,18.71,0,0,35.69,44.64,270,0,54.59,0,0,46.15,0,0,24.99,0,0,125.27,149.89,27.31,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

81,20:00-20:15,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,18.71,0,0,35.69,44.64,270,0,54.59,0,0,46.78,0,0,24.99,0,0,125.27,149.89,27.38,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,35.33,0,24.19,0,19.49,21.65,0

82,20:15-20:30,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,18.71,0,0,35.69,44.64,270,0,54.59,0,0,46.78,0,0,24.99,0,0,125.27,149.89,27.49,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,35.33,0,24.19,0,19.49,21.65,0

83,20:30-20:45,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,21.82,0,0,35.69,44.64,270,0,54.59,0,0,46.78,0,0,24.99,0,0,125.27,149.89,27.61,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

84,20:45-21:00,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,21.82,0,0,35.69,44.64,270,0,54.59,0,0,46.78,0,0,24.99,0,0,125.27,149.89,27.85,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

85,21:00-21:15,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,24.94,0,0,35.69,44.64,270,0,54.59,0,0,47.41,0,0,24.99,0,0,125.27,149.89,28.08,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

86,21:15-21:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,20.82,65.42,81.92,1.06,24.94,0,0,33.94,40.57,270,0,54.59,0,0,47.41,0,0,24.99,0,0,125.27,139.69,28.28,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

87,21:30-21:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,20.82,65.42,81.92,1.06,24.94,0,0,33.94,40.57,270,0,54.59,0,0,47.41,0,0,24.99,0,0,125.27,139.69,28.46,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

88,21:45-22:00,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,24.94,0,0,35.69,44.64,270,0,54.59,0,0,47.41,0,0,24.99,0,0,125.27,139.69,28.64,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

89,22:00-22:15,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,24.94,0,0,35.69,44.64,270,0,54.59,0,0,49.31,0,0,24.99,0,0,125.27,139.69,28.84,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

90,22:15-22:30,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,24.94,0,0,35.69,44.64,270,0,54.59,0,0,49.31,0,0,24.99,0,0,125.27,139.69,28.95,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

91,22:30-22:45,42.27,549.38,44.58,0,0,98.32,0,5.73,0,79.04,49.59,45.53,5.84,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,57.67,20.8,0,0,0,0,0,38.65,65.42,81.92,1.06,27.28,0,0,35.69,44.64,270,0,54.59,0,0,49.31,0,0,24.99,0,0,125.27,149.89,28.99,0,11.91,72.79,0,0,0,148.3,7.18,0,24.23,177.44,0,0,39.75,0,24.19,0,19.49,21.65,0

92,22:45-23:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,27.28,0,0,33.94,40.8,270,0,54.59,0,0,49.31,0,0,24.99,0,0,125.27,149.89,29.02,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

93,23:00-23:15,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,27.28,0,0,33.94,40.57,270,0,54.59,0,0,50.57,0,0,24.99,0,0,125.27,149.89,29.05,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

94,23:15-23:30,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,27.28,0,0,33.94,40.57,270,0,54.59,0,0,50.57,0,0,24.99,0,0,125.27,149.89,29.07,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

95,23:30-23:45,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,27.28,0,0,33.94,40.57,270,0,54.59,0,0,50.57,0,0,24.99,0,0,125.27,149.89,29.07,0,11.91,72.79,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

96,23:45-24:00,42.15,549.38,42.46,0,0,98.32,0,5.73,0,79.04,47.12,45.53,5.7,0,45,667.25,8.62,0,130.84,27.69,3.22,79.22,0,55.38,20.8,0,0,0,0,0,35.68,65.42,81.92,1.06,27.28,0,0,33.94,40.57,270,0,54.59,0,0,50.57,0,0,24.99,0,0,125.27,149.89,29.14,0,11.91,0,0,0,0,148.3,7.05,0,24.23,175.79,0,0,39.75,0,24.19,0,18.34,21.65,0

