Block,Time,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/28112023/28112023/HPX-TAMCTG-271123-05300,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-09,NR/01112023/30112023/HP-10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61
13,03:00-03:15,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,14.88,0,0,44.65,0,0,51.11,0,14.89,0,0,144.62,0,0,0,0,0,8.92,0,51.11,0,14.04

14,03:15-03:30,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,14.22,0,0,42.67,0,0,50.65,0,14.23,0,0,144.62,0,0,0,0,0,8.53,0,50.65,0,13.87

15,03:30-03:45,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,13.34,0,0,40.03,0,0,49.29,0,13.35,0,0,144.62,0,0,0,0,0,10.15,0,49.29,0,13.7

16,03:45-04:00,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,13.33,0,0,40,0,0,47.85,0,13.34,0,0,144.62,0,0,0,0,0,10.21,0,47.85,0,18.45

17,04:00-04:15,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,17.78,0,0,53.33,0,0,51.58,0,17.76,0,0,144.62,0,0,0,0,0,12.66,0,51.58,0,18.05

18,04:15-04:30,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,17.61,0,0,52.83,0,0,49.46,0,17.6,0,0,144.62,0,0,0,0,0,12.56,0,49.46,0,17.65

19,04:30-04:45,1.320000,26.020000,71.730000,0.000000,106.050000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,17.44,0,0,52.33,0,0,48.55,0,17.44,0,0,144.62,0,0,0,0,0,12.56,0,48.55,0,17.45

20,04:45-05:00,1.320000,26.020000,71.730000,0.000000,110.870000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,149.130000,2.000000,48.200000,96.410000,23.140000,1.530000,17.22,0,0,51.66,0,0,47.11,0,17.22,0,0,144.62,0,0,0,0,0,12.4,0,47.11,0,17.25

21,05:00-05:15,1.320000,26.020000,71.730000,0.000000,180.510000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,192.820000,2.000000,48.200000,96.410000,23.140000,1.530000,17.05,0,0,51.16,0,0,46.22,0,17.06,0,0,144.62,0,0,0,0,0,11.86,0,46.22,0,17.05

22,05:15-05:30,1.320000,26.020000,71.730000,0.000000,180.510000,26.020000,0.000000,31.820000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,231.380000,2.000000,48.200000,96.410000,23.140000,1.530000,16.89,0,0,50.66,0,0,45.2,0,16.88,0,0,144.62,0,0,0,0,0,11.14,0,45.2,0,16.64

23,05:30-05:45,1.320000,26.020000,71.730000,0.000000,210.090000,26.020000,0.000000,55.550000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,14.3,0,0,42.88,0,0,41.55,0,14.29,0,0,144.62,0,0,0,0,0,10.42,0,41.55,0,16.45

24,05:45-06:00,1.320000,26.020000,71.730000,0.000000,210.090000,26.020000,0.000000,68.000000,0.000000,0.000000,48.200000,0.000000,48.200000,76.640000,98.350000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,14.09,0,0,42.28,0,0,39.88,0,14.1,0,0,144.62,0,0,0,0,0,10.41,0,39.88,0,16.25

25,06:00-06:15,1.320000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,13.84,0,0,41.51,0,0,38.88,0,13.84,0,0,144.62,0,0,0,0,0,10.38,0,38.88,0,15.85

26,06:15-06:30,1.320000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,13.67,0,0,41.02,0,0,37.98,0,13.68,0,0,144.62,0,1.12,0,0,0,10.19,0,37.98,0,15.73

27,06:30-06:45,1.320000,26.020000,71.730000,0.000000,260.890000,26.020000,0.000000,68.000000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,11.74,0,0,35.22,0,0,28.97,0,11.73,0.95,0,144.62,0,4.55,0,0,0,7.14,0,28.97,2,19.33

28,06:45-07:00,1.320000,26.020000,86.770000,0.000000,260.890000,26.020000,0.000000,86.960000,0.000000,0.000000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,23.140000,1.530000,11.96,0,0,35.88,0,0,29.67,0,11.97,3.98,0.602826,144.62,0,15,0,0,0,7.23,0,29.67,7,18.93

29,07:00-07:15,1.320000,26.020000,106.050000,0.050000,260.890000,26.020000,0.060000,86.960000,0.000000,0.050000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,22.170000,1.530000,12.43,0.16,0,37.29,0,0,30.7,0.3,12.44,19,2.887731,144.62,0,26.02,0.7,8.63,1.73,7.51,0,30.7,14,17.93

30,07:15-07:30,1.320000,25.590000,118.010000,0.220000,260.890000,25.590000,0.220000,86.960000,0.000000,0.220000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,22.170000,1.530000,12.56,1.36,0,37.67,0.64,0.1,32.01,1.2,12.55,32.48,6.261612,144.62,0,27.98,2.8,16.53,3.31,7.27,1,32.01,25,17.13

31,07:30-07:45,1.320000,25.590000,118.010000,0.510000,260.890000,25.590000,0.520000,86.960000,0.000000,0.510000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,22.170000,1.530000,12.99,3.83,0,38.96,2.31,1.5,43.22,3.6,12.98,30,10.228596,144.62,0,30,8.4,7.44,1.49,7.4,4,43.22,30,16.16

32,07:45:08:00,1.320000,30.850000,118.010000,0.910000,260.890000,24.750000,0.940000,86.960000,0.000000,0.910000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,22.170000,1.530000,13.22,7.5,0,39.67,4.67,4.1,43.77,7.5,13.22,30,14.399763,144.62,0,30,17.5,16.75,3.35,7.27,8,43.77,30,15.87

33,08:00-08:15,1.320000,30.850000,118.010000,1.440000,260.890000,24.750000,1.480000,86.960000,0.000000,1.440000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,13.48,10.49,0,40.44,7.59,6,43.77,12.3,13.47,30.16,19.027911,144.62,0,30.17,28.7,48.61,9.72,7.43,13,43.77,30.17,15.36

34,08:15-08:30,1.320000,30.850000,118.010000,2.090000,260.890000,24.750000,2.150000,86.960000,0.000000,2.090000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,13.65,13.26,0,40.94,11.1,9,44.88,17.7,13.65,30.16,23.82135,144.62,0,30.17,41.3,64.88,12.97,7.38,18,44.88,30.17,15

35,08:30-08:45,1.320000,30.850000,118.010000,3.470000,260.890000,24.750000,3.550000,86.960000,0.000000,3.470000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,14.14,16.85,0,42.42,14.99,11,30.81,19,14.15,31.66,28.58562,144.62,0,31.67,46,68.98,13.79,7.58,22,30.81,31.67,14.55

36,08:45:09:00,1.320000,30.850000,118.010000,4.640000,260.890000,24.750000,4.760000,86.960000,0.000000,4.640000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,15.34,20.81,0,46.01,18.95,14,30.78,24,15.34,31.66,33.048477,144.62,0,31.67,56,82.81,16.56,7.62,28,30.78,31.67,14.09

37,09:00:09:15,1.320000,30.850000,118.010000,5.680000,260.890000,24.750000,5.830000,86.960000,0.000000,5.680000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,10.39,29.17,0,31.16,21.64,17,30.79,27,10.38,31.66,41.332473,144.62,0,31.67,63,95.38,19.08,7.34,33,30.79,31.67,13.27

38,09:15-09:30,1.320000,30.850000,118.010000,6.660000,260.890000,16.200000,6.820000,86.960000,0.000000,6.660000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.530000,10.64,35.47,0,31.92,24.92,19,31.03,31,10.64,31.66,46.728738,144.62,0,31.67,74,107.97,21.59,7.34,39,31.03,31.67,12.43

39,09:30-09:45,1.320000,30.850000,118.010000,7.530000,260.890000,16.200000,7.730000,86.960000,0.000000,7.530000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,24.100000,1.530000,10.8,52.25,0,32.4,27.8,20,31.42,39,10.81,31.66,52.01805,144.62,0,31.67,91,120.54,24.11,7.34,41,31.42,31.67,12.13

40,09:45-10:00,1.320000,30.850000,118.010000,8.520000,260.890000,16.200000,8.730000,86.960000,0.000000,8.520000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,25.070000,1.530000,11.05,57.29,0,33.16,30.32,24,31.95,45,11.06,32.16,56.869827,144.62,0,32.17,105,133.13,26.62,7.34,47,31.95,32.17,11.56

41,10:00-10:15,1.320000,30.850000,118.010000,9.290000,260.890000,16.200000,9.520000,86.960000,0.000000,9.290000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,26.030000,1.530000,11.13,61.59,0,33.39,30.63,21,31.95,37,11.13,32.16,60.788196,144.62,0,32.17,88,159.21,31.84,7.34,42,31.95,32.17,10.91

42,10:15-10:30,1.320000,30.850000,118.010000,9.930000,260.890000,16.200000,10.180000,86.960000,0.000000,9.930000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,26.030000,1.530000,11.12,65.3,0,33.36,32.66,24,31.96,42,11.12,32.16,64.249584,144.62,0,32.17,98,173.49,34.7,7.34,48,31.96,32.17,10.73

43,10:30-10:45,1.320000,30.850000,118.010000,9.270000,260.890000,16.200000,9.500000,86.960000,0.000000,9.270000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,25.070000,1.530000,11.12,68.6,0,33.37,32.88,27,31.98,33,11.12,32.16,44.861922,144.62,0,32.17,77,184.7,36.94,7.34,53,31.98,32.17,10.62

44,10:45-11:00,1.320000,30.850000,118.010000,10.040000,260.890000,16.200000,10.290000,86.960000,0.000000,10.040000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,25.070000,1.530000,11.21,71.23,0,33.63,34.35,29,32.12,36,11.21,32,47.701038,144.62,0,32,84,194.5,38.9,7.34,59,32.12,32,10.27

45,11:00-11:15,1.320000,30.850000,118.010000,10.740000,260.890000,16.200000,11.010000,86.960000,0.000000,10.740000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,24.100000,1.610000,8.33,73.52,0,25,33.68,22,32.28,37,8.34,32,54.575199,144.62,0,32,88,203.75,40.75,7.34,43,32.28,32,9.79

46,11:15-11:30,1.320000,30.850000,118.010000,11.370000,260.890000,16.200000,11.660000,86.960000,0.000000,11.370000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,24.100000,1.610000,8.33,75.6,0,25,34.77,23,32.51,40,8.34,32,65.260776,144.62,0,32,95,212.34,42.47,7.34,46,32.51,32,9.19

47,11:30-11:45,1.320000,30.850000,118.010000,11.950000,260.890000,16.200000,12.240000,86.960000,0.000000,11.950000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,24.100000,1.610000,8.33,77.05,0,25,35.56,19,28.62,42,8.34,32,67.166484,144.62,0,32,98,217.76,43.55,7.34,39,28.62,32,8.67

48,11:45-12:00,1.320000,30.850000,118.010000,12.270000,260.890000,16.200000,12.580000,86.960000,0.000000,12.270000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.610000,8.33,77.94,0,25,36.07,20,28.62,45,8.34,32,69.431943,144.62,0,32,105,217.76,43.55,7.34,40,28.62,32,8.26

49,12:00-12:15,1.400000,30.850000,118.010000,12.470000,260.890000,16.200000,12.780000,63.230000,0.000000,12.470000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.610000,8.33,78.68,0,25,36.15,24,28.62,52,8.34,32,102.412359,144.62,0,32,123,194.13,38.83,7.34,48,28.62,32,11.07

50,12:15-12:30,1.400000,30.850000,118.010000,12.460000,260.890000,16.200000,12.770000,63.230000,0.000000,12.460000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.610000,8.33,79.37,0,25,35.86,24,28.62,57,8.34,32,103.569396,144.62,0,32,133,194.37,38.87,7.34,49,28.62,32,10.89

51,12:30-12:45,1.400000,30.850000,118.010000,12.320000,260.890000,16.200000,12.630000,63.230000,0.000000,12.320000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.610000,8.33,77.12,0,25,35.32,28,39.51,57,8.34,32,103.209645,144.62,0,32,133,195.21,39.04,13.23,55,39.51,32,10.64

52,12:45-13:00,1.400000,30.850000,118.010000,12.270000,260.890000,16.200000,12.580000,63.230000,0.000000,12.270000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,1.950000,48.200000,96.410000,23.140000,1.610000,8.33,75.28,0,25,36.02,28,40.16,60,8.34,32,101.984547,144.62,0,32,140,191.67,38.33,14,56,40.16,32,10.36

53,13:00-13:15,1.480000,25.590000,96.410000,11.920000,260.890000,25.590000,12.220000,63.230000,0.000000,11.920000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,14.63,73.22,0,43.89,35.4,33,56.87,61,14.63,32,100.973355,144.62,0,32,144,191.88,38.37,23.14,67,56.87,32,9.9

54,13:15-13:30,1.480000,25.590000,67.490000,11.650000,260.890000,25.590000,11.950000,63.230000,0.000000,11.650000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,15.29,71.32,0,45.88,34.05,34,59.25,60,15.29,32,98.941248,144.62,0,32,140,191.88,38.37,24.25,68,59.25,32,9.52

55,13:30-13:45,1.480000,25.590000,96.410000,11.130000,260.890000,25.590000,11.400000,63.230000,0.000000,11.130000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,15.9,69.75,0,47.69,31,33,61.69,58,15.89,32,93.583875,144.62,0,32,137,183.33,36.67,25.06,65,61.69,32,9.05

56,13:45-14:00,1.480000,25.590000,118.010000,10.650000,260.890000,25.590000,10.920000,63.230000,0.000000,10.650000,100.980000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,16.53,66.87,0,49.59,29.25,32,64.31,57,16.53,32,88.207056,144.62,0,32,133,170.03,34.01,26.01,63,64.31,32,8.24

57,14:00-14:15,1.550000,25.590000,118.010000,10.110000,260.890000,25.590000,10.360000,63.230000,0.000000,10.110000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,27.37,65.97,0,82.11,27.45,30,66.21,49,27.37,32,82.130181,144.62,0,32,116,187.53,37.5,32.38,61,66.21,32,7.01

58,14:15-14:30,1.550000,25.590000,118.010000,9.410000,260.890000,25.590000,9.640000,63.230000,0.000000,9.410000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,28.67,62.31,0,86,27.03,29,68.73,46,28.67,32,76.393611,144.62,0,32,109,176.73,35.34,32.38,59,68.73,32,7.01

59,14:30-14:45,1.550000,25.590000,118.010000,8.770000,260.890000,25.590000,8.990000,86.960000,0.000000,8.770000,72.310000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,30.07,52.61,0,90.19,25.36,28,70.18,42,30.06,32,69.888924,144.62,0,32,98,163.47,32.69,23.85,55,70.18,32,7.01

60,14:45-15:00,1.550000,25.590000,118.010000,8.020000,260.890000,25.590000,8.220000,86.960000,0.000000,8.020000,81.950000,0.000000,48.200000,0.000000,176.100000,271.150000,2.000000,48.200000,96.410000,25.070000,1.690000,29.68,50.79,0,89.03,23.05,26,70.55,39,29.67,32,62.732796,144.62,0,32,91,149.2,29.84,23.51,52,70.55,32,7.01

61,15:00-15:15,1.550000,25.590000,118.010000,7.440000,260.890000,25.590000,7.630000,86.960000,0.000000,7.440000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.040000,48.200000,96.410000,25.070000,1.760000,30.3,48.52,0,90.9,20.92,23,59.42,35,30.31,32,61.391022,144.62,0,32,83,157.84,31.57,26.84,47,59.42,32,7.01

62,15:15-15:30,1.550000,25.590000,118.010000,6.490000,260.890000,25.590000,6.660000,86.960000,0.000000,6.490000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.040000,48.200000,96.410000,25.070000,1.760000,30.5,43.95,0,91.49,18.84,21,59.81,33,30.49,32,51.891651,144.62,0,32,76,142.95,28.59,26.75,43,59.81,32,7.01

63,15:30-15:45,1.550000,25.590000,118.010000,5.480000,260.890000,25.590000,5.620000,86.960000,0.000000,5.480000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.040000,48.200000,96.410000,25.070000,1.760000,30.77,38.57,0,92.31,18.01,17,60,27,30.77,32.16,42.664524,144.62,0,32.17,64,127.88,25.57,26.62,33,60,32.17,7.01

64,15:45-16:00,1.550000,25.590000,118.010000,4.380000,260.890000,25.590000,4.490000,86.960000,0.000000,4.380000,86.770000,0.000000,48.200000,0.000000,176.100000,271.150000,2.040000,48.200000,96.410000,25.070000,1.760000,30.68,33.18,0,92.05,15.81,13,60,23,30.7,32.16,34.61388,144.62,0,32.17,55,112.61,22.52,26.44,27,60,32.17,7.01

65,16:00-16:15,1.550000,25.590000,118.010000,3.240000,260.890000,25.590000,3.320000,86.960000,0.000000,3.240000,81.950000,0.000000,48.200000,0.000000,176.100000,271.150000,2.130000,48.200000,96.410000,25.070000,1.840000,28.33,27.15,0,85,12.99,11,56.92,19,28.34,33,26.2521,144.62,0,33,44,96.63,19.33,26.28,21,56.92,26,7.01

66,16:15-16:30,1.550000,25.590000,118.010000,2.090000,260.890000,25.590000,2.140000,86.960000,0.000000,2.090000,81.950000,0.000000,48.200000,0.000000,176.100000,271.150000,2.130000,48.200000,96.410000,25.070000,1.840000,28.27,21.94,0,84.82,9.81,7,57.43,15,28.29,29.67,17.511123,144.62,0,33,35,75.81,15.16,26.23,14,57.43,12,7.01

