Block,Time,CHAMERA2,RAPPC,SEWA2,UNCHAHAR4,CHAMERA1,RAMPUR,AURY_GF,DADRI_LF,SINGRAULI,RIHAND1,CHAMERA3,RIHAND2,UNCHAHAR2,URI2,DULHASTI,PARBATI3,TEHRI,AURY_RF,DHAULIGNGA,NJPC,KOTESHWR,RIHAND3,DADRI_GF,NAPP,KISHANGANGA,TANDA2,DADRI_RF,TANAKPUR,ANTA_CRF,AURY_LF,SALAL,BSIUL,ANTA_LF,ANTA_GF,ANTA_RF,UNCHAHAR1,UNCHAHAR3,JHAJJAR,DADRT2,SINGRAULI_HYDRO,KOLDAM,URI,DADRI_CRF,AURY_CRF,RAPPB,KUDGI,FSTPP I & II,KHSTPP-I,TALA,BRBCL,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,40.491409,54.578451,16.044749,0.783432,40.765623,0.764639,0.000000,0.000000,137.342400,76.527445,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,67.082579,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,540.378509,658.509512,0.976282,1.762084,47.516602,0.000000,0.000000,0.000000,135.41,20.050056,40.341673,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

2,00:15-00:30,40.491409,54.578451,16.044749,0.783432,40.765623,0.764639,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,67.082579,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,540.378509,658.509512,0.976282,1.762084,47.516602,0.000000,0.000000,0.000000,135.41,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

3,00:30-00:45,40.491409,54.578451,16.044749,0.783432,40.765623,0.655405,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,57.499353,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,540.378509,658.509512,0.976282,1.762084,47.516602,0.000000,0.000000,0.000000,135.41,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

4,00:45-01:00,40.491409,54.578451,16.044749,0.783432,40.765623,0.436936,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,38.332902,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,540.378509,658.509512,0.976282,1.174721,51.253862,0.000000,0.000000,0.000000,135.41,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

5,01:00-01:15,40.491409,54.578451,16.044749,0.783432,40.765623,0.436936,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,38.332902,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,588.738509,658.509512,0.976282,1.174721,51.253862,0.000000,0.000000,0.000000,134.44,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

6,01:15-01:30,40.491409,54.578451,16.044749,0.783432,40.765623,0.436936,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,33.308487,50.282028,0.000000,25.412092,0.000000,9.257700,38.332902,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,588.738509,616.280883,0.976282,0.587361,47.516602,0.000000,0.000000,0.000000,132.51,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

7,01:30-01:45,40.491409,54.578451,16.044749,0.783432,40.765623,0.436936,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,38.332902,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,588.738509,570.692887,0.976282,0.587361,47.516602,0.000000,0.000000,0.000000,133.47,20.050056,41.096328,0.000000,14.509306,405.034344,142.676992,0,0,0,0,0

8,01:45-02:00,40.491409,54.578451,16.044749,0.783432,40.765623,0.436936,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,38.332902,16.333011,121.185604,0.000000,40.846234,1.391636,1.191025,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,16.765735,19.951982,588.738509,476.004482,0.976282,0.000000,47.516602,0.000000,0.000000,0.000000,131.54,20.050056,41.096328,0.000000,10.644708,405.034344,142.676992,0,0,0,0,0

9,02:00-02:15,40.491409,54.578451,16.044749,0.783432,40.765623,0.218468,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,19.166451,16.333011,121.185604,0.000000,40.846234,1.391636,1.347048,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,13.341170,16.366281,588.738509,456.660482,0.976282,0.000000,47.516602,0.000000,0.000000,0.000000,129.60,20.050056,41.096328,0.000000,9.163123,405.034344,142.676992,0,0,0,0,0

10,02:15-02:30,40.491409,54.578451,16.044749,0.783432,40.765623,0.218468,0.000000,0.000000,137.342400,76.527446,29.570778,115.667448,41.637960,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,19.166451,16.333011,121.185604,0.000000,40.846234,1.391636,1.347048,0.000000,1.115085,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,13.341170,16.366281,588.738509,408.300482,0.976282,0.000000,47.516602,0.000000,0.000000,0.000000,129.60,20.050056,41.096328,0.000000,15.242743,405.034344,142.676992,0,0,0,0,0

11,02:30-02:45,40.491409,54.578451,16.044749,0.078343,40.765623,0.218468,0.000000,0.000000,137.342400,76.524864,29.570778,115.667448,29.827674,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,19.166451,16.333011,121.185604,0.000000,40.846234,1.391636,1.347048,0.000000,1.734576,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,12.160844,9.703627,579.066509,350.268482,0.976282,0.000000,47.516602,0.000000,0.000000,0.000000,128.64,14.145493,41.096328,0.000000,15.242743,405.034344,142.676992,0,0,0,0,0

12,02:45-03:00,40.491409,54.578451,16.044749,0.078343,40.765623,0.218468,0.000000,0.000000,137.342400,76.524864,29.570778,115.667448,29.827674,32.762446,50.282028,0.000000,25.412092,0.000000,9.257700,19.166451,16.333011,121.185604,0.000000,40.846234,1.391636,1.347048,0.000000,1.734576,0.000000,0.000000,65.185411,0.000000,0.000000,0.000000,0.000000,11.065586,9.703627,579.066509,350.268482,0.976282,0.000000,47.516602,0.000000,0.000000,0.000000,126.70,14.145493,41.096328,0.000000,15.242743,405.034344,142.676992,0,0,0,0,0

