Block,Time,SH-07,LT-36,LT-05,LT_MEJA_Delhi,L_NR_2012_01,L_NR_2012_07,L_NR_2020_02,L_NR_2019_11,LT-35,L_NR_2019_19,L_NR_2012_02,LT-31,L_NR_2023_04,L_NR_2012_04,LT-59,SH-06,L_NR_2018_61,L_NR_2021_15,L_NR_2021_12,L_NR_2022_08,L_NR_2021_17,L_NR_2021_13,L_NR_2021_14,L_NR_2021_16,L_NR_2019_06,L_NR_2022_09,L_NR_2020_05,L_NR_2020_07,L_NR_2022_10,L_NR_2019_07,L_NR_2019_05,L_NR_2020_06
30,07:15-07:30,0.000000,2.540000,66.420000,2.180000,53.210000,31.450000,5.770000,5.840000,2.470000,43.650000,122.920000,2.470000,0.000000,272.110000,5.460000,0.000000,13.91,10.17,48.53,12.45,13.89,9.7,12.1,27.78,27.15,42.88,57.7,19.24,42.88,27.15,27.15,19.23

31,07:30-07:45,0.000000,3.680000,70.590000,2.180000,53.210000,31.450000,5.770000,5.840000,3.600000,52.380000,122.920000,3.600000,0.000000,272.110000,5.460000,0.000000,13.82,13.09,63.96,12.56,17.24,12.79,18.1,34.49,27.15,43.44,57.86,19.28,43.44,27.15,27.15,19.29

32,07:45:08:00,0.000000,4.820000,70.590000,2.140000,53.210000,31.450000,5.770000,5.840000,4.700000,60.490000,122.920000,4.700000,0.000000,272.110000,5.460000,0.000000,13.81,16.12,79.82,12.56,20.92,15.96,24.93,41.84,27.15,44.11,58.28,19.42,44.11,27.15,27.15,19.43

33,08:00-08:15,0.000000,5.900000,70.590000,2.110000,53.210000,31.450000,5.770000,5.700000,5.750000,68.050000,122.920000,5.750000,0.000000,272.110000,5.460000,0.000000,13.8,22.55,97.55,12.69,24.57,19.51,32.47,49.14,32.34,42.02,58.2,19.4,42.02,32.33,32.33,19.4

34,08:15-08:30,0.000000,6.990000,70.590000,2.110000,53.210000,31.450000,5.770000,5.700000,6.830000,75.230000,122.920000,6.830000,0.000000,272.110000,5.460000,0.000000,13.78,26.26,114.84,12.91,27.83,22.97,40.7,55.67,32.34,42.68,57.81,19.26,42.68,32.33,32.33,19.27

35,08:30-08:45,0.000000,7.940000,70.590000,2.110000,53.210000,31.450000,5.770000,5.700000,7.740000,82.920000,122.920000,7.740000,0.000000,272.110000,5.460000,0.000000,13.54,29.53,131.93,13.04,27.66,26.38,46.73,55.34,32.34,43.24,57.7,19.24,43.24,32.33,32.33,19.23

36,08:45:09:00,0.000000,9.080000,70.590000,2.110000,53.210000,31.450000,5.770000,5.700000,8.860000,91.100000,122.920000,8.860000,0.000000,272.110000,5.460000,0.000000,8.07,32.33,147.59,13.29,29.66,29.52,53.97,59.34,32.34,43.49,87.72,29.25,43.49,32.33,32.33,29.24

37,09:00:09:15,0.000000,10.030000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,9.790000,98.670000,122.920000,9.790000,0.000000,272.110000,5.460000,0.000000,7.73,34.76,162.4,21.88,32,32.48,59.8,64,32.34,63.43,88.82,29.61,63.43,32.33,32.33,29.61

38,09:15-09:30,0.000000,10.740000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,10.470000,104.820000,122.920000,10.470000,0.000000,272.110000,5.460000,0.000000,7.25,36.78,177.18,21.99,34.33,35.43,66,68.67,32.34,63.76,90.27,30.09,63.76,32.33,32.33,30.09

39,09:30-09:45,0.000000,7.710000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,7.510000,109.830000,122.920000,7.510000,0.000000,272.110000,5.460000,0.000000,7.28,40.83,185.13,21.99,36.66,37.02,71.5,73.34,32.34,63.93,92.82,30.95,63.93,32.33,32.33,30.94

40,09:45-10:00,0.000000,8.230000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,8.020000,114.270000,158.410000,8.020000,0.000000,272.110000,5.460000,0.000000,7.26,43.13,197.92,21.88,39.33,39.58,76.3,78.67,32.34,64.08,94.9,31.65,64.08,32.33,32.33,31.63

41,10:00-10:15,0.000000,8.690000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,8.480000,117.080000,158.410000,8.480000,0.000000,272.110000,5.300000,0.000000,7.22,44.71,208.69,22.04,41,41.74,80.9,82,32.34,64.5,95.67,31.88,64.5,32.33,32.33,31.89

42,10:15-10:30,0.000000,9.080000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,8.860000,118.010000,158.410000,8.860000,0.000000,272.110000,5.300000,0.000000,7.22,45.48,217.54,22.26,42.33,43.51,85.23,84.67,32.34,64.78,96.82,32.27,64.78,32.33,32.33,32.27

43,10:30-10:45,0.000000,9.420000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,9.190000,119.880000,158.410000,9.190000,0.000000,272.110000,5.300000,0.000000,7.32,45.98,222.29,22.55,42,44.46,88.2,84,32.34,64.88,98.11,32.71,64.88,32.33,32.33,32.7

44,10:45-11:00,0.000000,9.720000,70.590000,1.310000,53.210000,31.450000,5.630000,5.700000,9.480000,122.480000,199.710000,9.480000,0.000000,272.110000,5.300000,0.000000,7.22,46.29,229.17,24.12,42,45.83,89.63,84,32.34,73.36,101.39,33.8,73.36,32.33,32.33,33.8

45,11:00-11:15,0.000000,9.970000,70.590000,1.310000,53.210000,50.480000,5.860000,5.700000,9.730000,125.150000,181.640000,9.730000,0.000000,272.110000,5.300000,0.000000,7.22,47.43,229.17,24.31,41.66,45.83,90.67,83.34,32.66,73.99,101.86,33.97,73.99,32.67,32.67,33.95

46,11:15-11:30,0.000000,10.170000,70.590000,1.310000,53.210000,50.480000,5.860000,5.700000,9.920000,127.240000,181.640000,9.920000,0.000000,272.110000,5.300000,0.000000,7.33,48.09,229.17,24.2,41.66,45.83,91.2,83.34,32.66,74.31,103.33,34.45,74.31,32.67,32.67,34.44

47,11:30-11:45,0.000000,10.310000,70.590000,1.310000,53.210000,50.480000,5.860000,5.700000,10.060000,128.770000,181.640000,10.060000,0.000000,272.110000,5.300000,0.000000,7.36,48.21,229.17,24.16,41.33,45.83,91.27,82.67,32.66,74.69,106.5,35.5,74.69,32.67,32.67,35.5

48,11:45-12:00,0.000000,10.520000,70.590000,1.310000,53.210000,50.480000,5.860000,5.700000,10.270000,129.910000,181.640000,10.270000,0.000000,272.110000,5.300000,0.000000,7.23,47.99,229.17,24.21,41.33,45.83,91.27,82.67,32.66,74.9,89.75,29.9,74.9,32.67,32.67,29.92

49,12:00-12:15,0.000000,10.540000,116.140000,1.310000,53.210000,50.480000,5.860000,5.920000,10.280000,131.330000,181.640000,10.280000,0.000000,272.110000,5.300000,0.000000,7.34,47.31,229.17,24.02,41,45.83,91.27,82,32.66,75.04,89.82,29.95,75.04,32.67,32.67,29.94

50,12:15-12:30,0.000000,10.560000,116.140000,1.310000,53.210000,50.480000,5.860000,5.920000,10.310000,126.940000,165.540000,10.310000,0.000000,272.110000,5.300000,0.000000,7.37,46.45,229.17,24.3,41,45.83,91.27,82,32.66,74.85,90.17,30.04,74.85,32.67,32.67,30.06

51,12:30-12:45,0.000000,10.550000,116.140000,1.310000,53.210000,50.480000,5.860000,5.920000,10.290000,128.600000,165.540000,10.290000,0.000000,272.110000,5.300000,0.000000,8.87,48.07,229.17,22.49,41.33,45.83,91.27,82.67,32.66,68.44,91.78,30.6,68.44,32.67,32.67,30.59

52,12:45-13:00,0.000000,10.580000,116.140000,1.310000,53.210000,50.480000,5.860000,5.920000,10.320000,132.840000,165.540000,10.320000,0.000000,272.110000,5.300000,0.000000,8.65,48.09,229.17,22.61,41.66,45.83,91.23,83.34,32.66,68.52,92.9,30.97,68.52,32.67,32.67,30.97

53,13:00-13:15,0.000000,10.530000,116.140000,1.310000,53.210000,50.480000,5.770000,5.700000,10.270000,133.050000,199.710000,10.270000,0.000000,272.110000,5.460000,0.000000,8.47,47.65,229.17,22.39,42,45.83,91.13,84,32.66,68.54,95.25,31.74,68.54,32.67,32.67,31.75

54,13:15-13:30,0.000000,10.470000,116.140000,1.310000,53.210000,31.450000,5.770000,5.700000,10.210000,132.480000,158.410000,10.210000,0.000000,272.110000,5.460000,0.000000,8.07,46.65,229.17,22.55,42,45.83,91.1,84,32.66,68.49,75.16,25.06,68.49,32.67,32.67,25.05

55,13:30-13:45,0.000000,10.340000,116.140000,1.310000,53.210000,50.480000,5.770000,5.700000,10.090000,126.690000,199.710000,10.090000,0.000000,272.110000,5.460000,0.000000,7.65,44.44,229.17,22.65,42.33,45.83,83.84,84.67,32.66,68.38,75.66,25.22,68.38,32.67,32.67,25.22

56,13:45-14:00,0.000000,10.080000,116.140000,1.310000,53.210000,50.480000,5.770000,5.700000,9.830000,121.550000,199.710000,9.830000,0.000000,272.110000,5.460000,0.000000,7.45,42.09,229.17,22.53,43.33,45.83,83.63,86.67,32.66,68.39,76.61,25.52,68.39,32.67,32.67,25.54

57,14:00-14:15,0.000000,9.920000,116.140000,1.310000,101.350000,62.970000,5.770000,5.700000,9.680000,116.810000,199.710000,9.680000,0.000000,272.110000,5.460000,0.000000,9.05,37.64,229.17,23.58,44,45.83,82.8,88,32.66,68.53,78.78,26.25,68.53,32.67,32.67,26.26

58,14:15-14:30,0.000000,9.740000,116.140000,1.310000,101.350000,62.970000,5.770000,5.700000,9.490000,111.740000,199.710000,9.490000,0.000000,272.110000,5.460000,0.000000,9.67,35.64,229.17,23.43,44,45.83,82.28,88,32.66,68.64,81.19,27.07,68.64,32.67,32.67,27.06

59,14:30-14:45,0.000000,9.290000,116.140000,1.280000,101.350000,64.420000,5.770000,5.700000,9.060000,106.490000,261.810000,9.060000,0.000000,272.110000,5.460000,0.000000,10.47,35.13,229.17,23.46,43.66,45.83,81.3,87.34,32.66,68.54,83.07,27.68,68.54,32.67,32.67,27.69

60,14:45-15:00,0.000000,8.960000,116.140000,1.280000,101.350000,64.420000,5.770000,5.700000,8.740000,100.570000,261.810000,8.740000,0.000000,272.110000,5.460000,0.000000,11.88,34.29,229.17,23.64,41,45.83,79.64,82,32.66,68.53,85.07,28.35,68.53,32.67,32.67,28.36

61,15:00-15:15,0.000000,8.560000,116.140000,3.200000,101.350000,64.420000,6.050000,5.840000,8.350000,97.920000,261.810000,8.350000,0.000000,272.110000,5.460000,0.000000,12.86,33.05,219.54,23.63,38.66,43.91,75.87,77.34,32.66,68.61,86.97,29,68.61,32.67,32.67,28.99

62,15:15-15:30,0.000000,8.050000,116.140000,3.200000,101.350000,64.420000,6.050000,5.840000,7.860000,88.240000,261.810000,7.860000,0.000000,272.110000,5.460000,0.000000,14.08,31.55,209.09,23.49,36,41.82,59.15,72,32.66,80.34,88.6,29.53,80.34,32.67,32.67,29.53

63,15:30-15:45,0.000000,7.640000,116.140000,3.200000,101.350000,64.420000,6.050000,5.840000,7.460000,80.510000,261.810000,7.460000,0.000000,272.110000,5.460000,0.000000,15.13,36.41,196.47,27.07,33.33,39.29,60.1,66.67,32.66,80.38,90.89,30.29,80.38,32.67,32.67,30.3

64,15:45-16:00,0.000000,7.090000,116.140000,3.200000,101.350000,64.420000,6.050000,5.840000,6.920000,72.690000,261.810000,6.920000,0.000000,272.110000,5.460000,0.000000,15.73,33.77,182.09,26.89,31,36.42,58.52,62,32.66,80.35,93.04,31.02,80.35,32.67,32.67,31.01

65,16:00-16:15,0.000000,7.700000,116.140000,3.200000,101.350000,87.270000,6.420000,6.000000,7.500000,64.700000,261.810000,7.500000,0.000000,272.110000,5.610000,0.000000,16.33,30.76,167.56,26.71,27,33.51,53.56,54,32.66,80.19,95.19,31.74,80.19,32.67,32.67,31.73

66,16:15-16:30,0.000000,7.140000,116.140000,3.200000,101.350000,87.270000,6.420000,6.000000,6.960000,56.450000,261.810000,6.960000,0.000000,272.110000,5.610000,0.000000,16.88,27.35,152.73,26.72,23,30.54,48.57,46,32.66,79.67,95.37,31.79,79.67,32.67,32.67,31.79

67,16:30-16:45,0.000000,6.210000,116.140000,3.200000,101.350000,87.270000,6.420000,6.000000,6.060000,47.200000,261.810000,6.060000,0.000000,272.110000,5.610000,0.000000,18.49,23.85,136.05,26.87,19.33,27.21,43.1,38.67,33,67.06,95.32,31.77,67.06,33,20.87,31.77

68,16:45-17:00,0.000000,5.360000,116.140000,3.200000,101.350000,87.270000,6.420000,6.000000,5.220000,38.500000,261.810000,5.220000,0.000000,272.110000,5.610000,0.000000,14.07,20.43,119.64,27.02,15.67,23.93,37.21,31.33,33,67.89,95.35,31.79,67.89,33,10.97,31.78

69,17:00-17:15,0.000000,4.500000,116.140000,3.200000,101.350000,87.270000,6.700000,6.000000,4.400000,30.590000,261.810000,4.400000,0.000000,272.110000,5.850000,0.000000,15.03,18.9,102.38,28.61,13.67,20.47,31.02,27.33,33,68.78,95.49,31.83,68.78,24.48,4.08,31.83

70,17:15-17:30,0.000000,3.650000,116.140000,3.200000,101.350000,87.270000,6.700000,6.000000,3.560000,23.750000,261.810000,3.560000,0.000000,272.110000,5.850000,0.000000,16.32,15.91,86.7,28.71,11.67,17.34,25.14,23.33,33,70.11,95.35,31.79,70.11,14.68,0.58,31.78

71,17:30-17:45,0.000000,2.830000,116.140000,3.200000,101.350000,87.270000,6.700000,6.000000,2.760000,17.890000,261.810000,2.760000,0.000000,272.110000,5.850000,0.000000,17.24,12.59,69.73,28.53,9.67,13.94,19.14,19.33,30.46,71.44,95.33,31.77,71.44,8.56,0,31.78

72,17:45-18:00,0.000000,2.080000,116.140000,3.200000,101.350000,87.270000,6.700000,6.000000,2.030000,12.800000,261.810000,2.030000,0.000000,272.110000,5.850000,0.000000,18.04,9.45,52.58,28.45,7.33,10.52,13.49,14.67,22.68,72.88,95.19,31.73,72.88,2.64,0,31.73

73,18:00-18:15,0.000000,1.390000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,1.370000,8.490000,261.810000,1.370000,0.000000,272.110000,5.850000,0.000000,19.4,6.81,39.08,28.36,5,7.81,8.65,10,0,73.44,95.38,31.79,73.44,0,0,31.79

74,18:15-18:30,0.000000,0.980000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.960000,5.000000,261.810000,0.960000,0.000000,272.110000,5.850000,0.000000,20.34,4.74,27.12,28.19,2.33,5.42,4.99,4.67,0,73.56,95.05,31.69,73.56,0,0,31.68

75,18:30-18:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,2.460000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,24.79,2.47,17.58,28.32,1,3.51,2.48,2,0,73.77,95.43,31.8,73.77,0,0,31.81

76,18:45-19:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,0.990000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,24.73,1.07,9.76,27.45,0.67,1.95,0.78,1.33,0,72.88,95.16,31.72,72.88,0,0,31.72

77,19:00-19:15,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,0.150000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,24.59,0.17,5.04,27.04,0.52,1.01,0.03,1.03,0,71.55,94.13,31.37,71.55,0,0,31.38

78,19:15-19:30,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,24.51,0,1.39,26.52,0.14,0.28,0,0.28,0,69.88,92.25,30.75,69.88,0,0,30.75

79,19:30-19:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,23.98,0,0.66,25.95,0,0.13,0,0,0,64.18,79.17,26.39,64.18,0,0,26.39

80,19:45-20:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.260000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,23.39,0,0,20.89,0,0,0,0,0,63.17,78.67,26.23,63.17,0,0,26.22

81,20:00-20:15,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.070000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,19.27,0,0,20.55,0,0,0,0,0,61.95,78.31,26.11,61.95,0,0,26.1

82,20:15-20:30,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.070000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,19.09,0,0,20.12,0,0,0,0,0,60.28,77.82,25.93,60.28,0,0,25.94

83,20:30-20:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.070000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,19.01,0,0,19.7,0,0,0,0,0,59.84,75.29,25.09,59.84,0,0,25.1

84,20:45-21:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,7.070000,6.150000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,18.93,0,0,19.88,0,0,0,0,0,58.59,72.86,24.29,58.59,0,0,24.29

85,21:00-21:15,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.980000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,18.27,0,0,19.82,0,0,0,0,0,64.67,73,24.34,64.67,0,0,24.33

86,21:15-21:30,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.980000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,17.6,0,0,19.6,0,0,0,0,0,64.09,73.31,24.43,64.09,0,0,24.44

87,21:30-21:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.980000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,17.41,0,0,22.56,0,0,0,0,0,63.76,85.15,28.4,63.76,0,0,28.38

88,21:45-22:00,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.980000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,17.22,0,0,22.51,0,0,0,0,0,63.07,85.55,28.51,63.07,0,0,28.52

89,22:00-22:15,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.790000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,17.41,0,0,22.49,0,0,0,0,0,62.8,85.71,28.58,62.8,0,0,28.57

90,22:15-22:30,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.790000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,23.42,0,0,22.98,0,0,0,0,0,75.21,86.13,28.71,75.21,0,0,28.71

91,22:30-22:45,0.000000,0.000000,116.140000,3.200000,101.350000,87.270000,6.790000,5.840000,0.000000,0.000000,261.810000,0.000000,0.000000,272.110000,5.450000,0.000000,23.12,0,0,25.91,0,0,0,0,0,75.88,86.67,28.88,75.88,0,0,28.89

