Block,Time,L_NR_2012_01,LT-35,LT-05,LT-36,L_NR_2020_02,L_NR_2022_08,LT-31,L_NR_2012_07,SH-06,L_NR_2012_04,L_NR_2019_11,SH-07,L_NR_2012_02,LT-59,L_NR_2023_04,L_NR_2019_06,L_NR_2020_05,L_NR_2021_16,L_NR_2019_05,L_NR_2022_09,L_NR_2021_15,L_NR_2023_07,L_NR_2019_19,L_NR_2020_07,L_NR_2020_06,L_NR_2023_10,L_NR_2021_17,L_NR_2021_14,L_NR_2019_07,L_NR_2018_61,L_NR_2022_10,L_NR_2021_13,L_NR_2021_12
12,02:45-03:00,100.530000,0.000000,114.790000,0.000000,5.440000,13.68,0.000000,73.590000,23.110000,269.920000,5.870000,23.110000,259.690000,5.710000,29.450000,0,53.56,0,0,34.99,0,0,0,17.86,17.85,0,0,0,0,13.34,34.99,0,0

13,03:00-03:15,100.530000,0.000000,114.790000,0.000000,5.440000,13.38,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,53.06,0,0,34.55,0,0,0,17.68,17.69,0,0,0,0,12.66,34.55,0,0

14,03:15-03:30,100.530000,0.000000,114.790000,0.000000,5.440000,13.01,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,52.07,0,0,34.12,0,0,0,17.35,17.36,0,0,0,0,12.07,34.12,0,0

15,03:30-03:45,100.530000,0.000000,114.790000,0.000000,5.440000,15.87,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,51.08,0,0,31.54,0,0,0,17.03,17.02,0,0,0,0,11.27,31.54,0,0

16,03:45-04:00,100.530000,0.000000,114.790000,0.000000,5.440000,15.54,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,50.09,0,0,29.49,0,0,0,16.69,16.7,0,0,0,0,10.47,29.49,0,0

17,04:00-04:15,100.530000,0.000000,114.790000,0.000000,5.260000,15.11,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,49.19,0,0,28.09,0,0,0,16.39,16.4,0,0,0,0,9.73,28.09,0,0

18,04:15-04:30,100.530000,0.000000,114.790000,0.000000,5.260000,14.87,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,48.25,0,0,26.72,0,0,0,16.09,16.08,0,0,0,0,8.93,26.72,0,0

19,04:30-04:45,100.530000,0.000000,114.790000,0.000000,5.260000,14.54,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,37.82,0,0,26.94,0,0,0,12.61,12.61,0,0,0,0,8.07,26.94,0,0

20,04:45-05:00,100.530000,0.000000,114.790000,0.000000,5.260000,14.09,0.000000,73.590000,23.110000,269.920000,5.580000,23.110000,259.690000,5.710000,28.490000,0,37.46,0,0,28.03,0,0,0,12.47,12.49,0,0,0,0,7.2,28.03,0,0

21,05:00-05:15,100.530000,0.000000,114.790000,0.000000,5.260000,14.99,0.000000,73.590000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,28.490000,0,37.1,0,0,26.87,0,0,0,12.36,12.37,0,0,0,0,10.27,26.87,0,0

22,05:15-05:30,100.530000,0.000000,114.790000,0.000000,5.260000,14.96,0.000000,64.490000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,28.490000,0,36.79,0,0,26.95,0,0,0,12.27,12.26,0,0,0,0,9.91,26.95,0,0

23,05:30-05:45,100.530000,0.000000,114.790000,0.000000,5.260000,14.62,0.000000,64.490000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,28.490000,0,36.26,0,0,26.78,0,0,0,12.09,12.09,0,0,0,0,9.68,26.78,0,0

24,05:45-06:00,100.530000,0.000000,114.790000,0.000000,5.260000,14.22,0.000000,73.590000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,28.490000,0,35.92,0,0,26.55,0,0,0,11.97,11.98,0,0,0.18,0,9.44,26.55,0,0

25,06:00-06:15,100.530000,0.000000,114.790000,0.000000,5.170000,13.87,0.000000,73.590000,14.850000,269.920000,5.350000,14.850000,259.690000,5.630000,28.490000,10.79,35.74,1,0,26.21,0,0,0.350712,11.91,11.91,0,0,1.66,6.66,7.4,26.21,0,0

26,06:15-06:30,100.530000,0.010000,114.790000,0.010000,5.170000,13.66,0.010000,73.590000,14.850000,269.920000,5.350000,14.850000,259.690000,5.630000,28.490000,23.76,35.54,3,2.04,25.87,0,0.08,4.48132,11.85,11.85,0.04,2,3.79,10.22,7.4,25.87,0,0

27,06:30-06:45,100.530000,0.120000,114.790000,0.120000,5.170000,13.6,0.120000,73.590000,14.850000,269.920000,5.350000,14.850000,259.690000,5.630000,28.490000,33,33.61,5,5.85,25.44,1,1.74,11.680658,11.21,11.2,0.74,3,6.53,15.75,7.4,25.44,0.23,1.13

28,06:45-07:00,100.530000,0.380000,114.790000,0.390000,5.170000,13.35,0.380000,73.590000,14.850000,269.920000,5.350000,14.850000,259.690000,5.630000,28.490000,33,33.58,8,13.04,25.21,2,6.24,18.811802,11.19,11.19,2.68,4,9.75,24.88,7.4,25.21,1.13,5.65

29,07:00-07:15,100.530000,0.780000,106.330000,0.800000,5.170000,13.01,0.780000,64.490000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,29.560000,31.07,33.58,11,22.31,24.75,4,13.57,26.186496,11.19,11.19,5.81,5,13.28,31.07,7.4,24.75,2.55,12.75

30,07:15-07:30,100.530000,1.280000,97.850000,1.310000,5.170000,12.96,1.280000,64.490000,23.110000,269.920000,5.350000,23.110000,259.690000,5.630000,29.560000,28.48,33.58,15,28.48,24.41,7,24.5,34.252872,11.19,11.19,10.5,8,18.07,28.49,7.4,24.41,4.34,21.68

31,07:30-07:45,100.530000,1.990000,114.790000,2.030000,5.170000,11.66,1.990000,64.490000,23.110000,269.920000,5.580000,23.110000,259.690000,5.630000,29.560000,29.15,26.56,19,29.15,24.3,7,38.5,43.273964,8.85,8.85,16.5,9,19.22,29.15,7.4,24.3,9.32,46.6

32,07:45:08:00,100.530000,2.700000,114.790000,2.770000,5.170000,11.58,2.700000,64.490000,23.110000,269.920000,5.580000,23.110000,259.690000,5.630000,29.560000,29.32,26.74,21,29.32,24.28,13,51.8,52.65551,8.92,8.91,22.2,11,25.57,29.31,7.4,24.28,13.23,66.16

33,08:00-08:15,100.530000,3.650000,106.330000,3.740000,5.080000,11.47,3.650000,57.950000,23.110000,269.920000,5.580000,23.110000,242.720000,5.630000,29.560000,30.18,27.17,31,30.18,24.06,15,64.4,61.705828,9.05,9.06,27.6,15,28.33,30.19,7.4,24.06,17.39,86.97

34,08:15-08:30,100.530000,4.470000,70.000000,4.580000,5.080000,11.58,4.470000,57.950000,23.110000,269.920000,5.580000,23.110000,259.690000,5.630000,29.560000,30.18,27.54,37,30.18,24.3,19,80.5,70.454144,9.18,9.18,34.5,19,35.05,30.19,7.4,24.3,21.56,107.79

35,08:30-08:45,100.530000,5.270000,70.000000,5.410000,5.080000,11.77,5.270000,58.690000,23.110000,269.920000,5.580000,23.110000,259.690000,5.630000,29.560000,30.52,27.92,44,30.52,24.42,23,96.6,78.880974,9.31,9.31,41.4,22,43.22,30.51,7.4,24.42,25.47,127.34

36,08:45:09:00,100.530000,8.270000,70.000000,8.480000,5.080000,11.93,8.270000,58.690000,23.110000,269.920000,5.580000,23.110000,242.720000,5.630000,29.560000,30.52,28.35,52,30.52,24.58,26,111.3,86.80122,9.46,9.45,47.7,26,50.42,30.51,7.4,24.58,29.19,145.96

37,09:00:09:15,100.530000,9.270000,70.000000,9.500000,5.080000,12.21,9.270000,57.950000,25.830000,269.920000,5.580000,25.830000,259.690000,5.630000,26.480000,30.85,29.17,60,30.85,24.35,32,123.2,87.639032,9.73,9.72,52.8,30,57.2,30.85,7.4,24.35,32.21,161.03

38,09:15-09:30,100.530000,10.220000,70.000000,10.480000,5.080000,12.26,10.220000,57.950000,25.830000,269.920000,5.580000,25.830000,259.690000,5.630000,26.480000,30.85,29.73,65,30.85,24.54,34,136.5,95.101404,9.91,9.91,58.5,33,63.69,30.85,6,24.54,36.03,180.16

39,09:30-09:45,100.530000,11.070000,70.000000,11.350000,5.080000,11.77,11.070000,69.200000,25.830000,269.920000,5.580000,25.830000,256.960000,5.630000,26.480000,31.53,30.27,68,31.53,24.77,36,147,101.95003,10.09,10.09,63,34,69.83,31.54,6,24.77,40.32,201.6

40,09:45-10:00,100.530000,11.830000,70.000000,12.130000,5.080000,11.79,11.830000,61.980000,25.830000,269.920000,5.580000,25.830000,256.960000,5.630000,26.480000,31.53,30.48,71,31.53,25.06,38,157.5,107.717294,10.15,10.16,67.5,36,75.23,31.54,6,25.06,42.91,214.56

41,10:00-10:15,100.530000,12.480000,70.000000,12.790000,5.080000,11.9,12.480000,64.110000,25.830000,269.920000,5.420000,25.830000,223.180000,5.630000,26.480000,31.53,30.84,75,31.53,25.12,40,165.9,112.870812,10.28,10.28,71.1,37,80.23,31.54,6,25.12,45.7,228.52

42,10:15-10:30,100.530000,12.990000,84.680000,13.310000,5.080000,11.93,12.990000,64.110000,25.830000,269.920000,5.420000,25.830000,223.180000,5.630000,26.480000,31.53,31.24,76,31.53,25.16,41,171.5,116.865032,10.41,10.41,73.5,38,84.59,31.54,6,25.16,46.71,233.54

43,10:30-10:45,76.780000,13.450000,114.790000,13.780000,5.080000,11.22,13.450000,64.110000,25.830000,269.920000,5.420000,25.830000,223.180000,5.630000,26.480000,31.53,31.66,78,31.53,25.17,42,178.5,129.607568,10.55,10.55,76.5,39,86.49,31.54,6,25.17,46.71,233.54

44,10:45-11:00,76.780000,13.810000,114.790000,14.160000,5.080000,11.17,13.810000,64.110000,25.830000,269.920000,5.420000,25.830000,223.180000,5.630000,25.470000,31.67,32.22,80,31.67,25.27,43,182,131.604678,10.73,10.74,78,40,88.57,31.66,6,25.27,46.71,233.54

45,11:00-11:15,76.780000,14.110000,114.790000,14.460000,4.980000,13.24,14.110000,64.110000,23.110000,269.920000,5.650000,23.110000,223.180000,5.630000,25.470000,31.67,37.17,79,31.67,31.55,43.5,185.5,132.44249,12.4,12.39,79.5,40,89.45,31.66,6,31.55,46.71,233.54

46,11:15-11:30,76.780000,14.310000,114.790000,14.660000,4.980000,13.37,14.310000,64.110000,23.110000,269.920000,5.650000,23.110000,223.180000,5.630000,25.470000,31.67,37.82,78,31.67,32.23,43.5,185.5,132.179456,12.61,12.61,79.5,39,91.13,31.66,6,32.23,46.71,233.54

47,11:30-11:45,76.780000,14.370000,114.790000,14.740000,4.980000,13.49,14.370000,64.110000,25.830000,269.920000,5.650000,25.830000,223.180000,5.630000,25.470000,31.67,38.83,77,31.67,33.23,43.5,185.5,131.594936,12.94,12.94,79.5,39,91.33,31.66,6,33.23,46.71,233.54

48,11:45-12:00,100.530000,14.460000,114.790000,14.820000,4.980000,13.58,14.460000,64.110000,25.830000,269.920000,5.650000,25.830000,223.180000,5.630000,25.470000,31.67,39.84,77,31.67,33.86,43.5,185.5,129.948538,13.28,13.28,79.5,38,91.32,31.66,6,33.86,46.71,233.54

49,12:00-12:15,100.530000,14.470000,114.790000,14.830000,4.980000,13.06,14.470000,64.090000,25.270000,269.920000,5.950000,30.710000,222.800000,5.710000,25.470000,31.67,40.67,77,31.67,34.78,43.5,185.5,126.051738,13.56,13.56,79.5,38,91.33,31.66,6,34.78,46.71,233.54

50,12:15-12:30,100.530000,14.410000,114.790000,14.770000,4.980000,12.9,14.410000,63.880000,25.270000,269.920000,5.950000,30.710000,222.800000,5.710000,25.470000,31.67,41.17,74,31.67,29.06,43.5,182,121.258674,13.74,13.72,78,37,91.35,31.66,7.31,29.06,46.71,233.54

51,12:30-12:45,49.900000,14.420000,114.790000,14.770000,4.980000,11.42,14.420000,63.880000,25.270000,269.920000,5.950000,30.710000,222.800000,5.710000,25.470000,31.67,34.15,75,31.67,29.41,43.5,182,116.75787,11.39,11.38,78,38,91.38,31.66,7.27,29.41,46.71,233.54

52,12:45-13:00,49.900000,14.410000,114.790000,14.760000,4.980000,11.51,14.410000,63.880000,25.270000,269.920000,5.950000,30.710000,222.800000,5.710000,25.470000,31.67,34.44,76,31.67,29.72,43.5,182,113.192298,11.49,11.48,78,38,91.32,31.66,7.34,29.72,46.71,233.54

53,13:00-13:15,49.900000,14.370000,114.790000,14.730000,4.980000,11.41,14.370000,63.880000,25.270000,269.920000,6.100000,30.710000,222.800000,5.860000,25.470000,31.67,34.62,77,31.67,30.37,43.5,182,111.847902,11.53,11.54,78,38,91.32,31.66,7.34,30.37,46.71,233.54

54,13:15-13:30,49.900000,14.350000,114.790000,14.710000,4.980000,11.57,14.350000,63.880000,25.270000,269.920000,6.100000,30.710000,222.800000,5.860000,25.470000,31.67,34.76,77,31.67,22.12,43.5,182,111.964806,11.59,11.59,78,39,91.31,31.66,7.34,22.12,46.71,233.54

55,13:30-13:45,100.340000,14.320000,114.790000,14.670000,4.980000,12.06,14.320000,63.880000,25.270000,130.520000,6.100000,30.710000,256.830000,5.860000,25.470000,31.67,34.81,77,31.67,22.42,43.5,182,110.123568,11.6,11.6,78,39,91.13,31.66,7.34,22.42,46.71,233.54

56,13:45-14:00,100.340000,13.920000,114.790000,14.280000,4.980000,8.66,13.920000,63.880000,25.270000,130.520000,6.100000,30.710000,256.830000,5.860000,25.470000,31.67,29.75,75,31.67,22.88,42.71,179,104.28811,9.92,9.91,76,38,89.99,31.66,15.14,22.88,46.71,233.54

57,14:00-14:15,100.340000,13.610000,114.790000,13.940000,4.980000,8.81,13.610000,72.810000,25.270000,130.520000,5.730000,30.710000,256.830000,6.020000,25.470000,31.67,30.45,73,31.67,23.11,39,175,100.68357,10.15,10.15,75,37,89.26,31.66,15.54,23.11,46.71,233.54

58,14:15-14:30,100.340000,13.260000,114.790000,13.590000,4.980000,8.66,13.260000,72.810000,25.270000,130.520000,5.730000,30.710000,256.830000,6.020000,25.470000,31.67,30.78,71,31.67,23.52,37.5,172,99.163818,10.27,10.26,73,36,87.98,31.66,16.14,23.52,46.71,233.54

59,14:30-14:45,100.340000,12.740000,114.790000,13.050000,4.980000,8.56,12.740000,72.810000,22.610000,147.790000,5.730000,30.710000,256.830000,6.020000,28.350000,31.67,31.34,71,31.67,23.52,36.5,172,94.663014,10.44,10.45,73,35,85.93,31.66,16.72,23.52,46.71,233.54

60,14:45-15:00,100.340000,12.210000,114.790000,12.520000,4.980000,8.69,12.210000,72.810000,22.610000,160.270000,5.730000,30.710000,256.830000,6.020000,28.350000,31.67,31.88,68,31.67,24.47,36,165,87.843614,10.62,10.63,70,34,84.02,31.66,17.08,24.47,45.98,229.9

61,15:00-15:15,100.340000,11.750000,114.790000,12.040000,5.120000,8.96,11.750000,63.880000,25.270000,172.750000,5.870000,30.710000,222.800000,6.180000,28.350000,31.67,32.26,66,31.67,25.18,34.5,158,86.138764,10.75,10.75,67,33,79.72,31.66,17.54,25.18,43.29,216.46

62,15:15-15:30,100.340000,11.250000,114.790000,11.540000,5.120000,9.08,11.250000,63.880000,25.270000,186.180000,5.870000,30.710000,222.800000,6.180000,28.350000,31.67,32.5,67,31.67,25.6,32.5,147,76.270118,10.84,10.83,63,34,74.93,31.66,12.08,25.6,40.89,204.44

63,15:30-15:45,49.900000,10.540000,114.790000,10.800000,5.120000,11.22,10.540000,63.880000,25.270000,199.620000,5.870000,30.710000,222.800000,6.180000,28.350000,31.67,32.8,62,31.67,26.17,31.02,137,66.274826,10.94,10.93,58,31,69.69,31.66,12.54,26.17,38.07,190.37

64,15:45-16:00,49.900000,9.730000,114.790000,9.970000,5.120000,11.66,9.730000,63.880000,25.270000,213.050000,5.870000,30.710000,222.800000,6.180000,28.350000,31.67,33.8,57,31.67,27.22,28.61,126,56.630246,11.26,11.27,54,29,63.77,31.66,12.92,27.22,35.01,175.04

65,16:00-16:15,49.900000,8.770000,114.790000,8.990000,5.310000,11.85,8.770000,45.960000,25.270000,213.050000,5.870000,30.710000,222.800000,5.710000,28.350000,31.67,34.81,53,31.67,27.89,25.98,112,48.018318,11.62,11.6,48,26,40,31.66,13.22,27.89,31.81,159.05

66,16:15-16:30,49.900000,7.750000,114.790000,7.940000,5.310000,12.13,7.750000,45.960000,25.270000,213.050000,5.870000,30.710000,222.800000,5.710000,28.350000,31.67,35.78,49,31.67,28.55,23.22,98,39.386906,11.91,11.93,42,24,36.67,31.66,13.14,28.55,28.41,142.05

67,16:30-16:45,49.900000,6.750000,114.790000,6.920000,5.310000,12.41,6.750000,45.960000,25.270000,213.050000,5.870000,30.710000,222.800000,5.710000,28.350000,33,36.83,45,20.87,29.22,20.18,84,32.616216,12.27,12.28,36,22,33.33,33,12.33,29.22,24.92,124.59

68,16:45-17:00,49.900000,5.700000,114.790000,5.840000,5.310000,16.89,5.700000,45.960000,25.270000,213.050000,5.870000,30.710000,222.800000,5.710000,28.350000,33,38.33,41,10.97,30.22,16.79,70,23.789964,12.77,12.78,30,21,30,33,13.54,30.22,21.14,105.7

69,17:00-17:15,100.140000,4.650000,114.790000,4.780000,5.540000,16.66,4.650000,54.870000,25.270000,213.050000,6.100000,30.710000,256.710000,5.710000,28.350000,22.31,49.2,35,4.08,33.67,14,60,15.957396,16.4,16.4,25,17,26.67,33,13.94,33.67,17.39,86.97

70,17:15-17:30,100.140000,3.580000,114.790000,3.670000,5.540000,16.44,3.580000,72.780000,25.270000,213.050000,6.100000,30.710000,256.710000,5.710000,28.350000,13.9,48.67,31,0.58,34,10.62,49,9.829678,16.23,16.22,21,15,21.59,24,14.34,34,13.35,66.72

71,17:30-17:45,100.140000,2.670000,114.790000,2.740000,5.540000,16.29,2.670000,72.780000,25.270000,213.050000,6.100000,30.710000,256.710000,5.710000,28.350000,7.81,48.44,25,0,34.33,6.97,35,4.861258,16.15,16.15,15,13,15.44,10,14.54,34.33,9.48,47.41

72,17:45-18:00,100.140000,1.820000,114.790000,1.870000,5.540000,16.18,1.820000,72.780000,25.270000,213.050000,6.100000,30.710000,256.710000,5.710000,28.350000,3.27,48.15,16,0,34.67,3.89,21,2.182208,16.06,16.05,9,8,9.95,4,15.14,34.67,6.44,32.18

73,18:00-18:15,100.140000,1.110000,114.790000,1.130000,5.720000,15.95,1.110000,72.780000,25.270000,226.490000,5.580000,30.710000,256.710000,5.710000,27.340000,0,47.47,8,0,35,1.49,14,0.506584,15.84,15.82,6,4,0.91,0,9.13,35,4.06,20.27

74,18:15-18:30,100.140000,0.540000,114.790000,0.560000,5.720000,11.41,0.540000,72.780000,25.270000,239.920000,5.580000,30.710000,256.710000,5.710000,27.340000,0,35.19,3,0,35.33,1,7,0,11.72,11.73,3,1,0.3,0,8.93,35.33,2.2,10.98

75,18:30-18:45,100.530000,0.140000,114.790000,0.140000,5.080000,11.22,0.140000,73.590000,22.610000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,34.51,1,0,34.67,0.26,0,0,11.51,11.5,0,0,0,0,8.67,34.67,0.92,4.6

76,18:45-19:00,100.530000,0.000000,114.790000,0.000000,5.080000,11.19,0.000000,73.590000,22.610000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,34.13,0,0,34,1,0,0,11.38,11.38,0,0,0,0,8.47,34,0.1,0.48

77,19:00-19:15,100.530000,0.000000,114.790000,0.000000,5.260000,10.85,0.000000,73.590000,13.010000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,34.33,0,0,33,0,0,0,11.46,11.44,0,0,0,0,8.06,33,0,0

78,19:15-19:30,100.530000,0.000000,114.790000,0.000000,5.260000,10.84,0.000000,73.590000,13.010000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,34.22,0,0,31.88,0,0,0,11.4,11.41,0,0,0,0,8.3,31.88,0,0

79,19:30-19:45,100.530000,0.000000,114.790000,0.000000,5.260000,10.19,0.000000,73.590000,21.860000,239.920000,5.580000,21.860000,259.690000,5.710000,27.340000,0,33.94,0,0,30.22,0,0,0,11.32,11.31,0,0,0,0,14.67,30.22,0,0

80,19:45-20:00,100.530000,0.000000,114.790000,0.000000,5.260000,10.19,0.000000,73.590000,25.040000,239.920000,5.580000,25.040000,259.690000,5.710000,27.340000,0,33.9,0,0,36,0,0,0,11.29,11.3,0,0,0,0,14.51,36,0,0

81,20:00-20:15,100.530000,0.000000,114.790000,0.000000,5.440000,11.55,0.000000,38.390000,25.040000,239.920000,5.580000,25.040000,259.690000,5.710000,27.340000,0,37.35,0,0,35.22,0,0,0,12.44,12.45,0,0,0,0,14.32,35.22,0,0

82,20:15-20:30,100.530000,0.000000,114.790000,0.000000,5.440000,10.77,0.000000,38.390000,25.040000,239.920000,5.580000,25.040000,259.690000,5.710000,27.340000,0,36.69,0,0,34.44,0,0,0,12.23,12.23,0,0,0,0,14.11,34.44,0,0

83,20:30-20:45,100.530000,0.000000,114.790000,0.000000,5.440000,10.69,0.000000,38.390000,24.140000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,36.15,0,0,33.88,0,0,0,12.05,12.05,0,0,0,0,13.15,33.88,0,0

84,20:45-21:00,100.530000,0.000000,114.790000,0.000000,5.440000,10.61,0.000000,38.390000,24.140000,239.920000,5.580000,30.710000,259.690000,5.710000,27.340000,0,35.31,0,0,33.21,0,0,0,11.76,11.77,0,0,0,0,11.83,33.21,0,0

85,21:00-21:15,100.530000,0.000000,114.790000,0.000000,4.980000,9.84,0.000000,38.390000,13.010000,239.920000,5.420000,30.710000,259.690000,5.710000,27.340000,0,34.86,0,0,32.54,0,0,0,11.62,11.62,0,0,0,0,15.65,32.54,0,0

86,21:15-21:30,100.530000,0.000000,114.790000,0.000000,4.980000,9.6,0.000000,38.390000,13.010000,239.920000,5.420000,30.710000,259.690000,5.710000,27.340000,0,33.83,0,0,31.89,0,0,0,11.27,11.28,0,0,0,0,15.41,31.89,0,0

87,21:30-21:45,100.530000,0.000000,114.790000,0.000000,4.980000,10.85,0.000000,38.390000,13.010000,239.920000,5.420000,30.710000,259.690000,5.710000,27.340000,0,32.83,0,0,31.18,0,0,0,10.95,10.94,0,0,0,0,15.39,31.18,0,0

88,21:45-22:00,100.530000,0.000000,114.790000,0.000000,4.980000,10.74,0.000000,38.390000,13.010000,239.920000,5.420000,30.710000,259.690000,5.710000,27.340000,0,31.83,0,0,30.81,0,0,0,10.61,10.61,0,0,0,0,15.43,30.81,0,0

89,22:00-22:15,100.530000,0.000000,114.790000,0.000000,4.980000,10.62,0.000000,38.390000,24.380000,239.920000,5.420000,24.380000,259.690000,5.710000,25.420000,0,30.74,0,0,30.61,0,0,0,10.23,10.25,0,0,0,0,15.21,30.61,0,0

90,22:15-22:30,100.530000,0.000000,114.790000,0.000000,4.980000,10.51,0.000000,38.390000,24.380000,239.920000,5.420000,24.380000,259.690000,5.710000,28.450000,0,31.16,0,0,30.8,0,0,0,10.37,10.39,0,0,0,0,18.41,30.8,0,0

91,22:30-22:45,100.530000,0.000000,114.790000,0.000000,4.980000,10.45,0.000000,38.390000,24.380000,239.920000,5.420000,24.380000,259.690000,5.710000,28.450000,0,31.54,0,0,32.81,0,0,0,10.52,10.51,0,0,0,0,17.86,32.81,0,0

92,22:45-23:00,100.530000,0.000000,114.790000,0.000000,4.980000,10.38,0.000000,38.390000,24.380000,239.920000,5.420000,24.380000,259.690000,5.710000,28.450000,0,32.19,0,0,33.42,0,0,0,10.74,10.73,0,0,0,0,17.06,33.42,0,0

93,23:00-23:15,100.530000,0.000000,114.790000,0.000000,4.890000,10.64,0.000000,38.390000,24.380000,255.280000,5.420000,24.380000,259.690000,5.710000,28.490000,0,32.82,0,0,33.48,0,0,0,10.94,10.94,0,0,0,0,16.28,33.48,0,0

94,23:15-23:30,100.530000,0.000000,114.790000,0.000000,4.890000,10.98,0.000000,38.390000,24.380000,255.280000,5.420000,24.380000,259.690000,5.710000,28.490000,0,33.39,0,0,33.54,0,0,0,11.13,11.13,0,0,0,0,15.71,33.54,0,0

