Column1,Time,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/3698,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/1196,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19
8,01:45-02:00,8.76,8.76,0,0,26.93,130.4,0,-0,0,0,16.66,6.67,8.33,16.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,33.73,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.23,0,0,17.92,0,0,25.01,0,0,0,8.33,0,0,0,0,0

9,02:00-02:15,8.76,8.76,0,0,26.93,102.61,0,-0,0,0,16.66,8.67,8.33,16.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,271.07,25.23,0,0,16.82,0,0,25.01,0,0,0,8.33,0,0,0,0,0

10,02:15-02:30,8.76,8.76,0,0,26.93,102.61,0,-0,0,0,16.66,8.67,8.33,16.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,271.07,25.23,0,0,15.51,0,0,25.01,0,0,0,8.33,0,0,0,0,0

11,02:30-02:45,8.76,8.76,0,0,26.93,102.61,0,-0,0,0,17.34,8.33,8.33,17.33,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,271.07,25.74,0,0,14.42,0,0,25.01,0,0,0,8.33,0,0,0,0,0

12,02:45-03:00,8.76,8.76,0,0,26.93,126.27,0,-0,0,0,18.34,8.67,8.33,18.33,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,271.07,25.74,0,0,14.42,0,0,25.01,0,0,0,8.33,0,0,0,0,0

13,03:00-03:15,8.76,8.76,0,0,26.93,125.04,0,-0,0,0,20.66,10,10,20.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,14.2,0,0,30,0,0,0,10,0,0,0,0,0

14,03:15-03:30,8.76,8.76,0,0,26.93,124.39,0,-0,0,0,20.66,10.33,10.33,20.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,14.2,0,0,31.01,0,0,0,10.33,0,0,0,0,0

15,03:30-03:45,8.76,8.76,0,0,26.93,123.81,0,-0,0,0,22.66,10.67,10.33,22.67,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,13.98,0,0,31.01,0,0,0,10.33,0,0,0,0,0

16,03:45-04:00,8.76,8.76,0,0,26.93,123.56,0,-0,0,0,23,10.67,10.5,23,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,14.42,0,0,31.5,0,0,0,10.5,0,0,0,0,0

17,04:00-04:15,8.76,8.76,0,0,26.93,102.61,0,-0,0,0,23,10.67,10.83,23,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,265.45,25.74,0,0,14.86,0,0,32.51,0,0,0,10.83,0,0,0,0,0

18,04:15-04:30,8.76,8.76,0,0,26.93,106.62,0,-0,0,0,23.34,11,11,23.33,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,15.29,0,0,33,0,0,0,11,0,0,0,0,0

19,04:30-04:45,8.76,8.76,0,0,26.93,115.83,0,-0,0,0,38.34,14,14.67,38.33,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,15.95,0,0,43.99,0,0,0,14.67,0,0,0,0,0

20,04:45-05:00,8.76,8.76,0,0,26.93,125.35,0,-0,0,0,38.34,14.33,14.5,38.33,0,70.29,100.41,0,12.67,26.93,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,15.73,0,0,43.5,0,0,0,14.5,0,0,0,0,0

21,05:00-05:15,8.76,8.76,0,0,26.93,125.69,0,-0,0,0,41.66,14,17,41.67,0,70.29,100.41,0,12.67,26.93,8.53,2.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.74,0,0,15.51,0,0,51,0,0,0,17,0,0,0,0,0

22,05:15-05:30,8.76,8.76,0,0,26.93,130.4,0,-0,0,0,41.66,14,17,41.67,0,70.29,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,25.74,0,0,15.51,0,0,51,0,0,0,17,0,0,0,0,0

23,05:30-05:45,8.76,8.76,0,0,26.93,130.4,0,-0,0,0,48.34,16.67,17.5,48.33,0,70.29,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,26.75,0,0,15.29,0,0,52.5,0,0,0,17.5,0,0,0,0,0

24,05:45-06:00,8.76,8.76,0,0,26.93,130.4,0,-0,0,0,48.34,16.67,17.5,48.33,0,70.29,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,26.23,0.04,0,14.42,0,0,52.5,0.12,0,0,17.5,0,0,0,0.03,0.02

25,06:00-06:15,8.76,8.76,0,0,26.93,130.4,0,-0,0,0,49,19.33,19.17,49,0,115.65,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,26.23,0.68,5.8,13.55,0,5.7,57.49,1.02,1,1,19.17,0,0,1,0.2,1.5

26,06:15-06:30,8.76,8.76,0,0,26.93,130.4,0,-0,0,1,49,19.33,19.17,49,0,115.65,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,25.23,2.85,9.9,12.67,0,9.2,57.49,2.77,1,2,19.17,0,1,2,0.56,3.89

27,06:30-06:45,8.76,8.76,0,0.96,26.93,130.4,0.96,-0,0.74,1,55,19.67,24.67,55,0,115.65,100.41,0,12.67,26.93,8.53,2.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,25.23,3.45,14.7,12.02,3,13.6,73.99,5.58,2,3,24.67,0,2,3,1.12,6.91

28,06:45-07:00,8.76,8.76,0,1.4,26.93,122.74,1.4,-0,1.08,2,55,19.33,25,55,0,70.29,100.41,0,12.67,26.93,8.53,2.78,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,17.52,271.07,25.23,4.52,19.8,11.36,5,18.9,75,9.55,3,6,25,0,4,4,1.91,10.76

29,07:00-07:15,8.76,8.76,0,2,26.93,130.4,2,-0,1.55,2,51.66,17.33,15.83,51.67,0,70.29,100.41,0,12.67,26.93,8.53,3.25,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,25.23,6.81,27.5,10.49,8,27,47.51,15.96,5,11,15.83,0,5,5,3.19,15.16

30,07:15-07:30,8.76,8.76,0,2.64,26.93,130.4,2.64,-0,2.05,3,52,17.67,16.67,52,0,70.29,100.41,0,12.67,26.93,8.53,3.25,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,17.52,271.07,25.23,9.1,33,9.83,13,33,49.99,23.32,6,13,16.67,0,6,6,4.66,19.87

31,07:30-07:45,8.76,8.76,0,3.16,26.93,130.4,3.16,-0,2.44,4,52.66,18,17.5,52.67,0,70.29,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,76.42,10.51,17.52,271.07,25.23,11.39,33,9.18,20,33,52.5,31.47,7,19,17.5,0,8,7,6.3,21.91

32,07:45-08:00,8.76,8.76,0,3.48,26.93,102.61,3.48,-0,2.69,5,53.34,18.33,18.33,53.33,0,70.29,100.41,0,12.67,26.93,8.53,3.24,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,232.52,26.23,13.67,33,7.43,26,33,55.01,39.99,9,23,18.33,0,10,8,8,27.19

33,08:00-08:15,8.76,8.76,0,3.51,26.93,102.61,3.51,-0,2.71,6,55,18.67,19.17,55,0,70.29,100.41,0,9.79,26.93,8.53,3.2,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,193.96,27.25,16.84,33,7.43,33,33,57.49,48.46,11,15,19.17,0,10,7,9.69,32.81

34,08:15-08:30,8.76,8.76,0,3.6,26.93,102.61,3.6,-0,2.79,7,56,19,20,56,0,70.29,100.41,0,9.79,26.93,8.53,3.2,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,155.41,28.26,18.86,33,7.43,33,33,60,57.78,13,15,20,0,12,8,11.56,38.72

35,08:30-08:45,8.76,8.76,0,3.64,26.93,102.61,3.64,-0,2.82,5,48.15,19.33,20.83,48.15,0,70.29,100.41,10.76,9.79,26.93,8.53,3.2,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,153.22,26.24,20.88,33,7.43,33,33,62.51,43.07,10,17,20.83,0,9,8,8.62,43.87

36,08:45-09:00,8.76,8.76,0,4.13,26.93,102.61,4.13,-0,3.2,6,47.66,19.67,21.67,47.65,0,70.29,100.41,10.76,9.79,26.93,8.53,3.2,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,17.52,152.78,26.24,22.91,33,7.43,33,33,64.99,49.48,12,17,21.67,0,10,9,9.9,27.39

37,09:00-09:15,12.41,12.41,0,4.87,26.94,102.61,4.87,-91.92,3.76,6,55.01,16.67,18.33,55,0,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,24.83,192.76,27.25,24.6,33,7.43,33,33,55.01,56.24,11,20,18.33,0,11,10,11.25,37.41

38,09:15-09:30,12.41,12.41,0,5.9,26.94,102.61,5.9,-183.84,4.56,6,56.28,17.33,19.17,56.27,0,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,24.83,231.31,27.25,26.3,33,7.43,33,33,57.49,62.91,13,22,19.17,0,12,12,12.58,48.91

39,09:30-09:45,12.41,12.41,0,6.7,26.94,115.94,6.7,-183.84,5.17,6,57.82,18.33,20,57.83,5.61,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,24.83,271.07,26.24,28,33,7.43,33,33,60,87.5,12,30,20,0,10,11,17.5,55.53

40,09:45-10:00,12.41,12.41,0,7.42,26.94,118.13,7.42,-183.84,5.74,7,59.67,19,21.67,59.67,5.61,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.5,10.51,24.83,271.07,26.24,29.45,33,7.43,33,33,64.99,95.83,13,32,21.67,0,11,12,19.17,56.51

41,10:00-10:15,12.41,12.41,0,8.09,26.94,130.4,8.09,-183.84,6.25,10,52.95,20,24.17,52.95,7.48,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,76.42,10.51,24.83,271.07,26.24,29,33,7.43,33,33,72.49,104.17,20,33,24.17,0,12,12,20.83,56.12

42,10:15-10:30,12.41,12.41,0,8.76,26.94,130.4,8.76,-183.84,6.76,12,56.17,20.67,25.83,56.16,7.48,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,76.42,10.51,24.83,271.07,26.24,28.61,33,7.43,33,33,77.51,106.67,23,37,25.83,0,13,12,21.33,52.84

43,10:30-10:45,12.41,12.41,0,9.75,26.94,130.4,9.75,-183.84,7.54,12,66.66,28.33,31.67,66.67,8.88,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,28.27,33,7.43,33,33,94.99,122.03,23,37,31.67,0,21,14,24.41,48.72

44,10:45-11:00,12.41,12.41,0,10.39,26.94,130.4,10.39,-183.84,8.04,12,66.66,28.33,31.67,66.67,8.88,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,27.99,33,7.43,33,33,94.99,124.75,23,38,31.67,0,21,14,24.95,57.33

45,11:00-11:15,12.41,12.41,0,10.54,26.94,130.4,10.54,-183.84,8.14,13,66.66,28.33,31.67,66.67,9.35,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,43.33,33,7.43,33,33,94.99,124.61,27,30,31.67,0,24,15,24.92,68.47

46,11:15-11:30,12.41,12.41,0,10.54,26.94,130.4,10.54,-183.84,8.14,13,68.33,28.33,31.67,68.33,9.35,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,45,33,7.43,33,33,94.99,123.66,27,30,31.67,0,24,16,24.73,77.39

47,11:30-11:45,12.41,12.41,0,8.43,26.94,130.4,8.43,-183.84,6.51,11,71.45,28.33,31.67,71.46,9.35,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,58.78,33,7.43,33,33,94.99,124.47,22,30,31.67,0,21,18,24.89,79.97

48,11:45-12:00,12.41,12.41,0,8.43,26.94,130.4,8.43,-183.84,6.51,11,73.78,28.33,33.33,73.79,9.35,70.29,100.41,10.76,12.67,26.94,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,26.24,59.13,33,7.43,33,33,100.01,125.06,22,30,33.33,0,21,18,25.01,71.15

49,12:00-12:15,12.41,12.41,0,8.43,26.95,100.42,8.43,-91.92,6.51,12,76.9,28.33,33.33,76.9,9.35,115.65,100.41,10.76,9.79,26.95,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,68.99,10.51,24.83,271.07,26.24,59.32,33,7.43,33,33,100.01,125.38,23,33,33.33,0,21,22,25.08,71.15

50,12:15-12:30,12.41,12.41,0,8.43,26.95,100.42,8.43,-91.92,6.51,12,76.24,28.33,33.33,76.23,9.35,115.65,81.92,10.76,9.79,26.95,8.53,3.72,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,68.99,10.51,24.83,271.07,26.24,59.05,33,7.43,33,33,100.01,125.47,23,33,33.33,0,21,22,25.09,71.15

51,12:30-12:45,12.41,12.41,0,8.43,26.95,112.13,8.43,-91.92,6.51,15,77,28.33,33.33,77.01,10.75,115.65,53.01,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,76,10.51,24.83,271.07,26.24,50,33,7.43,33,33,100.01,112.63,30,33,33.33,0,25,22,22.53,71.15

52,12:45-13:00,12.41,12.41,0,8.43,26.95,112.13,8.43,-91.92,6.51,15,77.69,29,33.33,77.68,10.75,115.65,53.01,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,76.01,10.51,24.83,271.07,26.24,50,33,7.43,33,33,100.01,110.47,30,33,33.33,0,27,22,22.09,71.15

53,13:00-13:15,12.41,12.41,0,8.43,26.95,112.14,8.43,-91.92,6.51,17,77.24,29.33,33.33,77.24,11.21,70.29,53.01,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.07,10.51,24.83,271.07,26.24,45,33,7.43,33,33,100.01,109.22,33,47,33.33,0,30,22,21.84,97.77

54,13:15-13:30,12.41,12.41,0,8.43,26.95,112.14,8.43,-91.92,6.51,17,76.77,29.67,33.33,76.78,11.21,70.29,81.92,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,56.07,10.51,24.83,271.07,26.75,46.67,33,7.43,33,33,100.01,108.55,33,47,33.33,0,30,23,21.71,103.56

55,13:30-13:45,12.41,12.41,0,8.07,26.95,130.4,8.07,-91.92,6.23,17,76.33,30,33.33,76.34,11.21,70.29,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,24.83,271.07,27.25,56.67,33,7.43,33,33,100.01,93.33,33,43,33.33,0,30,22,18.67,96.94

56,13:45-14:00,12.41,12.41,0,7.64,26.95,130.4,7.64,-91.92,5.9,17,77.05,30.33,33.33,77.06,11.21,70.29,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,55,33,7.43,33,33,100.01,95,33,43,33.33,0,30,22,19,89.34

57,14:00-14:15,12.41,12.41,0,7.22,26.95,130.4,7.22,-91.92,5.58,17,77.11,30,33.33,77.11,11.21,70.29,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,24.83,271.07,28.26,45,33,7.43,33,33,100.01,96.67,33,35,33.33,0,30,21,19.33,81.42

58,14:15-14:30,12.41,12.41,0,6.8,26.95,130.4,6.8,-91.92,5.25,17,77.31,29.67,33,77.32,11.21,70.29,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,67.01,10.51,24.83,271.07,28.26,44.33,33,7.43,33,33,99,97.45,33,35,33,0,30,20,19.49,73.41

59,14:30-14:45,12.41,12.41,0,6.59,26.95,130.4,6.59,-91.92,5.09,17,77.39,28.67,32.67,77.4,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,37.05,33,12.45,33,33,97.99,95.32,33,35,32.67,0,30,18,19.06,74.88

60,14:45-15:00,12.41,12.41,0,6.67,26.95,130.4,6.67,-91.92,5.15,17,76.28,28.33,31.83,76.29,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,36.19,33,14.42,33,33,95.51,95.07,33,35,31.83,0,30,17,19.02,75.81

61,15:00-15:15,12.41,12.41,0,6.72,26.95,130.4,6.72,-91.92,5.19,20,65.44,27.67,31.83,65.44,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,42.06,33,15.3,33,33,95.51,95.89,40,42,31.83,0,36,15,19.18,101.13

62,15:15-15:30,12.41,12.41,0,6.52,26.95,130.4,6.52,-183.84,5.05,18,65.64,27,31.5,65.63,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,41.04,33,16.12,33,33,94.5,95.61,37,42,31.5,0,34,15,19.12,94.97

63,15:30-15:45,12.41,12.41,0,6.39,26.95,130.4,6.39,-183.84,4.94,22,66.14,26.74,31,66.14,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,41.16,33,23.01,33,33,93,92.1,43,40,31,0,36,14,18.42,88.87

64,15:45-16:00,12.41,12.41,0,6.27,26.95,130.4,6.27,-183.84,4.85,20,64.75,27.27,30.67,64.74,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,27.25,39.07,33,23.01,33,33,91.99,85.68,40,38,30.67,0,34,13,17.14,78.51

65,16:00-16:15,12.41,12.41,0,5.85,26.95,130.4,5.85,-183.84,4.52,20,64.99,27.61,30.33,64.98,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,46.82,33,24.01,24,33,91.01,122.03,40,33,30.33,0,36,12,24.4,73.41

66,16:15-16:30,12.41,12.41,0,5.39,26.95,130.4,5.39,-183.84,4.17,18,65.97,27.76,29.83,65.97,11.21,115.65,100.41,10.76,12.67,26.95,8.53,5.91,15.28,20.8,40.96,81.92,81.92,20.48,20.48,19.28,86.93,10.51,24.83,271.07,0,43.5,33,25.01,16,33,89.51,113.51,37,32,29.83,0,34,11,22.7,64.49

