Block,Time,LT-35,L_NR_2012_07,LT-36,LT-05,L_NR_2019_11,L_NR_2012_04,LT-31,L_NR_2023_04,L_NR_2012_02,L_NR_2012_01,L_NR_2020_02,LT-59,SH-07,SH-06,L_NR_2019_19,L_NR_2021_16,L_NR_2021_17,L_NR_2019_05,L_NR_2019_06,L_NR_2021_12,L_NR_2019_07,L_NR_2018_61,L_NR_2021_13,L_NR_2021_15,L_NR_2020_07,L_NR_2023_07,L_NR_2020_06,L_NR_2023_10,L_NR_2021_14,L_NR_2022_08,L_NR_2022_10,L_NR_2022_09,L_NR_2020_05
17,04:00-04:15,0.000000,74.110000,0.000000,90.030000,10.770000,133.380000,0.000000,28.740000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,24.34,0,0,31.05,0,31.04,0,0,22.82,73.19,73.19,93.12

18,04:15-04:30,0.000000,74.110000,0.000000,90.030000,10.770000,133.380000,0.000000,28.740000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,22.94,0,0,30.41,0,30.39,0,0,22.4,72.7,72.7,91.18

19,04:30-04:45,0.000000,74.110000,0.000000,66.340000,10.770000,133.380000,0.000000,28.740000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,21.81,0,0,29.7,0,29.7,0,0,22.09,72.2,72.2,89.11

20,04:45-05:00,0.000000,74.110000,0.000000,66.340000,10.770000,133.380000,0.000000,28.740000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,21.12,0,0,29.41,0,29.42,0,0,21.73,72.36,72.36,88.25

21,05:00-05:15,0.000000,57.990000,0.000000,66.340000,10.770000,133.380000,0.000000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,19.7,0,0,25.87,0,25.88,0,0,20.44,59.84,59.84,77.63

22,05:15-05:30,0.000000,57.990000,0.000000,66.340000,10.770000,133.380000,0.000000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,18.4,0,0,25.55,0,25.54,0,0,20.37,58.75,58.75,76.63

23,05:30-05:45,0.000000,57.990000,0.000000,66.340000,10.770000,133.380000,0.000000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0,0,0,0,0,0,0,17.39,0,0,25.33,0,25.33,0,0.03,20.15,57.51,57.51,76

24,05:45-06:00,0.000000,57.990000,0.000000,90.030000,10.770000,133.380000,0.000000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0.351,0.67,0.33,0,0,0.04,0,16.91,0.01,0,25.13,0,25.13,0,0.1,20.07,56.17,56.17,75.39

25,06:00-06:15,0.000000,57.990000,0.000000,90.030000,10.770000,133.380000,0.000000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0.0195,2.67,1.33,0,0,1.89,1.97,16.74,0.38,0.14,20.18,1.27,20.17,0.55,1.27,16.24,55.17,55.17,60.51

26,06:15-06:30,0.160000,57.990000,0.160000,90.030000,10.770000,133.380000,0.160000,29.750000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,0.82875,4,2,0,0,5.1,6.96,17.41,1.02,0.86,20.27,4.58,20.28,1.96,3,16.26,54.17,54.17,60.83

27,06:30-06:45,0.490000,57.990000,0.500000,90.030000,10.770000,133.380000,0.490000,29.750000,234.250000,0.000000,11.900000,10.340000,26.090000,26.090000,2.106,4,2,0,0,9.03,10.93,15.11,1.8,2.33,20.4,9.42,20.4,4.04,4.93,16.3,38.47,38.47,61.19

28,06:45-07:00,1.010000,57.990000,1.030000,90.030000,10.770000,133.380000,1.010000,29.750000,209.120000,0.000000,11.900000,10.340000,26.090000,26.090000,3.744,7.33,3.67,25.76,23,13.88,21.38,14.71,2.78,4.3,20.54,15.62,20.55,6.69,7.23,16.36,38.47,38.47,61.64

29,07:00-07:15,1.540000,57.990000,1.580000,90.030000,10.770000,133.380000,1.540000,29.750000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,5.7915,9.33,4.67,29.99,29.98,20.84,29.98,14.31,4.17,7.06,21.08,23.44,21.08,10.04,10.33,16.77,38.51,38.51,63.24

30,07:15-07:30,2.130000,57.990000,2.190000,90.030000,10.770000,133.380000,2.130000,29.750000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,8.27775,14,7,29.99,29.98,29.71,29.98,13.71,5.94,10.4,13.61,32.94,13.6,14.12,14.43,17.26,38.51,38.51,40.81

31,07:30-07:45,3.140000,42.990000,3.220000,85.770000,10.770000,133.380000,3.140000,29.750000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,9.906,18.67,9.33,30.66,30.67,40.18,30.67,12.71,8.04,10.5,13.64,43.84,13.65,18.79,19.43,8.39,38.47,38.47,40.94

32,07:45:08:00,4.020000,42.990000,4.120000,81.500000,10.770000,133.380000,4.020000,29.750000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,12.5775,18.67,9.33,30.84,30.83,51.7,30.83,11.49,10.34,14.29,13.74,56.21,13.72,24.09,24.93,8.49,39.27,39.27,41.17

33,08:00-08:15,5.110000,33.830000,5.230000,66.340000,10.770000,133.380000,5.110000,31.680000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,15.5025,22.67,11.33,32.34,32.33,63.63,32.33,15.11,12.72,17.37,13.86,63,13.86,27,28.92,8.5,40.33,40.33,41.58

34,08:15-08:30,6.000000,33.830000,6.150000,66.340000,10.770000,133.380000,6.000000,31.680000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,18.6615,26.67,13.33,32.34,32.33,81.39,32.33,14.71,16.28,20.88,14.42,73.5,14.42,31.5,34.5,8.61,40.99,40.99,43.27

35,08:30-08:45,6.980000,33.830000,7.150000,66.340000,10.770000,133.380000,6.980000,31.680000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,23.99475,31.33,15.67,32.5,32.5,94.19,32.5,14.31,18.84,23.94,14.98,87.5,14.99,37.5,39.92,8.95,42.16,42.16,44.96

36,08:45:09:00,7.960000,33.830000,8.170000,66.340000,10.770000,133.380000,7.960000,31.680000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,29.90325,37.34,18.66,32.5,32.5,106.55,32.5,13.71,21.31,27.09,15.69,98,15.68,42,45.43,9.4,43.44,43.44,47.05

37,09:00:09:15,8.800000,33.830000,9.020000,66.340000,10.770000,133.380000,8.800000,27.650000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,35.7825,43.34,21.66,32.5,32.5,118.24,32.5,12.71,23.65,29.53,27.59,108.5,27.58,46.5,50.63,26.87,60.21,60.21,82.75

38,09:15-09:30,9.580000,33.830000,9.820000,66.340000,10.770000,133.380000,9.580000,28.620000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,42.51975,46.67,23.33,32.5,32.5,146.56,32.5,25.11,29.31,32.25,27.71,119,27.73,51,55.65,27.31,60.87,60.87,83.18

39,09:30-09:45,10.440000,48.840000,10.710000,66.340000,10.770000,133.380000,10.440000,28.620000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,46.79025,50,25,32.66,32.67,159.05,32.67,24.71,31.81,32.58,28.11,119,28.1,51,60.35,27.88,61.54,61.54,84.31

40,09:45-10:00,10.960000,48.840000,11.240000,90.030000,10.770000,133.380000,10.960000,29.580000,199.460000,0.000000,11.900000,10.340000,26.090000,26.090000,51.09975,54.67,27.33,32.66,32.67,170.73,32.67,24.31,34.14,34.84,28.43,126,28.44,54,64.45,28.74,62.23,62.23,85.31

41,10:00-10:15,11.630000,48.840000,11.920000,90.030000,10.770000,133.380000,11.630000,29.540000,247.780000,0.000000,11.900000,10.340000,26.090000,26.090000,54.62925,60,30,32.66,32.67,181.43,32.67,23.71,36.29,36.53,28.73,133,28.73,57,68.4,29.6,64.04,64.04,86.19

42,10:15-10:30,12.130000,48.840000,12.430000,90.030000,10.770000,133.380000,12.130000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,57.1935,62,31,32.66,32.67,189.83,32.67,22.71,37.97,38.28,29.16,140,29.15,60,72.22,30.61,65.51,65.51,87.46

43,10:30-10:45,12.500000,48.840000,12.820000,90.030000,10.770000,133.380000,12.500000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,54.1905,65.34,32.66,32.66,32.67,199.28,32.67,22.01,39.86,39,29.38,161,29.38,69,74.57,31.4,66.88,66.88,88.14

44,10:45-11:00,13.000000,48.840000,13.320000,90.030000,10.770000,133.380000,13.000000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,54.76575,72,36,32.66,32.67,200,32.67,25.48,40,40.86,34.11,168,34.1,72,77.39,32.32,76.67,76.67,102.31

45,11:00-11:15,13.340000,48.840000,13.680000,90.030000,10.770000,133.380000,13.340000,29.540000,261.530000,0.000000,0.000000,10.340000,26.090000,26.090000,55.0095,73.34,36.66,32.66,32.67,187.5,32.67,26.13,37.5,41,34.48,171.5,34.49,73.5,84.69,32.54,76.67,76.67,103.46

46,11:15-11:30,13.600000,48.840000,13.940000,90.030000,10.770000,133.380000,13.600000,29.540000,261.530000,0.000000,0.000000,10.340000,26.090000,26.090000,54.90225,72.67,36.33,32.66,32.67,187.5,32.67,26.53,37.5,41.8,35.07,172.2,35.06,73.8,85.69,33.23,76.67,76.67,105.19

47,11:30-11:45,13.790000,46.900000,14.130000,70.510000,10.770000,133.380000,13.790000,29.540000,213.210000,0.000000,0.000000,10.340000,26.090000,26.090000,57.98325,72,36,32.66,32.67,187.5,32.67,27.07,37.5,44.5,35.86,173.6,35.86,74.4,86.72,34.57,76.67,76.67,107.57

48,11:45-12:00,13.790000,46.900000,14.130000,70.510000,10.770000,133.380000,13.790000,29.540000,201.390000,0.000000,0.000000,10.340000,26.090000,26.090000,60.7035,72,36,32.66,32.67,187.5,32.67,28.17,37.5,44.5,37.19,173.6,37.18,74.4,86.88,36.45,76.67,76.67,111.55

49,12:00-12:15,13.790000,33.810000,14.130000,66.340000,10.770000,133.380000,13.790000,29.540000,201.390000,0.000000,0.000000,10.340000,26.090000,26.090000,63.024,72,36,32.66,32.67,190.3,32.67,29.13,38.06,44.5,38.08,173.6,38.07,74.4,87.22,36.67,76.67,76.67,114.22

50,12:15-12:30,13.790000,33.810000,14.130000,66.340000,10.770000,133.380000,13.790000,29.540000,201.390000,0.000000,0.000000,10.340000,26.090000,26.090000,64.63275,73.34,36.66,32.66,32.67,191.97,32.67,29.92,38.39,44.5,37.93,173.6,37.94,74.4,87.32,36.67,76.67,76.67,113.81

51,12:30-12:45,13.790000,33.810000,14.130000,66.340000,10.770000,133.380000,13.790000,29.540000,201.390000,0.000000,0.000000,10.340000,26.090000,26.090000,64.779,75.34,37.66,32.66,32.67,191.97,32.67,31.54,38.39,44.5,38.11,173.6,38.1,74.4,87.02,36.67,76.67,76.67,114.31

52,12:45-13:00,13.790000,33.810000,14.130000,66.340000,10.770000,133.380000,13.790000,29.540000,230.380000,0.000000,0.000000,10.340000,26.090000,26.090000,64.5645,76.67,38.33,32.66,32.67,191.97,32.67,32.59,38.39,44.5,38.21,173.6,38.23,74.4,87.35,36.67,76.67,76.67,114.68

53,13:00-13:15,13.790000,33.810000,14.130000,66.340000,10.770000,133.380000,13.790000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,63.40425,76.67,38.33,32.66,32.67,191.97,32.67,34.76,38.39,44.5,38.21,173.6,38.21,74.4,86.99,36.67,76.67,76.67,114.63

54,13:15-13:30,13.680000,33.810000,14.020000,66.340000,10.770000,133.380000,13.680000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,61.23,76.67,38.33,32.66,32.67,191.97,32.67,38.53,38.39,44.5,38.34,173.6,38.33,74.4,86.66,36.67,76.67,76.67,115

55,13:30-13:45,13.470000,33.810000,13.800000,66.340000,10.770000,133.380000,13.470000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,60.03075,76.67,38.33,32.66,32.67,191.97,32.67,39.42,38.39,44.37,38.34,173.6,38.33,74.4,86.22,36.67,76.67,76.67,115

56,13:45-14:00,13.140000,49.950000,13.470000,66.340000,10.770000,133.380000,13.140000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,58.56825,76.67,38.33,32.66,32.67,191.97,32.67,41.02,38.39,43.6,38.34,173.6,38.33,74.4,84.99,36.67,76.67,76.67,115

57,14:00-14:15,12.680000,49.950000,13.000000,66.340000,10.770000,133.380000,12.680000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,56.87175,77.34,38.66,32.66,32.67,191.97,32.67,41.02,38.39,43.11,38.34,173.6,38.33,74.4,84.36,36.67,76.67,76.67,115

58,14:15-14:30,12.390000,49.950000,12.700000,66.340000,10.770000,133.380000,12.390000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,54.88275,76,38,32.66,32.67,191.97,32.67,41.02,38.39,42,38.34,171.5,38.33,73.5,82.84,36.67,76.67,76.67,115

59,14:30-14:45,12.150000,49.950000,12.440000,66.340000,10.770000,133.380000,12.150000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,50.5635,74,37,32.66,32.67,191.97,32.67,41.02,38.39,40.76,38.34,164.5,38.33,70.5,80.71,36.67,76.67,76.67,115

60,14:45-15:00,11.700000,49.950000,11.990000,66.340000,10.770000,133.380000,11.700000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,46.18575,73.34,36.66,32.66,32.67,191.97,32.67,41.02,38.39,38.84,38.34,157.5,38.33,67.5,77.52,36.67,76.67,76.67,115

61,15:00-15:15,11.350000,49.950000,11.640000,66.340000,10.770000,133.380000,11.350000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,41.66175,72.67,36.33,32.66,32.67,187.16,32.67,41.02,37.43,37.51,38.34,150.5,38.33,64.5,74.07,36.67,76.67,76.67,115

62,15:15-15:30,10.770000,49.950000,11.040000,66.340000,10.770000,133.380000,10.770000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,37.245,70.67,35.33,32.66,32.67,181.17,32.67,41.02,36.23,36.09,38.34,143.5,38.33,61.5,70.31,36.67,76.67,76.67,115

63,15:30-15:45,10.190000,49.950000,10.450000,66.340000,10.770000,133.380000,10.190000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,36.543,68,34,32.66,32.67,170.57,32.67,41.02,34.11,33.81,38.34,133,38.33,57,66.33,36.67,76.67,76.67,115

64,15:45-16:00,9.580000,49.950000,9.820000,66.340000,10.770000,133.380000,9.580000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,35.49975,66,33,32.66,32.67,157.01,32.67,41.02,31.4,31.27,38.34,122.5,38.33,52.5,62.04,36.67,76.67,76.67,115

65,16:00-16:15,8.830000,64.190000,9.050000,90.030000,10.770000,133.380000,8.830000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,34.09575,62.67,31.33,32.66,32.67,146.49,32.67,41.02,29.3,28.32,38.34,112,38.33,48,56.89,36.67,76.67,76.67,115

66,16:15-16:30,7.990000,64.190000,8.190000,90.030000,10.770000,133.380000,7.990000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,32.331,57.34,28.66,32.66,32.67,134.07,32.67,41.02,26.81,26.18,38.34,101.5,38.33,43.5,52.11,36.67,76.67,76.67,115

67,16:30-16:45,7.070000,64.190000,7.240000,90.030000,10.770000,133.380000,7.070000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,26.88075,52,26,32.66,32.67,119.96,32.67,41.02,23.99,22.75,38.34,87.5,38.33,37.5,46.83,36.67,76.67,76.67,115

68,16:45-17:00,6.180000,64.190000,6.330000,90.030000,10.770000,133.380000,6.180000,29.540000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,21.75225,46,23,33,33,106.6,27.82,41.02,21.32,20.18,38.34,77,38.33,33,40.92,36.67,76.67,76.67,115

69,17:00-17:15,5.410000,73.350000,5.550000,90.030000,10.770000,133.380000,5.410000,30.550000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,17.0625,40.67,20.33,23,33,92.18,12.79,41.02,18.44,19.43,38.34,62.76,38.33,26.9,35.07,36.67,76.67,76.67,115

70,17:15-17:30,4.450000,73.350000,4.560000,90.030000,10.770000,133.380000,4.450000,30.550000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,12.8505,34.67,17.33,0,13.8,77.67,4.64,41.02,15.53,15.4,38.34,49.06,38.33,21.02,29.66,36.67,76.67,76.67,115

71,17:30-17:45,3.600000,73.350000,3.690000,90.030000,10.770000,133.380000,3.600000,30.550000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,10.46175,28.67,14.33,0,0,62.83,1.16,41.02,12.57,11.36,38.34,38.11,38.33,16.33,24.18,36.67,76.67,76.67,115

72,17:45-18:00,2.650000,73.350000,2.710000,90.030000,10.770000,133.380000,2.650000,30.550000,261.530000,0.000000,11.900000,10.340000,26.090000,26.090000,8.034,23.33,11.67,0,0,47.64,0.06,41.02,9.53,8.06,38.34,29.2,38.33,12.52,19.1,35.73,76.67,76.67,115

73,18:00-18:15,1.940000,73.350000,1.990000,90.030000,10.770000,133.380000,1.940000,30.550000,261.530000,0.000000,11.900000,10.340000,24.670000,24.670000,5.80125,16,8,0,0,32.74,0,41.02,6.55,5.61,38.34,21.68,38.33,9.29,14.38,33.42,76.67,76.67,115

74,18:15-18:30,1.380000,73.350000,1.400000,90.030000,10.770000,133.380000,1.380000,30.550000,261.530000,0.000000,11.900000,10.340000,24.670000,24.670000,3.7635,11.33,5.67,0,0,20.2,0,41.02,4.04,3.61,38.34,14.92,38.33,6.4,10.43,31.7,76.67,76.67,115

75,18:30-18:45,0.770000,73.350000,0.790000,90.030000,10.770000,133.380000,0.770000,30.550000,261.530000,0.000000,11.900000,10.340000,24.670000,24.670000,1.5015,9.33,4.67,0,0,13.45,0,41.02,2.69,2.06,37.11,9.16,37.12,3.92,6.38,29.8,76.67,76.67,111.36

76,18:45-19:00,0.330000,73.350000,0.340000,90.030000,10.770000,133.380000,0.330000,30.550000,261.530000,0.000000,11.900000,10.340000,24.670000,24.670000,0.0585,8,4,0,0,8.12,0,41.02,1.62,0.95,35.83,4.89,35.82,2.1,0.33,28.36,76.67,76.67,107.46

77,19:00-19:15,0.120000,73.350000,0.120000,90.030000,10.770000,133.380000,0.120000,30.550000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,6,3,0,0,4.08,0,41.02,0.82,0.24,34.85,2.03,34.83,0.87,0.03,27.19,75.99,75.99,104.5

78,19:15-19:30,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.550000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,3.33,1.67,0,0,1.23,0,41.02,0.24,0,33.66,0.43,33.67,0.18,0,26.13,75.81,75.81,101

79,19:30-19:45,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.550000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0.67,0.33,0,0,0.3,0,41.02,0.06,0,32.58,0,32.6,0,0,25.36,74.7,74.7,97.79

80,19:45-20:00,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.550000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,31.44,0,31.42,0,0,25.18,73.68,73.68,94.27

81,20:00-20:15,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.590000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,30.72,0,30.72,0,0,25.51,73.79,73.79,92.17

82,20:15-20:30,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.590000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,29.78,0,29.76,0,0,25.66,73.06,73.06,89.29

83,20:30-20:45,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.590000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,29.33,0,29.32,0,0,24.9,72.42,72.42,87.97

84,20:45-21:00,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,30.590000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,29.17,0,29.16,0,0,25.29,71.93,71.93,87.49

85,21:00-21:15,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.620000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,29.52,0,29.52,0,0,25.54,72.5,72.5,88.56

86,21:15-21:30,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.620000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,29.87,0,29.87,0,0,26.68,73.12,73.12,89.61

87,21:30-21:45,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.620000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,41.02,0,0,30.18,0,30.19,0,0,27.07,73.84,73.84,90.57

88,21:45-22:00,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.710000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,40.7,0,0,30.59,0,30.59,0,0,27.16,73.74,73.74,91.77

89,22:00-22:15,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.710000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,39.65,0,0,31,0,30.99,0,0,27.33,74.26,74.26,92.99

90,22:15-22:30,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.710000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,39.17,0,0,31.32,0,31.32,0,0,28.18,75.54,75.54,93.96

91,22:30-22:45,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.710000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,39.31,0,0,31.46,0,31.46,0,0,28.41,75.81,75.81,94.39

92,22:45-23:00,0.000000,73.350000,0.000000,90.030000,10.770000,133.380000,0.000000,29.710000,261.530000,0.000000,11.900000,10.340000,22.420000,22.420000,0,0,0,0,0,0,0,39.27,0,0,31.93,0,31.92,0,0,28.68,76.61,76.61,95.76

