Block,Time,AURY_CRF,URI2,TANAKPUR,BSIUL,DADRT2,TEHRI,SALAL,ANTA_RF,UNCHAHAR1,SINGRAULI,DADRI_LF,TANDA2,KOLDAM,NAPP,RAPPC,DHAULIGNGA,URI,RAMPUR,CHAMERA2,ANTA_CRF,ANTA_GF,NJPC,DULHASTI,DADRI_CRF,ANTA_LF,UNCHAHAR4,JHAJJAR,CHAMERA3,AURY_RF,RIHAND3,DADRI_RF,PARBATI3,AURY_LF,KISHANGANGA,UNCHAHAR2,AURY_GF,SEWA2,CHAMERA1,RAPPB,SINGRAULI_HYDRO,RIHAND1,UNCHAHAR3,KHSTPP-I,TALA,KUDGI,FSTPP I & II,KOTESHWR,KHSTPP-II,DADRI_GF,RIHAND2,SASAN,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,33.199415,11.780076,19.032235,292.478199,17.737965,73.113040,0.000000,14.144126,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.784080,351.842929,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,36.083846,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,18.644938,37.017288,14.229600,33.88,14.970604,7.973913,142.795004,0.000000,115.763120,329.967000,8.510656,0,0,0,0,0

7,01:30-01:45,0.000000,33.199415,11.780076,19.032235,292.478199,17.737965,73.113040,0.000000,14.144126,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.784080,342.162929,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,36.083846,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,18.644938,37.017288,14.229600,33.88,14.970604,7.973913,132.006160,0.000000,115.763120,329.967000,8.510656,0,0,0,0,0

8,01:45-02:00,0.000000,33.199415,11.780076,19.032235,292.478199,17.737965,73.113040,0.000000,14.144126,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.784080,313.122929,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,36.083846,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,18.644938,37.017288,14.229600,33.88,14.970604,7.973913,132.006160,0.000000,115.763120,329.967000,8.510656,0,0,0,0,0

9,02:00-02:15,0.000000,33.199415,11.780076,19.032235,237.281991,17.737965,73.113040,0.000000,14.144126,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.784080,293.762929,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,36.083846,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,18.644938,34.648205,14.229600,33.88,14.970604,7.973913,132.002191,0.000000,115.763120,329.967000,8.510656,0,0,0,0,0

10,02:15-02:30,0.000000,33.199415,11.780076,19.032235,181.110984,17.737965,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,264.722929,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,36.083846,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.036722,34.648205,14.229600,33.88,14.970604,7.973913,132.002191,0.000000,115.763120,329.967000,8.510656,0,0,0,0,0

11,02:30-02:45,0.000000,33.199415,11.780076,19.032235,181.110984,17.737965,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.969705,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,24.481433,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,33.88,14.970604,7.973913,132.002191,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

12,02:45-03:00,0.000000,33.199415,11.780076,19.032235,181.110984,17.737965,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,23.295791,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,33.88,14.970604,7.973913,132.002191,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

13,03:00-03:15,0.000000,32.396071,11.160072,19.032235,181.110984,8.868982,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,23.295791,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,29.04,9.061158,7.973913,138.054902,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

14,03:15-03:30,0.000000,32.396071,11.160072,19.032235,181.110984,8.868982,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,19.445122,0.000000,2.114555,23.295791,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,29.04,9.061158,7.973913,138.054902,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

15,03:30-03:45,0.000000,32.396071,11.160072,19.032235,181.110984,8.868982,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,23.301309,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,29.04,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

16,03:45-04:00,0.000000,32.396071,11.160072,19.032235,181.110984,8.868982,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,23.301309,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,29.04,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

17,04:00-04:15,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,18.379387,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,24.20,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

18,04:15-04:30,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,18.379387,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,21.937397,14.229600,24.20,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

19,04:30-04:45,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,36.297560,0.000000,2.114555,21.287146,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,16.843200,14.229600,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

20,04:45-05:00,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,36.297560,0.000000,2.114555,21.287146,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,16.843200,14.229600,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

21,05:00-05:15,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,36.297560,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,14.229600,24.20,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

22,05:15-05:30,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,14.229600,24.20,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

23,05:30-05:45,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,25.613280,24.20,9.061158,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

24,05:45-06:00,0.000000,32.396071,11.160072,19.032235,181.110984,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,28.884346,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,25.613280,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,327.789000,8.510656,0,0,0,0,0

25,06:00-06:15,0.000000,32.396071,11.160072,19.032235,181.935540,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,28.884346,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,25.613280,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,330.729300,8.510656,0,0,0,0,0

26,06:15-06:30,0.000000,32.396071,11.160072,19.032235,181.935540,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,28.884346,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,22.130997,25.613280,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

27,06:30-06:45,0.000000,32.396071,11.160072,19.032235,181.935540,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,66.600837,0.000000,2.114555,28.884346,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,27.164597,25.613280,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

28,06:45-07:00,0.000000,32.396071,11.160072,19.032235,181.935540,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.960487,29.595238,0.000000,121.285842,0.000000,35.001219,0.000000,2.114555,28.884346,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.053706,27.164597,25.613280,24.20,14.094758,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

29,07:00-07:15,0.000000,32.396071,11.160072,19.032235,182.130799,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.802270,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,23.494909,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.076260,22.130997,25.613280,33.88,9.061158,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

30,07:15-07:30,0.000000,32.396071,11.160072,19.032235,182.130799,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.802270,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,23.494909,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.076260,22.130997,25.613280,33.88,9.061158,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

31,07:30-07:45,0.000000,32.396071,9.920064,19.032235,182.130799,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.802270,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,22.122831,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.076260,12.724579,25.613280,38.72,4.840000,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

32,07:45:08:00,0.000000,32.396071,9.920064,19.032235,182.130799,0.000000,73.113040,0.000000,8.731360,133.204023,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.802270,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,22.122831,0.000000,16.058021,41.294880,0.000000,1.034565,90.333760,14.076260,11.809600,25.613280,44.53,4.840000,7.973913,99.440414,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

33,08:00-08:15,0.000000,32.396071,9.920064,19.032235,182.129515,0.000000,73.113040,0.000000,8.731360,137.394861,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,20.123632,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,30.21,4.840000,7.973913,70.153864,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

34,08:15-08:30,0.000000,32.396071,9.920064,19.032235,182.129515,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,20.123632,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,36.02,4.840000,7.973913,70.153864,0.000000,115.763120,331.056000,8.510656,0,0,0,0,0

35,08:30-08:45,0.000000,32.396071,10.540068,19.032235,182.129515,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,20.123632,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,40.86,4.840000,7.973913,70.153864,0.000000,115.763120,331.056000,11.170236,0,0,0,0,0

36,08:45:09:00,0.000000,32.396071,10.540068,19.032235,182.129515,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.595238,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,20.123632,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,44.73,4.840000,7.973913,70.153864,0.000000,115.763120,331.056000,11.170236,0,0,0,0,0

37,09:00:09:15,0.000000,32.396071,11.160072,12.688157,182.114033,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,22.122831,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,28.28,4.840000,7.973913,70.153864,0.000000,115.763120,331.056000,11.170236,0,0,0,0,0

38,09:15-09:30,0.000000,32.396071,11.160072,12.688157,182.112106,0.000000,73.113040,0.000000,8.731360,137.456000,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,121.285842,0.000000,32.408535,0.000000,2.114555,22.122831,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.059656,11.809600,25.613280,33.12,9.061158,7.973913,99.440414,0.000000,115.763120,331.056000,11.170236,0,0,0,0,0

39,09:30-09:45,0.000000,32.396071,11.160072,12.688157,182.107609,0.000000,73.113040,0.000000,8.731360,120.081271,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,73.128625,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,22.671431,25.613280,38.92,9.061158,7.973913,99.440414,0.000000,88.465036,331.056000,11.170236,0,0,0,0,0

40,09:45-10:00,0.000000,32.396071,11.160072,12.688157,182.112106,0.000000,73.113040,0.000000,8.731360,120.081271,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,73.128625,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,22.671431,25.613280,42.80,9.061158,7.973913,99.440414,0.000000,88.465036,331.056000,11.170236,0,0,0,0,0

41,10:00-10:15,0.000000,32.396071,11.160072,12.688157,182.107609,0.000000,73.113040,0.000000,8.731360,120.081271,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,73.128625,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,23.242551,25.613280,49.57,9.061158,7.973913,99.440414,0.000000,88.465036,331.056000,11.170236,0,0,0,0,0

42,10:15-10:30,0.000000,32.396071,11.160072,12.688157,182.112106,0.000000,73.113040,0.000000,8.731360,120.081271,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,73.128625,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,23.242551,25.613280,55.38,9.061158,7.973913,99.440414,0.000000,88.465036,331.056000,11.170236,0,0,0,0,0

43,10:30-10:45,0.000000,32.396071,11.160072,12.688157,182.107609,0.000000,73.113040,0.000000,8.731360,87.477386,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,73.128625,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,23.242551,25.613280,60.22,9.061158,7.973913,81.287510,0.000000,74.526223,331.056000,11.170236,0,0,0,0,0

44,10:45-11:00,0.000000,32.396071,11.160072,12.688157,182.112106,0.000000,73.113040,0.000000,8.731360,87.477386,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,231.433810,29.954432,0.000000,49.525784,0.000000,19.445122,0.000000,2.114555,23.330349,0.000000,16.058021,41.294880,0.000000,0.996248,51.649286,14.059656,23.242551,25.613280,62.16,9.061158,7.973913,81.287510,0.000000,74.526223,331.056000,11.170236,0,0,0,0,0

45,11:00-11:15,0.000000,32.396071,11.160072,12.688157,181.553816,0.000000,51.741536,0.000000,8.605520,104.852114,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,50.227584,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.791310,29.954432,0.000000,93.252394,0.000000,19.445122,0.000000,2.114555,22.390692,0.000000,16.058021,41.294880,0.000000,0.996248,90.333760,14.150914,12.225840,25.613280,67.00,9.061158,5.980434,80.667990,0.000000,101.824307,331.056000,11.170236,0,0,0,0,0

46,11:15-11:30,0.000000,32.396071,11.160072,12.688157,181.560573,0.000000,51.741536,0.000000,8.605520,104.852114,0.000000,1.348163,2.594839,40.222433,53.824225,37.147370,45.952896,1.710148,40.524901,0.000000,0.000000,154.897106,50.323618,0.000000,0.000000,0.078408,232.791310,29.954432,0.000000,97.687559,0.000000,19.445122,0.000000,2.114555,22.390692,0.000000,16.058021,41.294880,0.000000,0.996248,90.302397,14.150914,12.225840,25.613280,68.93,9.061158,5.980434,80.667990,0.000000,101.824307,331.056000,11.170236,0,0,0,0,0

