Block,Time,NR/01102023/31052040/LT-31,NR/16122023/22122023/HP-16,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16122023/22122023/HP-20,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/17122023/17122023/SJVN171223NR1297,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/17122023/17122023/SJVN171223NR1296,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_36
6,01:15-01:30,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.750000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,31.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

7,01:30-01:45,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.750000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,31.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

8,01:45-02:00,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.750000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,32.5,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

9,02:00-02:15,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,30.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

10,02:15-02:30,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,139.810000,71.250000,0,0,30.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

11,02:30-02:45,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,139.810000,71.250000,0,0,30.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

12,02:45-03:00,0.000000,133.370000,148.120000,1.080000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,139.810000,71.250000,0,0,30.8,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

13,03:00-03:15,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,111.080000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

14,03:15-03:30,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,111.080000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,31.600000,95.760000,0.000000

15,03:30-03:45,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,139.810000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,30.990000,95.760000,0.000000

16,03:45-04:00,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,139.810000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,30.990000,95.760000,0.000000

17,04:00-04:15,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,30.990000,95.760000,0.000000

18,04:15-04:30,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,30.97,0,0,0,0,6.66,20,6.67,0,0,0,0,14,0,14,0,0,0,0,6.66,47.88,0,30.990000,95.760000,0.000000

19,04:30-04:45,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,33.36,0,0,0,0,6.66,20,6.67,0,0,0,0,13.75,0,13.75,0,0,0,0,6.66,47.88,0,44.050000,95.760000,0.000000

20,04:45-05:00,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,71.250000,0,0,33.36,0,0,0,0,6.66,20,6.67,0,0,0,0,14.21,0,14.21,0,0,0,0,6.66,47.88,0,55.180000,95.760000,0.000000

21,05:00-05:15,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,67.030000,0,0,33.36,0,0,0,0,6.66,20,6.67,0,0,0,0,17.87,0,17.87,0,0,0,0,6.66,47.88,0,55.180000,95.760000,0.000000

22,05:15-05:30,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,67.030000,0,0,32.88,0,0,0,0,6.66,20,6.67,0,0,0,0,18.51,0,18.51,0,0,0,0,6.66,47.88,0,55.180000,95.760000,0.000000

23,05:30-05:45,0.000000,133.370000,148.120000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,67.030000,0,0,37.02,0,0,0,0,6.66,20,6.67,0,0,0,0,19.17,0,19.17,0,0,0,0,6.66,47.88,0,55.180000,95.760000,0.000000

24,05:45-06:00,0.000000,133.370000,191.520000,1.120000,0.000000,25.850000,100.300000,1.700000,25.850000,0.000000,127.340000,1.060000,22.980000,170.670000,67.030000,0,0,37.02,0,0,0,0,6.66,20,6.67,0,0,0,0,19.84,0,19.84,0,0,0,0,6.66,47.88,0,55.180000,95.760000,0.000000

25,06:00-06:15,0.000000,0.000000,229.820000,1.080000,0.000000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,0.990000,22.980000,224.000000,95.760000,0,0,37.02,0,0,0,0,6.66,20,6.67,0,0,0,0,20.17,0,20.17,0,0,0,0,6.66,47.88,0,74.010000,95.760000,0.000000

26,06:15-06:30,0.000000,0.000000,269.320000,1.080000,0.000000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,0.990000,22.980000,259.130000,117.210000,0,0,37.02,0,0,0,0,6.66,20.62,6.87,0,0,0,0,20.84,0,20.84,2.04,0,0,0,6.88,47.88,0,74.010000,95.760000,0.000000

27,06:30-06:45,0.000000,0.000000,269.320000,1.080000,0.000000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,22.980000,259.130000,117.210000,1.2,0,42.01,0,0.23,0,0,6.66,22.43,7.48,0,0,0,0,21.17,0,21.17,5.85,0,0,0,7.48,47.88,0,74.010000,95.760000,0.000000

28,06:45-07:00,0.000000,0.000000,269.320000,1.080000,0.000000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,22.980000,259.130000,117.210000,4.3,0,42.01,0,4.31,0,0,6.66,24.78,8.26,0,0,0,0,21.93,0,21.93,13.04,0,0,0,8.26,47.88,0,74.010000,95.760000,0.000000

29,07:00-07:15,0.000000,0.000000,269.320000,1.080000,0.000000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,22.020000,259.130000,117.210000,12.1,0,42.01,1.722741,12.2,0,0,6.66,25.22,8.41,0,0,0,0,28.51,0,28.51,21.47,0,0,0,8.4,47.88,0,74.010000,95.760000,0.000000

30,07:15-07:30,0.160000,0.000000,269.320000,1.080000,0.160000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,22.020000,259.130000,117.210000,21.09,0,42.01,7.465211,21.68,0,1,6.66,25.34,8.45,0,0,0,0,29.17,0,29.17,21.68,0,0,1,8.45,47.88,0,74.010000,95.760000,0.160000

31,07:30-07:45,0.460000,0.000000,269.320000,1.080000,0.460000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,21.070000,259.130000,117.210000,22.49,0,42.01,14.482704,22.48,0,3,7.92,44.76,14.92,1,1,0,4.18,29.84,1,29.84,22.48,0,0.33,3,14.92,47.88,0.83,86.380000,95.760000,0.470000

32,07:45:08:00,0.960000,0.000000,269.320000,1.080000,0.960000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,21.070000,259.130000,117.210000,23.31,0,42.01,22.48323,23.32,0,8,8.26,45.26,15.09,4,3,0,14.27,30.17,3,30.17,23.32,0,1,5,15.08,47.88,2.85,86.380000,95.760000,0.990000

33,08:00-08:15,1.700000,0.000000,269.320000,1.080000,1.700000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,25.31,0,42.01,31.982638,25.32,0,21,8.79,45.26,15.09,9,6,0,30.2,30.17,5,30.17,25.32,0,6.14,10,15.08,47.88,6.04,86.380000,95.760000,1.740000

34,08:15-08:30,2.790000,0.000000,269.320000,1.080000,2.790000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,26.99,0,42.01,42.620807,26.98,0,35,9.25,45.26,15.09,15,9,0,51.53,30.17,8,30.17,26.98,0,14.53,17,15.08,47.88,10.31,86.380000,95.760000,2.860000

35,08:30-08:45,4.160000,0.000000,269.320000,1.080000,4.160000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,27.81,0,42.01,53.492568,27.82,0,56,9.26,45.26,15.09,24,16,0,75.6,30.17,13,30.17,27.82,0,22.85,27,15.08,47.88,15.12,86.380000,95.760000,4.270000

36,08:45:09:00,5.680000,0.000000,269.320000,1.080000,5.680000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,28.49,0,42.01,63.55649,28.48,0,74,9.05,44.18,14.73,31,20.77,0,95.98,29.46,17,29.46,28.48,0,29.72,33,14.73,47.88,19.19,86.380000,95.760000,5.820000

37,09:00:09:15,7.090000,0.000000,269.320000,1.010000,7.090000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,28.49,0,42.01,72.841772,28.48,27.48,84,7.34,36.69,12.23,36,24.6,21.07,115.37,29.32,23,29.32,28.48,0,37.17,46,12.23,47.88,23.07,86.380000,95.760000,7.270000

38,09:15-09:30,8.340000,0.000000,269.320000,1.010000,8.340000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,117.210000,30.49,0,42.01,81.620938,30.48,28.73,98,7.34,35.93,11.98,42,27.04,23.94,133.42,28.6,26,28.6,30.48,0,45.36,53,11.97,47.88,26.68,86.380000,95.760000,8.540000

39,09:30-09:45,9.460000,0.000000,269.320000,1.010000,9.460000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,112.900000,30.49,0,42.01,89.903721,30.48,28.73,112,7.34,34.35,11.45,48,30.63,23.94,151.18,26.7,30,26.7,30.48,0,52.56,60,11.44,47.88,30.23,86.380000,95.760000,9.700000

40,09:45-10:00,10.500000,0.000000,269.320000,1.010000,10.500000,30.640000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,108.590000,30.99,0,42.01,97.612257,30.98,28.73,126,7.34,32.82,10.94,54,32.94,23.94,167.38,25.48,33,25.48,30.98,0,58.43,67,10.94,47.88,33.48,86.380000,95.760000,10.750000

41,10:00-10:15,11.410000,0.000000,269.320000,0.770000,11.410000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,104.280000,30.99,0,42.01,104.620017,30.98,28.73,144,5.88,31.93,10.64,61,35.53,23.94,180.42,24.51,38,24.51,30.98,0,64.11,75,10.66,47.88,36.08,74.010000,95.760000,11.700000

42,10:15-10:30,12.220000,0.000000,269.320000,0.770000,12.220000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,99.970000,30.99,0,42.01,110.781006,30.98,28.73,154,5.88,31.28,10.43,66,37.74,23.94,192.28,23.84,40,23.84,30.98,0,69.2,81,10.42,47.88,38.46,74.010000,95.760000,12.530000

43,10:30-10:45,12.910000,0.000000,269.320000,0.770000,12.910000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,95.660000,30.99,0,41.13,118.693935,30.98,28.73,158,5.88,30.86,10.29,67,38.93,23.94,204.86,22.84,42,22.84,30.98,0,74.09,83,10.28,47.88,40.97,74.010000,95.760000,13.240000

44,10:45-11:00,13.490000,0.000000,269.320000,0.930000,13.490000,24.860000,100.300000,1.700000,30.640000,0.000000,256.400000,0.990000,0.000000,259.130000,94.230000,30.99,0,40.22,123.132183,30.98,28.73,165,5.88,30.83,10.28,70,39.88,23.94,215.69,21.84,43,21.84,30.98,0,78.34,85,10.28,47.88,43.14,74.010000,95.760000,13.840000

45,11:00-11:15,13.960000,0.000000,269.320000,0.930000,13.960000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,1.060000,0.000000,259.130000,94.230000,31.15,0,41.13,126.480335,31.15,28.73,172,5.88,29.69,9.9,73,41.49,23.94,225.45,20.84,44,20.84,31.15,0,81.64,88,9.89,47.88,45.09,86.380000,95.760000,14.320000

46,11:15-11:30,14.330000,0.000000,269.320000,0.930000,14.330000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,1.060000,0.000000,259.130000,94.230000,31.15,0,41.13,129.312638,31.15,28.73,179,5.88,28.86,9.62,76,42.64,23.94,232.94,19.84,45,19.84,31.15,0,84.54,90,9.62,47.88,46.59,86.380000,95.760000,14.700000

47,11:30-11:45,14.610000,0.000000,269.320000,0.930000,14.610000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,1.060000,0.000000,259.130000,94.230000,31.49,0,41.13,131.453898,31.48,28.73,182,5.88,28.42,9.47,78,42.5,23.94,233.33,19.17,45,19.17,31.48,0,86.31,90,9.48,47.88,46.67,86.380000,95.760000,14.970000

48,11:45-12:00,14.830000,0.000000,269.320000,1.010000,14.830000,25.500000,100.300000,1.700000,25.500000,0.000000,256.400000,1.060000,0.000000,259.130000,94.230000,31.49,0,39.74,133.030644,31.48,28.73,182,5.88,27.97,9.32,78,42.75,23.94,233.33,18.51,45,18.51,31.48,0,88.73,90,9.32,47.88,46.67,86.380000,95.760000,15.200000

49,12:00-12:15,14.960000,0.000000,269.320000,1.010000,14.960000,30.640000,100.300000,1.750000,25.300000,0.000000,256.400000,1.140000,0.000000,259.130000,94.230000,31.49,0,38.54,138.98724,31.48,28.73,179,5.88,27.27,9.09,76,44,23.94,233.33,17.84,45,17.84,31.48,0,88.71,90,9.1,47.88,46.67,86.380000,95.760000,15.330000

50,12:15-12:30,15.000000,0.000000,269.320000,1.010000,15.000000,30.640000,100.300000,1.750000,25.300000,0.000000,256.400000,1.140000,0.000000,259.130000,94.230000,31.49,0,37.44,138.568721,31.48,28.73,179,5.88,27.01,9,76,44,23.94,233.33,17.17,45,17.17,31.48,0,90.41,90,9.01,47.88,46.67,86.380000,95.760000,15.390000

51,12:30-12:45,14.980000,0.000000,269.320000,1.010000,14.980000,25.850000,100.300000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,94.230000,31.49,0,41.54,137.488358,31.48,28.73,182,5.88,20,6.67,78,44,23.94,233.33,16.67,45,16.67,31.48,0,90.7,90,6.66,47.88,46.67,73.610000,95.760000,15.360000

52,12:45-13:00,14.910000,0.000000,269.320000,1.080000,14.910000,25.850000,71.570000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,67.030000,31.49,0,41.33,135.590423,31.48,28.73,182,6.27,20,6.67,78,44,23.94,233.33,16.67,45,16.67,31.48,0,89.16,89,6.66,47.88,46.67,73.610000,95.760000,15.280000

53,13:00-13:15,14.770000,0.000000,269.320000,1.080000,14.770000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,67.030000,31.49,0,40.22,132.85545,31.48,28.73,182,6.91,20.04,6.68,78,44,23.94,233.33,16.67,44,16.67,31.48,0,88.06,88,6.68,47.88,46.67,54.770000,95.760000,15.150000

54,13:15-13:30,14.570000,0.000000,269.320000,1.080000,14.570000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,67.030000,31.49,0,41.13,129.332104,31.48,28.73,179,7.34,21.15,7.05,76,42.67,23.94,233.33,16.67,42,16.67,31.48,0,86.58,85,7.04,47.88,46.67,54.770000,95.760000,14.940000

55,13:30-13:45,14.310000,0.000000,269.320000,1.080000,14.310000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,67.030000,31.49,0,41.13,123.278178,31.48,28.73,175,7.75,22.33,7.44,75,42.02,23.94,233.33,16.67,41,16.67,31.48,0,83.67,82,7.45,47.88,46.67,54.770000,95.760000,14.660000

56,13:45-14:00,13.940000,0.000000,269.320000,1.080000,13.940000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.140000,0.000000,259.130000,67.030000,31.49,0,41.13,118.236484,31.48,28.73,168,8.18,23,7.67,72,40.5,23.94,225.56,16.67,40,16.67,31.48,0,81.52,79,7.66,47.88,45.11,54.770000,95.760000,14.290000

57,14:00-14:15,13.450000,0.000000,269.320000,1.080000,13.450000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,43.01,112.620543,31.48,28.73,165,8.57,22.74,7.58,70,38.95,23.94,218.63,16.67,37,16.67,31.48,0,79.55,75,7.58,47.88,43.72,54.770000,95.760000,13.780000

58,14:15-14:30,12.800000,0.000000,269.320000,1.080000,12.800000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,43.01,106.128632,31.48,28.73,158,9.12,21.8,7.27,67,36.98,23.94,208.48,16.67,35,16.67,31.48,0,75.77,70,7.26,47.88,41.7,54.770000,95.760000,13.110000

59,14:30-14:45,12.030000,0.000000,269.320000,1.080000,12.030000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,43.01,98.712086,31.48,28.73,147,9.51,20.25,6.75,63,35.1,23.94,196.74,16.67,33,16.67,31.48,0,71,66,6.76,47.88,39.35,54.770000,95.760000,12.330000

60,14:45-15:00,11.160000,0.000000,269.320000,1.080000,11.160000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,43.01,90.351439,31.48,28.73,137,9.99,20,6.67,58,32.89,23.94,184.96,16.67,31,16.67,31.48,0,65.82,61,6.66,47.88,36.99,54.770000,95.760000,11.450000

61,15:00-15:15,10.240000,0.000000,269.320000,0.770000,10.240000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,43.01,84.706299,31.48,28.73,126,10.12,27.29,9.1,54,30.8,23.94,171.39,19.17,28,19.17,31.48,0,61.02,55,9.09,47.88,34.28,54.770000,95.760000,10.500000

62,15:15-15:30,9.200000,0.000000,269.320000,0.770000,9.200000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,42.94,74.506115,31.48,28.73,112,10.49,27.05,9.02,48,27.82,23.94,156.47,19.66,24,19.66,31.48,0,55.78,48,9.01,47.88,31.29,54.770000,95.760000,9.430000

63,15:30-15:45,8.080000,0.000000,269.320000,0.770000,8.080000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,38.94,63.488359,31.48,28.73,98,10.64,26.87,8.96,42,24.71,23.94,140.23,20.38,21,20.38,31.48,0,49.79,41,8.95,47.88,28.05,54.770000,95.760000,8.280000

64,15:45-16:00,6.870000,0.000000,269.320000,0.770000,6.870000,25.850000,47.880000,1.750000,25.850000,0.000000,256.400000,1.220000,0.000000,259.130000,67.030000,31.49,0,37.94,52.022885,31.48,28.73,84,10.7,27.47,9.15,36,21.35,23.94,124.78,20.84,17,20.84,31.48,0,42.79,33,9.16,47.88,24.95,73.610000,95.760000,7.040000

65,16:00-16:15,5.500000,0.000000,269.320000,1.010000,5.500000,24.860000,62.240000,1.800000,30.640000,0.000000,256.400000,1.290000,20.110000,259.130000,67.030000,26,0,34.35,41.26792,33,23.27,70,10.66,33.57,11.19,30,16.81,18.19,120.36,22.82,13,22.82,33,0,35.14,27,11.19,47.88,24.07,73.610000,95.760000,5.640000

66,16:15-16:30,4.130000,0.000000,269.320000,1.010000,4.130000,24.860000,81.400000,1.800000,30.640000,0.000000,256.400000,1.290000,20.110000,259.130000,86.180000,12.7,0,33.95,28.177035,33,17.81,56,10.58,33.49,11.16,24,12.3,14.36,98.38,22.03,9,22.03,33,0,27.07,19,11.17,47.88,19.68,73.610000,95.760000,4.220000

67,16:30-16:45,2.820000,0.000000,269.320000,1.010000,2.820000,24.860000,100.300000,1.800000,30.640000,0.000000,256.400000,1.290000,21.070000,259.130000,94.230000,4.3,0,36.14,18.190977,19.07,11.97,42,10.48,32.72,10.91,18,10,11.49,75.1,21.96,6,21.96,20.87,0,18.44,12,10.91,47.88,15.02,73.610000,95.760000,2.890000

68,16:45-17:00,1.780000,0.000000,269.320000,1.010000,1.780000,24.860000,100.300000,1.800000,30.640000,0.000000,256.400000,1.290000,21.070000,259.130000,94.230000,0.7,0,36.74,11.19295,7.77,8.33,28,10.38,31.8,10.6,12,6,6.7,49.69,22.04,5,22.04,10.97,0,9.79,10,10.59,47.88,9.94,86.380000,95.760000,1.820000

69,17:00-17:15,0.980000,0.000000,269.320000,1.080000,0.980000,19.530000,100.300000,1.800000,30.640000,0.000000,256.400000,1.290000,22.980000,259.130000,94.230000,0,0,44.01,3.912666,1.7,0,14,9.88,30.42,10.14,6,4,0,29.23,22.74,3,22.74,4.08,0,1.77,7,10.14,47.88,5.84,86.380000,95.760000,1.000000

