Block,Time Block,JHAJJAR,CHAMERA1,DHAULIGNGA,FSTPP I & II,CHAMERA3,DULHASTI,DADRT2,CHAMERA2,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNPPU2,BRBCL,BSIUL,KISHANGANGA,KKNP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,SINGRAULI_HYDRO,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,RIHAND3,SASAN,RAPPB,SIMHST1,RIHAND2,SIMHST2,RSTPSU7,RIHAND1,SALAL,SEWA2,SINGRAULI,RSTPSU1TO6,RAPPC,RAMPUR,NNTPP,NTPL,PARBATI3,KOLDAM,NJPC,NLCIIST2,MAPS,NAPP,NLCTS2EXP,KOTESHWR,NLCEXP,NLCIIST1,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,25.82,0.77,16.57,0,1.97,0,0,24.43,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,68.03,0,134.07,0,24.72,0,0,0,0,0,0,0,0,34.44,0,8.51,0,0,0,0,0,0,0,0

63,15:30-15:45,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.72,0,0,24.43,33.38,21.16,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,68.03,0,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.44,0,8.51,0,0,0,0,0,0,0,0

64,15:45-16:00,228.82,0,0,10.25,0,0,303.44,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.72,0,0,24.43,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,68.03,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.44,0,8.51,0,0,0,0,0,0,0,0

65,16:00-16:15,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.72,0,0,24.43,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,68.03,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.44,0,8.51,0,0,0,0,0,0,0,0

66,16:15-16:30,228.82,0,0,10.25,0,0,361.03,0,24.49,0,0,78.29,0,19.2,0,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.72,0,0,24.43,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,14.5,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.65,0,8.51,0,0,0,0,0,0,0,0

67,16:30-16:45,228.82,0,0,11.58,0,0,361.03,3.84,32.33,0,0,122.68,0,19.2,0,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.48,0,0,24.4,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.65,0,8.51,0,0,0,0,0,0,0,0

68,16:45-17:00,228.82,0,0,11.58,0,0,361.03,12.64,32.33,0,0,122.68,0,19.2,1.06,0,0,9.98,0,0,0,27.11,0.77,16.57,0,1.48,0,0,24.4,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,56.44,12.82,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,34.65,0,8.51,0,0,0,0,0,0,0,0

69,17:00-17:15,228.82,12.67,0,11.58,0,0,361.03,12.64,32.33,0,0,122.68,0,19.2,6.26,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.48,0,0,27.61,38.15,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,60.28,12.82,10.11,134.07,0,24.72,0,0,0,13.44,0,0,0,0,34.65,0,8.51,0,0,0,0,0,0,0,0

70,17:15-17:30,228.82,26.97,8.87,11.58,18.57,0,370.63,25.28,32.33,0,0,122.68,0,19.2,6.26,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.48,0,0,27.61,38.15,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,134.07,0,24.72,0,0,0,13.44,0,22.45,0,0,34.85,0,17.04,0,0,0,0,0,0,0,0

71,17:30-17:45,228.82,40.46,26.31,13.52,27.89,0,361.03,37.92,38.36,0,0,142.34,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.48,0,0,27.61,38.15,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,13.44,0,44.9,0,0,34.85,0,37.48,0,0,0,0,0,0,0,0

72,17:45-18:00,228.82,37.42,26.31,13.99,23.86,0,403.38,32.81,38.36,0,0,142.34,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.48,0,0,27.61,38.15,41.12,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,13.44,0,67.35,0,0,34.85,0,37.48,0,0,0,0,0,0,0,0

73,18:00-18:15,229.39,34.39,26.31,13.99,15.8,0,394.88,27.68,39.22,0,0,124.33,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,0,0,0,27.61,33.38,39.3,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,3.43,0,67.35,0,0,34.85,0,37.48,0,0,0,0,0,0,0,0

74,18:15-18:30,229.39,37.42,26.31,13.99,23.86,0,399.42,32.81,38.85,0,0,124.33,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,0,0,0,27.61,33.38,41.12,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,3.43,0,89.8,0,0,35.06,0,37.48,0,0,0,0,0,0,0,0

75,18:30-18:45,265.07,40.46,26.31,13.99,27.89,0,447.41,37.92,43.7,0,0,140.04,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.97,0,0,27.61,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,3.43,0,112.25,0,0,35.06,0,37.48,0,0,0,0,0,0,0,0

76,18:45-19:00,332.69,40.46,26.31,13.99,27.89,0,504.1,37.92,43.7,0,0,142.34,0,19.2,18.77,0,0,13.13,0,0,0,27.11,0.77,17.31,0,1.97,0,0,27.61,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,3.43,0,134.71,0,0,35.06,0,37.48,0,0,0,0,0,0,0,0

77,19:00-19:15,398.23,40.46,8.37,17.47,14.67,0,610.04,37.92,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,19.23,0,1.97,0,0,34.74,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,7.33,0,134.71,0,0,35.06,0,17.04,0,0,0,0,0,0,0,0

78,19:15-19:30,414.42,26.97,0,17.47,7.33,0,635.89,33.11,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,23.98,0,1.97,0,0,40.49,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,112.25,0,0,35.26,0,8.51,0,0,0,0,0,0,0,0

79,19:30-19:45,414.42,25.63,0,17.47,7.33,0,633.73,25.28,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.97,0,0,40.69,33.38,42.93,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,89.8,0,0,35.26,0,8.51,0,0,0,0,0,0,0,0

80,19:45-20:00,414.42,13.43,0,17.47,0,0,618.46,12.64,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.97,0,0,40.69,33.38,39.91,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,57.72,0,0,35.26,0,8.51,0,0,0,0,0,0,0,0

81,20:00-20:15,414.42,0,0,17.47,0,0,650.55,0,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.72,0,0,40.69,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,36.36,0,0,35.26,0,8.51,0,0,0,0,0,0,0,0

82,20:15-20:30,414.42,0,0,17.47,0,0,646.5,0,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.72,0,0,40.69,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,64.31,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,18.18,0,0,35.46,0,8.51,0,0,0,0,0,0,0,0

83,20:30-20:45,361.66,0,0,17.47,0,0,572.24,0,43.7,0,0,142.34,0,19.2,6.26,0,0,17.25,0,0,0,25.19,0.77,21.84,0,1.72,0,0,35.07,33.38,32.65,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,68.23,12.82,10.11,128.13,0,24.72,0,0,0,31.77,0,0,0,0,35.46,0,8.51,0,0,0,0,0,0,0,0

84,20:45-21:00,284.48,0,0,17.47,0,0,565.91,0,43.7,0,0,142.34,0,19.2,6.26,0,0,19.91,0,0,0,25.19,0.77,25.34,0,1.72,0,0,40.69,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,74.56,12.82,10.11,128.13,0,24.72,0,0,0,4.89,0,0,0,0,35.46,0,8.51,0,0,0,0,0,0,0,0

85,21:00-21:15,229.39,0,0,17.47,0,0,559.53,0,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.72,0,0,40.69,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,82.24,12.82,10.11,133.19,0,24.72,0,0,0,3.43,0,0,0,0,35.46,0,8.51,0,0,0,0,0,0,0,0

86,21:15-21:30,229.39,0,0,17.47,0,0,556.32,0,43.7,0,0,142.34,0,19.2,6.26,0,0,20.01,0,0,0,27.11,0.77,25.34,0,1.72,0,0,40.69,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,87.74,12.82,10.11,134.07,0,24.72,0,0,0,3.43,0,0,0,0,35.68,0,8.51,0,0,0,0,0,0,0,0

87,21:30-21:45,261.77,0,0,17.47,0,0,553.02,0,43.7,0,0,142.34,0,19.2,6.26,0,0,17.25,0,0,0,27.11,0.77,21.84,0,1.72,0,0,35.07,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.68,0,8.51,0,0,0,0,0,0,0,0

88,21:45-22:00,338.98,0,0,14.99,0,0,505,0,37.66,0,0,122.68,0,19.2,6.26,0,0,17.25,0,0,0,27.11,0.77,21.84,0,1.72,0,0,35.07,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.68,0,8.51,0,0,0,0,0,0,0,0

89,22:00-22:15,394.83,0,0,17.47,0,0,441.85,0,43.37,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,12.82,10.11,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.68,0,8.51,0,0,0,0,0,0,0,0

90,22:15-22:30,390.06,0,0,17.47,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,21.64,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,9.91,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.88,0,8.51,0,0,0,0,0,0,0,0

91,22:30-22:45,361.27,0,0,17.47,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,5.06,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.88,0,8.51,0,0,0,0,0,0,0,0

92,22:45-23:00,332.47,0,0,17.47,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.88,0,8.51,0,0,0,0,0,0,0,0

93,23:00-23:15,294.08,0,0,13.99,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,13.44,0,0,0,0,35.88,0,8.51,0,0,0,0,0,0,0,0

94,23:15-23:30,265.29,0,0,13.99,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.72,0,0,33.11,33.38,10.53,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,13.44,0,0,0,0,36.08,0,8.51,0,0,0,0,0,0,0,0

95,23:30-23:45,228.82,0,0,13.99,0,0,365.07,0,43.7,0,0,142.34,0,19.2,6.26,0,0,15.88,0,0,0,27.11,0.77,20.74,0,1.48,0,0,33.11,33.38,10.28,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,13.44,0,0,0,0,36.08,0,8.51,0,0,0,0,0,0,0,0

96,23:45-24:00,228.82,0,0,13.99,0,0,361.03,0,43.7,0,0,142.34,0,19.2,6.26,0,0,13.13,0,0,0,27.11,0.77,17.24,0,1.48,0,0,27.5,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,119.33,388.72,0,0,113.99,0,0,88.3,2.24,0,134.07,0,24.72,0,0,0,13.44,0,0,0,0,36.08,0,8.51,0,0,0,0,0,0,0,0

