Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,NAPP,NTPL,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,URI2,UNCHAHAR4,ANTA_GF,ANTA_CRF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,KGSU1AND2,KGSU3AND4,RIHAND1,SASAN,SIMHST1,SINGRAULI_HYDRO,RIHAND2,RSTPSU1TO6,SIMHST2,RAPPC,RAPPD,RSTPSU7,SINGRAULI,RIHAND3,SALAL,SEWA2,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR1,TALA,TEHRI,TANDA2,RAPPB,PARBATI3,RAMPUR,KOTESHWR,KHSTPP-II,KKNP,KOLDAM,KISHANGANGA,KHSTPP-I,KKNPPU2,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,0,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,40.29,0,0,1.97,0,12.99,0,0,3.86,0,19.21,0,10.05,95.85,0,0,8.31,27.91,0,21.71,0,0,0,0,0

56,13:45-14:00,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,26.64,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,40.29,0,0,1.97,0,12.99,0,0,3.86,0,19.21,1.06,10.05,95.85,0,0,8.31,27.91,0,21.71,0,0,0,0,0

57,14:00-14:15,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,53.3,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.99,0,0,3.86,0,19.21,2.11,10.05,95.85,0,0,8.31,27.91,0,5.8,0,0,0,0,0

58,14:15-14:30,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,53.3,0,0,0,0,285.14,0,10.72,57.32,113.97,17.29,29.01,47.86,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73,336.17,0,0.96,95.45,0,0,66.54,28.9,0,124.89,91.91,64.37,0,0,1.97,0,12.99,0,0,3.86,0,19.21,2.11,10.05,95.85,0,0,8.31,27.91,0,0,0,0,0,0,0

59,14:30-14:45,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,53.3,0,0,0,0,285.14,0,10.72,57.32,126.09,17.29,29.01,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,106.69,0,0,66.54,28.9,0,144.82,104.33,64.37,0,0,0,0,12.99,0,0,3.86,0,19.21,2.11,10.05,113.83,0,0,8.31,33.26,0,0,0,0,0,0,0

60,14:45-15:00,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,53.3,0,0,0,0,285.14,0,10.72,57.32,133.23,17.29,29.01,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,124.32,64.37,0,0,0,0,12.99,0,0,3.86,0,19.21,2.11,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

61,15:00-15:15,19.27,12.56,22.47,47.02,0,24.82,0,0,0,0,79.94,0,0,0,0,285.14,0,11.98,57.32,133.23,20.04,32.54,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0,0,15.11,0,0,3.86,0,19.21,3.17,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

62,15:15-15:30,19.27,12.56,22.47,31.34,0,24.82,0,0,0,0,79.94,0,0,0,0,285.14,0,11.98,57.32,133.23,20.04,32.54,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0,0,15.11,0,0,3.86,0,19.21,3.17,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

63,15:30-15:45,19.27,12.56,22.47,31.34,12.18,24.82,0,0,0,0,79.94,0,0,0,0,285.14,0,11.98,57.32,132.81,20.04,32.54,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,0,0,0,0,15.11,0,0,3.86,0,0,3.17,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

64,15:45-16:00,19.27,12.56,22.47,31.34,12.18,24.82,0,0,0,0,79.94,0,0,0,0,285.14,0,11.98,57.32,132.81,20.04,32.54,50.44,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,6.07,0,0,0,15.11,0,0,3.86,0,0,3.17,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

65,16:00-16:15,19.27,12.56,22.47,31.34,13.53,24.82,0,0,0,0,106.61,0,0,0,0,327.52,0,11.98,57.32,132.81,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,6.07,0,0,0,15.11,0,0,2.93,0,0,4.24,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

66,16:15-16:30,19.27,12.56,22.47,31.34,13.53,24.82,0,0,0,0,106.61,0,0,0,0,327.52,0,11.98,57.32,132.81,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,6.07,0,0,0,15.11,0,11.37,2.93,0,0,4.24,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

67,16:30-16:45,19.27,12.56,22.47,31.34,27.07,24.82,0,0,0,0,106.61,0,0,0,0,327.52,0,11.98,57.32,132.81,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,6.07,0,0,0,15.11,0,22.72,2.93,0,0,4.24,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

68,16:45-17:00,19.27,12.56,22.47,31.34,40.6,24.82,0,0,0,0,106.61,0,0,0,0,327.52,0,11.98,57.32,132.81,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,12.15,0,0,0,15.11,0,34.09,2.93,0,0,4.24,10.05,142.86,0,0,8.31,43.86,0,0,0,0,0,0,0

69,17:00-17:15,19.27,6.28,22.47,31.34,40.6,24.82,0,0,0,0,106.61,0,0,0,0,327.52,10.55,11.98,57.32,132.81,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,18.21,0,0,0,15.11,0,34.09,2.93,0,0,4.24,10.05,142.86,0,2.31,8.31,43.86,0,5.8,0,0,0,0,0

70,17:15-17:30,19.27,6.28,22.47,31.34,40.6,24.82,0,0,0,0,106.61,0,0,0,0,327.52,10.55,11.98,57.32,103.91,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,76.47,18.21,0,0,0,15.11,0,34.09,2.93,0,0,4.24,10.05,142.86,0,2.31,8.31,43.86,0,7.24,0,0,0,0,0

71,17:30-17:45,19.27,6.28,17.74,25.37,40.6,24.82,0,0,0,0,106.61,0,0,0,0,327.52,10.55,11.98,57.32,104.34,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,18.21,0,0,0,15.11,0,34.09,2.93,0,0,4.24,10.05,142.86,0,4.61,8.31,43.86,0,14.47,0,0,0,0,0

72,17:45-18:00,19.27,6.28,17.74,25.37,40.6,24.82,0,0,0,0,106.61,0,0,0,0,327.52,10.55,11.98,57.32,97.19,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,18.21,0,0,0,15.11,0,34.09,2.93,0,4.13,4.24,10.05,142.86,0,6.93,8.31,43.86,0,14.47,0,0,0,0,0

73,18:00-18:15,19.27,12.56,17.74,25.37,40.6,24.82,0,0,0,0,106.61,0,0,0,0,330.06,10.55,11.98,57.32,188.59,20.04,32.54,48.39,0,36.7,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,18.21,0,0,0,15.11,0,34.09,3.33,0,8.27,4.24,10.05,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

74,18:15-18:30,19.27,12.56,17.74,25.37,40.6,24.82,0,0,0,0,106.61,0,0,0,0,334.03,21.08,11.98,57.32,274.51,20.04,32.54,48.39,0,36.7,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,64.37,18.21,0,0,0,15.11,0,34.09,3.56,0,13.3,4.24,20.08,142.86,0,9.24,8.31,43.86,0,36.19,0,0,0,0,0

75,18:30-18:45,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,334.03,42.17,17.83,58.02,325.45,20.04,32.28,48.39,0,38.69,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,6.04,0,15.11,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,57.33,0,0,0,0,0

76,18:45-19:00,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,403.47,42.17,17.94,58.02,366.57,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.33,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,6.04,0,20.52,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,57.33,0,0,0,0,0

77,19:00-19:15,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,483.06,42.17,17.94,58.02,366.77,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,6.04,0,20.52,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

78,19:15-19:30,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,497.51,42.17,17.94,58.02,366.77,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,6.04,0,20.52,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

79,19:30-19:45,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,509.07,42.17,17.94,58.02,366.77,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,0,0,20.52,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

80,19:45-20:00,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,523.52,42.17,17.94,58.02,366.77,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,0,0,20.52,0,34.09,3.29,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

81,20:00-20:15,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,530.26,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

82,20:15-20:30,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,133.25,0,0,0,0,544.71,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,73.88,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,5.3,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

83,20:30-20:45,19.27,18.84,26.62,47.02,40.6,24.82,0,0,0,0,133.25,0,0,0,0,610.21,21.08,17.94,57.32,371.92,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,5.3,20.08,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

84,20:45-21:00,19.27,18.84,26.62,47.02,40.6,24.82,0,0,0,0,133.25,0,0,0,0,629.48,21.08,17.94,57.32,365.29,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.48,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,35.48,5.3,20.08,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

85,21:00-21:15,19.27,18.84,26.62,47.02,40.6,24.82,0,0,0,0,133.25,0,0,0,0,660.96,21.08,17.94,57.32,365.29,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,35.48,5.3,20.08,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

86,21:15-21:30,19.27,18.84,26.62,47.02,40.6,24.82,0,0,0,0,133.25,0,0,0,0,660.96,31.63,17.94,57.32,365.29,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,5.3,20.08,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

87,21:30-21:45,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,159.9,0,0,0,0,660.96,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,6.26,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

88,21:45-22:00,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,159.9,0,0,0,0,660.96,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,6.26,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

89,22:00-22:15,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,159.9,0,0,0,0,660.96,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,6.26,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

90,22:15-22:30,19.27,18.84,33.74,48.54,40.6,24.82,0,0,0,0,159.9,0,0,0,0,660.96,42.17,17.94,58.02,365.29,26.13,41.81,48.39,0,38.69,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,19.35,0,0,0,20.52,0,34.09,3.04,0,57.64,6.26,33.48,142.86,0,9.24,8.36,43.86,0,42.7,0,0,0,0,0

91,22:30-22:45,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,133.25,0,0,0,0,663.17,21.08,17.94,57.32,371.92,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,5.3,20.31,142.86,0,9.24,8.31,43.86,0,28.96,0,0,0,0,0

92,22:45-23:00,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,106.61,0,0,0,0,663.17,10.55,17.94,57.32,371.99,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.64,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,61.57,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,4.24,20.08,142.86,0,9.24,8.31,43.86,0,21.71,0,0,0,0,0

93,23:00-23:15,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,72.29,0,0,0,0,663.17,10.55,17.94,57.32,371.99,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.79,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,49.25,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,2.87,20.08,142.86,0,9.24,8.31,43.86,0,21.71,0,0,0,0,0

94,23:15-23:30,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,72.29,0,0,0,0,663.17,10.55,17.94,57.32,371.99,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.79,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,49.25,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,2.87,20.08,142.86,0,9.24,8.31,43.86,0,21.71,0,0,0,0,0

95,23:30-23:45,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,72.29,0,0,0,0,663.17,10.55,17.94,57.32,371.99,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.79,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,49.25,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,2.87,20.08,142.86,0,9.24,8.31,43.86,0,21.71,0,0,0,0,0

96,23:45-24:00,19.27,18.84,33.74,47.02,40.6,24.82,0,0,0,0,72.29,0,0,0,0,663.17,10.55,17.94,57.32,371.99,26.13,41.81,48.39,0,36.7,1.26,0,0,0,0,0,0,0,23.33,0,18.29,0,11.79,0,0,93.66,336.17,0,0.96,120.01,0,0,66.54,28.9,0,144.82,125.99,49.25,18.21,0,0,0,20.52,0,34.09,3.04,0,36.95,2.87,20.08,142.86,0,9.24,8.31,43.86,0,21.71,0,0,0,0,0

