Block,Time,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,SASAN,SIMHST1,SINGRAULI,TALST2,URI,ANTA_LF,DADRI_LF,DADRI_RF,BRBCL,DHAULIGNGA,KKNPPU2,NNTPP,PARBATI3,RSTPSU1TO6,SEWA2,TelanganaSTPP,UNCHAHAR4,DADRT2,NLCIIST1,NTPL,RIHAND1,SINGRAULI_HYDRO,TEHRI,URI2,AURY_CRF,BSIUL,CHAMERA2,KOTESHWR,KUDGI,RAPPB,RAPPC,TANAKPUR,UNCHAHAR2,VALLURNTECL,AURY_LF,JHAJJAR,KHSTPP-II,NAPP,NLCIIST2,RAMPUR,SIMHST2,UNCHAHAR1,DADRI_CRF,KOLDAM,RIHAND3,TALA,TANDA2,ANTA_RF,AURY_RF,FSTPP I & II,NJPC,UNCHAHAR3,ANTA_CRF,AURY_GF,CHAMERA1,CHAMERA3,DULHASTI,MAPS,NLCEXP,NLCTS2EXP,RIHAND2,RSTPSU7,SALAL,ANTA_GF,DADRI_GF
10,02:15-02:30,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,5.76,42.39,0,0,434.65,148.3,23.5,0,0,0,20.55,0,0,62.16,0,0,43.26,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,69.72,0,0

11,02:30-02:45,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.26,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,69.72,0,0

12,02:45-03:00,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.26,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,17.44,0,0

13,03:00-03:15,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,13.36,0,0

14,03:15-03:30,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,13.36,0,0

15,03:30-03:45,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

16,03:45-04:00,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

17,04:00-04:15,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

18,04:15-04:30,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

19,04:30-04:45,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

20,04:45-05:00,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

21,05:00-05:15,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.25,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

22,05:15-05:30,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,23.39,26.4,0,0,0,0,0,0,0,0,118.76,0,26.73,0,0

23,05:30-05:45,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,36.29,21.53,0,13.04,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,46.78,26.4,0,0,0,0,16.48,0,0,0,118.76,0,26.73,0,0

24,05:45-06:00,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,36.29,21.53,0,13.04,2.66,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,46.78,26.4,0,0,0,0,16.48,0,0,0,118.76,0,26.73,0,0

25,06:00-06:15,0,0,45.53,0,0,400.5,0,139.69,0,39.75,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,36.29,21.53,0,13.04,13.17,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,70.17,26.4,0,0,13.99,9.68,16.48,0,0,0,118.76,0,26.73,0,0

26,06:15-06:30,0,0,45.53,0,0,400.5,0,139.69,0,39.75,0,0,59.73,20,18.25,0,0,3.82,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,13.04,26.34,17.75,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,93.56,26.4,0,0,28.05,19.35,32.96,0,0,0,118.76,0,26.73,0,0

27,06:30-06:45,0,0,45.53,0,0,400.5,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,116.95,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

28,06:45-07:00,0,0,45.53,0,0,400.5,0,139.69,0,39.75,0,0,59.73,20,27.41,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,116.95,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

29,07:00-07:15,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,27.41,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,116.95,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

30,07:15-07:30,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,27.41,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,116.95,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

31,07:30-07:45,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,27.41,0,0,16.54,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.89,70.04,18.2,116.95,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

32,07:45-08:00,0,0,45.53,0,0,400.5,0,139.69,0,33.12,0,0,59.73,20,27.41,0,0,3.57,0,15.81,0,0,682.79,0,0,92,0.75,48.63,32.28,0,19.56,39.51,39.05,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,93.56,26.4,0,0,42.15,29.06,49.43,0,0,0,118.76,0,13.36,0,0

33,08:00-08:15,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,18.25,0,0,0,0,15.81,0,0,682.79,0,0,92,0.75,48.63,21.53,0,13.04,39.51,17.75,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,44.52,70.04,18.2,70.17,26.4,0,0,24.65,9.68,32.96,0,0,0,118.76,0,13.36,0,0

34,08:15-08:30,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,9.14,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,13.04,26.34,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,44.42,70.04,18.2,46.78,26.4,0,0,13.99,0,32.96,0,0,0,118.76,0,13.36,0,0

35,08:30-08:45,0,0,45.53,0,0,410.62,0,133.5,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,48.63,21.53,0,13.04,26.34,8.87,0,0,25.89,5.76,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,44.42,70.04,18.2,23.39,26.4,0,0,12.41,0,32.96,0,0,0,118.76,0,13.36,0,0

36,08:45-09:00,0,0,45.53,0,0,410.62,0,133.5,0,35.33,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,13.04,13.17,8.87,0,0,25.89,5.76,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,44.42,70.04,18.2,23.39,26.4,0,0,12.27,0,32.96,0,0,0,118.76,0,13.36,0,0

37,09:00-09:15,0,0,45.53,0,0,410.62,0,133.5,0,39.75,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,6.52,13.17,8.87,0,0,25.89,5.76,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,44.21,70.04,18.2,23.39,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

38,09:15-09:30,0,0,45.53,0,0,410.62,0,133.5,0,39.75,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,6.52,0,8.87,0,0,25.89,5.76,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.99,70.04,18.2,23.39,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

39,09:30-09:45,0,0,45.53,0,0,410.62,0,133.5,0,39.75,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

40,09:45-10:00,0,0,45.53,0,0,410.62,0,133.5,0,39.75,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.57,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

41,10:00-10:15,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,36.29,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.47,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

42,10:15-10:30,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,0,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.26,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

43,10:30-10:45,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,43.05,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

44,10:45-11:00,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.84,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

45,11:00-11:15,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.73,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

46,11:15-11:30,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

47,11:30-11:45,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.52,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

48,11:45-12:00,0,0,45.53,0,0,410.62,0,133.5,0,34.23,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

49,12:00-12:15,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42.32,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

50,12:15-12:30,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,42,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

51,12:30-12:45,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

52,12:45-13:00,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

53,13:00-13:15,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

54,13:15-13:30,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,21.53,0,6.52,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,16.48,0,0,0,118.76,0,2.33,0,0

55,13:30-13:45,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

56,13:45-14:00,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,0,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

57,14:00-14:15,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

58,14:15-14:30,0,0,45.53,0,0,410.62,0,133.5,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,0,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

59,14:30-14:45,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,12.16,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,41.48,70.04,18.2,23.39,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

60,14:45-15:00,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,31.9,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,23.39,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

61,15:00-15:15,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,24.21,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,23.39,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

62,15:15-15:30,0,0,45.53,0,0,410.62,0,139.69,0,36.43,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,24.21,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

63,15:30-15:45,0,0,45.53,0,0,410.62,0,139.69,0,33.12,0,0,59.73,20,0,0,0,0,0,15.81,0,0,683.14,0,0,92,0.75,24.32,24.21,0,0,0,8.87,0,0,25.89,0.51,42.39,0,0,434.65,148.3,23.5,0,0,0,20.85,0,0,62.16,0,0,40.95,70.04,18.2,42.61,26.4,0,0,0,0,0,0,0,0,118.76,0,2.33,0,0

