Block,Time,NR/01022024/29022024/79,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/15022024/HP-39,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01022024/15022024/HP-37,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/23072042/L_NR_2012_04,NR/01022024/15022024/HP-44,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,NR/01022024/29022024/SJVN010224NR1469,NR/06022024/06022024/HPX-TAMCTG-050224-06086,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/06022024/06022024/DD20240206NR22623,NR/01102023/22052037/LT-59,NR/01022024/15022024/HP-35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/06022024/06022024/IEX_240205_06289,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01012024/31032024/ ChanjuII,NR/26072023/31072042/L_NR_2023_07,NR/06022024/06022024/HPX-TAMCTG-050224-06085,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI
49,12:00-12:15,96.250000,76.320000,11.41,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,84,0.950000,30.800000,14.870000,8.180000,32.5,94,17.5,44,96.250000,51.580000,5.34,11.67,47,0.000000,6.740000,112.610232,5.83,92.46,24.06,270.700000,0.000000,15.240000,32.5,28.88,0.000000,99.730000,115.080000,269.500000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.560000,196,0.000000,14.870000,0.000000

50,12:15-12:30,96.250000,76.320000,11.56,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,84,0.950000,30.800000,15.190000,8.180000,32.5,94,17.5,44,96.250000,51.580000,5.34,11.67,47,0.000000,6.740000,114.03198,5.83,92.41,24.06,270.700000,0.000000,15.580000,32.5,28.88,0.000000,99.730000,115.080000,223.300000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.560000,196,0.000000,15.190000,0.000000

51,12:30-12:45,96.250000,76.320000,11.84,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,87,0.950000,30.800000,15.410000,8.180000,32.5,94,17.5,45,96.250000,51.580000,6,11.67,47,0.000000,6.740000,114.888924,5.83,92.45,24.06,270.700000,0.000000,15.810000,32.5,28.88,0.000000,99.730000,115.080000,180.950000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.560000,203,0.000000,15.410000,0.000000

52,12:45-13:00,96.250000,76.320000,12.26,44.68,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,223.42,87,0.950000,30.800000,15.460000,8.180000,32.5,94,17.5,45,96.250000,51.580000,6,11.67,47,0.000000,6.740000,115.59006,5.83,92.48,24.06,270.700000,0.000000,15.840000,32.5,28.88,0.000000,99.730000,115.080000,135.710000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.560000,203,0.000000,15.460000,0.000000

53,13:00-13:15,96.250000,76.320000,12.51,45.83,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,229.17,84,0.990000,0.000000,15.430000,8.180000,32.5,94,17.5,45,96.250000,51.580000,6,11.67,47,0.000000,6.740000,114.051456,5.83,92.46,24.06,270.700000,0.000000,15.820000,32.5,28.88,0.000000,72.190000,84.890000,102.990000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,196,0.000000,15.430000,0.000000

54,13:15-13:30,96.250000,76.320000,12.88,45.83,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,229.17,84,0.990000,0.000000,15.410000,8.180000,32.5,94,17.5,45,96.250000,51.580000,6,11.67,47,0.000000,6.740000,111.519576,5.83,92.44,24.06,270.700000,0.000000,15.810000,32.5,28.88,0.000000,57.750000,115.080000,66.410000,0.650000,0.000000,260.450000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,196,0.000000,15.410000,0.000000

55,13:30-13:45,96.250000,76.320000,13.26,45.83,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,229.17,85,1.070000,0.000000,15.290000,8.180000,32.5,94,17.5,44.46,96.250000,51.580000,6,11.67,47,0.000000,6.740000,106.19289,5.83,92.43,24.06,270.700000,0.000000,15.670000,32.5,28.88,0.000000,51.980000,84.890000,14.440000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,200,0.000000,15.290000,0.000000

56,13:45-14:00,96.250000,76.320000,13.62,45.83,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,229.17,85,1.070000,0.000000,16.070000,8.180000,32.5,94,17.5,43,96.250000,51.580000,6,11.67,47,0.000000,6.740000,103.680486,5.83,92.43,24.06,270.700000,0.000000,16.470000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,200,0.000000,16.070000,0.000000

57,14:00-14:15,96.250000,76.320000,13.99,45.26,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,226.29,84,1.070000,0.000000,15.620000,8.180000,32.5,93,17.5,43.38,96.250000,51.580000,6,11.67,47,0.000000,6.740000,100.242972,5.83,91.26,24.06,270.700000,0.000000,16.020000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,196,0.000000,15.620000,0.000000

58,14:15-14:30,96.250000,76.320000,14.35,44.52,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,222.58,84,1.070000,0.000000,15.080000,8.180000,32.5,93,17.5,43,96.250000,51.580000,6,11.67,47,0.000000,6.740000,95.899824,5.83,89.32,24.06,270.700000,0.000000,15.450000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,196,0.000000,15.080000,0.000000

59,14:30-14:45,96.250000,76.320000,13.62,45,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,225,82,1.070000,0.000000,14.340000,8.180000,32.5,91,17.5,42,96.250000,51.580000,6,11.67,46,0.000000,6.740000,90.738684,5.83,86.45,24.06,270.700000,0.000000,14.700000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,193,0.000000,14.340000,0.000000

60,14:45-15:00,96.250000,76.320000,13.57,43.3,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,216.48,79,1.070000,0.000000,13.330000,8.180000,32.5,87,17.5,39.39,96.250000,51.580000,6,11.67,44,0.000000,6.740000,83.824704,5.83,83.44,24.06,270.700000,0.000000,13.670000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.650000,0.000000,229.000000,0.000000,11.550000,0.000000,1.340000,0.000000,1.660000,186,0.000000,13.330000,0.000000

61,15:00-15:15,96.250000,76.320000,15,40,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,200.03,75,1.110000,0.000000,12.310000,8.180000,32.5,82,17.5,36.32,96.250000,51.580000,6,11.67,41,0.000000,6.740000,81.60444,5.83,79.35,24.06,270.700000,0.000000,12.620000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.690000,0.000000,229.000000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,175,0.000000,12.310000,0.000000

62,15:15-15:30,96.250000,76.320000,15.04,36.67,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,183.36,69,1.110000,0.000000,11.380000,8.180000,32.5,77,17.5,33.05,96.250000,51.580000,6,11.67,38,0.000000,6.740000,74.115918,5.83,74.29,24.06,270.700000,0.000000,11.670000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.690000,0.000000,229.000000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,161,0.000000,11.380000,0.000000

63,15:30-15:45,96.250000,76.320000,15.09,33.25,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,32.5,0,166.26,62,1.110000,0.000000,10.700000,8.180000,32.5,70,17.5,31.91,96.250000,51.580000,6,11.67,35,0.000000,6.740000,66.150234,5.83,69.18,24.06,270.700000,0.000000,10.960000,32.5,28.88,0.000000,51.980000,115.080000,0.000000,0.690000,0.000000,229.000000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,146,0.000000,10.700000,0.000000

64,15:45-16:00,96.250000,76.320000,15.15,29.7,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,33,0,148.51,56,1.110000,0.000000,9.760000,8.180000,30,62,17.5,27.7,96.250000,51.580000,6,11.67,31,0.000000,6.740000,57.522366,5.83,63.19,24.06,270.700000,0.000000,10.010000,33,28.88,0.000000,51.980000,115.080000,0.000000,0.690000,0.000000,229.000000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,132,0.000000,9.760000,0.000000

65,16:00-16:15,96.250000,76.320000,15.24,26.19,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,33,0,130.93,49,1.110000,0.000000,8.190000,8.180000,17,52,17.5,24.88,96.250000,51.580000,6,11.67,26,0.000000,6.740000,48.54393,5.83,56.98,24.06,270.700000,0.000000,8.390000,33,28.88,0.000000,51.980000,115.080000,47.160000,0.690000,0.000000,260.450000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,116,0.000000,8.190000,0.000000

66,16:15-16:30,96.250000,86.820000,15.44,22.62,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,33,0,113.12,43,1.110000,0.000000,6.880000,8.180000,7,45,17.5,21.12,96.250000,51.580000,6,11.67,23,0.000000,6.740000,39.769992,5.83,50.92,19.25,270.700000,0.000000,7.050000,33,28.3,0.000000,80.850000,115.080000,97.210000,0.690000,0.000000,260.450000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,102,0.000000,6.880000,0.000000

67,16:30-16:45,96.250000,73.150000,15.48,19.04,5.84,5.780000,0,4.810000,18.290000,6.740000,11.67,29.62,0,95.19,36,1.110000,0.000000,5.490000,8.180000,1,38,17.5,18.04,96.250000,51.580000,6,11.67,19,0.000000,6.740000,30.879198,5.83,43.64,14.44,270.700000,0.000000,5.620000,25.25,22.14,0.000000,99.730000,115.080000,104.910000,0.690000,0.000000,260.450000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,84,0.000000,5.490000,0.000000

68,16:45-17:00,96.250000,73.150000,15.38,14.16,5.84,5.780000,0,4.810000,18.290000,6.740000,12,15,0,70.8,28,1.110000,0.000000,4.710000,8.180000,0,29,17.5,13.11,96.250000,51.580000,6,12,14,0.000000,6.740000,22.280544,5.83,36.07,14.44,270.700000,0.000000,4.830000,12,11.65,0.000000,99.730000,115.080000,140.520000,0.690000,0.000000,260.450000,0.000000,11.550000,0.000000,1.390000,0.000000,1.560000,67,0.000000,4.710000,0.000000

69,17:00-17:15,96.250000,73.150000,15.49,9.23,5.84,5.780000,0,4.810000,18.290000,6.740000,12,7,0,46.13,21,1.070000,0.000000,3.440000,8.180000,0,18,17.5,10,96.250000,51.580000,6,12,9,0.000000,6.740000,15.015996,5.83,28.06,0,270.700000,0.000000,3.520000,7,0,115.500000,99.730000,115.080000,109.720000,0.690000,0.000000,260.450000,21.180000,11.550000,0.000000,1.390000,0.000000,1.660000,49,0.000000,3.440000,0.000000

70,17:15-17:30,96.250000,73.150000,15.61,7.5,5.84,5.780000,0,4.810000,18.290000,6.740000,12.33,1,0,37.5,13,1.070000,0.000000,2.480000,8.180000,0,11,17.5,7,96.250000,51.580000,6,12.33,6,0.000000,6.740000,9.942498,5.83,20.46,0,270.700000,0.000000,2.550000,1,0,115.500000,99.730000,115.080000,159.780000,0.690000,0.000000,260.450000,22.140000,11.550000,0.000000,1.390000,0.000000,1.660000,32,0.000000,2.480000,0.000000

71,17:30-17:45,96.250000,73.150000,17.05,5.81,5.84,5.780000,0,4.810000,18.290000,6.740000,12.33,0,0,29.04,7,0.990000,0.000000,1.530000,8.180000,0,7,17.5,4,96.250000,51.580000,6,12.33,3,0.000000,6.740000,5.248782,5.83,12.89,0,270.700000,0.000000,1.570000,0,0,115.500000,99.730000,115.080000,134.750000,0.690000,0.000000,260.450000,22.140000,11.550000,0.000000,1.390000,0.000000,1.660000,18,0.000000,1.530000,0.000000

72,17:45-18:00,96.250000,73.150000,17.23,3.12,5.84,5.780000,0,4.810000,18.290000,6.740000,13,0,0,15.62,3,0.990000,0.000000,0.760000,8.180000,0,1,17.5,2,96.250000,51.580000,6,13,1,0.000000,6.740000,1.859958,5.83,6.11,0,270.700000,0.000000,0.780000,0,0,115.500000,99.730000,115.080000,178.060000,0.690000,0.000000,260.450000,22.140000,11.550000,0.000000,1.390000,0.000000,1.660000,7,0.000000,0.760000,0.000000

73,18:00-18:15,96.250000,73.150000,21.1,1.45,5.84,5.780000,0,4.810000,18.290000,6.740000,13,0,0,7.27,1,0.990000,0.000000,0.270000,8.180000,0,0,17.5,1,96.250000,0.000000,6,13,0,0.000000,6.740000,0.19476,5.83,2.09,0,270.700000,0.000000,0.280000,0,0,115.500000,99.730000,115.080000,50.050000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.660000,4,0.000000,0.270000,0.000000

74,18:15-18:30,96.250000,73.150000,21.22,0.36,5.84,5.780000,0,4.810000,18.290000,6.740000,13.33,0,0,1.81,0,0.990000,0.000000,0.040000,8.180000,0,0,17.5,0,96.250000,0.000000,6,13.33,0,0.000000,6.740000,0,5.83,0.26,0,270.700000,0.000000,0.040000,0,0,115.500000,99.730000,115.080000,84.700000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.660000,0,0.000000,0.040000,0.000000

75,18:30-18:45,96.250000,73.150000,21.44,0,5.84,5.780000,0,4.810000,18.290000,6.740000,13.33,0,0,0,0,0.990000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,6.53,13.33,0,0.000000,6.740000,0,5.83,0.24,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,89.510000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.660000,0,0.000000,0.000000,0.000000

76,18:45-19:00,96.250000,73.150000,21.68,0,5.84,5.780000,0,4.810000,18.290000,6.740000,13.74,0,0,0,0,0.990000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.4,13.74,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,90.480000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.660000,0,0.000000,0.000000,0.000000

77,19:00-19:15,96.250000,73.150000,24.86,0,5.84,5.780000,0,4.810000,18.290000,6.740000,13.89,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.71,13.89,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,172.290000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.560000,0,0.000000,0.000000,0.000000

78,19:15-19:30,96.250000,73.150000,24.84,0,5.84,5.780000,0,4.810000,18.290000,6.740000,14.4,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.79,14.4,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,208.860000,0.690000,0.000000,260.450000,23.100000,11.550000,143.000000,1.390000,0.000000,1.560000,0,0.000000,0.000000,0.000000

79,19:30-19:45,96.250000,73.150000,28.01,0,5.84,5.780000,0,4.810000,18.290000,6.740000,15.04,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.79,15.04,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,211.750000,0.690000,0.000000,260.450000,23.100000,11.550000,131.350000,1.390000,0.000000,1.560000,0,0.000000,0.000000,0.000000

80,19:45-20:00,96.250000,73.150000,28.01,0,5.84,5.780000,0,4.810000,18.290000,6.740000,15.85,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.73,15.85,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,229.080000,0.690000,0.000000,260.450000,23.100000,11.550000,131.350000,1.390000,0.000000,1.560000,0,0.000000,0.000000,0.000000

81,20:00-20:15,0.000000,73.150000,28.01,0,5.84,5.780000,0,4.810000,18.290000,6.740000,15.34,0,0,0,0,0.000000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.48,15.34,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,288.750000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

82,20:15-20:30,0.000000,73.150000,28.23,0,5.84,5.780000,0,4.810000,18.290000,6.740000,14.9,0,0,0,0,0.000000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,7.14,14.9,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,288.750000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

83,20:30-20:45,0.000000,73.150000,28.24,0,5.84,5.780000,0,4.810000,18.290000,6.740000,14.54,0,0,0,0,0.000000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,6.76,14.54,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,240.620000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

84,20:45-21:00,0.000000,73.150000,28.23,0,5.84,5.780000,0,4.810000,18.290000,6.740000,14.11,0,0,0,0,0.000000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,6.4,14.11,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,115.500000,99.730000,115.080000,164.590000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

85,21:00-21:15,0.000000,73.150000,25.66,0,5.84,5.780000,0,4.810000,18.290000,6.740000,13.79,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,17.5,0,96.250000,0.000000,6.27,13.79,0,0.000000,6.740000,0,5.83,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,231.960000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

86,21:15-21:30,0.000000,73.150000,25.64,0,6.37,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,0.000000,0.000000,8.180000,0,0,19.16,0,96.250000,0.000000,6,14,0,0.000000,6.740000,0,6.39,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,196.350000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,0.000000,1.660000,0,0.000000,0.000000,0.000000

87,21:30-21:45,0.000000,73.150000,28.56,0,6.98,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,20.97,0,96.250000,0.000000,6,14,0,0.000000,6.740000,0,6.99,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,96.250000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.660000,0,0.000000,0.000000,0.000000

88,21:45-22:00,0.000000,73.150000,28.41,0,7,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,21,0,96.250000,0.000000,6,14,0,0.000000,6.740000,0,7,0,0,270.700000,0.000000,0.000000,0,0,0.000000,99.730000,115.080000,96.250000,0.690000,0.000000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.660000,0,0.000000,0.000000,0.000000

89,22:00-22:15,0.000000,51.380000,28.33,0,7.16,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,21.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.17,0,0,270.700000,8.080000,0.000000,0,0,0.000000,99.730000,84.890000,96.250000,0.690000,18.950000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

90,22:15-22:30,0.000000,65.690000,28.22,0,7.34,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.33,0,0,270.700000,8.080000,0.000000,0,0,0.000000,99.730000,84.890000,96.250000,0.690000,18.950000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

91,22:30-22:45,0.000000,65.690000,28.06,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,70.860000,115.080000,96.250000,0.690000,18.950000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

92,22:45-23:00,0.000000,65.690000,27.86,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,53.900000,84.890000,96.250000,0.690000,18.950000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

93,23:00-23:15,0.000000,50.950000,27.26,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,53.900000,76.400000,0.000000,0.690000,18.950000,260.450000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

94,23:15-23:30,0.000000,50.950000,27.06,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,53.900000,67.910000,0.000000,0.690000,18.950000,228.990000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

95,23:30-23:45,0.000000,50.950000,24.01,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,53.900000,66.030000,0.000000,0.690000,18.950000,228.990000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

96,23:45-24:00,0.000000,50.950000,24.01,0,7.5,5.780000,0,4.810000,18.290000,6.740000,14,0,0,0,0,0.950000,2.890000,0.000000,8.180000,0,0,22.5,0,96.250000,0.000000,6,14,0,152.540000,6.740000,0,7.5,0,0,270.700000,8.080000,0.000000,0,0,0.000000,57.750000,66.030000,0.000000,0.690000,18.950000,228.990000,23.100000,11.550000,0.000000,1.340000,2.890000,1.560000,0,0.000000,0.000000,0.000000

