Block,Time,TEHRI,RIHAND2,JHAJJAR,UNCHAHAR2,ANTA_GF,AURY_GF,RAPPB,SALAL,PARBATI3,ANTA_LF,DADRI_GF,DADRI_LF,CHAMERA1,RIHAND1,URI2,SEWA2,AURY_RF,DADRT2,SINGRAULI_HYDRO,AURY_LF,CHAMERA2,KOTESHWR,KISHANGANGA,ANTA_CRF,RIHAND3,UNCHAHAR3,RAPPC,DHAULIGNGA,NJPC,TANAKPUR,ANTA_RF,DADRI_RF,DADRI_CRF,UNCHAHAR1,RAMPUR,NAPP,CHAMERA3,KOLDAM,BSIUL,AURY_CRF,URI,TANDA2,UNCHAHAR4,MOUDA_II,KAWAS-NAPM,KUDGI,SASAN,SINGRAULI,KHSTPP-II,SIMHST2,SOLAPUR,MAPS,KAWAS-zLIQ,GANDHAR-RLNG,GANDHAR-NAPM,NLCTS2EXP,VSTPS II,KSTPS I&II,KAWAS-APM,SIPAT I,NTPL,TAPS-II,VSTPS V,KHARGONE-I,KGSU1AND2,VSTPS IV,KKNP,BRBCL,KHSTPP-I,VALLURNTECL,GANDHAR-APM,TALST2,KSTPS7,DULHASTI,NLCIIST1,GANDHAR-ComGas,RSTPSU7,SIPAT II,TALA,NLCIIST2,GADARWARA-I,VSTPS I,KGSU3AND4,VSTPS III,MOUDA,NLCEXP,KAPS,NNTPP,KAWAS-RLNG,KAWAS-ComGas,LARA-I,FSTPP I & II,RSTPSU1TO6,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,51.490312,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,48.718464,5.676342,0.000000,0.000000,0.000000,20.137456,0.939430,20.696542,30.545986,1.024917,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,8.99,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,12.114215,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.20,0.019088,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

7,01:30-01:45,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,51.490312,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,24.359231,0.493595,0.000000,0.000000,0.000000,20.137456,0.469716,20.696542,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,8.66,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.019088,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

8,01:45-02:00,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,51.490312,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,20.137456,0.415256,20.696542,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,8.66,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.019088,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

9,02:00-02:15,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,64.922567,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,1.110589,0.000000,0.000000,0.000000,20.132874,0.415256,20.696542,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,3.92,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.019088,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

10,02:15-02:30,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,1.110589,0.000000,0.000000,0.000000,20.132874,0.415256,20.696542,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.019088,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

11,02:30-02:45,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,0.000000,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,1.110589,0.000000,0.000000,0.000000,21.207311,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

12,02:45-03:00,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,3.345001,0.000000,0.000000,0.000000,27.067497,90.858439,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,1.110589,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.297118,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

13,03:00-03:15,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,3.345001,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,7.897519,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317313,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

14,03:15-03:30,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,3.345001,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,664.050759,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,7.897519,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

15,03:30-03:45,26.543951,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,81.712886,3.345001,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,631.511063,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,7.897519,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

16,03:45-04:00,17.695967,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,63.803212,17.394009,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,510.211941,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,13.649961,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

17,04:00-04:15,17.695967,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,63.803212,17.394009,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,471.679941,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

18,04:15-04:30,8.847984,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,63.803212,17.394009,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,486.986778,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,21.375627,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.827758,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

19,04:30-04:45,0.000000,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,63.803212,17.394009,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,477.132219,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,20.417143,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.859129,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

20,04:45-05:00,0.000000,116.260677,483.068363,41.947839,0.000000,0.000000,0.000000,63.803212,17.394009,0.000000,0.000000,0.000000,27.067497,86.908073,33.781224,16.548589,0.000000,446.585976,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,25.970568,56.844293,9.551250,21.696481,0.493595,0.000000,0.000000,0.000000,20.417143,0.415256,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,1.375213,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.860359,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

21,05:00-05:15,0.000000,116.260677,476.325263,41.947839,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,40.601245,86.908073,33.781224,16.548589,0.000000,429.218063,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,18.349998,56.844293,9.551250,24.359231,1.110589,0.000000,0.000000,0.000000,14.833086,0.469716,32.068269,30.545986,0.000000,18.939827,0.000000,51.047194,2.350548,0.603796,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.860359,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

22,05:15-05:30,0.000000,116.260677,476.325263,29.170362,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,40.601245,86.908073,33.781224,16.548589,0.000000,366.246756,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,14.780972,56.844293,19.102501,48.718464,1.110589,0.000000,0.000000,0.000000,11.421944,0.939430,32.068269,30.545986,0.000000,18.939827,0.000000,51.047194,2.350548,0.603796,3.382812,0.000000,0.00,336.167618,138.740979,142.101802,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.860359,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,42.100063,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,17.406831,5.83,0,0,0,0,0

23,05:30-05:45,0.000000,116.260677,476.325263,29.170362,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,40.601245,86.908073,33.781224,16.548589,0.000000,356.584857,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,14.780972,56.844293,28.653751,73.077695,1.110589,0.000000,0.000000,0.000000,11.670306,1.409146,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,0.733462,3.382812,0.000000,0.00,336.167618,138.740979,113.408538,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.860359,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,28.131453,2.29,0.000000,2.92,1.292598,51.927025,0.81,0.000000,1.87,0.900795,0.000000,0.40,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,12.066488,5.83,0,0,0,0,0

24,05:45-06:00,0.000000,116.260677,476.325263,29.170362,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,40.601245,86.908073,33.781224,16.548589,0.000000,348.676164,1.055438,0.000000,42.033751,8.393102,2.457837,0.000000,121.876716,14.780972,56.844293,28.653751,97.436926,1.110589,0.000000,0.000000,0.000000,11.670306,1.878861,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,0.733462,3.382812,0.000000,0.00,336.167618,138.740979,94.142538,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.860359,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,23.616070,2.29,0.000000,2.92,1.292598,51.927025,0.85,0.000000,1.87,0.900795,0.000000,0.41,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,12.066488,5.83,0,0,0,0,0

25,06:00-06:15,0.000000,116.260677,408.219086,29.170362,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,36.528336,86.908073,33.781224,16.548589,0.000000,342.347669,1.055438,0.000000,42.033751,0.000000,2.457837,0.000000,121.876716,11.910959,56.844293,28.653751,78.896297,1.110589,0.000000,0.000000,0.000000,10.454332,1.518065,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,0.707938,3.382812,0.000000,0.00,336.167618,138.740979,92.813088,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.813107,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,25.623406,2.29,0.000000,2.92,1.292598,51.927025,0.86,0.000000,1.87,0.900795,0.000000,0.42,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,11.688393,5.83,0,0,0,0,0

26,06:15-06:30,0.000000,116.260677,358.127486,29.170362,0.000000,0.000000,0.000000,63.803212,52.182030,0.000000,0.000000,0.000000,40.601245,86.908073,33.781224,16.548589,0.000000,345.192097,1.055438,0.000000,42.033751,0.000000,2.457837,0.000000,121.876716,10.837799,56.844293,28.653751,78.896297,1.110589,0.000000,0.000000,0.000000,10.338661,1.518065,32.068269,30.545986,0.000000,18.939827,0.000000,48.920227,2.350548,0.707938,3.382812,0.000000,0.00,336.167618,138.740979,92.813088,1.78,3.412458,0.24,0.000000,0.000000,0.000000,0.85,1.871655,2.813107,0.000000,5.118688,3.29,2.690880,1.278811,3.412459,1.93,2.585197,1.56,14.449500,25.793706,2.29,0.000000,2.92,1.292598,51.927025,0.86,0.000000,1.87,0.900795,0.000000,0.42,4.136314,2.317907,1.06,1.887764,1.866975,0.79,0.789175,0.19,0.000000,0.000000,4.101852,11.688393,5.83,0,0,0,0,0

